sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562431.919541,423676125000000,423676125000000,423677437000000,423676781000000,1312.0,3662.087,3662.087,423677.437,423677.437,,420014.694,False,1,0,0,0,False,0,1007,1997,3662087,3662088,3662087,0,0,554199,887711,11.33734,0.140426,-1.09399,-85.89617,10.3418,1.865234,982.5488,-0.535,-0.54875,-0.08875,-3,-25,-50,52.77778,True,253,3,37.24855167,-80.4175105,12,0.72,,,,2217657,6424,1752
1,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562433.6438687,423677843000000,423677843000000,423678562000000,423678202500000,719.0,3663.199,3663.199,423678.562,423678.562,,420014.84875,False,2,0,0,0,False,0,1007,1998,3663199,3663200,3663199,0,0,554199,887711,11.33734,0.057792,-0.326093,-86.17522,7.900391,0.400391,980.5957,-1.0975,0.63875,-0.08875,-1,-26,-49,52.22222,True,311,3,37.24855083,-80.41751117,12,0.72,,,,2218341,6426,1752
2,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562434.6310334,423678828000000,423678828000000,423679578000000,423679203000000,750.0,3664.206,3664.206,423679.578,423679.578,,420014.997,False,3,0,0,0,False,0,1007,1999,3664206,3664207,3664206,0,0,554199,887711,11.33734,0.154143,-1.021656,-87.08304,11.31836,0.888672,980.1074,0.2775,1.57625,0.09875,-3,-27,-51,52.22222,True,205,3,37.24854983,-80.41751167,12,0.72,,,,2218896,6428,1753
3,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562435.6361494,423679843000000,423679843000000,423680484000000,423680163500000,641.0,3665.174,3665.174,423680.484,423680.484,,420014.99325,False,4,0,0,0,False,0,1007,2000,3665174,3665175,3665174,0,0,554199,887711,11.34101,0.133974,-0.945026,-87.15507,13.75977,2.353516,980.1074,-0.91,-0.67375,-0.46375,-3,-26,-51,52.22222,True,166,3,37.248549,-80.41751183,12,0.72,,,,2219451,6430,1754
4,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562436.6100154,423680812000000,423680812000000,423681468000000,423681140000000,656.0,3666.151,3666.151,423681.468,423681.468,,420014.9895,True,5,0,0,0,False,0,1007,2001,3666151,3666152,3666151,0,0,554199,887711,11.34101,0.068494,-0.922386,-87.40274,11.80664,-2.529297,983.0371,0.0275,0.20125,-0.08875,-1,-24,-49,52.77778,True,176,3,37.24854833,-80.41751233,12,0.72,,,,2220006,6432,1755
5,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562437.5810242,423681781000000,423681781000000,423682546000000,423682163500000,765.0,3667.143,3667.143,423682.546,423682.546,,420014.99325,True,6,0,0,0,False,0,1007,2002,3667143,3667144,3667143,0,0,554199,887711,11.34101,0.104035,-0.474349,-87.42972,9.853516,-0.087891,981.084,-0.2225,1.45125,-0.52625,-1,-25,-51,52.77778,True,193,3,37.24854767,-80.41751267,12,0.72,,,,2220561,6434,1756
6,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562438.5950089,423682796000000,423682796000000,423683578000000,423683187000000,782.0,3668.147,3668.147,423683.578,423683.578,,420014.997,True,7,0,0,0,False,0,1007,2003,3668147,3668148,3668147,0,-0.069401626,554199,887739,11.34101,-0.906534,-4.091602,-94.96249,96.2793,15.53711,1052.861,5.6525,9.32625,-23.02625,-3,-28,-46,52.77778,True,205,3,37.24854767,-80.417513,12,0.72,,,,2221116,6436,1757
7,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562439.586195,423683781000000,423683781000000,423684437000000,423684109000000,656.0,3669.119,3669.119,423684.437,423684.437,,420014.9935,True,8,0,0,0,False,0,1007,2004,3669119,3669120,3669119,-0.147906063,-0.190084858,554420,888589,11.34101,2.00383,-2.89992,-98.43044,-17.97852,37.02148,838.0176,-5.41,0.20125,-13.27625,-2,-36,-51,52.77778,True,174,3,37.24854733,-80.4175135,12,0.72,,,,2221671,6438,1758
8,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562440.3133159,423684515000000,423684515000000,423685218000000,423684866500000,703.0,3669.84,3669.84,423685.218,423685.218,,420014.997,True,9,0,0,0,False,0,1007,2005,3669840,3669842,3669840,-0.188078406,-0.188101919,555198,889497,11.34101,2.669684,-2.040704,-96.81402,-42.88086,168.8574,859.9902,-4.66,-11.23625,-0.96375,0,-53,-49,52.77778,True,38,3,37.24854717,-80.417515,12,0.72,,,,2222029,6440,1759
9,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562441.6291683,423685828000000,423685828000000,423686546000000,423686187000000,718.0,3671.205,3671.205,423686.546,423686.546,,420014.9935,True,10,0,0,0,False,0,1007,2006,3671205,3671207,3671205,-0.183827398,-0.206932232,556849,891288,11.34101,0.815781,0.186514,-97.06175,-156.6504,65.3418,914.6777,9.965,-9.17375,0.47375,2,-43,-52,52.77778,True,371,3,37.24854667,-80.4175165,12,0.72,,,,2222910,6442,1759
10,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562442.6388686,423686843000000,423686843000000,423687562000000,423687202500000,719.0,3672.171,3672.171,423687.562,423687.562,,420014.997,True,11,0,0,0,False,0,1007,2007,3672171,3672172,3672171,-0.193535019,-0.172351346,558135,892581,11.34101,2.186783,0.899858,-97.1782,-74.61914,167.8809,969.3652,-3.2225,11.45125,-5.21375,4,-36,-48,52.77778,True,163,3,37.248546,-80.41751833,12,0.72,,,,2223465,6444,1760
11,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562443.6258836,423687828000000,423687828000000,423688593000000,423688210500000,765.0,3673.169,3673.169,423688.593,423688.593,,420015.00025,True,12,0,0,0,False,0,1007,2008,3673169,3673170,3673169,0,-0.04298935,558638,893112,11.34101,-0.156352,1.398685,-98.67713,-26.2793,-28.89648,966.4355,1.1525,-2.04875,-8.46375,6,-44,-48,52.77778,True,196,3,37.24854517,-80.41752,12,0.72,,,,2224020,6446,1761
12,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562444.5995588,423688796000000,423688796000000,423689468000000,423689132000000,672.0,3674.151,3674.151,423689.468,423689.468,,420014.997,True,13,0,0,0,False,0,1007,2009,3674151,3674153,3674151,0,-0.046389001,558638,893294,11.34101,0.09939,-1.964773,-101.9725,52.82227,27.25586,1084.6,3.215,4.45125,-18.27625,5,-48,-48,52.77778,True,183,3,37.24854517,-80.41752083,12,0.72,,,,2224575,6448,1762
13,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562445.579714,423689781000000,423689781000000,423690421000000,423690101000000,640.0,3675.108,3675.108,423690.421,423690.421,,420014.995,True,14,0,0,0,False,0,1007,2010,3675108,3675109,3675108,0,-0.064511673,558635,893780,11.34101,1.075292,-0.082758,-107.7008,-4.306641,9.677734,962.041,2.84,6.26375,-23.46375,12,-43,-45,52.77778,True,157,3,37.2485455,-80.4175215,12,0.77,,,,2225126,6450,1763
14,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562446.3837101,423690578000000,423690578000000,423691281000000,423690929500000,703.0,3675.949,3675.949,423691.281,423691.281,,420014.993,True,15,0,0,0,False,0,1007,2011,3675949,3675950,3675949,0.043669344,-0.043739164,558396,894134,11.28926,0.963313,-1.886072,-122.1945,-27.74414,40.92773,1027.471,0.215,2.26375,-31.46375,19,-43,-47,52.77778,True,81,3,37.248546,-80.41752233,12,0.77,,,,2225590,6452,1764
