sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784155845.5389862,17096375000000,17096375000000,17097500000000,17096937500000,1125.0,2268.867,2268.867,17097.5,17097.5,,14828.0705,False,1,0,0,0,False,0,1007,815,2268867,2268868,2268867,0,0,215316,299504,11.7051,0.005467,-0.753334,-102.7877,10.49805,-0.771484,979.0723,-0.27125,1.8325,-0.1525,3,-23,-55,47.22222,True,269,3,37.24886083,-80.4180635,11,1.14,,,,1350965,3854,536
1,True,,1784155846.7875574,17097609000000,17097609000000,17098265000000,17097937000000,656.0,2269.624,2269.624,17098.265,17098.265,,14828.191750000002,False,2,0,0,0,False,0,1007,816,2269624,2269626,2269624,0,0,215316,299504,11.7051,-0.043861,-0.379233,-102.8099,6.591797,-2.236328,981.0254,-0.14625,-0.605,0.035,5,-23,-54,47.22222,True,38,3,37.24885967,-80.41805867,11,1.24,,,,1351362,3856,537
2,True,,1784155848.0992477,17098921000000,17098921000000,17099640000000,17099280500000,719.0,2270.935,2270.935,17099.64,17099.64,,14828.313000000002,False,3,0,0,0,False,0,1007,817,2270935,2270937,2270935,0,0,215316,299504,11.7051,-0.099973,-0.291197,-102.7229,10.00977,-4.189453,982.9785,-0.14625,0.645,0.4725,5,-22,-56,47.22222,True,340,3,37.24886083,-80.41805767,11,1.14,,,,1352232,3858,537
3,True,,1784155849.0688884,17099890000000,17099890000000,17100671000000,17100280500000,781.0,2271.934,2271.934,17100.671,17100.671,,14828.329250000003,False,4,0,0,0,False,0,1007,818,2271934,2271935,2271934,0,0,215316,299504,11.7051,0.071228,-1.107947,-102.1227,10.00977,-3.701172,980.5371,-0.27125,-1.98,-0.215,3,-26,-54,47.22222,True,197,3,37.24886233,-80.418058,11,1.14,,,,1352801,3860,538
4,True,,1784155850.2577534,17101093000000,17101093000000,17101781000000,17101437000000,688.0,2273.097,2273.097,17101.781,17101.781,,14828.340000000002,True,5,0,0,0,False,0,1007,819,2273097,2273099,2273097,0,0,215316,299504,11.70114,-0.138411,-0.70084,-102.4714,9.521484,-3.701172,981.5137,-0.45875,-0.73,0.285,5,-23,-54,47.22222,True,363,3,37.2488635,-80.41805733,10,1.24,,,,1353391,3862,539
5,True,,1784155851.0923676,17101921000000,17101921000000,17102609000000,17102265000000,688.0,2273.942,2273.942,17102.609,17102.609,,14828.3315,True,6,0,0,0,False,0,1007,820,2273942,2273943,2273942,0,0,215316,299504,11.70114,-0.026519,-0.756265,-102.7201,9.521484,-0.283203,980.0488,0.16625,-0.48,0.0975,4,-25,-54,47.22222,True,62,3,37.24886467,-80.41805717,10,1.24,,,,1353808,3864,540
6,True,,1784155852.083785,17102906000000,17102906000000,17103640000000,17103273000000,734.0,2274.952,2274.952,17103.64,17103.64,,14828.323,True,7,0,0,0,False,0,1007,821,2274952,2274954,2274952,-0.046338998,-0.06952991,215327,299521,11.70114,0.005911,-1.257197,-102.5008,23.19336,-14.93164,967.3535,0.66625,-0.7925,-0.7775,5,-25,-59,47.22222,True,209,3,37.24886567,-80.41805633,10,1.24,,,,1354375,3866,541
7,True,,1784155853.096109,17103921000000,17103921000000,17104656000000,17104288500000,735.0,2275.941,2275.941,17104.656,17104.656,,14828.3315,True,8,0,0,0,False,0,1007,822,2275941,2275942,2275941,-0.107473375,-0.107473375,215753,300082,11.70114,-1.022325,-7.801747,-99.97645,115.9668,-68.1543,916.5723,2.41625,7.145,-1.84,-4,-35,-59,47.22222,True,186,3,37.24886667,-80.41805683,11,1.24,,,,1354946,3868,542
8,True,,1784155854.084524,17104906000000,17104906000000,17105687000000,17105296500000,781.0,2276.95,2276.95,17105.687,17105.687,,14828.340000000002,True,9,0,0,0,False,0,1007,823,2276950,2276951,2276950,-0.138952801,-0.138931417,216520,300973,11.70114,-0.358591,-0.966306,-99.51154,-124.7559,-55.94727,860.9082,3.54125,0.645,0.66,-3,-30,-59,47.22222,True,207,3,37.24886917,-80.4180555,11,1.14,,,,1355517,3870,543
9,True,,1784155855.1638603,17106000000000,17106000000000,17106640000000,17106320000000,640.0,2278.004,2278.004,17106.64,17106.64,,14828.3315,True,10,0,0,0,False,0,1007,824,2278004,2278005,2278004,-0.129078689,-0.129319059,217459,301955,11.70114,0.99994,-6.404402,-91.52189,63.7207,66.61133,713.4473,-6.77125,7.8325,8.4725,-13,-30,-59,47.22222,True,252,3,37.24886933,-80.418054,11,1.14,,,,1356119,3872,544
10,True,,1784155855.9821866,17106812000000,17106812000000,17107515000000,17107163500000,703.0,2278.827,2278.827,17107.515,17107.515,,14828.336499999998,True,11,0,0,0,False,0,1007,825,2278827,2278828,2278827,-0.147864534,-0.147781546,218221,302716,11.70114,-2.427176,-6.637831,-84.1886,-1.220703,-41.78711,754.9512,2.10375,-4.7925,-6.4025,-16,-29,-50,47.22222,True,65,3,37.2488725,-80.41805333,10,1.18,,,,1356559,3874,545
11,True,,1784155857.1094403,17107937000000,17107937000000,17108656000000,17108296500000,719.0,2279.95,2279.95,17108.656,17108.656,,14828.33825,True,12,0,0,0,False,0,1007,826,2279950,2279951,2279950,-0.105617524,-0.105587877,219250,303748,11.70114,-1.540499,-4.420123,-75.82656,-95.45898,130.0879,983.4668,-8.39625,0.2075,-3.2775,-19,-27,-42,47.22222,True,321,3,37.2488725,-80.41805367,10,1.18,,,,1357259,3876,545
12,True,,1784155858.0871353,17108921000000,17108921000000,17109687000000,17109304000000,766.0,2280.94,2280.94,17109.687,17109.687,,14828.340000000002,True,13,0,0,0,False,0,1007,827,2280940,2280941,2280940,0,-0.042235151,219625,304149,11.70114,-1.612956,-1.575704,-74.73771,-31.98242,-40.32227,991.2793,-0.83375,-1.7925,-11.6525,-15,-39,-38,47.22222,True,188,3,37.248874,-80.418056,9,1.3,,,,1357826,3878,546
13,True,,1784155859.1055415,17109937000000,17109937000000,17110921000000,17110429000000,984.0,2281.942,2281.942,17110.921,17110.921,,14828.342750000002,True,14,0,0,0,False,0,1007,828,2281942,2281943,2281942,0.021494675,-0.064484025,219621,304454,11.70114,-1.216657,-2.922141,-80.15086,54.93164,-36.41602,948.3105,-0.08375,-0.7925,-21.215,-16,-46,-35,47.22222,True,201,3,37.24887283,-80.4180555,10,1.24,,,,1358397,3880,547
14,True,,1784155860.15279,17110984000000,17110984000000,17111953000000,17111468500000,969.0,2282.99,2282.99,17111.953,17111.953,,14828.345500000001,True,15,0,0,0,False,0,1007,829,2282990,2282991,2282990,0.064493238,-0.085990984,219510,304989,11.69718,-0.770735,-1.895144,-91.8246,-24.6582,-16.39648,950.2637,0.79125,-2.605,-43.1525,-9,-60,-37,47.22222,True,246,3,37.24887233,-80.41805383,10,1.24,,,,1358970,3882,548
15,True,,1784155861.163567,17112000000000,17112000000000,17112953000000,17112476500000,953.0,2284.013,2284.013,17112.953,17112.968,,14828.346000000001,True,16,0,0,0,False,0,1007,830,2284013,2284014,2284013,0,0,219190,305356,11.69718,-0.267112,-0.355684,-91.13391,3.662109,-8.583984,978.584,0.04125,1.7075,-0.215,1,-60,-39,47.22222,True,369,3,37.248871,-80.41805233,10,1.24,,,,1359414,3884,549
