sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
10,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561528.4339578,422772640000000,422772640000000,422773328000000,422772984000000,688.0,2757.956,2757.956,422773.328,422773.328,,420015.02150000003,True,11,0,0,0,False,0,1007,1216,2757956,2757957,2757956,-0.12896805,-0.12874734,317062,507178,11.40279,1.738541,-1.18731,-110.7479,-39.46289,34.58008,965.459,6.5275,-5.17375,6.28625,17,-63,-48,52.22222,True,46,3,37.24856567,-80.41750033,12,0.85,,,,1684545,4616,1113
11,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561529.6417983,422773843000000,422773843000000,422774578000000,422774210500000,735.0,2759.177,2759.177,422774.578,422774.578,,420015.02225000004,True,12,0,0,0,False,0,1007,1217,2759177,2759178,2759177,-0.12896805,-0.150441233,318146,508335,11.3611,-0.921104,2.249214,-114.5227,-45.81055,-35.24414,1006.475,-0.41,-0.98625,-4.58875,23,-45,-49,52.22222,True,324,3,37.24856583,-80.417502,12,0.85,,,,1685323,4618,1113
12,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561530.624998,422774828000000,422774828000000,422775593000000,422775210500000,765.0,2760.176,2760.176,422775.593,422775.593,,420015.02300000004,True,13,0,0,0,False,0,1007,1218,2760176,2760178,2760176,-0.115350142,-0.115332458,319070,509278,11.3611,0.74444,2.928025,-114.7608,-20.9082,75.10742,1070.439,-8.0975,-13.86125,0.66125,24,-50,-45,52.22222,True,194,3,37.24856617,-80.417504,12,0.85,,,,1685880,4620,1114
13,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561531.618656,422775812000000,422775812000000,422776515000000,422776163500000,703.0,2761.141,2761.141,422776.515,422776.515,,420015.02275,True,14,0,0,0,False,0,1007,1219,2761141,2761142,2761141,0,-0.021503891,319407,509630,11.3611,-0.918223,1.937428,-114.6399,-51.66992,-38.66211,971.8066,0.59,3.26375,-6.02625,23,-45,-45,52.22222,True,159,3,37.24856667,-80.4175055,12,0.85,,,,1686437,4622,1115
14,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561532.6251757,422776828000000,422776828000000,422777531000000,422777179500000,703.0,2762.146,2762.146,422777.531,422777.531,,420015.02300000004,True,15,0,0,0,False,0,1007,1220,2762146,2762147,2762146,0,-0.04298935,319407,509740,11.3611,1.471966,-0.244308,-122.2264,-25.30273,6.748047,1014.287,-1.91,-2.86125,-9.02625,23,-43,-45,52.22222,True,204,3,37.24856683,-80.41750633,12,0.85,,,,1686994,4624,1116
15,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561533.5922363,422777796000000,422777796000000,422778562000000,422778179000000,766.0,2763.152,2763.152,422778.562,422778.562,,420015.025,True,16,0,0,0,False,0,1007,1221,2763152,2763153,2763152,0.023112554,-0.092421821,319393,510180,11.3611,-1.264532,-1.022756,-134.5019,-5.283203,-13.27148,1012.334,-0.7225,-5.98625,-29.02625,33,-42,-48,52.22222,True,203,3,37.24856683,-80.417507,12,0.85,,,,1687551,4626,1117
16,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561534.6156685,422778812000000,422778812000000,422779468000000,422779140000000,656.0,2764.146,2764.146,422779.468,422779.468,,420015.02300000004,True,17,0,0,0,False,0,1007,1222,2764146,2764147,2764146,0.041673653,-0.062475872,319075,510673,11.3611,1.47298,-0.149031,-148.6664,-32.13867,-6.923828,996.2207,-1.535,-4.04875,-28.65125,41,-31,-46,52.22222,True,192,3,37.24856683,-80.41750733,12,0.85,,,,1688108,4628,1118
17,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561535.6836433,422779890000000,422779890000000,422780609000000,422780249500000,719.0,2765.23,2765.23,422780.609,422780.609,,420015.02275,True,18,0,0,0,False,0,1007,1223,2765230,2765231,2765230,0,0,318960,510780,11.3611,-0.265677,-0.751437,-144.4124,3.017578,-19.61914,980.5957,-0.9725,-1.04875,-0.77625,36,-29,-50,52.22222,True,282,3,37.24856767,-80.41750717,12,0.85,,,,1688665,4630,1119
18,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561536.671547,422780875000000,422780875000000,422781531000000,422781203000000,656.0,2766.2,2766.2,422781.531,422781.531,,420015.0225,True,19,0,0,0,False,0,1007,1224,2766200,2766201,2766200,0,0,318961,510780,11.3611,-0.330693,-0.462961,-143.7302,-3.818359,-16.68945,983.0371,-0.535,-1.23625,-0.33875,38,-29,-48,52.22222,True,164,3,37.24856817,-80.41750717,12,0.85,,,,1689224,4632,1120
19,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561537.6477048,422781843000000,422781843000000,422782562000000,422782202500000,719.0,2767.195,2767.195,422782.562,422782.562,,420015.022,True,20,0,0,0,False,0,1007,1225,2767195,2767196,2767195,0,0,318961,510780,11.3611,-0.489009,-0.094019,-143.0786,-5.283203,-14.73633,981.5723,-0.535,-0.48625,-0.40125,38,-29,-49,52.22222,True,190,3,37.24856817,-80.41750717,12,0.85,,,,1689783,4634,1121
20,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561538.6392975,422782843000000,422782843000000,422783578000000,422783210500000,735.0,2768.183,2768.183,422783.578,422783.578,,420015.0225,True,21,0,0,0,False,0,1007,1226,2768183,2768185,2768183,0,-0.022967902,318961,510787,11.3611,0.140917,-2.216756,-142.7729,27.91992,-6.435547,983.5254,1.59,1.01375,-8.46375,40,-33,-45,52.22222,True,183,3,37.24856817,-80.41750717,12,0.85,,,,1690340,4636,1122
21,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561539.6418555,422783843000000,422783843000000,422784500000000,422784171500000,657.0,2769.179,2769.179,422784.5,422784.5,,420015.022,True,22,0,0,0,False,0,1007,1227,2769179,2769181,2769179,-0.091633816,-0.137639328,319083,511384,11.3571,0.199215,-1.887012,-148.7792,59.6582,46.78711,962.5293,-10.41,1.95125,-14.02625,37,-24,-50,51.66667,True,191,3,37.24856833,-80.41750717,12,0.85,,,,1690897,4638,1123
22,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561540.6159735,422784812000000,422784812000000,422785484000000,422785148000000,672.0,2770.145,2770.145,422785.484,422785.484,,420015.02150000003,True,23,0,0,0,False,0,1007,1228,2770145,2770146,2770145,-0.107473375,-0.150462725,319743,512241,11.3571,-3.806763,0.118445,-150.8558,10.83008,-113.3691,1009.404,0.9025,-7.04875,-4.65125,33,-15,-50,52.22222,True,160,3,37.24856883,-80.417507,12,0.85,,,,1691454,4640,1124
23,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561541.63238,422785828000000,422785828000000,422786546000000,422786187000000,718.0,2771.19,2771.19,422786.546,422786.546,,420015.02075,True,24,0,0,0,False,0,1007,1229,2771190,2771191,2771190,-0.138739258,-0.161912233,320627,513257,11.3571,1.189284,-0.726684,-149.4302,-99.0332,-43.05664,1131.475,-5.5975,-10.42375,1.66125,26,-21,-51,52.22222,True,244,3,37.24856983,-80.41750667,12,0.85,,,,1692011,4642,1125
24,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561542.6333683,422786828000000,422786828000000,422787562000000,422787195000000,734.0,2772.157,2772.157,422787.562,422787.578,,420015.02150000003,True,25,0,0,0,False,0,1007,1230,2772157,2772158,2772157,-0.150462725,-0.150462725,321537,514237,11.3571,2.138681,-0.342755,-152.2833,33.29102,165.4395,1139.287,-3.7225,-8.36125,8.66125,36,-15,-47,52.22222,True,161,3,37.248572,-80.41750567,12,0.85,,,,1692568,4644,1126
25,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561543.6096761,422787812000000,422787812000000,422788484000000,422788148000000,672.0,2773.141,2773.141,422788.484,422788.484,,420015.02150000003,True,25,0,0,0,False,0,1007,1231,2773141,2773142,2773141,-0.107473375,-0.107473375,322465,515191,11.3571,-0.905154,2.934903,-152.068,-139.0723,-19.61914,1013.311,-4.16,7.01375,4.78625,36,-18,-49,52.22222,True,180,3,37.248574,-80.41750467,12,0.85,,,,1693125,4646,1127
26,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561544.6029186,422788796000000,422788796000000,422789453000000,422789124500000,657.0,2774.125,2774.125,422789.453,422789.453,,420015.01999999996,True,25,0,0,0,False,0,1007,1232,2774125,2774127,2774125,0,-0.021519268,322800,515541,11.3571,-1.136835,3.087694,-154.3161,-56.55273,-10.83008,1003.057,-1.535,-2.79875,-3.52625,37,-14,-47,52.22222,True,184,3,37.24857533,-80.41750367,12,0.85,,,,1693682,4648,1128
27,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561545.3733284,422789578000000,422789578000000,422790328000000,422789953000000,750.0,2774.92,2774.92,422790.328,422790.328,,420015.02150000003,True,25,0,0,0,False,0,1007,1233,2774920,2774921,2774920,0,-0.022084651,322799,515552,11.3571,-0.111712,-1.18807,-154.0966,24.50195,-21.08398,983.0371,-0.3475,-1.67375,-5.90125,34,-19,-44,52.22222,True,71,3,37.24857633,-80.41750333,12,0.85,,,,1694115,4650,1129
28,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561546.652706,422790859000000,422790859000000,422791500000000,422791179500000,641.0,2776.174,2776.174,422791.5,422791.5,,420015.01999999996,True,25,0,0,0,False,0,1007,1234,2776174,2776175,2776174,0,-0.064613252,322800,515816,11.3571,-0.292414,-0.711096,-159.9471,16.68945,43.36914,917.1191,-4.3475,-0.61125,-11.52625,34,-12,-49,52.22222,True,324,3,37.24857717,-80.417503,12,0.85,,,,1694929,4652,1129
29,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561547.6472955,422791843000000,422791843000000,422792593000000,422792218000000,750.0,2777.215,2777.215,422792.593,422792.593,,420015.0195,True,25,0,0,0,False,0,1007,1235,2777215,2777216,2777215,0.046310472,-0.069476401,322739,516189,11.3571,3.936064,-0.280597,-177.4996,5.458984,17.49023,1005.498,0.5275,1.07625,-23.15125,33,-6,-47,51.66667,True,237,3,37.24857767,-80.4175025,12,0.85,,,,1695486,4654,1130
30,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561548.680416,422792875000000,422792875000000,422793609000000,422793242000000,734.0,2778.212,2778.212,422793.609,422793.609,,420015.0195,True,25,0,0,0,False,0,1007,1236,2778212,2778213,2778212,0.021150228,-0.042282626,322441,516591,11.3571,4.75402,1.098897,175.0332,12.29492,-36.2207,935.1855,-0.035,-2.79875,-25.27625,22,-9,-48,52.22222,True,191,3,37.24857867,-80.41750183,12,0.85,,,,1696045,4656,1131
31,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561549.6466663,422793843000000,422793843000000,422794531000000,422794187000000,688.0,2779.203,2779.203,422794.531,422794.531,,420015.0195,True,25,0,0,0,False,0,1007,1237,2779203,2779204,2779203,0,-0.023130319,322322,516848,11.37285,6.060228,-1.11328,175.6101,22.54883,-10.83008,984.502,0.965,0.95125,-4.40125,12,-11,-50,51.66667,True,185,3,37.24857933,-80.4175015,12,0.85,,,,1696604,4658,1132
32,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561550.6451113,422794843000000,422794843000000,422795515000000,422795179000000,672.0,2780.18,2780.18,422795.515,422795.515,,420015.011,True,25,0,0,0,False,0,1007,1238,2780180,2780181,2780180,0,0,322322,516860,11.37285,6.404785,-1.417273,178.4569,-1.376953,-6.435547,986.9434,-1.16,-0.36125,0.34875,15,-12,-47,51.66667,True,171,3,37.24858033,-80.41750117,12,0.85,,,,1697163,4660,1133
33,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561551.619811,422795828000000,422795828000000,422796484000000,422796156000000,656.0,2781.146,2781.146,422796.484,422796.484,,420015.01,True,25,0,0,0,False,0,1007,1239,2781146,2781147,2781146,0,0,322323,516860,11.37285,5.63826,-1.447871,179.8389,9.365234,0.888672,980.5957,-0.285,2.20125,-0.40125,9,-9,-51,52.22222,True,161,3,37.2485815,-80.41750083,12,0.85,,,,1697722,4662,1134
34,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561552.6925702,422796890000000,422796890000000,422797546000000,422797218000000,656.0,2782.212,2782.212,422797.546,422797.546,,420015.0075,True,25,0,0,0,False,0,1007,1240,2782212,2782213,2782212,-0.021494675,-0.064456401,322326,516904,11.37285,7.933836,-2.775697,177.7659,50.86914,12.60742,1058.721,0.0275,-1.48625,-18.21375,7,-14,-50,51.66667,True,263,3,37.24858283,-80.417501,12,0.85,,,,1698281,4664,1135
35,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561553.651638,422797859000000,422797859000000,422798531000000,422798195000000,672.0,2783.182,2783.182,422798.531,422798.531,,420015.0075,True,25,0,0,0,False,0,1007,1241,2783182,2783183,2783182,-0.086015564,-0.129189518,322703,517655,11.37285,4.841502,-2.718387,176.0561,43.54492,-22.06055,1042.607,-6.91,4.13875,-5.52625,4,-10,-53,51.66667,True,163,3,37.24858367,-80.41750117,12,0.75,,,,1698840,4666,1136
