sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784070940.7861857,970199062000000,970199078000000,970199906000000,970199492000000,828.0,3564.086,3564.086,970199.906,970199.906,,966635.406,False,1,0,0,0,False,0,1007,1012,3564086,3564087,3564086,0,0,283555,355880,11.86951,3.703626,5.955898,-93.81412,-81.54297,76.49414,1004.121,2.53125,-7.7675,-61.52125,5,-21,-43,48.33333,True,247,3,37.24882817,-80.41808167,7,1.54,,,,1713998,3804,420
1,True,,1784070942.0479636,970200328000000,970200328000000,970201015000000,970200671500000,687.0,3565.192,3565.192,970201.015,970201.015,,966635.4427499999,False,2,0,0,0,False,0,1007,1013,3565192,3565193,3565192,0,0,283555,355880,11.86951,4.701412,2.057483,-116.5536,-82.51953,77.4707,1004.121,2.28125,-7.955,-61.77125,5,-20,-42,48.33333,True,304,3,37.24882933,-80.41808283,7,1.54,,,,1714673,3806,420
2,True,,1784070943.026169,970201312000000,970201312000000,970202062000000,970201687000000,750.0,3566.18,3566.18,970202.062,970202.062,,966635.4795,False,3,0,0,0,False,0,1007,1014,3566180,3566181,3566180,0,0,283555,355880,11.86951,8.221796,-1.301057,-142.1732,-81.54297,75.51758,1003.633,2.34375,-23.0175,-61.83375,6,-20,-44,48.88889,True,186,3,37.24882933,-80.418084,7,1.54,,,,1715217,3808,421
3,True,,1784070944.0004299,970202281000000,970202281000000,970203078000000,970202679500000,797.0,3567.18,3567.18,970203.078,970203.078,,966635.4894999999,False,4,0,0,0,False,0,1007,1015,3567180,3567181,3567180,0,0,283555,355880,11.86951,13.00611,-0.598683,-171.4188,-82.51953,77.4707,1005.586,2.40625,-5.08,-61.77125,5,-20,-41,48.33333,True,199,3,37.24883,-80.41808317,7,1.54,,,,1715761,3810,422
4,True,,1784070945.03393,970203312000000,970203312000000,970204281000000,970203796500000,969.0,3568.179,3568.179,970204.281,970204.281,,966635.4994999999,True,5,0,0,0,False,0,1007,1016,3568179,3568181,3568179,0,0,283555,355880,11.86951,16.04906,0.753566,161.6082,-83.00781,78.93555,1004.121,2.59375,-8.705,-61.70875,5,-20,-42,48.33333,True,198,3,37.24883033,-80.41808517,7,1.54,,,,1716307,3812,423
5,True,,1784070946.052298,970204343000000,970204343000000,970205375000000,970204859000000,1032.0,3569.199,3569.199,970205.375,970205.375,,966635.50325,True,6,0,0,0,False,0,1007,1017,3569199,3569200,3569199,0,0,283555,355880,11.86951,17.40961,4.136103,124.8534,-83.98438,78.93555,1005.098,2.03125,-10.3925,-61.58375,5,-21,-44,48.33333,True,218,3,37.2488285,-80.41808917,7,1.54,,,,1716853,3814,424
6,True,,1784070947.2412667,970205531000000,970205531000000,970206328000000,970205929500000,797.0,3570.389,3570.389,970206.328,970206.328,,966635.507,True,7,0,0,0,False,0,1007,1018,3570389,3570391,3570389,-0.04298935,-0.042909661,283567,355893,11.86951,16.98375,7.090644,9.732881,-36.62109,70.14648,1003.633,2.65625,-6.33,-60.45875,-1,-20,-44,48.88889,True,3,3,37.24882567,-80.41808783,7,1.54,,,,1717469,3817,425
7,True,,1784070948.1224778,970206406000000,970206406000000,970207765000000,970207085500000,1359.0,3571.258,3571.258,970207.765,970207.765,,966635.5237499999,True,8,0,0,0,False,0,1007,1019,3571258,3571259,3571258,-0.107473375,-0.107473375,284117,356432,11.8333,4.874118,18.16858,-69.6683,-398.4375,-52.90039,1039.277,2.15625,9.92,-67.58376,12,-37,-45,48.88889,True,136,3,37.24882567,-80.41808783,7,1.54,,,,1717816,3818,426
8,True,,1784070949.518748,970207796000000,970207796000000,970208468000000,970208132000000,672.0,3572.661,3572.661,970208.468,970208.468,,966635.507,True,9,0,0,0,False,0,1007,1020,3572661,3572663,3572661,-0.142522202,-0.162794401,285404,357741,11.8333,17.56615,5.515971,54.94035,-30.76172,124.3457,738.9844,-4.28125,0.7325,-56.64625,2,-25,-59,48.33333,True,159,3,37.248825,-80.41809983,7,1.54,,,,1718565,3822,426
9,True,,1784070950.9387906,970209218000000,970209218000000,970210218000000,970209718000000,1000.0,3574.085,3574.085,970210.218,970210.218,,966635.5237499999,True,10,0,0,0,False,0,1007,1021,3574085,3574086,3574085,-0.150376795,-0.150355328,286760,359176,11.8333,16.70228,3.799082,31.00602,-44.43359,137.041,1017.793,-1.84375,-9.455,-63.27125,-10,-25,-60,48.33333,True,287,3,37.24882383,-80.41808217,7,1.54,,,,1719583,3824,426
