sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784228714.540046,89965375000000,89965375000000,89965921000000,89965648000000,546.0,581.054,581.054,89965.921,89965.921,,89384.594,False,1,0,0,0,False,0,1007,194,581054,581055,581054,0,0,24937,46723,11.58914,5.151704,-42.69525,-129.5313,584.3652,-25.5957,1140.742,17.87125,-69.6325,-11.18,8,-38,-31,47.77778,False,4294967295,0,,,0,99.99,,,,127737,0,0
1,True,,1784228715.1557987,89965984000000,89965984000000,89966500000000,89966242000000,516.0,581.663,581.663,89966.5,89966.5,,89384.5865,False,2,0,0,0,False,0,1007,195,581663,581664,581663,0,0,24937,46723,11.58914,4.67728,-42.44436,-129.9754,582.4121,-25.5957,1141.719,17.49625,-69.695,-11.4925,8,-36,-30,47.77778,False,4294967295,0,,,0,99.99,,,,127968,0,0
2,True,,1784228715.7400553,89966562000000,89966562000000,89967109000000,89966835500000,547.0,582.261,582.261,89967.109,89967.109,,89384.579,False,3,0,0,0,False,0,1007,196,582261,582263,582261,0,0,24937,46723,11.58901,5.079508,-42.65769,-130.1326,583.877,-22.66602,1143.672,17.12125,-69.1325,-11.43,8,-38,-29,47.77778,False,4294967295,0,,,0,99.99,,,,127968,0,0
3,True,,1784228716.323157,89967156000000,89967156000000,89967718000000,89967437000000,562.0,582.845,582.845,89967.718,89967.718,,89384.5855,False,4,0,0,0,False,0,1007,197,582845,582846,582845,0,0,24937,46723,11.58901,4.909384,-42.39697,-130.539,582.4121,-25.10742,1140.742,16.99625,-68.945,-11.4925,9,-38,-31,47.77778,False,4294967295,0,,,0,99.99,,,,128199,0,0
4,True,,1784228716.958437,89967781000000,89967781000000,89968328000000,89968054500000,547.0,583.472,583.472,89968.328,89968.328,,89384.5825,True,5,0,0,0,False,0,1007,198,583472,583474,583472,0,0,24937,46723,11.58901,4.472555,-42.40244,-129.4516,583.877,-26.57227,1140.742,17.74625,-67.32,-11.6175,8,-36,-28,47.77778,False,4294967295,0,,,0,99.99,,,,128375,0,0
5,True,,1784228717.5521464,89968375000000,89968375000000,89968953000000,89968664000000,578.0,584.105,584.105,89968.953,89968.953,,89384.58075,True,6,0,0,0,False,0,1007,199,584105,584106,584105,0,0,24937,46723,11.58901,5.058733,-42.5812,-130.3615,584.8535,-22.66602,1138.301,17.80875,-68.695,-11.2425,9,-38,-29,47.77778,False,4294967295,0,,,0,99.99,,,,128424,0,0
6,True,,1784228718.1726434,89969000000000,89969000000000,89969562000000,89969281000000,562.0,584.695,584.695,89969.562,89969.562,,89384.5825,True,7,0,0,0,False,0,1007,200,584695,584696,584695,0,0,24937,46723,11.58901,5.02038,-42.6496,-129.5863,583.877,-23.64258,1140.742,17.18375,-69.57,-11.8675,8,-37,-30,48.33333,False,4294967295,0,,,0,99.99,,,,128649,0,0
7,True,,1784228718.7905607,89969625000000,89969625000000,89970171000000,89969898000000,546.0,585.306,585.306,89970.171,89970.171,,89384.58425,True,8,0,0,0,False,0,1007,201,585306,585308,585306,0,0,24937,46723,11.58901,4.794303,-42.16872,-130.1015,584.3652,-26.57227,1143.184,16.80875,-67.7575,-11.7425,9,-37,-30,47.77778,False,4294967295,0,,,0,99.99,,,,128665,0,0
8,True,,1784228719.3885438,89970218000000,89970218000000,89970796000000,89970507000000,578.0,585.909,585.909,89970.796,89970.796,,89384.586,True,9,0,0,0,False,0,1007,202,585909,585910,585909,0,0,24937,46723,11.58901,4.743759,-42.24768,-130.3345,581.9238,-25.5957,1140.254,17.49625,-68.3825,-11.1175,8,-35,-30,47.77778,False,4294967295,0,,,0,99.99,,,,128874,0,0
9,True,,1784228720.0182128,89970843000000,89970843000000,89971406000000,89971124500000,563.0,586.532,586.532,89971.406,89971.406,,89384.589,True,10,0,0,0,False,0,1007,203,586532,586533,586532,0,0,24937,46723,11.58901,5.104214,-42.68755,-129.4584,582.4121,-27.06055,1139.277,17.30875,-68.7575,-10.7425,8,-39,-30,47.77778,False,4294967295,0,,,0,99.99,,,,129099,0,0
10,True,,1784228720.6362398,89971468000000,89971468000000,89972031000000,89971749500000,563.0,587.19,587.19,89972.031,89972.031,,89384.586,True,11,0,0,0,False,0,1007,204,587190,587191,587190,0,-0.069348314,24937,46742,11.58901,7.398378,-43.61127,-132.7083,620.9863,-16.31836,1126.582,18.30875,-65.5075,-29.2425,12,-38,-27,47.77778,False,4294967295,0,,,0,99.99,,,,129099,0,0
11,True,,1784228721.2441907,89972078000000,89972078000000,89972828000000,89972453000000,750.0,587.765,587.765,89972.828,89972.828,,89384.589,True,12,0,0,0,False,0,1007,205,587765,587766,587765,0,-0.107228282,24938,47127,11.58901,14.9476,-43.21262,-143.0051,588.7598,-10.94727,1065.059,15.49625,-69.445,-53.6175,12,-42,-27,47.77778,False,4294967295,0,,,0,99.99,,,,129324,0,0
12,True,,1784228722.0450182,89972875000000,89972875000000,89973453000000,89973164000000,578.0,588.559,588.559,89973.453,89973.453,,89384.592,True,13,0,0,0,False,0,1007,206,588559,588560,588559,-0.107473375,-0.150462725,25013,47817,11.58901,10.6574,-42.18847,-134.8707,545.791,70.10742,1366.328,18.43375,-65.6325,-21.68,17,-45,-24,47.77778,False,4294967295,0,,,0,99.99,,,,129549,0,0
13,True,,1784228722.6676242,89973500000000,89973500000000,89974062000000,89973781000000,562.0,589.178,589.178,89974.062,89974.062,,89384.592,True,14,0,0,0,False,0,1007,207,589178,589179,589178,-0.126439265,-0.147367997,25489,48446,11.58901,8.01756,-43.39599,-129.582,626.8457,17.86133,1220.332,14.43375,-62.57,-15.93,21,-48,-23,47.77778,False,4294967295,0,,,0,99.99,,,,129549,0,0
14,True,,1784228723.2721646,89974093000000,89974093000000,89974781000000,89974437000000,688.0,589.782,589.782,89974.781,89974.781,,89384.592,True,15,0,0,0,False,0,1007,208,589782,589783,589782,-0.12896805,-0.150462725,25994,49024,11.58901,6.356465,-41.062,-125.5966,463.7598,-4.111328,1099.238,18.12125,-64.695,-18.555,22,-60,-21,47.77778,False,4294967295,0,,,0,99.99,,,,129774,0,0
15,True,,1784228724.0264974,89974859000000,89974859000000,89975390000000,89975124500000,531.0,590.535,590.535,89975.39,89975.39,,89384.592,True,16,0,0,0,False,0,1007,209,590535,590537,590535,-0.107504091,-0.129115611,26592,49755,11.58901,8.801581,-41.52912,-119.8371,563.8574,18.83789,1254.023,13.62125,-83.2575,4.3825,5,-47,-28,47.77778,False,4294967295,0,,,0,99.99,,,,129999,0,0
16,True,,1784228724.6017294,89975437000000,89975437000000,89976109000000,89975773000000,672.0,591.119,591.119,89976.109,89976.109,,89384.592,True,17,0,0,0,False,0,1007,210,591119,591120,591119,-0.150376795,-0.12874734,27109,50233,11.58901,3.521559,-40.06309,-127.8451,553.6035,54.9707,1144.648,16.49625,-74.195,-14.68,-3,-31,-43,47.77778,False,4294967295,0,,,0,99.99,,,,129999,0,0
17,True,,1784228725.3199046,89976156000000,89976156000000,89976718000000,89976437000000,562.0,591.825,591.825,89976.718,89976.718,,89384.59225,True,18,0,0,0,False,0,1007,211,591825,591826,591825,-0.150441233,-0.150505727,27852,50980,11.58901,9.063721,-48.65167,-111.9504,504.2871,2.236328,1159.785,17.87125,-75.2575,-11.805,-28,-42,-24,47.77778,False,4294967295,0,,,0,99.99,,,,130230,0,0
18,True,,1784228725.931292,89976765000000,89976765000000,89977484000000,89977124500000,719.0,592.436,592.436,89977.484,89977.484,,89384.5925,True,19,0,0,0,False,0,1007,212,592436,592438,592436,-0.0859787,-0.085672726,28424,51548,11.5571,1.817812,-46.84239,-59.27052,611.2207,-43.66211,1203.73,15.55875,-72.82,-11.555,-28,-32,10,48.33333,False,4294967295,0,,,0,99.99,,,,130371,0,0
19,True,,1784228726.6950812,89977531000000,89977531000000,89978109000000,89977820000000,578.0,593.265,593.265,89978.109,89978.109,,89384.59225,True,20,0,0,0,False,0,1007,213,593265,593266,593265,-0.021491605,-0.021482399,28572,51699,11.5571,5.370524,-42.31391,-44.44272,593.1543,-9.482422,1141.719,17.68375,-68.7575,-11.3675,-34,-32,20,47.77778,False,4294967295,0,,,0,99.99,,,,130461,0,0
20,True,,1784228727.3847597,89978218000000,89978218000000,89978796000000,89978507000000,578.0,593.905,593.905,89978.796,89978.812,,89384.5925,True,21,0,0,0,False,0,1007,214,593905,593906,593905,0,-0.042995492,28617,51776,11.5571,6.721306,-41.68727,-43.20841,585.8301,-21.20117,1137.324,17.24625,-67.32,-22.4925,-30,-32,28,47.77778,False,4294967295,0,,,0,99.99,,,,130692,0,0
21,True,,1784228728.0100892,89978843000000,89978843000000,89979515000000,89979179000000,672.0,594.586,594.586,89979.515,89979.515,,89384.59275000001,True,22,0,0,0,False,0,1007,215,594586,594588,594586,0.021494675,-0.04298935,28609,51940,11.5571,8.640173,-40.22028,-53.75399,552.1387,-14.36523,1154.902,17.49625,-68.945,-33.43,-28,-43,37,48.88889,False,4294967295,0,,,0,99.99,,,,130923,0,0
22,True,,1784228728.7200632,89979546000000,89979546000000,89980250000000,89979898000000,704.0,595.303,595.303,89980.25,89980.25,,89384.59300000001,True,23,0,0,0,False,0,1007,216,595303,595305,595303,0.064474814,-0.064410413,28517,52220,11.5571,12.57917,-38.20374,-74.4581,572.1582,-26.57227,1151.484,17.93375,-65.57,-53.2425,-18,-60,40,48.33333,False,4294967295,0,,,0,99.99,,,,130936,0,0
23,True,,1784228729.4633727,89980296000000,89980296000000,89980968000000,89980632000000,672.0,596.039,596.039,89980.968,89980.968,,89384.593,True,24,0,0,0,False,0,1007,217,596039,596040,596039,0,0,28438,52398,11.5571,4.965943,-41.78894,-68.16626,583.877,-22.66602,1149.531,16.37125,-70.07,-11.055,-15,-74,42,47.77778,False,4294967295,0,,,0,99.99,,,,131148,0,0
24,True,,1784228730.1699016,89981000000000,89981000000000,89981671000000,89981335500000,671.0,596.735,596.735,89981.671,89981.671,,89384.59300000001,True,25,0,0,0,False,0,1007,218,596735,596736,596735,0,0,28438,52398,11.5571,4.742287,-41.77043,-68.19277,575.5762,-20.71289,1141.23,16.87125,-68.945,-11.805,-13,-76,40,47.77778,False,4294967295,0,,,0,99.99,,,,131373,0,0
25,True,,1784228730.8954906,89981718000000,89981718000000,89982312000000,89982015000000,594.0,597.467,597.467,89982.312,89982.312,,89384.593,True,25,0,0,0,False,0,1007,219,597467,597469,597467,0,0,28438,52398,11.5571,4.682652,-41.81796,-67.6858,574.1113,-18.27148,1141.719,17.30875,-69.5075,-10.9925,-14,-74,40,47.77778,False,4294967295,0,,,0,99.99,,,,131544,0,0
26,True,,1784228731.5845287,89982406000000,89982406000000,89983031000000,89982718500000,625.0,598.088,598.088,89983.031,89983.031,,89384.59300000001,True,25,0,0,0,False,0,1007,220,598088,598089,598088,0,0,28438,52398,11.5571,4.710374,-41.89571,-67.92136,574.1113,-22.17773,1141.719,17.30875,-68.1325,-11.6175,-13,-73,38,47.77778,False,4294967295,0,,,0,99.99,,,,131598,0,0
27,True,,1784228732.2457817,89983078000000,89983078000000,89983687000000,89983382500000,609.0,598.838,598.838,89983.687,89983.687,,89384.59300000001,True,25,0,0,0,False,0,1007,221,598838,598839,598838,0,-0.021497746,28435,52404,11.5571,4.717097,-43.25003,-71.60017,627.334,-52.93945,1143.672,18.12125,-66.695,-19.68,-7,-82,40,47.77778,False,4294967295,0,,,0,99.99,,,,131823,0,0
28,True,,1784228732.9853458,89983812000000,89983812000000,89984515000000,89984163500000,703.0,599.557,599.557,89984.515,89984.515,,89384.595,True,25,0,0,0,False,0,1007,222,599557,599558,599557,-0.084494019,-0.147843778,28483,52821,11.5571,9.800574,-41.37726,-90.24256,596.084,28.11523,1153.926,19.68375,-65.32,-21.43,17,-95,45,47.77778,False,4294967295,0,,,0,99.99,,,,132048,0,0
