sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562270.6275036,423514828000000,423514828000000,423515484000000,423515156000000,656.0,3500.157,3500.157,423515.484,423515.484,,420014.999,False,1,0,0,0,False,0,1007,1846,3500157,3500158,3500157,0,0,504851,810222,11.34538,-0.078745,0.27683,-144.4525,-7.724609,-8.388672,981.5723,0.2775,1.76375,-0.33875,32,-24,-47,52.22222,True,38,3,37.24855533,-80.417508,12,0.76,,,,2123120,6100,1628
1,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562271.610256,423515812000000,423515812000000,423516562000000,423516187000000,750.0,3501.147,3501.147,423516.562,423516.562,,420015.0195,False,2,0,0,0,False,0,1007,1847,3501147,3501148,3501147,0,0,504851,810222,11.34538,-0.344283,0.572397,-144.4271,-9.189453,-5.458984,977.666,-0.2225,2.63875,-0.21375,33,-23,-47,52.77778,True,190,3,37.24855517,-80.41750783,12,0.76,,,,2123704,6102,1629
2,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562272.6125672,423516812000000,423516812000000,423517546000000,423517179000000,734.0,3502.155,3502.155,423517.546,423517.546,,420015.024,False,3,0,0,0,False,0,1007,1848,3502155,3502156,3502155,0,0,504851,810222,11.34538,-0.493209,0.603893,-144.7138,-6.748047,-7.900391,978.1543,0.0275,1.01375,-0.65125,35,-24,-48,52.77778,True,210,3,37.24855483,-80.41750767,12,0.76,,,,2124288,6104,1630
3,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562273.6226187,423517828000000,423517828000000,423518546000000,423518187000000,718.0,3503.161,3503.161,423518.546,423518.546,,420015.02499999997,False,4,0,0,0,False,0,1007,1849,3503161,3503162,3503161,0,0,504851,810222,11.34522,-0.331119,0.458519,-144.4055,-9.677734,-7.900391,979.1309,-0.285,-0.29875,-0.21375,34,-24,-47,52.77778,True,206,3,37.2485545,-80.41750767,12,0.76,,,,2124872,6106,1631
4,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562274.6268377,423518828000000,423518828000000,423519562000000,423519195000000,734.0,3504.16,3504.16,423519.562,423519.562,,420015.02599999995,True,5,0,0,0,False,0,1007,1850,3504160,3504161,3504160,0,0,504851,810222,11.34522,-0.692791,0.545012,-144.6906,-7.724609,-6.923828,979.1309,-0.535,-2.92375,-0.52625,34,-22,-48,52.22222,True,199,3,37.24855433,-80.4175075,12,0.76,,,,2125458,6108,1632
5,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562275.628146,423519828000000,423519828000000,423520562000000,423520195000000,734.0,3505.186,3505.186,423520.562,423520.562,,420015.02499999997,True,6,0,0,0,False,0,1007,1851,3505186,3505187,3505186,0,0,504851,810222,11.34522,-0.477765,0.631633,-144.8714,-7.724609,-7.900391,979.1309,-0.16,1.20125,-0.27625,33,-24,-47,52.22222,True,225,3,37.24855417,-80.41750733,12,0.76,,,,2126044,6110,1633
6,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562276.6640255,423520859000000,423520859000000,423521578000000,423521218500000,719.0,3506.203,3506.203,423521.578,423521.578,,420015.024,True,7,0,0,0,False,0,1007,1852,3506203,3506204,3506203,0,-0.04298935,504851,810233,11.34522,-1.19183,-2.380463,-146.2735,50.86914,-21.08398,987.4316,1.465,0.76375,-15.40125,37,-28,-49,52.22222,True,215,3,37.24855433,-80.4175075,12,0.76,,,,2126630,6112,1634
7,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562277.6794164,423521875000000,423521875000000,423522609000000,423522242000000,734.0,3507.213,3507.213,423522.609,423522.609,,420015.02499999997,True,8,0,0,0,False,0,1007,1853,3507213,3507214,3507213,-0.150462725,-0.1719574,505108,811073,11.34522,4.438099,-0.936963,-150.9669,59.16992,144.4434,1032.354,-7.285,3.32625,-7.21375,30,-21,-49,52.22222,True,207,3,37.24855433,-80.4175075,12,0.76,,,,2127216,6114,1635
8,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562278.67434,423522875000000,423522875000000,423523546000000,423523210500000,671.0,3508.217,3508.217,423523.546,423523.546,,420015.024,True,9,0,0,0,False,0,1007,1854,3508217,3508218,3508217,-0.190432362,-0.190352056,506221,812360,11.34522,-0.21378,0.810437,-156.0692,84.56055,43.85742,711.5527,-2.535,18.38875,0.97375,34,-11,-47,52.22222,True,201,3,37.24855567,-80.41750667,12,0.76,,,,2127802,6116,1636
9,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562279.6833787,423523890000000,423523890000000,423524546000000,423524218000000,656.0,3509.206,3509.206,423524.546,423524.546,,420015.01975,True,10,0,0,0,False,0,1007,1855,3509206,3509208,3509206,-0.193452075,-0.193645721,507446,813655,11.34522,-2.358056,2.286986,-157.34,61.61133,-18.64258,1047.002,-1.7225,7.88875,-5.08875,31,-9,-50,52.77778,True,187,3,37.24855717,-80.41750567,12,0.76,,,,2128388,6118,1637
