sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_rx_ns,http_latency_ms,T,millis,L,R,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
93,True,,1783528006.8736026,427269625000000,427270015000000,390.0,1007,400624,0,0,12.37318,-0.077766,-0.170821,-131.2672,2.539063,-0.566406,977.8516,-0.95875,-1.34375,0.03875,30,-35,-44,50,True,715,37.24878883,-80.41801333,7,1.93,653.5,0.015433333,348.28,102795,214,0
94,True,,1783528008.26929,427271015000000,427271406000000,391.0,1007,402021,0,0,12.37318,0.031609,-0.649193,-131.3192,4.980469,1.386719,979.8047,-0.14625,-14.78125,-0.02375,31,-35,-45,50,True,108,37.24878467,-80.41800717,7,1.93,653.8,0.108033332,348.28,103725,218,0
95,True,,1783528009.6667967,427272406000000,427272828000000,422.0,1007,403433,0,0,12.37318,0.082142,-0.270919,-131.3755,0.585938,-3.496094,981.7578,0.35375,-0.28125,-0.08625,32,-37,-42,49.44444,True,525,37.2487885,-80.41801033,7,1.93,654.6,0.185199998,348.28,104739,220,0
96,True,,1783528011.0823305,427273828000000,427274234000000,406.0,1007,404837,0,0,12.37318,0.019779,-0.276634,-131.9265,3.515625,0.410156,978.8281,-0.27125,1.34375,-0.21125,30,-36,-44,49.44444,True,52,37.24878433,-80.4180055,7,1.93,654.3,0.087455555,348.28,105502,223,0
97,True,,1783528012.4885216,427275234000000,427275625000000,391.0,1007,406235,0,0,12.37318,0.095334,-0.013449,-130.7117,4.980469,-1.542969,978.8281,0.66625,0.21875,0.22625,31,-37,-44,49.44444,True,323,37.2487825,-80.41800217,7,1.93,654.9,0.072022222,348.28,106525,226,0
98,True,,1783528013.8783116,427276625000000,427277015000000,390.0,1007,407633,0,0,12.37318,-0.039122,-0.069094,-130.521,2.539063,-2.519531,979.8047,-0.20875,0.90625,0.03875,31,-37,-43,50,True,727,37.24878833,-80.41800217,7,1.93,655,0.185199998,348.28,107333,228,0
99,True,,1783528015.2821028,427278031000000,427278546000000,515.0,1007,409041,0,0,12.37318,0.09512,-0.261105,-130.8022,3.027344,-2.519531,980.293,0.16625,-0.59375,-0.33625,31,-37,-44,50,True,138,37.24878267,-80.4179935,7,1.93,654.3,0.08231111,348.28,108293,232,0
100,True,,1783528016.8082867,427279546000000,427279953000000,407.0,1007,410565,0,0,12.37318,-0.14252,-0.094764,-131.4809,2.050781,-1.542969,980.293,-0.27125,-0.28125,0.16375,33,-38,-45,50,True,657,37.24879167,-80.41799667,7,1.93,654.1,0.318955553,348.28,109283,234,0
101,True,,1783528018.2077355,427280953000000,427281343000000,390.0,1007,411956,0,0,12.36901,-0.071658,-0.009619,-131.5566,-1.367188,-0.566406,981.7578,-0.45875,-0.71875,-0.21125,31,-35,-44,50,True,52,37.24879,-80.41799367,7,1.93,654.1,0.133755554,348.28,110158,238,0
102,True,,1783528019.6004717,427282343000000,427282750000000,407.0,1007,413365,0,0,12.36901,-0.08805,-0.028855,-131.7402,1.074219,-1.054688,981.2695,-0.33375,-0.78125,0.28875,33,-37,-44,49.44444,True,463,37.2487835,-80.41799017,7,1.93,654,0.154333332,348.28,111205,240,0
103,True,,1783528021.0122342,427283765000000,427284156000000,391.0,1007,414762,0,0,12.36901,-0.094122,-0.064735,-131.4159,1.5625,-3.007813,979.8047,0.22875,0.34375,0.22625,32,-37,-44,50,True,848,37.24877217,-80.417983,7,1.93,653.9,0.581322217,348.28,111925,242,0
104,True,,1783528022.4078636,427285156000000,427285578000000,422.0,1007,416183,0,0,12.36901,-0.098816,-0.077682,-131.2836,5.46875,-1.054688,980.293,0.60375,-0.09375,0.10125,32,-36,-43,50,True,272,37.24877233,-80.41798417,7,1.93,655.6,0.282944442,348.28,112973,246,0
105,True,,1783528023.8297122,427286578000000,427286984000000,406.0,1007,417600,0,0,12.36901,-0.178405,0.141885,-131.1235,2.050781,-1.054688,979.3164,0.54125,-0.34375,-0.21125,32,-36,-44,50,True,695,37.24876967,-80.41798033,7,1.93,655.7,0.344677775,348.28,113833,248,0
106,True,,1783528025.2433238,427287984000000,427288406000000,422.0,1007,419017,0,0,12.36901,-0.124735,0.005857,-131.045,1.5625,-1.542969,977.3633,0.47875,1.96875,0.10125,33,-36,-44,50,True,114,37.24877567,-80.41798133,7,1.93,656.2,0.12861111,348.28,114770,252,0
107,True,,1783528026.6679049,427289406000000,427289812000000,406.0,1007,420425,0,0,12.36901,-0.048208,-0.010631,-131.5357,4.003906,-1.054688,979.8047,0.41625,0.28125,0.10125,32,-35,-44,49.44444,True,516,37.24877683,-80.417982,7,1.93,656.2,0.144044443,348.28,115783,254,0
108,True,,1783528028.0688941,427290812000000,427291250000000,438.0,1007,421826,0,0,12.37297,0.059791,-0.371128,-131.4494,4.492188,-1.542969,981.7578,-0.14625,-0.90625,0.41375,32,-37,-43,50,True,31,37.24879067,-80.41798867,7,1.93,656.7,0.205777776,348.28,116530,257,0
109,True,,1783528029.5021474,427292250000000,427292656000000,406.0,1007,423266,0,0,12.37297,0.090392,0.356626,-130.6094,0.585938,-2.03125,979.8047,0.04125,-0.34375,0.41375,31,-35,-45,50,True,361,37.24879133,-80.417988,7,1.93,656.5,0.072022222,348.28,117610,260,0
110,True,,1783528030.9108493,427293656000000,427294062000000,406.0,1007,424663,0,0,12.37297,0.001532,-0.157752,-131.3331,3.027344,-3.007813,979.3164,0.29125,-0.09375,-0.21125,32,-37,-44,50,True,754,37.2487905,-80.41798733,7,1.93,657.4,0.020577778,348.28,118383,262,0
111,True,,1783528032.3225105,427295062000000,427295453000000,391.0,1007,426079,0,0,12.37297,-0.17329,-0.091707,-131.5024,5.46875,-3.007813,981.7578,-0.14625,-1.03125,-0.08625,31,-35,-45,50,True,168,37.24879983,-80.41799217,7,1.93,658,0.180055554,348.28,119373,266,0
112,True,,1783528033.723737,427296468000000,427296984000000,516.0,1007,427473,0,0,12.37297,0.014159,-0.305724,-131.5285,1.074219,-2.519531,981.7578,-0.08375,-1.90625,-0.14875,32,-36,-44,50,True,568,37.2488055,-80.41799467,7,1.93,658.4,0.226355554,348.28,120333,268,0
113,True,,1783528035.2396965,427297984000000,427298406000000,422.0,1007,429002,0,0,12.37297,0.111326,-0.25959,-130.898,3.027344,-1.054688,981.2695,0.16625,0.84375,0.16375,31,-36,-45,50,True,94,37.248808,-80.41799383,7,1.93,659.5,0.051444444,348.28,121255,272,0
114,True,,1783528036.657292,427299406000000,427299812000000,406.0,1007,430415,0,0,12.37297,-0.302239,0.801351,-131.5921,1.5625,-1.542969,976.875,-0.58375,-0.03125,-0.14875,32,-34,-45,50,True,508,37.24880917,-80.41799567,7,1.93,660.1,0.108033332,348.28,122272,274,0
115,True,,1783528038.0714247,427300812000000,427301203000000,391.0,1007,431814,0,0,12.37743,-0.04003,0.147518,-131.1951,1.5625,-1.542969,981.2695,-0.02125,0.28125,0.16375,32,-36,-45,50,True,24,37.248812,-80.4179975,7,1.93,660.5,0.12861111,348.28,123003,277,0
116,True,,1783528039.458462,427302203000000,427302687000000,484.0,1007,433292,0,0,12.37743,-0.100871,-0.147792,-131.5357,2.539063,0.410156,980.7813,-0.39625,-1.03125,-0.02375,32,-34,-44,50,True,390,37.24881217,-80.41799867,7,1.93,661.3,0.138899999,348.28,124102,280,0
117,True,,1783528040.9362998,427303687000000,427304093000000,406.0,1007,434702,0,0,12.37743,0.094079,-0.268089,-131.05,2.539063,0.410156,982.7344,-0.33375,-1.40625,-0.52375,31,-37,-44,50.55556,True,795,37.24880667,-80.417998,7,1.93,662.1,0.277799998,348.28,124828,282,0
118,True,,1783528042.3455763,427305093000000,427305515000000,422.0,1007,436125,0,0,12.37743,0.059241,-0.079039,-131.1735,2.050781,-1.054688,979.3164,0.22875,1.09375,-0.27375,31,-36,-43,50,True,214,37.24878833,-80.41798783,7,1.93,663.2,0.720222216,348.28,125852,286,0
119,True,,1783528043.767494,427306515000000,427306921000000,406.0,1007,437535,0,0,12.37743,-0.262553,0.222005,-131.3904,5.46875,-1.542969,981.2695,-0.14625,-1.03125,-0.08625,33,-36,-43,50,True,635,37.248788,-80.41798667,7,1.93,663.8,0.56074444,348.28,126745,288,0
120,True,,1783528045.180478,427307921000000,427308359000000,438.0,1007,438967,0,0,12.37743,-0.091316,-0.099368,-130.8761,1.074219,-1.054688,982.7344,-0.08375,-0.03125,-0.21125,32,-37,-45,50,True,65,37.24880017,-80.41799083,7,1.93,664.6,0.051444444,348.28,127623,292,0
121,True,,1783528046.6123781,427309359000000,427309750000000,391.0,1007,440365,0,0,12.37743,0.058122,-0.081995,-130.6529,2.539063,-0.078125,980.7813,-0.02125,-0.78125,0.22625,32,-37,-46,50,True,461,37.24880283,-80.41799167,7,1.94,665.2,0.0463,348.28,128643,294,0
122,True,,1783528048.0146885,427310765000000,427311140000000,375.0,1007,441761,0,0,12.34901,0.123833,-0.063058,-131.1436,4.003906,-1.542969,982.2461,0.97875,3.46875,0.16375,32,-37,-44,50,True,858,37.24880867,-80.41799283,7,1.94,665.2,0.164622221,348.28,129342,296,0
123,True,,1783528049.4037068,427312156000000,427312562000000,406.0,1007,443162,0,0,12.34901,-0.066742,0.008275,-131.3302,1.074219,-2.519531,978.3398,0.22875,1.09375,-0.39875,31,-35,-42,49.44444,True,256,37.24881383,-80.4179915,7,1.94,666.1,0.185199998,348.28,130366,300,0
124,True,,1783528050.814501,427313562000000,427313953000000,391.0,1007,444564,0,0,12.34901,0.004743,0.268661,-131.0173,3.027344,0.410156,983.7109,-0.33375,-0.21875,-0.33625,31,-35,-46,50,True,664,37.2488075,-80.41798583,7,1.94,666.4,0.282944442,348.28,131218,302,0
125,True,,1783528052.2076793,427314953000000,427315375000000,422.0,1007,445963,0,0,12.34901,-0.031515,0.127031,-131.1914,2.539063,-0.566406,985.1758,0.22875,-0.34375,-0.14875,33,-36,-45,49.44444,True,58,37.24882067,-80.41798983,7,1.94,667.4,0.200633332,348.28,132091,306,0
126,True,,1783528053.6328022,427316375000000,427316812000000,437.0,1007,447410,0,0,12.34901,0.045692,-0.333117,-131.3034,2.050781,-1.542969,980.7813,-0.20875,0.90625,0.35125,31,-36,-44,50,True,508,37.24881767,-80.417989,7,1.94,667.8,0.025722222,348.28,133135,308,0
127,True,,1783528055.0667605,427317812000000,427318187000000,375.0,1007,448808,0,0,12.34901,0.075405,-0.479606,-131.3027,0.097656,-1.054688,978.8281,-0.08375,-0.78125,0.10125,30,-38,-45,50,True,24,37.248828,-80.41799533,7,1.94,668.4,0.282944442,348.28,133861,311,0
128,True,,1783528056.4533947,427319203000000,427319640000000,437.0,1007,450235,0,0,12.34901,-0.000793,-0.005229,-131.4154,2.539063,-1.542969,979.3164,-0.27125,1.15625,0.22625,32,-36,-45,50,True,334,37.24882883,-80.41799517,7,1.94,669.4,0.226355554,348.28,134909,314,0
129,True,,1783528057.8915648,427320640000000,427321031000000,391.0,1007,451645,0,0,12.38901,-0.173637,-0.105958,-131.2148,-0.878906,-2.519531,980.293,0.22875,-1.84375,-0.27375,34,-35,-42,50,True,742,37.24882867,-80.4179935,7,1.94,669.9,0.113177777,348.28,135687,316,0
130,True,,1783528059.2877645,427322031000000,427322421000000,390.0,1007,453035,0,0,12.38901,-0.054924,-0.128762,-132.1073,1.5625,0.898438,981.7578,-0.14625,-0.34375,-0.64875,31,-35,-43,50,True,130,37.24882017,-80.417989,7,1.94,670.4,0.380688886,348.28,136629,320,0
131,True,,1783528060.6785305,427323421000000,427323828000000,407.0,1007,454439,0,0,12.38901,0.053443,-0.176986,-131.5645,2.050781,1.386719,981.2695,0.41625,1.34375,-0.33625,32,-36,-43,50,True,534,37.24882233,-80.41798883,7,1.94,670.7,0.30352222,348.28,137598,322,0
132,True,,1783528062.0835118,427324828000000,427325218000000,390.0,1007,455827,0,0,12.38901,0.037022,-0.266686,-131.3719,4.980469,-1.542969,981.2695,-0.08375,-0.28125,-0.39875,31,-37,-45,50,True,38,37.24882067,-80.41798817,7,1.94,671.1,0.334388886,348.28,138340,325,0
133,True,,1783528063.4684916,427326218000000,427326593000000,375.0,1007,457213,0,0,12.38901,0.314482,-0.24035,-130.5084,3.027344,1.386719,981.2695,0.35375,3.71875,-0.14875,30,-37,-44,50,True,311,37.24882583,-80.41799267,7,1.94,671.4,0.138899999,348.28,139347,328,0
134,True,,1783528064.860004,427327609000000,427328015000000,406.0,1007,458625,0,0,12.38901,0.152563,-0.213302,-131.5125,1.074219,-2.03125,979.3164,-0.27125,-0.40625,-0.14875,31,-37,-44,50,True,726,37.24882933,-80.4179945,7,1.94,671.2,0.118322221,348.28,140146,330,0
135,True,,1783528066.2748647,427329015000000,427329546000000,531.0,1007,460049,0,0,12.38901,-0.054334,-0.216533,-131.1655,3.027344,0.410156,980.293,-0.39625,-1.65625,0.03875,31,-36,-44,49.44444,True,144,37.248854,-80.41800367,7,1.94,670.5,0.375544441,348.28,141102,334,0
136,True,,1783528067.81353,427330562000000,427330953000000,391.0,1007,461579,0,0,12.37318,0.155159,-0.113282,-130.8595,1.074219,-0.566406,981.2695,-0.02125,1.90625,0.41375,32,-36,-46,50,True,677,37.24885617,-80.418004,7,1.94,670.4,0.21092222,348.28,142057,336,0
137,True,,1783528069.2193756,427331968000000,427332375000000,407.0,1007,462982,0,0,12.37318,-0.107695,0.103324,-131.1239,4.003906,-1.054688,981.2695,0.35375,3.28125,-0.21125,31,-35,-44,50,True,80,37.248864,-80.418007,7,1.94,669.9,0.138899999,348.28,142950,340,0
138,True,,1783528070.6233459,427333375000000,427333750000000,375.0,1007,464377,0,0,12.37318,0.046071,0.005106,-131.6251,3.027344,0.410156,978.8281,0.54125,1.34375,-0.39875,30,-35,-42,50,True,480,37.248872,-80.4180125,7,1.94,670.4,0.360111108,348.28,143968,342,0
139,True,,1783528072.018087,427334765000000,427335156000000,391.0,1007,465777,0,0,12.37318,0.05588,-0.14975,-131.0594,4.003906,-1.054688,980.293,-0.08375,0.28125,0.28875,30,-36,-44,50,True,870,37.24888367,-80.41801867,7,1.94,670.5,0.59675555,348.28,144664,344,0
140,True,,1783528073.4187381,427336171000000,427336546000000,375.0,1007,467166,0,0,12.37318,-0.063062,0.028647,-131.0359,3.027344,-3.007813,980.7813,0.22875,-0.03125,-0.21125,30,-35,-43,49.44444,True,263,37.248892,-80.41802333,7,1.94,670.5,0.478433329,348.28,145672,348,0
141,True,,1783528074.8085732,427337546000000,427337984000000,438.0,1007,468592,0,0,12.37318,-0.131826,0.042883,-131.5732,3.027344,-1.054688,977.3633,0.41625,1.15625,-0.21125,32,-36,-45,50,True,690,37.2488955,-80.4180245,7,1.94,670.4,0.411555552,348.28,146510,350,0
142,True,,1783528076.2390764,427338984000000,427339375000000,391.0,1007,469995,0,0,12.37318,0.002459,-0.344869,-131.2065,3.515625,1.386719,980.293,-1.02125,-4.28125,0.16375,31,-36,-45,50,True,94,37.2489075,-80.41803283,7,1.94,671.2,0.612188884,348.28,147411,354,0
143,True,,1783528077.636592,427340375000000,427340796000000,421.0,1007,471420,0,0,12.35701,0.058499,-0.416097,-131.0061,1.074219,-2.03125,981.2695,0.47875,-1.21875,-0.21125,31,-36,-45,49.44444,True,515,37.248911,-80.41803483,7,1.94,671.3,0.576177773,348.28,148417,356,0
144,True,,1783528079.063442,427341812000000,427342187000000,375.0,1007,472809,0,0,12.35701,-0.03556,-0.086552,-131.0136,1.074219,-1.542969,979.8047,-0.02125,1.09375,0.03875,31,-36,-44,50,True,17,37.24890317,-80.4180325,7,1.94,671.9,0.123466666,348.28,149140,359,0
145,True,,1783528080.451092,427343203000000,427343640000000,437.0,1007,474246,0,0,12.35701,-0.121405,-0.076585,-131.5504,3.515625,-2.519531,978.8281,0.04125,0.59375,-0.02375,30,-34,-43,50,True,343,37.2489155,-80.41803717,7,1.94,672.1,0.499011107,348.28,150200,362,0
146,True,,1783528081.8902738,427344640000000,427345062000000,422.0,1007,475683,0,0,12.35701,-0.187651,-0.553397,-131.1259,0.585938,-2.03125,979.8047,0.35375,-0.59375,-0.39875,32,-36,-44,50,True,779,37.24891917,-80.41803767,7,1.94,672.2,0.457855552,348.28,150965,364,0
147,True,,1783528083.3269668,427346078000000,427346531000000,453.0,1007,477142,0,0,12.35701,-0.093481,0.056517,-130.7032,2.539063,-0.566406,978.8281,0.85375,0.09375,-0.14875,31,-36,-43,50,True,240,37.24890683,-80.4180315,7,1.94,672.8,0.144044443,348.28,152013,368,0
148,True,,1783528084.7831638,427347531000000,427347921000000,390.0,1007,478548,0,0,12.35701,-0.157846,0.202542,-131.2565,1.074219,0.410156,980.7813,0.10375,1.03125,-0.14875,33,-35,-43,50,True,649,37.24891367,-80.41803483,7,1.94,673.2,0.159477776,348.28,152874,370,0
149,True,,1783528086.1921504,427348937000000,427349328000000,391.0,1007,479942,0,0,12.35701,-0.115373,0.401038,-131.7192,1.074219,1.386719,979.8047,0.72875,1.40625,-0.33625,31,-35,-45,50,True,39,37.24891317,-80.41803667,7,1.94,674.4,0.169766665,348.28,153726,374,0
150,True,,1783528087.5838697,427350328000000,427350734000000,406.0,1007,481333,0,0,12.37701,0.222236,-0.198825,-131.2959,1.5625,-1.542969,982.2461,0.60375,2.03125,-0.14875,31,-37,-44,50,True,430,37.24891467,-80.418037,7,1.94,674.8,0.138899999,348.28,154735,376,0
151,True,,1783528088.9828222,427351734000000,427352140000000,406.0,1007,482750,0,0,12.37701,-0.086347,0.004142,-131.3309,2.050781,-1.054688,980.7813,0.22875,0.40625,-0.21125,32,-35,-44,50,True,845,37.24891717,-80.41803867,7,1.94,675.2,0.200633332,348.28,155447,378,0
152,True,,1783528090.3940597,427353140000000,427353546000000,406.0,1007,484177,0,0,12.37701,0.037257,-0.119602,-130.6193,2.539063,-3.496094,978.3398,0.10375,0.90625,-0.08625,31,-36,-44,50,True,278,37.248907,-80.41803717,7,1.94,676.2,0.195488887,348.28,156492,382,0
153,True,,1783528091.8190763,427354562000000,427354953000000,391.0,1007,485566,0,0,12.37701,-0.213383,0.073602,-131.2855,0.097656,0.898438,980.7813,-0.20875,-0.59375,-0.27375,33,-35,-43,50,True,661,37.24890333,-80.41803567,7,1.94,676.1,0.293233331,348.28,157319,384,0
154,True,,1783528093.2096155,427355953000000,427356343000000,390.0,1007,486961,0,0,12.37701,0.008204,0.023852,-131.8112,0.097656,-0.566406,981.2695,0.16625,1.34375,-0.14875,32,-36,-45,50,True,59,37.24889867,-80.41803617,7,1.94,676.6,0.33953333,348.28,158190,388,0
155,True,,1783528094.6039298,427357343000000,427357750000000,407.0,1007,488363,0,0,12.37701,-0.13363,-0.132514,-131.1663,1.5625,-1.542969,980.293,-0.52125,0.15625,0.22625,32,-35,-43,50,True,461,37.2489015,-80.418037,7,1.94,676.4,0.231499998,348.28,159210,390,0
156,True,,1783528096.0037987,427358750000000,427359187000000,437.0,1007,489795,0,0,12.37701,0.42099,-0.073571,-131.2891,2.539063,-1.542969,982.2461,0.66625,0.46875,-0.52375,30,-37,-45,50,True,9,37.24890383,-80.41804,7,1.94,676.5,0.097744444,348.28,159937,393,0
157,True,,1783528097.4368305,427360187000000,427360578000000,391.0,1007,491204,0,0,12.37726,-0.108464,0.09823,-131.2108,1.5625,-0.566406,979.3164,-0.27125,1.59375,0.10125,33,-37,-44,50,True,304,37.2489045,-80.41803967,7,1.94,676.8,0.12861111,348.28,160962,396,0
158,True,,1783528098.8459013,427361593000000,427361968000000,375.0,1007,492589,0,0,12.37726,-0.083671,-0.066534,-131.1738,3.515625,-3.007813,978.3398,-0.14625,-0.53125,0.10125,31,-36,-43,50,True,684,37.24890617,-80.41804033,7,1.94,677.1,0.041155555,348.28,161764,398,0
159,True,,1783528100.2313595,427362984000000,427363406000000,422.0,1007,494020,0,0,12.37726,-0.091772,-0.094873,-131.5616,1.5625,-3.007813,979.3164,-0.33375,-1.78125,-0.27375,32,-37,-45,50,True,115,37.248909,-80.41804233,6,2.03,677.3,0.0463,348.28,162691,402,0
160,True,,1783528101.6620102,427364406000000,427364812000000,406.0,1007,495428,0,0,12.37726,0.078919,-0.211241,-130.7115,2.050781,0.410156,980.7813,0.04125,1.53125,-0.14875,32,-37,-45,50,True,526,37.248904,-80.41804183,6,2.03,677.4,0.236644442,348.28,163665,404,0
161,True,,1783528103.0690145,427365812000000,427366203000000,391.0,1007,496822,0,0,12.37726,-0.092243,0.034025,-131.4652,2.050781,1.386719,982.2461,-0.08375,0.28125,0.10125,32,-35,-44,50,True,38,37.24889617,-80.4180425,7,1.94,677.8,0.308666664,348.28,164401,407,0
162,True,,1783528104.4648676,427367203000000,427367609000000,406.0,1007,498230,0,0,12.37726,0.333982,-0.319817,-131.2347,3.027344,1.386719,981.2695,0.72875,0.71875,-0.08625,30,-38,-44,50,True,328,37.24889833,-80.4180445,6,2.03,678.3,0.205777776,348.28,165429,410,0
163,True,,1783528105.87973,427368625000000,427369015000000,390.0,1007,499627,0,0,12.37726,-0.256536,-0.105043,-131.85,4.492188,-0.078125,978.3398,-0.20875,-0.15625,0.03875,32,-33,-44,50,True,727,37.24889383,-80.418042,6,2.03,678.3,0.344677775,348.28,166197,412,0
164,True,,1783528107.2689135,427370015000000,427370406000000,391.0,1007,501019,0,0,12.36497,-0.10732,0.046911,-131.4348,2.539063,-1.542969,982.2461,0.29125,-0.21875,-0.39875,32,-37,-46,50,True,120,37.24888667,-80.41804067,7,1.94,679.1,0.308666664,348.28,167120,416,0
165,True,,1783528108.661598,427371406000000,427371812000000,406.0,1007,502409,0,0,12.36497,-0.052856,-0.358324,-131.3002,3.027344,-0.566406,980.293,-0.64625,0.28125,-0.46125,31,-36,-44,50,True,503,37.24888067,-80.4180405,7,1.94,679.5,0.421844441,348.28,168096,418,0
166,True,,1783528110.0758536,427372828000000,427373250000000,422.0,1007,503857,0,0,12.36497,-0.181434,-0.109605,-131.8609,1.074219,-1.054688,979.3164,0.22875,-1.59375,-0.02375,34,-36,-45,50,True,72,37.24888283,-80.4180455,7,1.94,680.1,0.200633332,348.28,168863,421,0
167,True,,1783528111.4991693,427374250000000,427374625000000,375.0,1007,505244,0,0,12.36497,-0.015353,-0.347628,-130.8402,2.050781,-2.03125,981.2695,-0.33375,-0.53125,-0.21125,31,-35,-44,50,True,339,37.24887367,-80.41804167,7,1.94,681,0.509299996,348.28,169868,424,0
168,True,,1783528112.8873906,427375640000000,427376015000000,375.0,1007,506643,0,0,12.36497,0.109167,-0.016986,-131.0131,0.097656,-0.566406,978.8281,0.29125,1.15625,-0.33625,31,-37,-44,50,True,741,37.248874,-80.4180445,7,1.94,682,0.442422218,348.28,170628,426,0
169,True,,1783528114.2871315,427377031000000,427377484000000,453.0,1007,508094,0,0,12.36497,0.320656,-0.670049,-130.659,1.074219,-3.496094,981.7578,-0.08375,0.21875,-0.21125,29,-37,-45,50,True,181,37.2489065,-80.4180595,7,1.94,682.5,0.262366664,348.28,171616,430,0
170,True,,1783528115.737695,427378484000000,427378875000000,391.0,1007,509487,0,0,12.36497,0.039712,-0.793355,-130.6481,3.515625,-3.496094,982.2461,-0.33375,-0.53125,0.22625,31,-38,-44,50,True,587,37.24890733,-80.41805883,7,1.94,683.1,0.149188888,348.28,172527,432,0
171,True,,1783528117.1281266,427379875000000,427380265000000,390.0,1007,510880,0,0,12.36497,0.026182,0.253637,-131.441,3.515625,-1.542969,981.2695,-0.45875,-1.15625,-0.46125,31,-37,-45,50,True,95,37.24892917,-80.41806933,7,1.94,683.4,0.529877773,348.28,173316,435,0
172,True,,1783528118.5224886,427381265000000,427381671000000,406.0,1007,512284,0,0,12.38563,0.070947,-0.177743,-130.9016,2.539063,0.410156,978.8281,0.54125,-1.34375,0.22625,32,-37,-44,50,True,382,37.24894717,-80.41807617,7,1.94,683.7,0.77166666,348.28,174339,438,0
173,True,,1783528119.9263237,427382671000000,427383078000000,407.0,1007,513691,0,0,12.38563,0.047192,-0.182357,-131.0061,2.050781,-0.078125,979.3164,-0.02125,0.90625,0.16375,31,-36,-45,50,True,787,37.24894617,-80.41807683,7,1.94,684,0.586466662,348.28,175059,440,0
174,True,,1783528121.3752868,427384125000000,427384546000000,421.0,1007,515154,0,0,12.38563,-0.048373,-0.027524,-131.4976,1.074219,-1.542969,981.2695,-0.02125,-0.03125,-0.27375,30,-37,-44,50,True,249,37.248948,-80.41807917,7,1.94,684.3,0.169766665,348.28,176111,444,0
175,True,,1783528122.8025537,427385546000000,427385937000000,391.0,1007,516551,0,0,12.38563,0.065412,-0.21513,-131.959,2.539063,-2.03125,978.8281,-0.08375,0.34375,-0.33625,32,-35,-43,50,True,654,37.24895183,-80.41808167,6,2.03,684.4,0.149188888,348.28,176958,446,0
176,True,,1783528124.193709,427386937000000,427387312000000,375.0,1007,517941,0,0,12.38563,-0.24066,-0.004111,-131.4884,0.585938,-1.054688,978.8281,-0.52125,-1.84375,0.10125,32,-36,-44,49.44444,True,38,37.248966,-80.41809017,6,2.03,684.3,0.231499998,348.28,177806,450,0
177,True,,1783528125.5839422,427388328000000,427388734000000,406.0,1007,519345,0,0,12.38563,-0.072454,-0.113225,-131.3673,2.050781,-4.472656,980.293,0.41625,0.90625,-0.14875,32,-37,-45,50,True,441,37.248963,-80.418087,7,1.98,683.6,0.133755554,348.28,178825,452,0
178,True,,1783528126.9856396,427389734000000,427390125000000,391.0,1007,520735,0,0,12.38563,0.008783,-0.266629,-131.7844,4.492188,-2.03125,981.7578,-0.20875,-1.03125,0.16375,31,-37,-45,50,True,833,37.2489645,-80.4180875,7,1.98,683.2,0.133755554,348.28,179503,454,0
179,True,,1783528128.3810828,427391125000000,427391531000000,406.0,1007,522142,0,0,12.37668,-0.112022,0.075888,-131.4297,2.539063,-0.566406,980.7813,-0.39625,1.59375,-0.39875,31,-35,-45,50,True,234,37.24894467,-80.41807983,7,1.98,683.1,0.648199994,348.28,180525,458,0
180,True,,1783528129.7836888,427392531000000,427392953000000,422.0,1007,523566,0,0,12.37668,0.011197,-0.227571,-131.308,3.027344,-1.054688,979.8047,0.10375,-1.59375,0.03875,31,-35,-44,50,True,666,37.2489445,-80.41808067,7,1.98,682.7,0.591611106,348.28,181385,460,0
181,True,,1783528131.207639,427393953000000,427394343000000,390.0,1007,524958,0,0,12.37668,-0.186692,0.022924,-131.237,-0.390625,-3.007813,982.2461,-0.45875,1.78125,-0.39875,30,-34,-46,50,True,54,37.24893583,-80.41807517,7,1.98,681.8,0.776811104,95.38,182262,464,0
182,True,,1783528132.6059952,427395359000000,427395765000000,406.0,1007,526374,0,0,12.37668,0.161053,-0.372336,-130.8534,1.5625,-1.054688,978.8281,0.16625,0.53125,0.35125,30,-36,-44,50,True,471,37.24893317,-80.41807267,7,1.98,681.8,0.77166666,95.38,183298,466,0
183,True,,1783528134.016005,427396765000000,427397187000000,406.0,1007,527801,0,0,12.37668,0.017164,-0.295668,-131.2189,0.097656,-0.566406,982.7344,-0.77125,-0.34375,0.03875,29,-36,-44,50,True,16,37.248946,-80.41808,7,1.98,681.8,0.169766665,95.38,184017,469,0
184,True,,1783528135.4462247,427398187000000,427398609000000,422.0,1007,529220,0,0,12.37668,0.158709,-0.181123,-131.0886,1.5625,-1.542969,979.3164,0.22875,0.53125,-0.08625,31,-37,-42,50,True,319,37.24895133,-80.418082,8,1.9,681.6,0.133755554,95.38,185055,472,0
185,True,,1783528136.860961,427399609000000,427400015000000,406.0,1007,530628,0,0,12.37668,-0.122095,0.273938,-131.4902,2.050781,-1.542969,980.293,0.04125,0.15625,-0.39875,32,-35,-44,50,True,729,37.24893967,-80.41807583,8,1.9,681.7,0.159477776,95.38,185844,474,0
