sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784153992.3042414,15243140000000,15243140000000,15243843000000,15243491500000,703.0,415.14,415.14,15243.843,15243.843,,14828.3515,False,1,0,0,0,False,0,1007,145,415140,415141,415140,0,0,29815,41528,11.80893,0.352622,0.81388,-98.88786,5.615234,5.087891,980.5371,-0.02125,15.02,-0.0275,4,-22,-56,45.55556,True,3,3,37.24888417,-80.418035,4,25.99,,,,144523,155,33
1,True,,1784153993.093913,15243921000000,15243921000000,15244453000000,15244187000000,532.0,415.939,415.939,15244.453,15244.453,,14828.29975,False,2,0,0,0,False,0,1007,146,415939,415940,415939,0,0,29815,41528,11.78225,0.304938,0.196201,-99.02666,7.568359,3.623047,982.4902,0.54125,-0.2925,0.035,5,-24,-55,46.11111,True,61,3,37.24888417,-80.418035,5,3.42,,,,144892,156,34
2,True,,1784153993.896252,15244718000000,15244718000000,15245281000000,15244999500000,563.0,416.724,416.724,15245.281,15245.281,,14828.2755,False,3,0,0,0,False,0,1007,147,416724,416725,416724,0,0,29815,41528,11.78225,0.316208,0.126001,-99.20393,7.568359,3.623047,984.4434,0.41625,0.895,0.2225,4,-24,-56,46.11111,True,105,3,37.24888267,-80.418029,5,3.42,,,,145388,158,34
3,True,,1784153994.5087295,15245343000000,15245343000000,15246093000000,15245718000000,750.0,417.347,417.347,15246.093,15246.093,,14828.3135,False,4,0,0,0,False,0,1007,148,417347,417348,417347,0,0,29815,41528,11.78225,0.298877,0.179382,-98.81419,7.080078,3.623047,981.5137,0.04125,2.145,-0.4025,5,-23,-56,46.11111,True,93,3,37.24888567,-80.41802417,5,3.42,,,,145654,160,34
4,True,,1784153995.3030245,15246125000000,15246125000000,15246812000000,15246468500000,687.0,418.126,418.126,15246.812,15246.812,,14828.3425,True,5,0,0,0,False,0,1007,149,418126,418128,418126,0,0,29815,41528,11.78225,0.247501,-0.353908,-99.45743,5.126953,3.623047,983.4668,-0.45875,-0.48,-0.0275,3,-24,-53,46.11111,True,873,3,37.24888567,-80.41802417,5,3.42,,,,146008,160,34
5,True,,1784153996.0230317,15246859000000,15246859000000,15247421000000,15247140000000,562.0,418.847,418.847,15247.421,15247.437,,14828.31775,True,6,0,0,0,False,0,1007,150,418847,418848,418847,0,0,29815,41528,11.78225,0.322291,-0.342365,-99.50651,7.568359,5.087891,982.002,-0.45875,0.145,0.0975,3,-22,-56,45.55556,True,42,3,37.248875,-80.418018,4,4.75,,,,146316,162,35
6,True,,1784153996.6349847,15247468000000,15247468000000,15248125000000,15247796500000,657.0,419.47,419.47,15248.125,15248.125,,14828.326500000001,True,7,0,0,0,False,0,1007,151,419470,419472,419470,0,0,29815,41528,11.78225,0.329258,-0.499924,-99.51109,7.080078,4.111328,981.0254,-0.27125,-0.6675,0.2225,3,-23,-56,46.11111,True,50,3,37.24887267,-80.41801167,4,4.76,,,,146700,164,35
7,True,,1784153997.3286264,15248156000000,15248156000000,15248859000000,15248507500000,703.0,420.149,420.149,15248.859,15248.859,,14828.3345,True,8,0,0,0,False,0,1007,152,420149,420151,420149,0,0,29815,41528,11.78225,0.291903,-0.328959,-99.73796,7.568359,6.552734,983.9551,-0.14625,0.145,-0.215,3,-23,-54,46.11111,True,10,3,37.24886767,-80.418007,4,4.76,,,,146952,165,35
8,True,,1784153998.064123,15248890000000,15248890000000,15249578000000,15249234000000,688.0,420.893,420.893,15249.578,15249.578,,14828.341,True,9,0,0,0,False,0,1007,153,420893,420894,420893,-0.021482399,-0.021433437,29817,41530,11.78225,0.887015,-2.720325,-98.7234,59.81445,23.64258,986.3965,0.85375,-1.23,3.7225,-1,-30,-56,46.11111,True,85,3,37.24886767,-80.418007,4,4.76,,,,147240,166,36
9,True,,1784153998.956291,15249781000000,15249781000000,15250500000000,15250140500000,719.0,421.778,421.778,15250.5,15250.5,,14828.34175,True,10,0,0,0,False,0,1007,154,421778,421779,421778,-0.128912802,-0.107243567,30366,42081,11.78225,0.211809,-0.920522,-96.59129,-70.55664,0.205078,945.3809,3.97875,-14.0425,3.2225,-2,-23,-61,46.11111,True,86,3,37.24888533,-80.41801167,4,4.76,,,,147674,168,37
