sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784154593.6614583,15844484000000,15844484000000,15845562000000,15845023000000,1078.0,1016.902,1016.902,15845.562,15845.562,,14828.121,False,1,0,0,0,False,0,1007,371,1016902,1016903,1016902,0,0,88220,118942,11.78097,-0.088542,-0.304072,-107.825,7.080078,-3.701172,982.4902,0.04125,0.5825,-0.1525,8,-23,-44,46.66667,True,261,3,37.24889317,-80.41810933,9,1.28,,,,515356,1356,169
1,True,,1784154595.0346878,15845859000000,15845859000000,15846578000000,15846218500000,719.0,1017.866,1017.866,15846.578,15846.578,,14828.23675,False,2,0,0,0,False,0,1007,372,1017866,1017867,1017866,-0.021209857,0,88247,118942,11.78097,0.145269,-1.466779,-105.6838,18.31055,19.73633,987.8613,0.47875,0.3325,16.285,8,-22,-43,46.66667,True,165,3,37.248894,-80.41810667,9,1.28,,,,515916,1358,170
2,True,,1784154595.8002584,15846625000000,15846625000000,15847390000000,15847007500000,765.0,1018.641,1018.641,15847.39,15847.39,,14828.3525,False,3,0,0,0,False,0,1007,373,1018641,1018642,1018641,0,0,88249,118942,11.78097,0.251878,-0.81224,-105.1223,-2.685547,-3.212891,981.5137,0.66625,0.9575,-0.2775,5,-22,-42,47.22222,True,91,3,37.24889417,-80.418101,9,1.28,,,,516327,1360,171
3,True,,1784154597.0523179,15847875000000,15847875000000,15848625000000,15848250000000,750.0,1019.909,1019.909,15848.625,15848.625,,14828.34675,False,4,0,0,0,False,0,1007,374,1019909,1019910,1019909,0,0,88249,118942,11.78097,0.255983,-1.285542,-103.9637,6.103516,0.205078,979.5605,0.16625,-0.105,-0.215,3,-24,-43,46.66667,True,320,3,37.2488945,-80.41809983,9,1.28,,,,517165,1362,171
4,True,,1784154598.0479913,15848875000000,15848875000000,15849640000000,15849257500000,765.0,1020.886,1020.886,15849.64,15849.64,,14828.3525,True,5,0,0,0,False,0,1007,375,1020886,1020888,1020886,0,0,88249,118942,11.78097,0.007757,-0.331165,-103.8777,7.080078,-3.701172,982.4902,-0.70875,0.5825,-0.09,6,-24,-43,47.22222,True,177,3,37.24889233,-80.41809383,9,1.28,,,,517721,1364,172
5,True,,1784154599.0586395,15849890000000,15849890000000,15850562000000,15850226000000,672.0,1021.886,1021.886,15850.562,15850.562,,14828.34675,True,6,0,0,0,False,0,1007,376,1021886,1021887,1021886,0,0,88249,118942,11.77334,0.060862,-0.566664,-103.3061,9.033203,-3.212891,979.5605,-0.45875,0.7075,-0.09,5,-24,-42,46.66667,True,184,3,37.24889183,-80.41809,9,1.28,,,,518277,1366,173
6,True,,1784154600.0141723,15850843000000,15850843000000,15851578000000,15851210500000,735.0,1022.843,1022.843,15851.578,15851.578,,14828.3525,True,7,0,0,0,False,0,1007,377,1022843,1022844,1022843,-0.021117575,-0.021144284,88253,118945,11.77334,0.214889,-4.683694,-102.3745,139.8926,-5.166016,936.1035,-0.64625,0.2075,0.785,3,-30,-45,46.66667,True,159,3,37.2488895,-80.41808233,9,1.28,,,,518835,1368,174
7,True,,1784154601.1771479,15852000000000,15852000000000,15852671000000,15852335500000,671.0,1024.027,1024.027,15852.671,15852.671,,14828.34675,True,8,0,0,0,False,0,1007,378,1024027,1024029,1024027,-0.11531478,-0.115385525,89035,119759,11.77334,-0.272357,-2.206207,-100.2401,-84.22852,83.21289,1177.314,-3.58375,3.4575,-3.84,4,-35,-46,47.22222,True,383,3,37.24888833,-80.41807867,9,1.28,,,,519520,1370,174
8,True,,1784154602.0322862,15852859000000,15852859000000,15853531000000,15853195000000,672.0,1024.866,1024.866,15853.531,15853.531,,14828.341,True,9,0,0,0,False,0,1007,379,1024866,1024867,1024866,-0.150462725,-0.150462725,89749,120518,11.77334,1.200124,0.477523,-102.9876,44.67773,103.7207,879.4629,-8.14625,0.645,0.4725,7,-30,-52,46.66667,True,51,3,37.24888633,-80.4180795,8,1.33,,,,519943,1372,175
9,True,,1784154602.7659578,15853593000000,15853593000000,15854250000000,15853921500000,657.0,1025.605,1025.605,15854.25,15854.25,,14828.3405,True,10,0,0,0,False,0,1007,380,1025605,1025606,1025605,-0.141754923,-0.141754923,90420,121207,11.77334,-0.804724,-3.557793,-101.8562,137.9395,-10.04883,955.1465,2.35375,-15.23,-1.7775,1,-22,-59,47.22222,True,37,3,37.24888617,-80.41807883,8,1.33,,,,520319,1374,176
