sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784228487.8864677,89738718000000,89738718000000,89739234000000,89738976000000,516.0,354.392,354.392,89739.234,89739.234,,89384.58399999999,False,1,0,0,0,False,0,1007,83,354392,354393,354392,0,0,16564,23036,11.58926,5.457672,-42.09912,152.3008,584.3652,-19.24805,1142.695,16.68375,-70.6325,-11.1175,-3,8,-37,46.66667,False,4294967295,0,,,0,99.99,,,,74573,0,0
1,True,,1784228488.5144074,89739343000000,89739343000000,89739937000000,89739640000000,594.0,355.027,355.027,89739.937,89739.937,,89384.5985,False,2,0,0,0,False,0,1007,84,355027,355028,355027,0,0,16564,23036,11.58926,5.20057,-42.14919,152.5099,579.9707,-19.73633,1141.719,17.55875,-68.57,-11.68,-2,8,-37,46.66667,False,4294967295,0,,,0,99.99,,,,74701,0,0
2,True,,1784228489.239654,89740062000000,89740062000000,89740687000000,89740374500000,625.0,355.743,355.743,89740.687,89740.687,,89384.613,False,3,0,0,0,False,0,1007,85,355743,355744,355743,0,0,16564,23036,11.58926,6.083399,-42.01003,152.9325,580.459,-21.20117,1140.742,17.37125,-68.7575,-11.555,-3,7,-38,46.66667,False,4294967295,0,,,0,99.99,,,,74926,0,0
3,True,,1784228489.979866,89740812000000,89740812000000,89741515000000,89741163500000,703.0,356.559,356.559,89741.515,89741.515,,89384.60875,False,4,0,0,0,False,0,1007,86,356559,356560,356559,0,0,16564,23036,11.58926,5.717991,-41.25854,152.1778,582.4121,-18.27148,1142.207,17.05875,-52.195,-11.555,-3,8,-38,47.22222,False,4294967295,0,,,0,99.99,,,,75151,0,0
4,True,,1784228490.7927904,89741625000000,89741625000000,89742203000000,89741914000000,578.0,357.304,357.304,89742.203,89742.203,,89384.61,True,5,0,0,0,False,0,1007,87,357304,357306,357304,0,0,16564,23036,11.58926,5.992213,-41.83527,151.4875,579.9707,-18.75977,1143.672,17.68375,-68.1325,-11.4925,-3,8,-38,46.66667,False,4294967295,0,,,0,99.99,,,,75165,0,0
5,True,,1784228491.4216118,89742250000000,89742250000000,89742953000000,89742601500000,703.0,357.999,357.999,89742.953,89742.953,,89384.60725,True,6,0,0,0,False,0,1007,88,357999,358000,357999,0,0,16564,23036,11.58926,5.572269,-41.99265,152.1443,580.9473,-20.71289,1141.23,17.68375,-69.1325,-11.555,-3,8,-38,46.66667,False,4294967295,0,,,0,99.99,,,,75376,0,0
6,True,,1784228492.247168,89743078000000,89743078000000,89743656000000,89743367000000,578.0,358.758,358.758,89743.656,89743.656,,89384.609,True,7,0,0,0,False,0,1007,89,358758,358759,358758,0,0,16564,23036,11.58926,5.624912,-41.97085,151.9661,580.9473,-20.22461,1142.207,16.93375,-68.0075,-11.6175,-3,7,-38,47.22222,False,4294967295,0,,,0,99.99,,,,75601,0,0
7,True,,1784228492.8780503,89743703000000,89743703000000,89744281000000,89743992000000,578.0,359.448,359.448,89744.281,89744.281,,89384.60675,True,8,0,0,0,False,0,1007,90,359448,359450,359448,0,0,16564,23036,11.58926,5.460889,-42.08635,152.0558,578.9941,-18.27148,1140.254,16.99625,-68.57,-11.18,-2,8,-38,46.66667,False,4294967295,0,,,0,99.99,,,,75753,0,0
8,True,,1784228493.6814766,89744515000000,89744515000000,89745093000000,89744804000000,578.0,360.187,360.187,89745.093,89745.093,,89384.609,True,9,0,0,0,False,0,1007,91,360187,360188,360187,0,-0.021494675,16564,23041,11.58926,8.011028,-42.19833,152.3716,620.0098,-42.68555,1141.23,17.24625,-71.695,-19.6175,0,6,-36,46.66667,False,4294967295,0,,,0,99.99,,,,75826,0,0
9,True,,1784228494.3117862,89745140000000,89745140000000,89745812000000,89745476000000,672.0,360.882,360.882,89745.812,89745.812,,89384.60675,True,10,0,0,0,False,0,1007,92,360882,360883,360882,-0.150462725,-0.150505727,16692,23463,11.58926,13.09205,-41.65726,149.5023,605.3613,-18.27148,1118.281,18.55875,-69.195,-25.555,0,0,-35,46.66667,False,4294967295,0,,,0,99.99,,,,76051,0,0
