sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
10,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562114.650704,423358859000000,423358859000000,423359515000000,423359187000000,656.0,3344.194,3344.194,423359.515,423359.515,,420015.004,True,11,0,0,0,False,0,1007,1701,3344194,3344195,3344194,-0.183715171,-0.183939762,457036,732386,11.35293,4.138994,-0.535757,-172.7222,-86.33789,41.9043,644.6582,-3.16,20.07625,-4.71375,12,-6,-52,52.22222,True,224,3,37.248579,-80.41747867,12,0.76,,,,2033206,5788,1499
11,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562115.6569796,423359859000000,423359859000000,423360593000000,423360226000000,734.0,3345.193,3345.193,423360.593,423360.609,,420015.01375000004,True,12,0,0,0,False,0,1007,1702,3345193,3345194,3345193,-0.169082989,-0.147885296,458328,733716,11.35293,1.189933,1.675035,-172.2968,-247.959,26.2793,1019.17,3.0275,-11.11125,2.22375,14,-3,-48,52.22222,True,197,3,37.2485795,-80.41747867,12,0.76,,,,2033788,5790,1500
12,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562116.6573694,423360859000000,423360859000000,423361531000000,423361195000000,672.0,3346.182,3346.182,423361.531,423361.531,,420015.01300000004,True,13,0,0,0,False,0,1007,1703,3346182,3346183,3346182,-0.021482399,-0.042909661,458833,734245,11.35293,1.86438,0.462994,-172.0601,-46.78711,-9.365234,975.7129,-0.0975,-2.73625,-2.58875,12,-4,-46,52.77778,True,187,3,37.24857833,-80.41748,12,0.88,,,,2034368,5792,1501
13,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562117.645784,423361843000000,423361843000000,423362546000000,423362194500000,703.0,3347.181,3347.181,423362.546,423362.546,,420015.01325,True,14,0,0,0,False,0,1007,1704,3347181,3347182,3347181,0,-0.06307828,458837,734529,11.35293,4.886436,-3.938273,-175.7894,41.10352,16.02539,952.7637,-1.4725,1.38875,-19.15125,5,-11,-48,52.77778,True,197,3,37.24857683,-80.4174815,12,0.76,,,,2034950,5794,1502
14,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562118.6437323,423362843000000,423362843000000,423363671000000,423363257000000,828.0,3348.17,3348.17,423363.671,423363.687,,420015.0135,True,15,0,0,0,False,0,1007,1705,3348170,3348171,3348170,0.021510039,-0.064604004,458804,734899,11.35293,6.433689,-2.511886,179.5907,-9.677734,-3.017578,965.9473,1.465,-0.79875,-24.90125,3,-11,-47,52.22222,True,188,3,37.2485765,-80.4174825,12,0.76,,,,2035532,5796,1503
15,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562119.6331148,423363828000000,423363828000000,423364500000000,423364164000000,672.0,3349.167,3349.167,423364.5,423364.5,,420015.01325,True,16,0,0,0,False,0,1007,1706,3349167,3349168,3349167,0.042419714,-0.063602674,458504,735338,11.35293,13.16026,-4.415968,171.838,-21.39648,88.7793,1017.705,0.715,6.38875,-33.15125,0,-19,-50,52.22222,True,196,3,37.2485755,-80.4174845,12,0.76,,,,2036114,5798,1504
16,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562120.6261435,423364828000000,423364828000000,423365531000000,423365179500000,703.0,3350.175,3350.175,423365.531,423365.531,,420015.01300000004,True,17,0,0,0,False,0,1007,1707,3350175,3350176,3350175,0,0.023165931,458365,735524,11.35293,15.00669,-8.80187,177.3019,1.064453,14.07227,982.5488,-0.3475,1.76375,0.78625,-3,-27,-52,52.77778,True,209,3,37.2485745,-80.41748583,12,0.76,,,,2036696,5800,1505
17,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562121.6552572,423365859000000,423365859000000,423366562000000,423366210500000,703.0,3351.185,3351.185,423366.562,423366.562,,420015.01325,True,18,0,0,0,False,0,1007,1708,3351185,3351186,3351185,0,0,458365,735525,11.33297,14.33266,-8.842563,-178.8874,-8.212891,12.11914,980.1074,-0.7225,-1.04875,0.41125,-2,-27,-51,52.22222,True,192,3,37.248574,-80.41748583,12,0.76,,,,2037280,5802,1506
18,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562122.759562,423366953000000,423366953000000,423367671000000,423367312000000,718.0,3352.297,3352.297,423367.671,423367.671,,420015.0135,True,19,0,0,0,False,0,1007,1709,3352297,3352298,3352297,0,0,458365,735529,11.33297,11.6734,-10.30089,-158.7165,4.482422,16.02539,980.5957,-0.2225,1.57625,-0.65125,-4,-27,-48,52.22222,True,310,3,37.24857367,-80.4174855,12,0.76,,,,2037864,5804,1507
19,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562123.679498,423367875000000,423367875000000,423368531000000,423368203000000,656.0,3353.211,3353.211,423368.531,423368.531,,420015.01325,True,20,0,0,0,False,0,1007,1710,3353211,3353212,3353211,0,-0.0859787,458365,735554,11.33297,10.14417,-11.32693,-150.3826,-0.888672,-11.31836,959.5996,-1.4725,-0.23625,-23.71375,-2,-32,-51,52.22222,True,114,3,37.2485735,-80.41748533,12,0.76,,,,2038319,5806,1508
20,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562124.6998944,423368906000000,423368906000000,423369625000000,423369265500000,719.0,3354.233,3354.233,423369.625,423369.625,,420015.0135,True,21,0,0,0,False,0,1007,1711,3354233,3354234,3354233,-0.147429882,-0.168703826,458654,736399,11.33297,9.15038,-10.50814,-140.9567,-157.627,89.75586,1151.494,-2.41,-15.29875,-6.46375,-1,-37,-52,52.22222,True,219,3,37.24857283,-80.41748533,12,0.76,,,,2038903,5808,1509
21,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562125.746041,423369953000000,423369953000000,423370640000000,423370296500000,687.0,3355.298,3355.298,423370.64,423370.64,,420015.01325,True,22,0,0,0,False,0,1007,1712,3355298,3355300,3355298,-0.18318396,-0.183379311,459844,737714,11.33297,2.695248,-7.498948,-121.2247,45.49805,82.91992,878.5449,1.6525,7.70125,0.28625,6,-40,-49,52.77778,True,263,3,37.24857217,-80.4174855,12,0.76,,,,2039487,5810,1510
22,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562126.7522306,423370953000000,423370953000000,423371671000000,423371312000000,718.0,3356.289,3356.289,423371.671,423371.671,,420015.0135,True,23,0,0,0,False,0,1007,1713,3356289,3356291,3356289,-0.206333159,-0.206584977,461088,739045,11.33297,1.377874,-4.903942,-107.4455,57.70508,-9.365234,963.5059,4.465,-5.42375,-1.77625,4,-38,-52,52.22222,True,191,3,37.24857067,-80.41748683,12,0.76,,,,2039942,5812,1511
23,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562127.6169305,423371812000000,423371812000000,423372578000000,423372195000000,766.0,3357.167,3357.167,423372.578,423372.578,,420015.01425,True,24,0,0,0,False,0,1007,1714,3357167,3357168,3357167,-0.168044367,-0.14716209,462235,740204,11.33297,1.256521,-1.918036,-103.1196,-145.4199,41.41602,929.8145,-8.66,-1.54875,0.84875,0,-37,-48,52.22222,True,79,3,37.24856883,-80.41748817,12,0.88,,,,2040397,5814,1512
24,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562128.6324933,423372828000000,423372828000000,423373531000000,423373179500000,703.0,3358.166,3358.166,423373.531,423373.531,,420015.0135,True,25,0,0,0,False,0,1007,1715,3358166,3358167,3358166,-0.021494675,-0.04298935,462757,740754,11.33297,0.910818,-1.132992,-99.8245,-85.36133,35.55664,1038.701,-0.0975,3.32625,-7.02625,0,-39,-49,52.22222,True,198,3,37.24856683,-80.41748917,12,0.88,,,,2040981,5816,1513
25,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562129.6643357,423373859000000,423373859000000,423374593000000,423374226000000,734.0,3359.26,3359.26,423374.593,423374.593,,420015.0135,True,25,0,0,0,False,0,1007,1716,3359260,3359261,3359260,0,0,462759,740820,11.33297,-0.036217,-2.230181,-95.35172,14.73633,-10.3418,984.0137,0.5275,-0.11125,-6.58875,0,-44,-50,52.22222,True,293,3,37.24856583,-80.41749017,12,0.88,,,,2041565,5818,1514
26,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562130.5275276,423374734000000,423374734000000,423375562000000,423375148000000,828.0,3360.054,3360.054,423375.562,423375.562,,420015.0135,True,25,0,0,0,False,0,1007,1717,3360054,3360056,3360054,0.021494675,-0.064484025,462754,741069,11.33297,-1.250506,-1.290232,-101.8222,15.71289,-2.041016,1024.541,2.2775,1.32625,-23.90125,4,-45,-43,52.22222,True,72,3,37.2485655,-80.417491,12,0.76,,,,2041998,5820,1515
27,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562131.670055,423375875000000,423375875000000,423376578000000,423376226500000,703.0,3361.22,3361.22,423376.578,423376.578,,420015.0135,True,25,0,0,0,False,0,1007,1718,3361220,3361221,3361220,0.069465709,-0.0463176,462551,741542,11.33318,-0.758073,-1.943876,-112.4428,47.45117,-14.24805,913.2129,-1.535,-1.54875,-33.52625,14,-50,-45,52.22222,True,342,3,37.248565,-80.41749167,12,0.88,,,,2042733,5822,1515
28,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562132.791144,423377000000000,423377000000000,423377703000000,423377351500000,703.0,3362.332,3362.332,423377.703,423377.703,,420015.01499999996,True,25,0,0,0,False,0,1007,1719,3362332,3362334,3362332,0.022925907,-0.022957389,462165,742008,11.33318,2.522931,-2.853402,-133.0525,1.064453,9.677734,993.291,-0.5975,-0.29875,-16.02625,29,-45,-45,52.22222,True,310,3,37.24856483,-80.41749217,12,0.76,,,,2043317,5824,1516
29,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562133.714058,423377921000000,423377921000000,423378625000000,423378273000000,704.0,3363.267,3363.267,423378.625,423378.625,,420015.0135,True,25,0,0,0,False,0,1007,1720,3363267,3363269,3363267,0,0,462099,742046,11.33318,0.40533,-1.298667,-125.7023,-2.353516,-11.80664,983.0371,-0.035,0.76375,0.41125,27,-43,-50,52.22222,True,134,3,37.24856433,-80.41749233,12,0.88,,,,2043772,5826,1517
30,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562134.5999467,423378796000000,423378796000000,423379546000000,423379171000000,750.0,3364.158,3364.158,423379.546,423379.546,,420015.0135,True,25,0,0,0,False,0,1007,1721,3364158,3364159,3364158,0,0,462099,742046,11.33318,-0.091347,-0.656461,-122.911,3.017578,-10.3418,984.0137,-0.035,2.26375,-0.40125,25,-42,-49,52.22222,True,97,3,37.248564,-80.41749167,12,0.88,,,,2044227,5828,1518
31,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562135.6183589,423379812000000,423379812000000,423380562000000,423380187000000,750.0,3365.15,3365.15,423380.562,423380.578,,420015.0135,True,25,0,0,0,False,0,1007,1722,3365150,3365151,3365150,0,0,462099,742046,11.33318,-0.322889,-0.353383,-122.5098,3.017578,-10.3418,981.084,-0.4725,1.57625,-0.65125,26,-43,-48,52.22222,True,191,3,37.24856367,-80.417491,12,0.89,,,,2044805,5830,1519
32,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562136.6040196,423380812000000,423380812000000,423381468000000,423381140000000,656.0,3366.139,3366.139,423381.468,423381.468,,420015.0135,True,25,0,0,0,False,0,1007,1723,3366139,3366140,3366139,0,-0.043007782,462099,742052,11.33318,-0.988776,-1.692564,-124.1636,60.14648,-3.017578,953.252,1.34,-0.67375,-8.58875,29,-44,-48,52.22222,True,190,3,37.24856333,-80.41749067,12,0.89,,,,2045383,5832,1520
33,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562137.582814,423381781000000,423381781000000,423382515000000,423382148000000,734.0,3367.121,3367.121,423382.515,423382.515,,420015.0135,True,25,0,0,0,False,0,1007,1724,3367121,3367122,3367121,-0.126652125,-0.168798458,462343,742834,11.33318,-0.211792,0.26092,-132.7523,7.412109,-91.39648,1032.842,4.1525,1.13875,-19.71375,29,-37,-49,52.22222,True,184,3,37.248563,-80.41749033,12,0.89,,,,2045961,5834,1521
34,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562138.3575642,423382562000000,423382562000000,423383328000000,423382945000000,766.0,3367.91,3367.91,423383.328,423383.328,,420015.0135,True,25,0,0,0,False,0,1007,1725,3367910,3367911,3367910,-0.201033926,-0.178803001,463191,743847,11.33318,0.947422,0.126081,-130.018,-50.20508,45.81055,912.2363,-2.8475,0.82625,-10.52625,36,-48,-46,52.22222,True,86,3,37.2485635,-80.41749067,12,0.89,,,,2046386,5836,1522
35,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562139.6546826,423383859000000,423383859000000,423384578000000,423384218500000,719.0,3369.191,3369.191,423384.578,423384.578,,420015.01499999996,True,25,0,0,0,False,0,1007,1726,3369191,3369192,3369191,-0.193452075,-0.193452075,464799,745555,11.33318,-0.35238,-1.804797,-133.7733,17.66602,-7.412109,1222.783,-6.535,-2.54875,1.72375,38,-37,-51,52.77778,True,324,3,37.24856483,-80.41749183,12,0.89,,,,2047254,5838,1522
