sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784071257.201629,970515484000000,970515484000000,970516218000000,970515851000000,734.0,3880.346,3880.346,970516.218,970516.218,,966635.505,False,1,0,0,0,False,0,1007,1108,3880346,3880348,3880346,0,0,323596,404046,11.85285,11.72277,0.298894,-166.6454,-83.49609,73.07617,1002.168,1.65625,-9.58,-61.83375,10,-20,-42,48.33333,True,256,3,37.24882267,-80.41811433,7,1.55,,,,1910684,4436,492
1,True,,1784071258.0018816,970516281000000,970516281000000,970516984000000,970516632500000,703.0,3881.168,3881.168,970516.984,970516.984,,966635.4847500001,False,2,0,0,0,False,0,1007,1109,3881168,3881169,3881168,0,0,323596,404046,11.85285,15.2615,1.468802,171.0469,-81.54297,78.93555,999.7266,2.53125,-8.0175,-46.14625,9,-20,-42,48.33333,True,78,3,37.24882367,-80.418111,7,1.55,,,,1911059,4438,493
2,True,,1784071259.1373758,970517421000000,970517421000000,970518156000000,970517788500000,735.0,3882.295,3882.295,970518.156,970518.156,,966635.4935,False,3,0,0,0,False,0,1007,1110,3882295,3882296,3882295,0,0,323596,404046,11.85285,18.82822,8.553958,91.52132,-81.05469,78.93555,1002.168,2.46875,-6.705,-61.89625,9,-21,-42,47.77778,True,326,3,37.24882317,-80.41811117,7,1.55,,,,1911594,4440,494
3,True,,1784071259.9793549,970518265000000,970518265000000,970518953000000,970518609000000,688.0,3883.14,3883.14,970518.953,970518.953,,966635.48125,False,4,0,0,0,False,0,1007,1111,3883140,3883141,3883140,0,0,323596,404046,11.85285,16.11661,10.63165,65.53756,-85.9375,78.93555,1001.68,2.28125,-8.205,-61.58375,10,-18,-43,48.33333,True,71,3,37.24882517,-80.41811067,7,1.55,,,,1912000,4442,494
4,True,,1784071261.0904965,970519375000000,970519375000000,970520281000000,970519828000000,906.0,3884.241,3884.241,970520.281,970520.281,,966635.4935,True,5,0,0,0,False,0,1007,1112,3884241,3884243,3884241,0,0,323596,404046,11.85301,12.72808,14.55011,-15.926,-82.51953,77.95898,1004.121,2.28125,-8.955,-61.45875,9,-21,-43,48.33333,True,284,3,37.24882433,-80.41811133,7,1.55,,,,1912535,4444,495
5,True,,1784071262.0818012,970520359000000,970520359000000,970521093000000,970520726000000,734.0,3885.238,3885.238,970521.093,970521.093,,966635.49075,True,6,0,0,0,False,0,1007,1113,3885238,3885239,3885238,0,0,323596,404046,11.85301,5.528256,1.742107,-129.3667,-82.03125,79.42383,999.7266,2.28125,-8.83,-61.20875,9,-20,-43,47.77778,True,245,3,37.248825,-80.41811533,7,1.55,,,,1912941,4446,495
6,True,,1784071262.8790221,970521156000000,970521156000000,970522140000000,970521648000000,984.0,3886.041,3886.041,970522.14,970522.14,,966635.4935,True,7,0,0,0,False,0,1007,1114,3886041,3886042,3886041,0,0,323596,404046,11.85301,10.38625,0.425573,-155.8537,-81.54297,79.42383,1002.168,2.71875,8.7325,-61.64625,9,-21,-43,48.33333,True,85,3,37.2488235,-80.41811867,7,1.55,,,,1913347,4448,495
7,True,,1784071264.0532238,970522343000000,970522343000000,970523156000000,970522749500000,813.0,3887.226,3887.226,970523.156,970523.156,,966635.49925,True,8,0,0,0,False,0,1007,1115,3887226,3887227,3887226,-0.0859787,-0.107473375,323651,404102,11.85301,18.13241,-1.918374,157.191,3.417969,38.89648,1103.73,1.90625,-5.8925,-61.39625,5,-22,-41,48.33333,True,383,3,37.24882483,-80.4181205,7,1.56,,,,1914011,4450,495
8,True,,1784071264.9564176,970523234000000,970523234000000,970524015000000,970523624500000,781.0,3888.1,3888.1,970524.015,970524.015,,966635.505,True,9,0,0,0,False,0,1007,1116,3888100,3888101,3888100,-0.12896805,-0.12896805,324387,404832,11.85301,17.06871,10.72366,74.02406,-82.03125,113.6035,1027.559,5.40625,-7.2675,-58.89625,12,-20,-45,48.33333,True,236,3,37.24882317,-80.41812167,7,1.56,,,,1914417,4452,495
9,True,,1784071265.8108587,970524093000000,970524093000000,970524890000000,970524491500000,797.0,3888.977,3888.977,970524.89,970524.89,,966635.50975,True,10,0,0,0,False,0,1007,1117,3888977,3888978,3888977,-0.133211797,-0.111206744,325141,405651,11.85301,10.9918,11.80518,-9.381363,-101.0742,6.669922,590.5469,4.53125,2.295,-66.14626,9,-20,-53,47.77778,True,191,3,37.2488215,-80.41812217,7,1.56,,,,1914924,4454,496
