sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559819.1583,421063359000000,421063359000000,421064515000000,421063937000000,1156.0,1049.172,1049.172,421064.515,421064.515,,420014.76499999996,False,1,0,0,0,False,0,1007,260,1049172,1049173,1049172,0,0,71792,112549,11.4625,-0.246893,-0.72238,-103.2656,12.29492,-6.435547,980.1074,-0.16,-0.11125,0.28625,10,-48,-47,49.44444,True,317,3,37.24857983,-80.41748033,12,0.67,,,,583968,1355,235
1,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559820.793094,421065000000000,421065000000000,421065703000000,421065351500000,703.0,1050.331,1050.331,421065.703,421065.703,,420014.89275,False,2,0,0,0,False,0,1007,261,1050331,1050332,1050331,0,0,71792,112549,11.4625,-0.191155,-0.518099,-103.5261,12.7832,-3.994141,982.0605,-0.3475,-0.86125,0.09875,11,-47,-49,49.44444,True,356,3,37.248579,-80.417481,12,0.67,,,,584615,1357,236
2,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559821.765627,421065968000000,421065968000000,421066625000000,421066296500000,657.0,1051.287,1051.287,421066.625,421066.625,,420015.0095,False,3,0,0,0,False,0,1007,262,1051287,1051289,1051287,0,0,71792,112549,11.4625,-0.084514,-0.890158,-103.656,10.83008,-3.994141,980.5957,0.1525,-0.98625,-0.02625,10,-47,-49,48.88889,True,152,3,37.248578,-80.41748167,12,0.67,,,,585133,1359,237
3,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559822.6626158,421066859000000,421066859000000,421067546000000,421067202500000,687.0,1052.177,1052.177,421067.546,421067.546,,420015.015,False,4,0,0,0,False,0,1007,263,1052177,1052178,1052177,0,0,71792,112549,11.4625,-0.235893,-0.535656,-103.8965,9.853516,-3.994141,978.6426,0.34,-0.86125,-0.27625,12,-47,-45,48.88889,True,91,3,37.24857717,-80.4174825,12,0.67,,,,585651,1361,238
4,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559823.7535498,421067953000000,421067953000000,421068671000000,421068312000000,718.0,1053.302,1053.302,421068.671,421068.671,,420015.00999999995,True,5,0,0,0,False,0,1007,264,1053302,1053303,1053302,0,0,71792,112549,11.4625,-0.191798,-0.601796,-103.7546,9.853516,-4.970703,981.5723,0.34,1.51375,-0.15125,10,-47,-47,48.88889,True,321,3,37.24857667,-80.417483,12,0.67,,,,586298,1363,239
5,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559824.7141025,421068921000000,421068921000000,421069578000000,421069249500000,657.0,1054.24,1054.24,421069.578,421069.593,,420015.00974999997,True,6,0,0,0,False,0,1007,265,1054240,1054241,1054240,0,0,71792,112549,11.4625,-0.158559,-0.982722,-103.674,12.7832,-4.970703,979.6191,0.2775,-0.61125,-0.40125,10,-48,-48,48.88889,True,135,3,37.24857633,-80.4174835,12,0.67,,,,586816,1365,240
6,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559825.8078656,421070015000000,421070015000000,421070718000000,421070366500000,703.0,1055.318,1055.318,421070.718,421070.718,,420015.00999999995,True,7,0,0,0,False,0,1007,266,1055318,1055319,1055318,-0.04298935,-0.04298935,71804,112561,11.4625,-0.103227,-5.246687,-103.0706,123.623,-3.505859,952.2754,-1.41,-0.11125,1.16125,9,-49,-48,49.44444,True,273,3,37.2485765,-80.41748367,12,0.67,,,,587463,1367,241
7,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559826.7792146,421070984000000,421070984000000,421071640000000,421071312000000,656.0,1056.295,1056.295,421071.64,421071.64,,420015.0135,True,8,0,0,0,False,0,1007,267,1056295,1056296,1056295,-0.127097895,-0.127044237,72460,113235,11.4625,1.460139,0.081061,-105.615,28.4082,105.3809,1019.658,-0.2225,-4.54875,1.97375,14,-54,-50,48.88889,True,172,3,37.24857633,-80.41748417,12,0.67,,,,587981,1369,242
8,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559827.7481196,421071953000000,421071953000000,421072656000000,421072304500000,703.0,1057.265,1057.265,421072.656,421072.656,,420015.017,True,9,0,0,0,False,0,1007,268,1057265,1057267,1057265,-0.12896805,-0.150462725,73305,114068,11.4625,0.527386,-3.406771,-102.9165,54.77539,74.13086,1047.002,-3.66,-17.92375,0.66125,9,-49,-50,49.44444,True,170,3,37.248576,-80.41748517,12,0.67,,,,588501,1371,243
9,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.076,-0.076,1.65,"1.8,1.9,1.75,1.8",-0.14,-0.14,1784559828.4985113,421072703000000,421072703000000,421073390000000,421073046500000,687.0,1058.013,1058.013,421073.39,421073.39,,420015.01875,True,10,0,0,0,False,0,1007,269,1058013,1058014,1058013,-0.143747656,-0.143669223,74001,114748,11.4625,-0.139374,-0.885214,-104.1119,-93.17383,-47.45117,1121.221,3.215,-6.79875,-1.21375,12,-49,-47,48.88889,True,93,3,37.24857517,-80.41748683,12,0.67,,,,588880,1373,244
