sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784156601.0373065,17851859000000,17851859000000,17852531000000,17852195000000,672.0,3023.896,3023.896,17852.531,17852.531,,14828.298999999999,False,1,0,0,0,False,0,1007,1450,3023896,3023897,3023896,0,0,393277,574275,11.66897,-0.516786,-0.349419,-104.6456,4.638672,-11.02539,978.584,0.04125,1.02,0.035,3,-15,-26,46.66667,True,16,3,37.24883483,-80.41799983,10,1.25,,,,1793560,5360,1095
1,True,,1784156602.0286057,17852859000000,17852859000000,17853609000000,17853234000000,750.0,3024.898,3024.898,17853.609,17853.609,,14828.3175,False,2,0,0,0,False,0,1007,1451,3024898,3024900,3024898,0,0,393277,574275,11.66897,-0.647616,0.314851,-104.5988,4.150391,-11.02539,978.0957,-0.14625,-0.48,0.035,5,-15,-28,47.22222,True,204,3,37.24883333,-80.41799983,10,1.25,,,,1794131,5362,1096
2,True,,1784156603.092728,17853921000000,17853921000000,17854640000000,17854280500000,719.0,3025.95,3025.95,17854.64,17854.64,,14828.3305,False,3,0,0,0,False,0,1007,1452,3025950,3025951,3025950,0,0,393277,574275,11.66897,-0.576494,-0.117701,-105.1758,1.220703,-9.072266,978.0957,0.47875,-0.0425,-15.715,3,-13,-27,46.66667,True,252,3,37.24883267,-80.41799817,10,1.25,,,,1794700,5364,1097
3,True,,1784156604.0747914,17854906000000,17854906000000,17855671000000,17855288500000,765.0,3026.929,3026.929,17855.671,17855.671,,14828.33325,False,4,0,0,0,False,0,1007,1453,3026929,3026930,3026929,0,0,393277,574275,11.66897,-0.392829,-0.673816,-104.6871,2.685547,-10.53711,979.0723,-0.33375,0.3325,-0.09,2,-13,-27,47.22222,True,176,3,37.24883233,-80.41799667,10,1.25,,,,1795269,5366,1098
4,True,,1784156605.090435,17855921000000,17855921000000,17856687000000,17856304000000,766.0,3027.938,3027.938,17856.687,17856.687,,14828.336,True,5,0,0,0,False,0,1007,1454,3027938,3027939,3027938,0,0,393277,574275,11.66089,-0.513983,-0.229235,-104.3229,3.662109,-12.97852,981.5137,-0.33375,1.02,0.285,3,-14,-27,47.22222,True,207,3,37.2488315,-80.41799283,10,1.25,,,,1795838,5368,1099
5,True,,1784156606.0717084,17856906000000,17856906000000,17857609000000,17857257500000,703.0,3028.924,3028.924,17857.609,17857.609,,14828.33475,True,6,0,0,0,False,0,1007,1455,3028924,3028925,3028924,0,0,393277,574275,11.66089,-0.337025,-1.527407,-103.5646,5.126953,-10.53711,978.0957,0.10375,-15.23,0.2225,3,-14,-26,46.66667,True,186,3,37.2488295,-80.41799233,10,1.25,,,,1796407,5370,1100
6,True,,1784156607.087178,17857921000000,17857921000000,17858625000000,17858273000000,704.0,3029.937,3029.937,17858.625,17858.625,,14828.336,True,7,0,0,0,False,0,1007,1456,3029937,3029938,3029937,0,-0.042193697,393277,574287,11.66089,-1.80699,-0.02848,-109.6441,1.220703,-21.76758,998.6035,1.60375,2.52,-11.2775,7,-18,-24,46.66667,True,211,3,37.24882633,-80.4179905,10,1.25,,,,1796976,5372,1101
7,True,,1784156608.1131244,17858937000000,17858937000000,17859656000000,17859296500000,719.0,3030.958,3030.958,17859.656,17859.656,,14828.336,True,8,0,0,0,False,0,1007,1457,3030958,3030959,3030958,-0.084600914,-0.126830058,393408,574902,11.66089,0.102619,-7.624574,-113.1157,123.291,2.646484,896.5527,1.54125,7.8325,-17.7775,3,-21,-30,46.66667,True,220,3,37.248826,-80.41799067,10,1.25,,,,1797545,5374,1102
8,True,,1784156609.0921621,17859921000000,17859921000000,17860671000000,17860296000000,750.0,3031.936,3031.936,17860.671,17860.671,,14828.336000000001,True,9,0,0,0,False,0,1007,1458,3031936,3031937,3031936,-0.107565574,-0.129078689,394038,575756,11.66089,0.841653,-6.109038,-114.163,96.43555,16.80664,915.5957,-2.02125,-0.9175,-8.5275,6,-28,-38,47.22222,True,176,3,37.24882467,-80.417994,10,1.25,,,,1798114,5376,1103
9,True,,1784156610.1548328,17860984000000,17860984000000,17861703000000,17861343500000,719.0,3033.017,3033.017,17861.703,17861.703,,14828.336,True,10,0,0,0,False,0,1007,1459,3033017,3033018,3033017,-0.13871794,-0.138696628,394970,576776,11.66089,0.16471,1.15087,-111.6259,-112.5488,-109.6582,910.2246,3.60375,-2.2925,3.9725,6,-21,-42,47.22222,True,280,3,37.24882433,-80.41799483,10,1.25,,,,1798681,5378,1104
