sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560762.2221863,422006421000000,422006421000000,422007109000000,422006765000000,688.0,1991.759,1991.759,422007.109,422007.109,,420015.006,False,1,0,0,0,False,0,1007,775,1991759,1991760,1991759,0,0,208629,328758,11.42901,-0.547025,0.657066,-148.7923,3.505859,-6.435547,982.0605,-0.5975,15.95125,-0.21375,27,-15,-48,53.33333,True,5,3,37.248561,-80.4174885,12,0.67,,,,1205475,3125,737
1,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560762.9854887,422007187000000,422007187000000,422007843000000,422007515000000,656.0,1992.503,1992.503,422007.843,422007.843,,420015.00899999996,False,2,0,0,0,False,0,1007,776,1992503,1992505,1992503,0,0,208629,328758,11.42901,-0.412601,-0.029129,-148.7422,1.552734,-5.458984,981.5723,-0.3475,-0.42375,-0.40125,28,-17,-47,53.33333,True,750,3,37.248561,-80.4174885,12,0.67,,,,1205853,3125,738
2,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560763.748671,422007953000000,422007953000000,422008703000000,422008328000000,750.0,1993.277,1993.277,422008.703,422008.703,,420015.012,False,3,0,0,0,False,0,1007,777,1993277,1993278,1993277,0,0,208629,328758,11.42901,-0.25005,-0.328927,-148.6817,6.435547,-6.435547,985.4785,-0.8475,1.26375,-0.02625,28,-18,-47,53.33333,True,116,3,37.24856117,-80.41748833,12,0.67,,,,1206199,3126,739
3,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560764.5813398,422008781000000,422008781000000,422009515000000,422009148000000,734.0,1994.095,1994.095,422009.515,422009.515,,420015.0315,False,4,0,0,0,False,0,1007,778,1994095,1994097,1994095,0,0,208629,328758,11.42901,0.029301,-0.329732,-148.5245,3.017578,-4.482422,981.084,0.34,0.01375,-0.27625,28,-19,-48,53.33333,True,40,3,37.2485615,-80.41748783,12,0.67,,,,1206659,3128,740
4,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560765.3915317,422009593000000,422009593000000,422010359000000,422009976000000,766.0,1994.922,1994.922,422010.359,422010.359,,420015.051,True,5,0,0,0,False,0,1007,779,1994922,1994923,1994922,0,0,208629,328758,11.42901,-0.491536,-0.121845,-148.934,1.552734,-5.947266,982.0605,-0.7225,-0.61125,-0.08875,29,-15,-47,53.33333,True,120,3,37.24856183,-80.41748633,12,0.67,,,,1207121,3130,741
5,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560766.2202992,422010421000000,422010421000000,422011156000000,422010788500000,735.0,1995.733,1995.733,422011.156,422011.171,,420015.052,True,6,0,0,0,False,0,1007,780,1995733,1995735,1995733,0,0,208629,328758,11.42901,-0.423071,-0.085427,-148.5238,4.482422,-4.482422,982.0605,-0.035,-1.67375,-0.15125,27,-16,-46,53.33333,True,932,3,37.24856183,-80.41748633,12,0.67,,,,1207565,3130,742
6,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560766.9994195,422011203000000,422011203000000,422011875000000,422011539000000,672.0,1996.512,1996.512,422011.875,422011.875,,420015.051,True,7,0,0,0,False,0,1007,781,1996512,1996514,1996512,0,0,208629,328758,11.42901,-0.331328,-0.454887,-148.4652,2.529297,-5.458984,979.6191,-0.66,-1.29875,-0.08875,28,-17,-45,53.33333,True,1711,3,37.24856183,-80.41748633,12,0.67,,,,1207977,3130,743
7,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560767.7453103,422011953000000,422011953000000,422012609000000,422012281000000,656.0,1997.267,1997.267,422012.609,422012.609,,420015.039,True,8,0,0,0,False,0,1007,782,1997267,1997268,1997267,0,0,208629,328758,11.42901,-0.166806,-0.523699,-148.3813,2.041016,-6.435547,984.502,-0.785,-1.86125,0.22375,25,-17,-47,53.33333,True,109,3,37.24856183,-80.41748317,12,0.67,,,,1208312,3131,743
8,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560768.488371,422012687000000,422012687000000,422013421000000,422013054000000,734.0,1998.021,1998.021,422013.421,422013.421,,420015.033,True,9,0,0,0,False,0,1007,783,1998021,1998023,1998021,0,-0.021494675,208629,328762,11.42901,-0.733533,-1.594778,-149.3982,48.91602,-15.71289,981.5723,1.2775,-1.54875,-5.90125,32,-21,-46,53.33333,True,50,3,37.24856183,-80.4174815,12,0.67,,,,1208703,3133,744
9,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-2,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,2,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560769.2672896,422013468000000,422013468000000,422014140000000,422013804000000,672.0,1998.798,1998.798,422014.14,422014.14,,420015.03,True,10,0,0,0,False,0,1007,784,1998798,1998800,1998798,-0.064484025,-0.107473375,208682,329101,11.42901,0.06155,0.710595,-162.2039,-26.2793,-30.36133,996.2207,3.965,-5.48625,-25.83875,25,-9,-49,53.33333,True,94,3,37.24856183,-80.4174795,12,0.67,,,,1209114,3134,745
