sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1783991874.1290486,891132406000000,891132406000000,891133015000000,891132710500000,609.0,66.807,66.807,891133.015,891133.015,,891065.9035,False,1,0,0,0,False,0,1007,19,66807,66808,66807,0,0,7604,7743,12.13305,24.42238,0.314323,147.5143,-53.03711,135.8105,1002.168,-6.005,25.22625,-74.14,-3,-31,-42,39.44444,False,4294967295,0,,,0,99.99,,,,12497,0,0
1,True,,1783991874.7753034,891133062000000,891133062000000,891133640000000,891133351000000,578.0,67.434,67.434,891133.64,891133.64,,891065.91025,False,2,0,0,0,False,0,1007,20,67434,67436,67434,0,0,7604,7743,12.13305,26.83821,4.600512,104.4224,-54.50195,135.3223,1001.68,-6.0675,24.66375,-74.14,-2,-30,-39,39.44444,False,4294967295,0,,,0,99.99,,,,12637,0,0
2,True,,1783991875.3857725,891133671000000,891133671000000,891134187000000,891133929000000,516.0,68.048,68.048,891134.187,891134.187,,891065.9035,False,3,0,0,0,False,0,1007,21,68048,68049,68048,0,0,7604,7743,12.13305,26.7427,9.404711,58.65599,-54.99023,134.3457,1004.609,-6.0675,9.72625,-74.3275,-2,-30,-42,39.44444,False,4294967295,0,,,0,99.99,,,,12722,0,0
3,True,,1783991875.9389672,891134218000000,891134218000000,891135062000000,891134640000000,844.0,68.603,68.603,891135.062,891135.062,,891065.91025,False,4,0,0,0,False,0,1007,22,68603,68604,68603,0,0,7604,7743,12.13305,25.45703,12.65231,37.24646,-52.54883,133.8574,1006.074,-5.9425,24.60125,-73.9525,-2,-30,-41,38.88889,False,4294967295,0,,,0,99.99,,,,12947,0,0
4,True,,1783991876.8136046,891135093000000,891135093000000,891135687000000,891135390000000,594.0,69.473,69.473,891135.687,891135.687,,891065.917,True,5,0,0,0,False,0,1007,23,69473,69475,69473,0,0,7604,7743,12.13305,3.591413,5.630969,-93.59068,-53.03711,133.8574,1004.609,-5.88,24.22625,-73.89,-2,-31,-40,39.44444,False,4294967295,0,,,0,99.99,,,,13124,0,0
5,True,,1783991877.4630241,891135750000000,891135750000000,891136296000000,891136023000000,546.0,70.139,70.139,891136.296,891136.296,,891065.91025,True,6,0,0,0,False,0,1007,24,70139,70140,70139,0,0,7604,7743,12.13305,12.42945,-3.477392,-138.2146,-51.57227,134.834,1002.656,-6.255,23.47625,-73.9525,-2,-31,-40,39.44444,False,4294967295,0,,,0,99.99,,,,13172,0,0
6,True,,1783991878.0963426,891136375000000,891136375000000,891137000000000,891136687500000,625.0,70.763,70.763,891137.0,891137.0,,891065.917,True,7,0,0,0,False,0,1007,25,70763,70764,70763,0,0,7604,7743,12.13305,18.86208,-3.509092,-166.3084,-53.03711,133.8574,1003.633,-5.88,24.78875,-73.9525,-3,-31,-40,39.44444,False,4294967295,0,,,0,99.99,,,,13397,0,0
7,True,,1783991878.7703943,891137062000000,891137062000000,891137625000000,891137343500000,563.0,71.446,71.446,891137.625,891137.625,,891065.91025,True,8,0,0,0,False,0,1007,26,71446,71447,71446,0,0,7604,7743,12.13305,24.7886,0.892538,142.0842,-53.03711,135.8105,1002.656,-6.0675,22.41375,-74.2025,-3,-29,-40,40,False,4294967295,0,,,0,99.99,,,,13548,0,0
8,True,,1783991879.3850002,891137671000000,891137671000000,891138250000000,891137960500000,579.0,72.073,72.073,891138.25,891138.25,,891065.9035,True,9,0,0,0,False,0,1007,27,72073,72074,72073,0,0,7604,7743,12.13305,26.76135,5.163144,98.36935,-52.06055,136.2988,1004.609,-5.755,24.72625,-74.4525,-3,-30,-41,40,False,4294967295,0,,,0,99.99,,,,13622,0,0
9,True,,1783991880.0375962,891138328000000,891138328000000,891138953000000,891138640500000,625.0,72.712,72.712,891138.953,891138.953,,891065.91025,True,10,0,0,0,False,0,1007,28,72712,72713,72712,-0.042977071,-0.042897427,7610,7751,12.13305,29.20727,9.478362,39.21155,56.82617,166.084,1000.215,-6.63,21.22625,-68.64,-10,-33,-38,39.44444,False,4294967295,0,,,0,99.99,,,,13847,0,0
