sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
10,True,,1783617168.7491348,516431500000000,516431500000000,516432000000000,516431750000000,500.0,152.75,152.75,516432.0,516432.0,,516278.9975,True,11,0,False,0,1007,24,152750,152751,152750,0,0,1,0,12.36501,0.242227,0.262384,-122.1292,3.496094,-2.705078,980.6934,-0.0275,-0.79,0.04125,26,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,19806,0,0
11,True,,1783617170.2662797,516433015000000,516433015000000,516433531000000,516433273000000,516.0,154.276,154.276,516433.531,516433.531,,516278.99725,True,12,0,False,0,1007,25,154276,154278,154276,0,0,1,0,12.36501,0.08905,0.315685,-121.7176,-2.363281,1.201172,981.1816,0.0975,0.71,-0.02125,29,-45,-49,46.11111,False,4294967295,0,,,0,99.99,,,,20247,0,0
12,True,,1783617171.7914433,516434531000000,516434531000000,516435093000000,516434812000000,562.0,155.836,155.836,516435.093,516435.093,,516278.99700000003,True,13,0,False,0,1007,26,155836,155837,155836,0,0,1,0,12.36501,0.166372,-0.113082,-122.4167,1.054688,-0.751953,977.2754,-0.2775,1.6475,0.47875,28,-46,-47,46.11111,False,4294967295,0,,,0,99.99,,,,20604,0,0
13,True,,1783617173.3504727,516436093000000,516436093000000,516436625000000,516436359000000,532.0,157.379,157.379,516436.625,516436.625,,516278.997,True,14,0,False,0,1007,27,157379,157380,157379,0,0,1,0,12.36501,0.26728,-0.077086,-122.2975,0.566406,3.154297,979.7168,0.285,-1.54,0.47875,28,-45,-47,46.66667,False,4294967295,0,,,0,99.99,,,,21136,0,0
14,True,,1783617174.8951426,516437640000000,516437640000000,516438156000000,516437898000000,516.0,158.901,158.901,516438.156,516438.156,,516278.997,True,15,0,False,0,1007,28,158901,158902,158901,0,0,1,0,12.36501,-0.004384,0.197637,-122.8742,0.078125,0.224609,982.1582,-0.0275,0.46,-0.20875,29,-43,-49,46.11111,False,4294967295,0,,,0,99.99,,,,21402,0,0
15,True,,1783617176.417514,516439156000000,516439156000000,516439703000000,516439429500000,547.0,160.447,160.447,516439.703,516439.703,,516278.997,True,16,0,False,0,1007,29,160447,160448,160447,0,0,1,0,12.27685,-0.024529,0.157001,-122.9971,-3.339844,-1.728516,977.2754,-0.7775,-1.6025,0.47875,30,-44,-50,46.66667,False,4294967295,0,,,0,99.99,,,,21934,0,0
16,True,,1783617177.9675016,516440718000000,516440718000000,516441281000000,516440999500000,563.0,162.029,162.029,516441.281,516441.281,,516278.997,True,17,0,False,0,1007,30,162029,162030,162029,0,0,1,0,12.27685,-0.018242,0.416685,-122.4669,-0.410156,-0.263672,984.1113,0.4725,1.2725,0.54125,30,-46,-48,46.66667,False,4294967295,0,,,0,99.99,,,,22200,0,0
17,True,,1783617179.5439858,516442296000000,516442296000000,516442828000000,516442562000000,532.0,163.564,163.564,516442.828,516442.828,,516278.997,True,18,0,False,0,1007,31,163564,163565,163564,0,0,1,0,12.27685,0.056294,0.228994,-122.0676,-0.410156,1.201172,978.252,0.0975,0.21,-0.20875,28,-43,-50,46.66667,False,4294967295,0,,,0,99.99,,,,22732,0,0
18,True,,1783617181.080642,516443828000000,516443828000000,516444359000000,516444093500000,531.0,165.099,165.099,516444.359,516444.359,,516278.997,True,19,0,False,0,1007,32,165099,165100,165099,0,0,1,0,12.27685,0.080489,-0.040583,-122.3092,0.566406,0.712891,980.6934,-0.0275,-0.8525,0.22875,28,-46,-48,46.66667,False,4294967295,0,,,0,99.99,,,,23005,0,0
19,True,,1783617182.614104,516445359000000,516445359000000,516445875000000,516445617000000,516.0,166.615,166.615,516445.875,516445.875,,516278.997,True,20,0,False,0,1007,33,166615,166616,166615,0,0,1,0,12.27685,0.007087,0.041958,-122.9894,0.566406,3.154297,977.2754,-0.465,-1.8525,-0.45875,29,-43,-49,46.66667,False,4294967295,0,,,0,99.99,,,,23530,0,0
20,True,,1783617184.1353946,516446875000000,516446875000000,516447390000000,516447132500000,515.0,168.131,168.131,516447.39,516447.39,,516278.997,True,21,0,False,0,1007,34,168131,168133,168131,0,0,1,0,12.27685,0.154416,0.170148,-122.6184,1.054688,0.712891,978.252,-0.2775,0.8975,-0.02125,29,-44,-48,47.22222,False,4294967295,0,,,0,99.99,,,,23832,0,0
21,True,,1783617185.6463585,516448390000000,516448390000000,516448921000000,516448655500000,531.0,169.659,169.659,516448.921,516448.921,,516278.997,True,22,0,False,0,1007,35,169659,169660,169659,0,0,1,0,12.27685,0.209928,-0.283213,-122.29,-0.410156,-0.263672,979.2285,-0.0275,-0.165,-0.45875,27,-44,-48,46.66667,False,4294967295,0,,,0,99.99,,,,24328,0,0
22,True,,1783617187.1842237,516449937000000,516449937000000,516450453000000,516450195000000,516.0,171.199,171.199,516450.453,516450.453,,516278.997,True,23,0,False,0,1007,36,171199,171201,171199,0,0,1,0,12.36897,0.094772,0.101631,-122.4601,0.566406,0.712891,979.2285,0.3475,1.2725,0.04125,29,-45,-50,46.66667,False,4294967295,0,,,0,99.99,,,,24702,0,0
23,True,,1783617188.7171106,516451468000000,516451468000000,516452015000000,516451741500000,547.0,172.751,172.751,516452.015,516452.015,,516278.99675,True,24,0,False,0,1007,37,172751,172753,172751,0,0,1,0,12.36897,0.021312,0.264584,-122.7532,-1.386719,-0.263672,979.7168,0.285,1.2725,0.10375,30,-44,-48,46.66667,False,4294967295,0,,,0,99.99,,,,25126,0,0
24,True,,1783617190.2668622,516453015000000,516453015000000,516453531000000,516453273000000,516.0,174.271,174.271,516453.531,516453.531,,516278.997,True,25,0,False,0,1007,38,174271,174273,174271,0,0,1,0,12.36897,0.069323,0.286218,-122.2977,-2.363281,3.642578,982.6465,0.2225,0.0225,-0.33375,29,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,25563,0,0
25,True,,1783617191.7907581,516454531000000,516454531000000,516455062000000,516454796500000,531.0,175.803,175.803,516455.062,516455.062,,516278.997,True,25,0,False,0,1007,39,175803,175804,175803,0,0,1,0,12.36897,-0.110658,0.303126,-122.5826,-0.898438,-1.728516,981.6699,0.2225,0.5225,-0.27125,30,-43,-48,46.66667,False,4294967295,0,,,0,99.99,,,,25924,0,0
26,True,,1783617193.325558,516456078000000,516456078000000,516456625000000,516456351500000,547.0,177.365,177.365,516456.625,516456.625,,516278.9965,True,25,0,False,0,1007,40,177365,177367,177365,0,0,1,0,12.36897,-0.03751,0.174003,-122.5708,3.984375,0.224609,981.1816,-0.2775,-0.165,-0.39625,28,-46,-48,46.66667,False,4294967295,0,,,0,99.99,,,,26456,0,0
27,True,,1783617194.8798716,516457625000000,516457625000000,516458140000000,516457882500000,515.0,178.88,178.88,516458.14,516458.14,,516278.9965,True,25,0,False,0,1007,41,178880,178881,178880,0,0,1,0,12.36897,0.050004,0.247652,-122.486,-1.875,0.712891,980.2051,0.035,0.8975,0.22875,29,-44,-49,46.66667,False,4294967295,0,,,0,99.99,,,,26722,0,0
28,True,,1783617196.398016,516459140000000,516459140000000,516459671000000,516459405500000,531.0,180.419,180.419,516459.671,516459.671,,516278.9965,True,25,0,False,0,1007,42,180419,180420,180419,0,0,1,0,12.36893,-0.075815,0.408839,-122.6581,0.566406,-1.240234,979.7168,-0.2775,-0.3525,0.04125,30,-42,-49,46.66667,False,4294967295,0,,,0,99.99,,,,27254,0,0
29,True,,1783617197.9330683,516460671000000,516460671000000,516461218000000,516460944500000,547.0,181.961,181.961,516461.218,516461.218,,516278.996,True,25,0,False,0,1007,43,181961,181962,181961,0,0,1,0,12.36893,0.004621,0.170097,-122.7163,1.542969,1.201172,980.6934,-0.34,0.0225,-0.02125,29,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,27520,0,0
30,True,,1783617199.4783144,516462218000000,516462218000000,516462734000000,516462476000000,516.0,183.493,183.493,516462.734,516462.734,,516278.99450000003,True,25,0,False,0,1007,44,183493,183494,183493,0,0,1,0,12.36893,0.14343,-0.104479,-122.491,-2.851563,-0.751953,980.6934,0.2225,-1.7275,0.16625,28,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,28052,0,0
31,True,,1783617201.0075943,516463750000000,516463750000000,516464281000000,516464015500000,531.0,185.022,185.022,516464.281,516464.281,,516278.99350000004,True,25,0,False,0,1007,45,185022,185023,185022,0,0,1,0,12.36893,0.04548,0.18222,-122.0677,0.566406,1.201172,979.7168,0.16,0.21,-0.08375,28,-44,-49,46.66667,False,4294967295,0,,,0,99.99,,,,28318,0,0
32,True,,1783617202.5415897,516465281000000,516465281000000,516465796000000,516465538500000,515.0,186.544,186.544,516465.796,516465.796,,516278.99350000004,True,25,0,False,0,1007,46,186544,186545,186544,0,0,1,0,12.36893,0.157084,0.058327,-122.3856,-1.386719,6.083984,974.3457,0.035,1.46,-0.33375,28,-43,-49,46.66667,False,4294967295,0,,,0,99.99,,,,28850,0,0
33,True,,1783617204.0600812,516466812000000,516466812000000,516467375000000,516467093500000,563.0,188.121,188.121,516467.375,516467.375,,516278.99350000004,True,25,0,False,0,1007,47,188121,188123,188121,0,0,1,0,12.36893,-0.04247,0.514041,-122.0225,1.542969,1.689453,979.2285,-0.0275,1.5225,0.54125,30,-45,-48,47.77778,False,4294967295,0,,,0,99.99,,,,29143,0,0
34,True,,1783617205.635645,516468375000000,516468375000000,516468890000000,516468632500000,515.0,189.636,189.636,516468.89,516468.89,,516278.99450000003,True,25,0,False,0,1007,48,189636,189637,189636,0,0,1,0,12.36893,0.304269,0.340773,-122.4597,-1.386719,-11.49414,980.2051,0.535,-0.54,-0.95875,29,-45,-48,46.66667,False,4294967295,0,,,0,99.99,,,,29648,0,0
35,True,,1783617207.1514637,516469890000000,516469890000000,516470468000000,516470179000000,578.0,191.163,191.163,516470.468,516470.468,,516278.99450000003,True,25,0,False,0,1007,49,191163,191164,191163,0,0,1,0,12.37425,0.35322,0.385227,-122.2024,2.519531,19.75586,981.6699,0.285,-0.9775,1.47875,29,-45,-48,46.66667,False,4294967295,0,,,0,99.99,,,,29992,0,0
36,True,,1783617208.7342584,516471484000000,516471484000000,516471984000000,516471734000000,500.0,192.732,192.732,516471.984,516471.984,,516278.99450000003,True,25,0,False,0,1007,50,192732,192733,192732,0,0,1,0,12.37425,0.019916,0.090422,-121.9529,5.449219,8.037109,977.7637,0.5975,0.085,-0.20875,27,-43,-48,46.66667,False,4294967295,0,,,0,99.99,,,,30446,0,0
37,True,,1783617210.248572,516473000000000,516473000000000,516473515000000,516473257500000,515.0,194.244,194.244,516473.515,516473.515,,516278.99450000003,True,25,0,False,0,1007,51,194244,194246,194244,0,0,1,0,12.37425,-0.042064,0.016616,-121.9171,8.378906,-3.681641,980.2051,-0.4025,-1.4775,0.10375,26,-44,-48,47.22222,False,4294967295,0,,,0,99.99,,,,30867,0,0
38,True,,1783617211.7672443,516474515000000,516474515000000,516475031000000,516474773000000,516.0,195.79,195.79,516475.031,516475.031,,516278.99450000003,True,25,0,False,0,1007,52,195790,195791,195790,0,0,1,0,12.37425,-0.114523,0.416972,-121.5467,-1.386719,-0.751953,977.2754,-0.4025,0.21,0.10375,29,-45,-51,46.66667,False,4294967295,0,,,0,99.99,,,,31244,0,0
39,True,,1783617213.3045838,516476046000000,516476046000000,516476578000000,516476312000000,532.0,197.31,197.31,516476.578,516476.578,,516278.99450000003,True,25,0,False,0,1007,53,197310,197312,197310,0,0,1,0,12.37425,0.059253,0.021237,-122.2874,-1.386719,-1.728516,978.252,-0.1525,-0.4775,0.10375,28,-44,-48,46.66667,False,4294967295,0,,,0,99.99,,,,31725,0,0
40,True,,1783617214.8347323,516477578000000,516477578000000,516478109000000,516477843500000,531.0,198.84,198.84,516478.109,516478.109,,516278.996,True,25,0,False,0,1007,54,198840,198841,198840,0,0,1,0,12.37425,-0.131087,0.284552,-122.3872,1.542969,0.224609,981.6699,0.4725,1.21,-0.39625,29,-45,-48,46.66667,False,4294967295,0,,,0,99.99,,,,32042,0,0
41,True,,1783617216.3711188,516479109000000,516479109000000,516479656000000,516479382500000,547.0,200.398,200.398,516479.656,516479.656,,516278.996,True,25,0,False,0,1007,55,200398,200399,200398,0,0,1,0,12.38905,-0.052912,0.13889,-122.4761,-0.410156,-0.751953,980.6934,0.0975,0.835,-0.39625,29,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,32574,0,0
42,True,,1783617217.9118767,516480656000000,516480656000000,516481171000000,516480913500000,515.0,201.926,201.926,516481.171,516481.171,,516278.99450000003,True,25,0,False,0,1007,56,201926,201927,201926,0,0,1,0,12.38905,0.142448,0.033154,-123.4027,0.078125,-2.216797,980.6934,0.2225,0.7725,-16.14625,27,-44,-48,47.22222,False,4294967295,0,,,0,99.99,,,,32840,0,0
43,True,,1783617219.4404762,516482187000000,516482187000000,516482703000000,516482445000000,516.0,203.448,203.448,516482.703,516482.703,,516278.996,True,25,0,False,0,1007,57,203448,203449,203448,0,0,1,0,12.38905,-0.07993,0.196894,-122.592,5.9375,-2.705078,978.252,0.2225,2.0225,-0.27125,30,-45,-48,46.66667,False,4294967295,0,,,0,99.99,,,,33372,0,0
44,True,,1783617220.962459,516483703000000,516483703000000,516484218000000,516483960500000,515.0,204.97,204.97,516484.218,516484.218,,516278.99450000003,True,25,0,False,0,1007,58,204970,204971,204970,0,0,1,0,12.38905,0.0897,-0.090184,-122.6069,1.054688,0.712891,981.6699,0.16,0.71,-0.39625,28,-43,-49,47.22222,False,4294967295,0,,,0,99.99,,,,33638,0,0
45,True,,1783617222.4844668,516485234000000,516485234000000,516485796000000,516485515000000,562.0,206.535,206.535,516485.796,516485.796,,516278.9935,True,25,0,False,0,1007,59,206535,206536,206535,0,0,1,0,12.38905,-0.101454,0.118975,-122.0443,-3.339844,-0.263672,979.2285,-0.215,0.835,-0.02125,28,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,34170,0,0
46,True,,1783617224.0503936,516486796000000,516486796000000,516487312000000,516487054000000,516.0,208.056,208.056,516487.312,516487.312,,516278.9935,True,25,0,False,0,1007,60,208056,208057,208056,0,0,1,0,12.38905,0.070306,0.469181,-123.4735,-0.410156,3.154297,981.6699,-0.0275,-0.415,-16.14625,29,-45,-49,47.22222,False,4294967295,0,,,0,99.99,,,,34436,0,0
47,True,,1783617225.5703406,516488312000000,516488312000000,516488828000000,516488570000000,516.0,209.572,209.572,516488.828,516488.828,,516278.9935,True,25,0,False,0,1007,61,209572,209573,209572,0,0,1,0,12.38905,0.20068,-0.109409,-122.6027,-0.410156,0.224609,979.7168,0.035,0.085,-0.20875,26,-44,-49,47.22222,False,4294967295,0,,,0,99.99,,,,34968,0,0
48,True,,1783617227.0868864,516489828000000,516489828000000,516490359000000,516490093500000,531.0,211.091,211.091,516490.359,516490.359,,516278.99450000003,True,25,0,False,0,1007,62,211091,211093,211091,0,0,1,0,12.36534,0.140117,-0.218931,-122.6283,-2.363281,-2.216797,980.2051,0.16,-0.9775,0.41625,27,-45,-48,46.66667,False,4294967295,0,,,0,99.99,,,,35238,0,0
49,True,,1783617228.6124868,516491359000000,516491359000000,516491875000000,516491617000000,516.0,212.613,212.613,516491.875,516491.875,,516278.99450000003,True,25,0,False,0,1007,63,212613,212614,212613,0,0,1,0,12.36534,0.164753,-0.132078,-121.7606,-2.851563,-2.216797,980.6934,-0.84,0.7725,-0.27125,26,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,35766,0,0
50,True,,1783617230.1300602,516492875000000,516492875000000,516493390000000,516493132500000,515.0,214.128,214.128,516493.39,516493.39,,516278.9965,True,25,0,False,0,1007,64,214128,214130,214128,0,0,1,0,12.36534,-0.077589,0.10227,-122.0084,-2.363281,-1.728516,982.1582,-0.0275,0.335,-0.08375,28,-44,-48,46.66667,False,4294967295,0,,,0,99.99,,,,36066,0,0
51,True,,1783617231.6443753,516494390000000,516494390000000,516494921000000,516494655500000,531.0,215.656,215.656,516494.921,516494.921,,516278.99700000003,True,25,0,False,0,1007,65,215656,215657,215656,0,0,1,0,12.36534,0.061131,0.012638,-122.2638,0.566406,3.154297,979.2285,0.0975,-0.7275,-0.39625,27,-44,-49,46.66667,False,4294967295,0,,,0,99.99,,,,36564,0,0
52,True,,1783617233.172398,516495921000000,516495921000000,516496437000000,516496179000000,516.0,217.173,217.173,516496.437,516496.437,,516278.99700000003,True,25,0,False,0,1007,66,217173,217175,217173,0,0,1,0,12.36534,-0.121876,0.385633,-122.3031,-3.339844,-3.681641,979.2285,-0.215,0.7725,0.16625,29,-43,-47,47.22222,False,4294967295,0,,,0,99.99,,,,36914,0,0
53,True,,1783617234.6959345,516497437000000,516497437000000,516497968000000,516497702500000,531.0,218.714,218.714,516497.968,516497.968,,516278.99700000003,True,25,0,False,0,1007,67,218714,218715,218714,0,0,1,0,12.36534,0.089933,0.124944,-122.8969,2.519531,1.689453,980.2051,-0.7775,-0.04,-0.39625,29,-45,-49,46.66667,False,4294967295,0,,,0,99.99,,,,37362,0,0
54,True,,1783617236.232666,516498984000000,516498984000000,516499546000000,516499265000000,562.0,220.284,220.284,516499.546,516499.546,,516278.99700000003,True,25,0,False,0,1007,68,220284,220286,220284,0,0,1,0,12.37297,-0.733737,0.431305,-122.1671,-1.386719,-20.2832,981.1816,0.285,1.5225,-0.20875,28,-44,-48,47.22222,False,4294967295,0,,,0,99.99,,,,37811,0,0
55,True,,1783617237.8002632,516500546000000,516500546000000,516501046000000,516500796000000,500.0,221.795,221.795,516501.046,516501.046,,516278.998,True,25,0,False,0,1007,69,221795,221796,221795,0,0,1,0,12.37297,-0.016739,0.96199,-122.6886,-13.10547,-6.611328,979.2285,-0.215,-1.04,-0.45875,29,-43,-49,46.66667,False,4294967295,0,,,0,99.99,,,,38168,0,0
56,True,,1783617239.3144522,516502062000000,516502062000000,516502593000000,516502327500000,531.0,223.33,223.33,516502.593,516502.593,,516278.998,True,25,0,False,0,1007,70,223330,223331,223330,0,0,1,0,12.37297,0.095401,0.546364,-122.2776,-3.828125,-1.728516,980.2051,-0.5275,-2.2275,0.10375,28,-45,-47,47.22222,False,4294967295,0,,,0,99.99,,,,38670,0,0
57,True,,1783617240.8484824,516503593000000,516503593000000,516504109000000,516503851000000,516.0,224.857,224.857,516504.109,516504.109,,516278.998,True,25,0,False,0,1007,71,224857,224858,224857,0,0,1,0,12.37297,-0.221289,0.406768,-122.658,-10.66406,-7.587891,975.8105,0.16,0.085,0.29125,28,-44,-48,47.22222,False,4294967295,0,,,0,99.99,,,,38990,0,0
58,True,,1783617242.3712175,516505109000000,516505109000000,516505640000000,516505374500000,531.0,226.375,226.375,516505.64,516505.64,,516278.998,True,25,0,False,0,1007,72,226375,226377,226375,0,0,1,0,12.37297,1.14241,-0.785972,-121.9851,20.09766,32.45117,979.2285,0.0975,-0.915,0.16625,27,-43,-46,47.22222,False,4294967295,0,,,0,99.99,,,,39535,0,0
59,True,,1783617243.8957899,516506640000000,516506640000000,516507156000000,516506898000000,516.0,227.904,227.904,516507.156,516507.156,,516278.998,True,25,0,False,0,1007,73,227904,227905,227904,0,0,1,0,12.37297,0.2985,0.579492,-121.6491,1.542969,1.689453,979.7168,-0.34,-0.8525,-0.02125,27,-45,-49,47.22222,False,4294967295,0,,,0,99.99,,,,39812,0,0
60,True,,1783617245.4176805,516508156000000,516508156000000,516508687000000,516508421500000,531.0,229.422,229.422,516508.687,516508.687,,516278.998,True,25,0,False,0,1007,74,229422,229423,229422,0,0,1,0,12.37297,0.139932,0.848121,-121.8227,-4.804688,5.595703,981.6699,-0.59,2.21,-0.33375,27,-43,-47,47.22222,False,4294967295,0,,,0,99.99,,,,40360,0,0
61,True,,1783617246.9376118,516509687000000,516509687000000,516510203000000,516509945000000,516.0,230.939,230.939,516510.203,516510.203,,516278.998,True,25,0,False,0,1007,75,230939,230940,230939,0,0,1,0,12.36105,0.130809,-0.108772,-122.2112,2.519531,1.689453,982.1582,-0.1525,0.3975,-0.02125,27,-43,-50,47.22222,False,4294967295,0,,,0,99.99,,,,40634,0,0
62,True,,1783617248.4528956,516511203000000,516511203000000,516512703000000,516511953000000,1500.0,233.44,233.44,516512.703,516512.703,,516278.998,True,25,0,False,0,1007,76,233440,233441,233440,0,0,1,0,12.36105,-0.044491,0.052786,-121.4981,-3.339844,-1.728516,981.1816,-0.1525,0.0225,-0.27125,29,-44,-48,47.22222,False,4294967295,0,,,0,99.99,,,,41456,0,0
63,True,,1783617250.956758,516513703000000,516513703000000,516514218000000,516513960500000,515.0,234.97,234.97,516514.218,516514.218,,516278.998,True,25,0,False,0,1007,77,234970,234971,234970,0,0,1,0,12.36105,-2.929508,-2.314392,-117.3622,61.60156,-5.146484,995.8301,-12.0275,-10.1025,9.66625,25,-42,-47,47.22222,False,4294967295,0,,,0,99.99,,,,41730,0,0
64,True,,1783617252.4837813,516515234000000,516515234000000,516515765000000,516515499500000,531.0,236.509,236.509,516515.765,516515.765,,516278.9975,True,25,0,False,0,1007,78,236509,236510,236509,0,0,1,0,12.36105,-0.20727,-4.896778,-124.8371,59.64844,8.525391,982.6465,-8.4025,-7.9775,3.85375,25,-40,-48,46.66667,False,4294967295,0,,,0,99.99,,,,42278,0,0
65,True,,1783617254.0262392,516516765000000,516516765000000,516517296000000,516517030500000,531.0,238.039,238.039,516517.296,516517.296,,516278.99700000003,True,25,0,False,0,1007,79,238039,238040,238039,0,0,963,984,12.36105,0.796857,-4.118414,-134.4134,79.66797,-4.658203,966.0449,2.785,4.835,-2.70875,31,-36,-49,47.22222,False,4294967295,0,,,0,99.99,,,,42552,0,0
66,True,,1783617255.5558152,516518296000000,516518296000000,516518828000000,516518562000000,532.0,239.568,239.568,516518.828,516518.828,,516278.99700000003,True,25,0,False,0,1007,80,239568,239569,239568,0.114038749,0.114004186,-256,-280,12.36105,-3.001426,-2.178361,-131.1837,89.43359,-10.0293,978.252,2.785,1.835,-2.02125,41,-30,-57,47.22222,False,4294967295,0,,,0,99.99,,,,43100,0,0
67,True,,1783617257.0827808,516519828000000,516519828000000,516520343000000,516520085500000,515.0,241.09,241.09,516520.343,516520.343,,516278.99700000003,True,25,0,False,0,1007,81,241090,241092,241090,0,0,-1767,-1734,12.39301,-0.002241,-6.389122,-130.8225,107.0117,-10.0293,976.2988,0.9725,2.96,-1.95875,28,-40,-52,47.22222,False,4294967295,0,,,0,99.99,,,,43374,0,0
68,True,,1783617258.604594,516521343000000,516521343000000,516521875000000,516521609000000,532.0,242.621,242.621,516521.875,516521.875,,516278.99549999996,True,25,0,False,0,1007,82,242621,242622,242621,0.208300958,-0.18512793,-1700,-1992,12.39301,-0.014521,-5.9103,-135.0974,113.3594,48.56445,1016.338,-1.715,-1.29,-2.52125,43,-46,-54,46.66667,False,4294967295,0,,,0,99.99,,,,43930,0,0
