sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562908.0242012,424152218000000,424152218000000,424153406000000,424152812000000,1188.0,4138.105,4138.105,424153.406,424153.406,,420014.707,False,1,0,0,0,False,0,1007,2306,4138105,4138106,4138105,0,0,651144,1047281,11.31314,-0.652281,0.48583,-96.27777,-4.794922,-10.3418,981.5723,-0.035,3.07625,-0.33875,6,-55,-51,55.55556,True,256,3,37.248579,-80.41750133,12,0.76,,,,2509528,7376,2000
1,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562909.2607737,424153468000000,424153468000000,424154109000000,424153788500000,641.0,4138.795,4138.795,424154.109,424154.109,,420014.85025,False,2,0,0,0,False,0,1007,2307,4138795,4138796,4138795,0,0,651144,1047281,11.31314,-0.621521,-0.488086,-95.91444,-6.259766,-13.75977,979.6191,-0.0975,-14.67375,-0.15125,4,-55,-50,53.88889,True,56,3,37.24857917,-80.41750067,12,0.79,,,,2509845,7378,2001
2,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562910.6250038,424154828000000,424154828000000,424155546000000,424155187000000,718.0,4140.159,4140.159,424155.546,424155.546,,420014.99350000004,False,3,0,0,0,False,0,1007,2308,4140159,4140160,4140159,0,0,651144,1047281,11.31314,-0.684621,1.009241,-96.25452,-6.748047,-10.83008,980.1074,-1.16,14.07625,-0.40125,7,-55,-51,53.88889,True,318,3,37.2485795,-80.41750017,12,0.79,,,,2510779,7380,2001
3,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562911.5997567,424155796000000,424155796000000,424156453000000,424156124500000,657.0,4141.141,4141.141,424156.453,424156.453,,420014.9885,False,4,0,0,0,False,0,1007,2309,4141141,4141142,4141141,0,0,651144,1047281,11.31314,-0.648412,0.353681,-95.67139,-7.724609,-14.24805,984.9902,-0.66,1.20125,-0.27625,6,-55,-51,53.88889,True,177,3,37.2485795,-80.41749983,12,0.73,,,,2511340,7382,2002
4,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562912.5908122,424156796000000,424156796000000,424157484000000,424157140000000,688.0,4142.166,4142.166,424157.484,424157.484,,420014.9835,True,5,0,0,0,False,0,1007,2310,4142166,4142167,4142166,0,0,651144,1047281,11.30918,-0.643691,0.418669,-96.04752,-7.236328,-12.7832,982.5488,-0.41,-1.54875,-0.02625,7,-55,-48,53.88889,True,204,3,37.24857933,-80.41749983,12,0.73,,,,2511901,7384,2003
5,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562913.5991466,424157796000000,424157796000000,424158484000000,424158140000000,688.0,4143.148,4143.148,424158.484,424158.484,,420014.98775,True,6,0,0,0,False,0,1007,2311,4143148,4143149,4143148,0,0,651144,1047281,11.30918,-0.603929,0.337771,-95.97604,-4.794922,-12.29492,980.5957,-0.41,0.13875,-0.02625,6,-55,-51,53.88889,True,178,3,37.248579,-80.4175,12,0.73,,,,2512462,7386,2004
6,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562914.581675,424158781000000,424158781000000,424159562000000,424159171500000,781.0,4144.148,4144.148,424159.562,424159.562,,420014.992,True,7,0,0,0,False,0,1007,2312,4144148,4144149,4144148,0,-0.04298935,651144,1047297,11.30918,-1.829735,-1.207955,-101.6151,30.84961,-5.458984,933.7207,0.9025,5.82625,-21.21375,11,-57,-49,53.88889,True,198,3,37.24857883,-80.4175,12,0.73,,,,2513023,7388,2005
7,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562915.5857506,424159781000000,424159781000000,424160437000000,424160109000000,656.0,4145.119,4145.119,424160.437,424160.437,,420014.99100000004,True,8,0,0,0,False,0,1007,2313,4145119,4145120,4145119,-0.150398269,-0.171736596,651382,1048085,11.30918,-0.977076,-1.109061,-107.6646,134.8535,-14.73633,1232.549,2.84,0.63875,-5.40125,22,-57,-48,53.88889,True,168,3,37.24857867,-80.41750033,12,0.76,,,,2513584,7390,2006
8,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562916.326176,424160531000000,424160531000000,424161218000000,424160874500000,687.0,4145.874,4145.874,424161.218,424161.218,,420014.992,True,9,0,0,0,False,0,1007,2314,4145874,4145876,4145874,-0.188078406,-0.188101919,652188,1049010,11.30918,-3.101151,2.674553,-113.2816,-41.41602,-111.416,1037.236,20.0275,13.13875,-12.21375,26,-46,-50,53.88889,True,52,3,37.24857883,-80.41750133,12,0.79,,,,2513976,7392,2007
9,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562917.6207798,424161812000000,424161828000000,424162562000000,424162195000000,734.0,4147.151,4147.151,424162.562,424162.562,,420014.99275000003,True,10,0,0,0,False,0,1007,2315,4147151,4147152,4147151,-0.193452075,-0.21494675,653885,1050737,11.30918,-3.47584,0.085805,-113.8814,65.0293,-180.752,729.6191,19.6525,-8.79875,3.59875,26,-49,-50,53.33333,True,303,3,37.24857933,-80.41750233,12,0.73,,,,2514841,7394,2007
