sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
10,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561253.6263585,422497828000000,422497828000000,422498578000000,422498203000000,750.0,2483.166,2483.166,422498.578,422498.578,,420014.99700000003,True,11,0,0,0,False,0,1007,1046,2483166,2483167,2483166,-0.126990625,-0.148093233,275188,438019,11.4211,2.84339,-0.648399,-160.5674,87.00195,4.306641,892.7051,0.0275,5.45125,2.84875,23,-11,-48,52.77778,True,182,3,37.248576,-80.41747333,12,0.83,,,,1515191,4066,975
11,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561254.616133,422498812000000,422498812000000,422499515000000,422499163500000,703.0,2484.137,2484.137,422499.515,422499.515,,420014.998,True,12,0,0,0,False,0,1007,1047,2484137,2484138,2484137,-0.150591804,-0.129171033,276078,438893,11.4211,-1.259807,-2.792194,-161.8307,13.27148,0.888672,783.8184,-4.4725,-3.73625,-7.15125,20,-5,-51,52.77778,True,166,3,37.24857617,-80.41747267,12,0.83,,,,1515748,4068,976
12,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561255.5616217,422499765000000,422499765000000,422500437000000,422500101000000,672.0,2485.096,2485.096,422500.437,422500.453,,420014.999,True,13,0,0,0,False,0,1007,1048,2485096,2485097,2485096,-0.084589023,-0.084529621,276948,439761,11.4211,0.51019,3.933794,-163.0665,-84.87305,10.16602,850.2246,2.9025,0.07625,-0.21375,21,-4,-50,52.77778,True,159,3,37.24857667,-80.41747167,12,0.83,,,,1516305,4070,977
13,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561256.6701882,422500875000000,422500875000000,422501562000000,422501218500000,687.0,2486.215,2486.215,422501.562,422501.562,,420015.00049999997,True,14,0,0,0,False,0,1007,1049,2486215,2486216,2486215,0,-0.021494675,277287,440133,11.41318,1.648253,2.255458,-162.3214,-56.06445,2.353516,970.8301,-0.2225,-1.67375,-1.65125,17,-9,-47,52.77778,True,313,3,37.24857633,-80.4174715,12,0.83,,,,1516991,4072,977
14,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561257.6451404,422501843000000,422501843000000,422502515000000,422502179000000,672.0,2487.189,2487.189,422502.515,422502.515,,420014.999,True,15,0,0,0,False,0,1007,1050,2487189,2487190,2487189,0,-0.021503891,277326,440176,11.41318,0.326032,1.580647,-162.8795,-33.60352,-2.529297,997.6855,-0.66,1.88875,-7.15125,19,-8,-48,52.77778,True,168,3,37.24857617,-80.41747183,12,0.83,,,,1517548,4074,978
15,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561258.6344426,422502828000000,422502828000000,422503500000000,422503164000000,672.0,2488.163,2488.163,422503.5,422503.5,,420015.0,True,16,0,0,0,False,0,1007,1051,2488163,2488164,2488163,0,-0.042318303,277326,440336,11.41318,1.509826,-0.492104,-164.7281,3.505859,-15.71289,979.1309,0.5275,1.45125,-10.21375,16,-7,-47,52.77778,True,168,3,37.2485755,-80.41747183,12,0.83,,,,1518105,4076,979
16,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561259.6152942,422503812000000,422503812000000,422504484000000,422504148000000,672.0,2489.134,2489.134,422504.484,422504.484,,420015.001,True,17,0,0,0,False,0,1007,1052,2489134,2489135,2489134,0.021500818,-0.086163336,277269,440684,11.41318,0.785005,-0.875717,-173.8964,35.73242,5.283203,951.7871,-1.16,2.95125,-36.46375,13,-4,-48,52.77778,True,166,3,37.24857617,-80.41747083,12,0.83,,,,1518662,4078,980
17,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561260.4838893,422504687000000,422504687000000,422505453000000,422505070000000,766.0,2490.031,2490.031,422505.453,422505.453,,420015.0015,True,18,0,0,0,False,0,1007,1053,2490031,2490032,2490031,0.066704326,-0.066714185,276974,441126,11.41318,8.248451,-3.046273,173.1234,1.552734,66.31836,1085.088,2.715,-1.86125,-32.83875,3,-11,-48,52.77778,True,99,3,37.24857683,-80.41747,12,0.83,,,,1519202,4080,981
18,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561261.6522808,422505859000000,422505859000000,422506515000000,422506187000000,656.0,2491.188,2491.188,422506.515,422506.515,,420015.001,True,19,0,0,0,False,0,1007,1054,2491188,2491189,2491188,0,0,276936,441161,11.41318,8.303025,-3.669278,176.768,-13.58398,5.283203,972.2949,0.1525,0.45125,0.66125,0,-12,-50,52.77778,True,335,3,37.24857667,-80.41747067,12,0.83,,,,1519905,4082,981
19,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561262.6380475,422506843000000,422506843000000,422507484000000,422507163500000,641.0,2492.159,2492.159,422507.484,422507.484,,420015.0015,True,20,0,0,0,False,0,1007,1055,2492159,2492160,2492159,0,0,276936,441161,11.41318,8.528547,-4.325194,178.285,3.994141,13.0957,969.3652,0.0275,-0.04875,-0.65125,1,-16,-52,52.77778,True,165,3,37.248576,-80.41747133,12,0.83,,,,1520460,4084,982
20,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561263.601739,422507796000000,422507796000000,422508468000000,422508132000000,672.0,2493.142,2493.142,422508.468,422508.468,,420015.001,True,21,0,0,0,False,0,1007,1056,2493142,2493143,2493142,0,-0.023062956,276936,441168,11.41318,8.695132,-6.56596,-179.6052,43.05664,-17.66602,978.1543,-0.4725,-1.42375,-8.65125,1,-16,-48,52.77778,True,179,3,37.24857467,-80.41747383,12,0.74,,,,1521017,4086,983
21,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561264.600037,422508796000000,422508796000000,422509546000000,422509171000000,750.0,2494.133,2494.133,422509.546,422509.546,,420015.0015,True,22,0,0,0,False,0,1007,1057,2494133,2494134,2494133,-0.064484025,-0.12896805,277056,441822,11.41318,14.90678,-11.31324,176.2176,81.14258,61.92383,1048.955,3.215,7.32625,-19.90125,-4,-26,-50,52.77778,True,189,3,37.24857417,-80.41747433,12,0.83,,,,1521576,4088,984
22,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561265.4634974,422509671000000,422509671000000,422510375000000,422510023000000,704.0,2494.989,2494.989,422510.375,422510.375,,420015.002,True,23,0,0,0,False,0,1007,1058,2494989,2494991,2494989,-0.107473375,-0.150140994,277615,442607,11.41318,15.4531,-12.02466,-179.6843,41.10352,51.66992,850.2246,-1.66,3.57625,-12.96375,-4,-29,-49,52.77778,True,61,3,37.248573,-80.417474,12,0.83,,,,1522075,4090,985
23,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561266.6800597,422510875000000,422510875000000,422511609000000,422511242000000,734.0,2496.224,2496.224,422511.609,422511.609,,420015.00275,True,24,0,0,0,False,0,1007,1059,2496224,2496225,2496224,-0.126616599,-0.147409248,278672,443808,11.37726,16.77262,-12.05291,-157.5192,-67.29492,-53.79883,971.8066,7.0275,-10.11125,-1.40125,-1,-47,-51,52.77778,True,370,3,37.24857183,-80.41747383,12,0.74,,,,1522823,4092,985
24,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561267.6700668,422511875000000,422511875000000,422512609000000,422512242000000,734.0,2497.194,2497.194,422512.609,422512.625,,420015.0035,True,25,0,0,0,False,0,1007,1060,2497194,2497195,2497194,-0.150441233,-0.150677979,279578,444738,11.37726,10.47558,-11.52922,-153.0711,52.82227,-60.63477,988.4082,0.465,-16.36125,-4.33875,-6,-28,-50,52.77778,True,164,3,37.24857067,-80.41747383,12,0.74,,,,1523382,4094,986
25,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561268.6601446,422512859000000,422512859000000,422513546000000,422513202500000,687.0,2498.198,2498.198,422513.546,422513.546,,420015.00450000004,True,25,0,0,0,False,0,1007,1061,2498198,2498199,2498198,-0.0859787,-0.107473375,280498,445658,11.37726,8.122346,-6.4683,-140.341,-229.8926,-0.087891,923.9551,4.7775,-9.54875,-2.58875,-1,-31,-50,52.77778,True,198,3,37.24856933,-80.41747367,12,0.74,,,,1523941,4096,987
26,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561269.6489017,422513843000000,422513843000000,422514562000000,422514202500000,719.0,2499.217,2499.217,422514.562,422514.562,,420015.00450000004,True,25,0,0,0,False,0,1007,1062,2499217,2499218,2499217,0,0,280833,446005,11.37726,5.265492,-10.51852,-127.3381,76.74805,11.63086,956.6699,0.09,-0.48625,-1.52625,-4,-30,-53,52.77778,True,213,3,37.24856817,-80.4174735,12,0.74,,,,1524500,4098,988
27,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561270.690762,422514890000000,422514890000000,422515546000000,422515218000000,656.0,2500.22,2500.22,422515.546,422515.546,,420015.0035,True,25,0,0,0,False,0,1007,1063,2500220,2500221,2500220,0,-0.023006533,280833,446008,11.37726,3.640208,-7.687138,-119.5266,-2.353516,-3.994141,978.1543,-0.3475,0.76375,-3.83875,-3,-31,-49,52.77778,True,197,3,37.24856767,-80.41747333,12,0.74,,,,1525059,4100,989
28,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561271.657377,422515859000000,422515859000000,422516625000000,422516242000000,766.0,2501.191,2501.191,422516.625,422516.625,,420015.00450000004,True,25,0,0,0,False,0,1007,1064,2501191,2501192,2501191,0,-0.064548574,280833,446209,11.37726,2.834651,-8.110026,-116.8501,23.03711,-38.17383,1010.869,0.2775,-0.79875,-15.83875,-2,-36,-51,52.77778,True,164,3,37.24856767,-80.41747317,12,0.74,,,,1525618,4102,990
29,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561272.657078,422516859000000,422516859000000,422517640000000,422517249500000,781.0,2502.214,2502.214,422517.64,422517.64,,420015.00450000004,True,25,0,0,0,False,0,1007,1065,2502214,2502215,2502214,0.046296223,-0.069433653,280772,446674,11.37726,3.76145,-5.873013,-120.8751,-8.212891,-3.505859,1000.127,1.465,0.88875,-31.52625,3,-37,-47,52.77778,True,218,3,37.2485675,-80.41747283,12,0.74,,,,1526177,4104,991
30,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561273.686323,422517890000000,422517890000000,422518562000000,422518226000000,672.0,2503.211,2503.211,422518.562,422518.562,,420015.005,True,25,0,0,0,False,0,1007,1066,2503211,2503213,2503211,0.021494675,-0.04298935,280504,447055,11.37726,4.273836,-4.183903,-123.419,3.017578,5.283203,942.5098,0.5275,-3.17375,-24.15125,14,-48,-49,52.77778,True,192,3,37.24856783,-80.41747283,12,0.74,,,,1526736,4106,992
31,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561274.669814,422518875000000,422518875000000,422519515000000,422519195000000,640.0,2504.194,2504.194,422519.515,422519.515,,420015.005,True,25,0,0,0,False,0,1007,1067,2504194,2504195,2504194,-0.021494675,0.021482399,280472,447089,11.37726,2.374721,-3.634621,-117.0536,-9.677734,1.376953,982.0605,-1.16,-2.67375,0.53625,12,-47,-51,52.77778,True,176,3,37.24856883,-80.41747367,12,0.74,,,,1527295,4108,993
32,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561275.668304,422519875000000,422519875000000,422520593000000,422520234000000,718.0,2505.204,2505.204,422520.593,422520.593,,420015.01399999997,True,25,0,0,0,False,0,1007,1068,2505204,2505205,2505204,0,0,280472,447089,11.37726,0.951367,-1.933944,-111.3291,-4.794922,-10.3418,982.5488,0.1525,1.45125,-0.15125,12,-47,-50,52.77778,True,204,3,37.24856967,-80.41747433,12,0.74,,,,1527854,4110,994
33,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561276.6635633,422520859000000,422520859000000,422521531000000,422521195000000,672.0,2506.195,2506.195,422521.531,422521.531,,420015.01399999997,True,25,0,0,0,False,0,1007,1069,2506195,2506196,2506195,0,0,280472,447089,11.40922,0.609728,-1.084677,-109.9051,-16.51367,1.376953,982.0605,-0.16,1.01375,0.16125,12,-48,-50,52.77778,True,185,3,37.24856967,-80.41747533,12,0.77,,,,1528411,4112,995
34,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561277.6489398,422521843000000,422521843000000,422522562000000,422522202500000,719.0,2507.184,2507.184,422522.562,422522.562,,420015.01399999997,True,25,0,0,0,False,0,1007,1070,2507184,2507185,2507184,0,-0.042258875,280472,447096,11.40922,0.27551,-1.737838,-110.4724,10.3418,-6.923828,1001.592,-0.285,-0.98625,-6.02625,15,-50,-49,52.77778,True,183,3,37.24856983,-80.41747633,12,0.77,,,,1528968,4114,996
35,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561278.626223,422522828000000,422522828000000,422523593000000,422523210500000,765.0,2508.149,2508.149,422523.593,422523.593,,420015.01399999997,True,25,0,0,0,False,0,1007,1071,2508149,2508151,2508149,-0.064484025,-0.12896805,280563,447686,11.40922,4.500855,0.620356,-116.3698,-114.1699,134.1895,1014.287,4.6525,-2.73625,-24.33875,19,-54,-52,52.77778,True,161,3,37.24857,-80.417477,12,0.77,,,,1529525,4116,997
36,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.14,-0.14,1784561279.5962536,422523796000000,422523796000000,422524468000000,422524132000000,672.0,2509.119,2509.119,422524.468,422524.468,,420015.013,True,25,0,0,0,False,0,1007,1072,2509119,2509120,2509119,-0.107473375,-0.12896805,281172,448577,11.40922,-0.157845,-2.166261,-118.4967,113.3691,-50.86914,880.0098,3.715,9.32625,-15.52625,19,-47,-46,52.77778,True,166,3,37.24857017,-80.41747833,12,0.77,,,,1530084,4118,998
