sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648201.6186728,509445812000000,509445812000000,509446453000000,509446132500000,641.0,781.533,781.533,509446.453,509446.453,,508664.5995,False,1,0,0,0,False,0,1007,272,781533,781534,781533,0,0,65732,98196,11.21705,0.15447,-0.857264,-150.1832,11.75781,-0.136719,981.6992,-0.11,0.6475,-0.16125,21,-13,-56,47.77778,True,50,3,37.24889383,-80.41808767,10,1.68,,,,355154,1104,116
1,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648202.4822795,509446687000000,509446687000000,509447328000000,509447007500000,641.0,782.395,782.395,509447.328,509447.328,,508664.606,False,2,0,0,0,False,0,1007,273,782395,782397,782395,0,0,65732,98196,11.21705,-0.02365,-0.58545,-150.4447,12.24609,0.351563,982.6758,-0.0475,-0.4775,0.15125,23,-14,-59,48.88889,True,65,3,37.2488945,-80.41808783,10,1.68,,,,355660,1106,116
2,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648203.4582167,509447656000000,509447656000000,509448375000000,509448015500000,719.0,783.374,783.374,509448.375,509448.375,,508664.6125,False,3,0,0,0,False,0,1007,274,783374,783376,783374,0,0,65732,98196,11.21705,0.38033,-0.907037,-149.9359,12.24609,2.304688,981.6992,-0.61,-1.1025,0.08875,21,-14,-59,47.77778,True,109,3,37.24889517,-80.4180875,10,1.68,,,,356281,1108,116
3,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648204.2659135,509448468000000,509448468000000,509449296000000,509448882000000,828.0,784.2,784.2,509449.296,509449.296,,508664.627,False,4,0,0,0,False,0,1007,275,784200,784202,784200,0,0,65732,98196,11.21705,-0.139969,-0.021048,-150.1285,11.75781,0.839844,978.7695,-0.235,14.71,-0.47375,22,-12,-58,47.77778,True,61,3,37.248895,-80.41808667,10,1.68,,,,356748,1110,116
4,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648205.1277514,509449328000000,509449328000000,509450015000000,509449671500000,687.0,785.06,785.06,509450.015,509450.015,,508664.6125,True,5,0,0,0,False,0,1007,276,785060,785061,785060,0,0,65732,98196,11.21705,0.493424,-0.671118,-149.8558,9.316406,4.746094,977.793,0.015,0.96,-0.09875,21,-14,-58,48.33333,True,2,3,37.24889467,-80.41808633,10,1.68,,,,357249,1112,116
5,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648205.8906107,509450093000000,509450093000000,509450937000000,509450515000000,844.0,785.799,785.799,509450.937,509450.937,,508664.627,True,6,0,0,0,False,0,1007,277,785799,785800,785799,0,0,65732,98196,11.21705,0.403424,-0.802982,-149.7648,9.316406,1.816406,980.7227,-0.2975,-0.54,0.02625,21,-14,-57,47.77778,True,741,3,37.24889467,-80.41808633,10,1.68,,,,357576,1112,117
6,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648206.7859068,509450984000000,509450984000000,509451656000000,509451320000000,672.0,786.698,786.698,509451.656,509451.656,,508664.62200000003,True,7,0,0,0,False,0,1007,278,786698,786699,786698,0,0,65732,98196,11.21705,0.104891,-0.688093,-149.4954,12.24609,1.816406,976.8164,-0.1725,-1.1025,0.27625,22,-14,-58,47.77778,True,160,3,37.24889433,-80.418085,10,1.68,,,,357954,1114,118
7,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648207.758091,509451953000000,509451953000000,509452671000000,509452312000000,718.0,787.669,787.669,509452.671,509452.671,,508664.63175,True,8,0,0,0,False,0,1007,279,787669,787670,787669,0,-0.0859787,65732,98222,11.21705,1.418136,-2.433203,-155.4573,5.410156,-1.113281,1004.648,0.3275,0.835,-22.78625,22,-17,-54,47.22222,True,170,3,37.2488945,-80.41808583,10,1.68,,,,358461,1116,119
8,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648208.7274466,509452921000000,509452921000000,509453625000000,509453273000000,704.0,788.654,788.654,509453.625,509453.625,,508664.62200000003,True,9,0,0,0,False,0,1007,280,788654,788655,788654,-0.150462725,-0.1719574,65980,99077,11.16518,3.627797,-6.303503,-158.2957,73.28125,78.96484,816.6602,-16.61,1.335,-7.34875,13,-18,-58,47.77778,True,170,3,37.24889483,-80.41808517,10,1.68,,,,358968,1118,120
9,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648209.4558847,509453656000000,509453656000000,509454421000000,509454038500000,765.0,789.373,789.373,509454.421,509454.421,,508664.63175,True,10,0,0,0,False,0,1007,281,789373,789375,789373,-0.188125438,-0.206912111,66728,99930,11.16518,-2.74524,-1.573543,-162.3133,149.9414,69.6875,1107.676,7.015,10.585,-4.66125,19,-2,-56,47.77778,True,59,3,37.24889583,-80.41808783,10,1.68,,,,359319,1120,121
