sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560135.6382484,421379843000000,421379843000000,421380593000000,421380218000000,750.0,1365.248,1365.248,421380.593,421380.593,,420014.97,False,1,0,0,0,False,0,1007,416,1365248,1365249,1365248,0,0,119173,184302,11.46134,0.183565,-0.662152,-100.847,3.994141,-0.576172,982.5488,-0.535,-0.73625,-0.52625,6,-50,-49,51.11111,True,88,3,37.24856383,-80.417501,12,0.68,,,,797563,1955,389
1,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560136.7890742,421380984000000,421380984000000,421381718000000,421381351000000,734.0,1366.305,1366.305,421381.718,421381.718,,420015.00800000003,False,2,0,0,0,False,0,1007,417,1366305,1366306,1366305,0,0,119173,184302,11.46134,0.168684,-0.646225,-100.7697,5.458984,0.400391,982.5488,-0.16,-0.98625,-0.46375,8,-51,-50,51.11111,True,251,3,37.248564,-80.41750133,12,0.68,,,,798210,1957,390
2,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560137.7201743,421381921000000,421381921000000,421382625000000,421382273000000,704.0,1367.251,1367.251,421382.625,421382.625,,420015.022,False,3,0,0,0,False,0,1007,418,1367251,1367252,1367251,0,0,119173,184302,11.46134,0.147076,-0.094686,-101.4213,6.923828,0.888672,982.0605,0.09,1.45125,-0.15125,11,-50,-50,51.11111,True,143,3,37.24856517,-80.41750033,12,0.69,,,,798728,1959,391
3,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560138.8108282,421383015000000,421383015000000,421383765000000,421383390000000,750.0,1368.357,1368.357,421383.765,421383.765,,420015.02749999997,False,4,0,0,0,False,0,1007,419,1368357,1368359,1368357,0,0,119173,184302,11.46134,0.108387,-0.49275,-101.0836,5.458984,0.888672,984.0137,-0.535,-0.92375,-0.15125,10,-52,-49,51.11111,True,300,3,37.248566,-80.41749917,12,0.68,,,,799385,1961,392
4,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560139.7704494,421383968000000,421383968000000,421384671000000,421384319500000,703.0,1369.286,1369.286,421384.671,421384.671,,420015.033,True,5,0,0,0,False,0,1007,420,1369286,1369287,1369286,0,0,119173,184302,11.46134,0.18356,-0.616143,-100.8101,3.017578,1.376953,982.0605,-0.785,0.63875,-0.02625,8,-51,-50,51.11111,True,132,3,37.24856683,-80.417498,12,0.68,,,,799895,1963,393
5,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560140.7645786,421384968000000,421384968000000,421385703000000,421385335500000,735.0,1370.275,1370.275,421385.703,421385.703,,420015.03325,True,6,0,0,0,False,0,1007,421,1370275,1370276,1370275,0,0,119173,184302,11.46134,0.136082,-0.416127,-100.0066,6.435547,2.841797,982.0605,-0.5975,2.07625,0.16125,9,-52,-49,51.11111,True,188,3,37.24856767,-80.417497,12,0.68,,,,800415,1965,394
6,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560141.549452,421385750000000,421385750000000,421386421000000,421386085500000,671.0,1371.07,1371.07,421386.421,421386.421,,420015.033,True,7,0,0,0,False,0,1007,422,1371070,1371072,1371070,0.020341047,0,119172,184303,11.46134,-0.21257,0.658374,-102.5234,3.017578,-7.412109,977.666,-0.785,0.88875,-2.27625,13,-50,-46,51.11111,True,66,3,37.24856783,-80.41749667,12,0.68,,,,800849,1967,395
7,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560142.613555,421386812000000,421386812000000,421387546000000,421387179000000,734.0,1372.156,1372.156,421387.546,421387.546,,420015.028,True,8,0,0,0,False,0,1007,423,1372156,1372157,1372156,-0.044482698,-0.111124612,119183,184526,11.46134,1.462611,-1.236606,-110.7319,-4.794922,-6.435547,1020.146,2.9025,-2.61125,-24.83875,15,-55,-52,51.11111,True,311,3,37.24856817,-80.417496,12,0.68,,,,801583,1968,395
8,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560143.760341,421387968000000,421387968000000,421388671000000,421388319500000,703.0,1373.276,1373.276,421388.671,421388.671,,420015.033,True,9,0,0,0,False,0,1007,424,1373276,1373277,1373276,-0.107473375,-0.12896805,119746,185399,11.42114,-1.707593,1.070354,-109.0385,-199.6191,-96.2793,1013.311,-11.91,-14.29875,-1.90125,14,-50,-48,51.11111,True,298,3,37.24856833,-80.4174955,12,0.68,,,,802233,1970,396
9,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,4,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784560144.5478306,421388750000000,421388750000000,421389500000000,421389125000000,750.0,1374.065,1374.065,421389.5,421389.5,,420015.03325,True,10,0,0,0,False,0,1007,425,1374065,1374067,1374065,-0.121487868,-0.121210573,120352,186102,11.42114,-0.458092,0.600684,-111.7525,-161.5332,-2.529297,1198.857,0.215,6.63875,-2.27625,21,-52,-51,51.11111,True,47,3,37.24856917,-80.41749483,12,0.68,,,,802663,1972,397
