sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
26,True,,1783617491.5556598,516754296000000,516754296000000,516754828000000,516754562000000,532.0,107.743,107.743,516754.828,516754.828,,516646.8245,True,25,0,False,0,1007,26,107743,107744,107743,0,0,0,0,12.3851,0.058735,-0.219758,-136.5487,3.007813,-1.123047,980.5762,0.05375,-0.64125,-0.0275,31,-30,-45,47.77778,True,436,3,37.248895,-80.4181085,8,1.47,,,,51831,192,5
27,True,,1783617493.0893888,516755828000000,516755828000000,516756343000000,516756085500000,515.0,109.268,109.268,516756.343,516756.343,,516646.8235,True,25,0,False,0,1007,27,109268,109270,109268,0,0,0,0,12.3851,-0.066291,-0.094921,-135.9977,4.472656,-0.146484,981.5527,-0.38375,-0.57875,0.3475,31,-30,-46,47.22222,True,80,3,37.2488945,-80.41810767,8,1.47,,,,52538,195,5
28,True,,1783617494.6156335,516757359000000,516757359000000,516757875000000,516757617000000,516.0,110.788,110.788,516757.875,516757.875,,516646.8235,True,25,0,False,0,1007,28,110788,110789,110788,0,0,0,0,12.3851,-0.079242,-0.003047,-136.387,-0.898438,-1.123047,982.5293,-0.00875,-0.76625,0.16,31,-29,-46,47.77778,True,485,3,37.24889483,-80.418107,8,1.47,,,,53391,198,6
29,True,,1783617496.1346023,516758875000000,516758875000000,516759406000000,516759140500000,531.0,112.304,112.304,516759.406,516759.406,,516646.8235,True,25,0,False,0,1007,29,112304,112306,112304,0,0,0,0,12.36501,-0.015202,-0.094951,-136.1115,3.496094,-3.564453,980.5762,-0.19625,-1.32875,-0.09,30,-28,-46,47.22222,True,3,3,37.24889633,-80.41810517,8,1.47,,,,54132,202,6
30,True,,1783617497.6593184,516760406000000,516760406000000,516760953000000,516760679500000,547.0,113.855,113.855,516760.953,516760.953,,516646.8235,True,25,0,False,0,1007,30,113855,113856,113855,0,0,0,0,12.36501,0.106725,0.522157,-135.9611,2.519531,-0.146484,981.0645,0.17875,1.67125,0.41,30,-29,-46,48.33333,True,548,3,37.2488975,-80.418104,8,1.47,,,,55080,204,6
31,True,,1783617499.2060175,516761953000000,516761953000000,516762468000000,516762210500000,515.0,115.378,115.378,516762.468,516762.468,,516646.8235,True,25,0,False,0,1007,31,115378,115380,115378,0,0,0,0,12.36501,-0.284385,0.226018,-137.0098,-0.410156,-2.587891,983.0176,-0.07125,-1.07875,0.035,31,-27,-45,47.77778,True,74,3,37.24889933,-80.41810267,8,1.47,,,,55891,208,6
32,True,,1783617500.7294092,516763468000000,516763468000000,516764000000000,516763734000000,532.0,116.915,116.915,516764.0,516764.0,,516646.8235,True,25,0,False,0,1007,32,116915,116916,116915,0,0,0,0,12.36501,-0.128836,0.341788,-136.666,-0.410156,-2.587891,981.5527,0.42875,1.48375,-0.215,31,-28,-46,47.22222,True,611,3,37.2489005,-80.4181025,8,1.47,,,,56769,210,6
33,True,,1783617502.2647831,516765015000000,516765015000000,516765546000000,516765280500000,531.0,118.452,118.452,516765.546,516765.546,,516646.8235,True,25,0,False,0,1007,33,118452,118454,118452,0,0,0,0,12.36501,-0.314476,0.249732,-136.5109,0.566406,-0.634766,978.623,-0.19625,0.67125,-0.2775,31,-28,-45,47.22222,True,150,3,37.24890133,-80.41810267,8,1.47,,,,57652,214,6
34,True,,1783617503.8007948,516766546000000,516766546000000,516767093000000,516766819500000,547.0,120.006,120.006,516767.093,516767.093,,516646.8235,True,25,0,False,0,1007,34,120006,120007,120006,0,0,0,0,12.36501,0.1199,-0.026643,-136.575,1.054688,-1.611328,980.5762,0.24125,0.04625,-0.0275,30,-30,-46,47.77778,True,701,3,37.24890133,-80.41810333,8,1.47,,,,58458,216,6
35,True,,1783617505.3547018,516768093000000,516768093000000,516768625000000,516768359000000,532.0,121.537,121.537,516768.625,516768.625,,516646.8235,True,25,0,False,0,1007,35,121537,121539,121537,0,0,0,0,12.36501,-0.16537,0.183482,-136.5584,-0.898438,-1.123047,979.1113,-0.50875,1.17125,-0.215,31,-29,-44,47.77778,True,234,3,37.2488995,-80.41810467,8,1.47,,,,59421,220,6
36,True,,1783617506.9598444,516769703000000,516769703000000,516770234000000,516769968500000,531.0,123.13,123.13,516770.234,516770.234,,516646.8235,True,25,0,False,0,1007,36,123130,123132,123130,0,0,0,0,12.3571,-0.268531,0.130166,-137.0137,0.566406,1.318359,980.0879,-0.63375,-1.14125,-0.0275,31,-28,-45,47.77778,True,822,3,37.24889667,-80.41810583,8,1.47,,,,60157,222,6
37,True,,1783617508.4960816,516771234000000,516771234000000,516771781000000,516771507500000,547.0,124.69,124.69,516771.781,516771.781,,516646.8235,True,25,0,False,0,1007,37,124690,124692,124690,0,0,0,0,12.3571,0.250145,-0.448519,-136.2587,2.03125,-0.634766,981.0645,-0.25875,-1.14125,0.285,30,-31,-45,47.77778,True,387,3,37.248894,-80.41810683,8,1.47,,,,61130,226,7
38,True,,1783617510.040188,516772781000000,516772781000000,516773296000000,516773038500000,515.0,126.208,126.208,516773.296,516773.296,,516646.8235,True,25,0,False,0,1007,38,126208,126210,126208,0,0,0,0,12.3571,-0.087589,0.049274,-136.6387,2.519531,-1.611328,980.0879,-0.50875,0.42125,0.2225,30,-29,-46,47.77778,True,18,3,37.248894,-80.41810633,8,1.47,,,,61793,229,7
39,True,,1783617511.5603962,516774312000000,516774312000000,516774812000000,516774562000000,500.0,127.736,127.736,516774.812,516774.812,,516646.8245,True,25,0,False,0,1007,39,127736,127737,127736,0,0,0,0,12.3571,-0.292415,0.217749,-136.7837,0.566406,-0.634766,980.0879,-0.19625,-1.76625,0.2225,33,-28,-45,47.77778,True,429,3,37.24889433,-80.41810567,8,1.47,,,,62704,232,7
40,True,,1783617513.082161,516775828000000,516775828000000,516776359000000,516776093500000,531.0,129.262,129.262,516776.359,516776.359,,516646.8245,True,25,0,False,0,1007,40,129262,129264,129262,0,0,0,0,12.3571,-0.136001,0.133086,-136.7504,2.03125,-2.099609,980.0879,-0.44625,0.10875,-0.465,31,-28,-46,47.77778,True,73,3,37.24889333,-80.41810533,8,1.47,,,,63403,235,7
41,True,,1783617514.6098742,516777359000000,516777359000000,516777875000000,516777617000000,516.0,130.783,130.783,516777.875,516777.875,,516646.82450000005,True,25,0,False,0,1007,41,130783,130784,130783,0,0,0,0,12.3571,0.24884,-0.163737,-137.1124,0.078125,-0.634766,979.1113,0.30375,1.67125,0.16,30,-28,-46,47.77778,True,478,3,37.24889167,-80.418105,8,1.47,,,,64264,238,8
42,True,,1783617516.1301496,516778875000000,516778875000000,516779562000000,516779218500000,687.0,132.404,132.404,516779.562,516779.562,,516646.8245,True,25,0,False,0,1007,42,132404,132406,132404,0,0,0,0,12.36493,-0.156371,0.154132,-137.0139,-1.386719,-1.611328,980.0879,0.17875,0.42125,-0.09,32,-28,-46,47.77778,True,101,3,37.248891,-80.41810483,8,1.47,,,,65100,242,8
43,True,,1783617517.8185644,516780562000000,516780562000000,516781125000000,516780843500000,563.0,134.032,134.032,516781.125,516781.125,,516646.8245,True,25,0,False,0,1007,43,134032,134033,134032,0,0,0,0,12.36493,-0.221216,0.213259,-135.8677,-0.410156,-2.587891,981.0645,0.30375,-0.45375,0.0975,30,-29,-46,47.77778,True,727,3,37.24889133,-80.4181045,8,1.47,,,,65953,244,8
44,True,,1783617519.3783312,516782125000000,516782125000000,516782640000000,516782382500000,515.0,135.555,135.555,516782.64,516782.64,,516646.8245,True,25,0,False,0,1007,44,135555,135557,135555,0,0,0,0,12.36493,0.032895,0.422144,-136.5992,3.496094,-2.099609,977.6465,0.42875,-0.45375,-0.34,30,-29,-47,47.77778,True,249,3,37.2488915,-80.418104,8,1.47,,,,66805,248,9
45,True,,1783617520.9020398,516783640000000,516783640000000,516784203000000,516783921500000,563.0,137.074,137.074,516784.203,516784.203,,516646.82450000005,True,25,0,False,0,1007,45,137074,137075,137074,0,0,0,0,12.36493,-0.050826,-0.15577,-136.512,-0.410156,-2.587891,984.4824,-0.82125,-0.76625,-0.0275,30,-30,-46,47.77778,True,772,3,37.24889,-80.4181045,8,1.47,,,,67513,250,9
46,True,,1783617522.4559317,516785203000000,516785203000000,516785718000000,516785460500000,515.0,138.622,138.622,516785.718,516785.718,,516646.826,True,25,0,False,0,1007,46,138622,138624,138622,0,0,0,0,12.36493,-0.115506,0.011298,-136.0355,-1.386719,-0.634766,981.0645,-0.07125,-0.64125,0.285,30,-28,-45,47.77778,True,318,3,37.2488895,-80.418106,8,1.47,,,,68429,254,10
47,True,,1783617523.9767962,516786718000000,516786718000000,516787250000000,516786984000000,532.0,140.161,140.161,516787.25,516787.25,,516646.826,True,25,0,False,0,1007,47,140161,140163,140161,0,0,0,0,12.36493,-0.362842,0.196553,-136.3298,-0.898438,-1.611328,980.5762,0.42875,-0.51625,0.41,31,-26,-46,47.77778,True,857,3,37.24888733,-80.41810683,8,1.47,,,,69114,256,10
48,True,,1783617525.5105956,516788250000000,516788250000000,516788812000000,516788531000000,562.0,141.704,141.704,516788.812,516788.812,,516646.827,True,25,0,False,0,1007,48,141704,141705,141704,0,0,0,0,12.36493,-0.323368,0.279008,-135.7806,2.519531,0.341797,979.5996,-0.38375,-1.39125,0.16,29,-28,-45,47.77778,True,401,3,37.24888517,-80.4181075,8,1.47,,,,70070,260,11
49,True,,1783617527.0628016,516789812000000,516789812000000,516790328000000,516790070000000,516.0,143.232,143.232,516790.328,516790.328,,516646.8275,True,25,0,False,0,1007,49,143232,143234,143232,0,0,0,0,12.37314,-0.061462,-0.106907,-136.8242,0.078125,-0.146484,981.5527,-0.38375,-1.76625,0.285,30,-28,-45,47.22222,True,45,3,37.24888567,-80.41810767,8,1.47,,,,70741,263,11
50,True,,1783617528.5827281,516791328000000,516791328000000,516791875000000,516791601500000,547.0,144.788,144.788,516791.875,516791.875,,516646.827,True,25,0,False,0,1007,50,144788,144789,144788,0,0,0,0,12.37314,0.249189,-0.396321,-136.7324,1.054688,-1.123047,979.5996,-0.19625,0.23375,-0.215,30,-31,-44,47.77778,True,485,3,37.2488875,-80.41810833,8,1.47,,,,71630,266,12
51,True,,1783617530.1393209,516792890000000,516792890000000,516793406000000,516793148000000,516.0,146.308,146.308,516793.406,516793.406,,516646.8275,True,25,0,False,0,1007,51,146308,146310,146308,0,0,0,0,12.37314,0.17844,-0.223271,-136.6048,2.03125,-2.099609,980.0879,1.24125,1.35875,-0.59,30,-27,-45,47.77778,True,3,3,37.248886,-80.418109,8,1.47,,,,72376,270,12
52,True,,1783617531.6572425,516794406000000,516794406000000,516794937000000,516794671500000,531.0,147.841,147.841,516794.937,516794.937,,516646.8285,True,25,0,False,0,1007,52,147841,147842,147841,0,0,0,0,12.37314,-0.104746,0.128038,-136.9767,1.054688,-0.634766,983.0176,-0.07125,0.23375,-0.215,32,-29,-47,47.22222,True,541,3,37.248882,-80.41810983,8,1.47,,,,73319,272,12
53,True,,1783617533.1966496,516795937000000,516795937000000,516796468000000,516796202500000,531.0,149.375,149.375,516796.468,516796.468,,516646.8275,True,25,0,False,0,1007,53,149375,149377,149375,0,0,0,0,12.37314,-0.078198,-0.088717,-136.8598,1.542969,0.830078,979.5996,-0.69625,-1.20375,-0.215,30,-28,-45,47.77778,True,73,3,37.24887917,-80.418111,8,1.47,,,,74129,276,12
54,True,,1783617534.7276704,516797468000000,516797468000000,516798000000000,516797734000000,532.0,150.906,150.906,516798.0,516798.0,,516646.8275,True,25,0,False,0,1007,54,150906,150907,150906,0,0,0,0,12.37314,-0.0077,0.364693,-136.9888,3.007813,-1.123047,981.0645,-0.13375,-0.45375,0.0975,31,-29,-45,47.22222,True,604,3,37.248878,-80.418112,8,1.47,,,,75008,278,12
55,True,,1783617536.2512107,516799000000000,516799000000000,516799531000000,516799265500000,531.0,152.444,152.444,516799.531,516799.531,,516646.8275,True,25,0,False,0,1007,55,152444,152445,152444,0,0,0,0,12.36518,-0.069941,0.036694,-136.9257,1.054688,1.318359,981.0645,0.17875,2.29625,-0.0275,30,-29,-45,47.77778,True,142,3,37.248879,-80.41811267,8,1.47,,,,75884,282,12
56,True,,1783617537.7900717,516800531000000,516800531000000,516801046000000,516800788500000,515.0,153.958,153.958,516801.046,516801.046,,516646.8275,True,25,0,False,0,1007,56,153958,153959,153958,0,0,0,0,12.36518,0.054703,0.178265,-136.9742,-1.386719,-0.634766,982.041,0.24125,2.48375,0.035,29,-28,-46,47.77778,True,653,3,37.248879,-80.418113,8,1.47,,,,76697,284,12
57,True,,1783617539.3044393,516802046000000,516802046000000,516802687000000,516802366500000,641.0,155.48,155.48,516802.687,516802.687,,516646.828,True,25,0,False,0,1007,57,155480,155482,155480,0,0,0,0,12.36518,-0.240458,0.094933,-136.9381,1.054688,2.294922,981.5527,-0.07125,-0.51625,-0.1525,31,-28,-45,47.77778,True,178,3,37.24887583,-80.41811567,8,1.47,,,,77608,288,12
58,True,,1783617540.9521163,516803703000000,516803703000000,516804359000000,516804031000000,656.0,157.144,157.144,516804.359,516804.359,,516646.828,True,25,0,False,0,1007,58,157144,157146,157144,0,0,0,0,12.36518,-0.158847,0.089643,-136.5106,-0.410156,-1.123047,981.5527,-0.00875,-0.57875,-0.215,31,-29,-44,47.77778,True,842,3,37.24887533,-80.41811683,8,1.47,,,,78411,290,12
59,True,,1783617542.6132066,516805359000000,516805359000000,516805890000000,516805624500000,531.0,158.804,158.804,516805.89,516805.89,,516646.828,True,25,0,False,0,1007,59,158804,158805,158804,0,0,0,0,12.36518,-0.182165,0.240641,-136.3096,2.03125,-2.587891,980.0879,-0.88375,-0.64125,-0.215,31,-28,-48,47.77778,True,499,3,37.248875,-80.418118,8,1.47,,,,79254,294,12
60,True,,1783617544.1499794,516806890000000,516806890000000,516807437000000,516807163500000,547.0,160.332,160.332,516807.437,516807.437,,516646.8305,True,25,0,False,0,1007,60,160332,160334,160332,0,0,0,0,12.36518,-0.184069,0.025556,-137.2417,1.054688,-1.123047,980.0879,-0.07125,0.42125,-0.215,31,-29,-46,47.77778,True,31,3,37.248872,-80.41812083,8,1.47,,,,80024,298,12
61,True,,1783617545.6875422,516808437000000,516808437000000,516808968000000,516808702500000,531.0,161.875,161.875,516808.968,516808.968,,516646.828,True,25,0,False,0,1007,61,161875,161876,161875,0,0,0,0,12.36518,0.269592,-0.431099,-136.8814,-0.898438,0.341797,980.0879,0.74125,0.60875,0.285,30,-30,-44,47.77778,True,570,3,37.24887117,-80.41812217,8,1.47,,,,80943,300,12
62,True,,1783617547.2251415,516809968000000,516809968000000,516810625000000,516810296500000,657.0,163.42,163.42,516810.625,516810.625,,516646.8305,True,25,0,False,0,1007,62,163420,163421,163420,0,0,0,0,12.31681,-0.094147,-0.14255,-136.8251,1.054688,-0.634766,979.5996,-0.25875,-1.95375,0.2225,31,-29,-45,47.77778,True,114,3,37.24886917,-80.41812517,8,1.47,,,,81796,304,12
63,True,,1783617548.8883905,516811640000000,516811640000000,516812203000000,516811921500000,563.0,165.115,165.115,516812.203,516812.203,,516646.828,True,25,0,False,0,1007,63,165115,165116,165115,0,0,0,0,12.31681,-0.090458,0.044255,-137.2733,2.03125,-4.052734,980.0879,0.11625,-0.51625,0.2225,30,-28,-47,47.77778,True,814,3,37.24887117,-80.41812583,8,1.47,,,,82632,306,12
64,True,,1783617550.4635246,516813203000000,516813203000000,516813703000000,516813453000000,500.0,166.629,166.629,516813.703,516813.703,,516646.828,True,25,0,False,0,1007,64,166629,166631,166629,0,0,0,0,12.31681,0.197343,0.221633,-137.4163,1.054688,-3.076172,977.6465,0.30375,2.10875,-0.6525,31,-30,-47,48.33333,True,325,3,37.2488725,-80.41812733,8,1.47,,,,83556,310,13
65,True,,1783617551.974111,516814718000000,516814718000000,516815234000000,516814976000000,516.0,168.14,168.14,516815.234,516815.234,,516646.828,True,25,0,False,0,1007,65,168140,168142,168140,0,0,0,0,12.31681,0.108835,-0.096197,-136.9428,-1.875,-0.146484,980.5762,0.74125,0.85875,-0.2775,29,-28,-47,47.77778,True,836,3,37.2488755,-80.41812683,8,1.47,,,,84212,312,13
