sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649285.731879,510529937000000,510529937000000,510530640000000,510530288500000,703.0,1865.67,1865.67,510530.64,510530.64,,508664.61850000004,False,1,0,0,0,False,0,1007,1117,1865670,1865671,1865670,0,0,368587,533377,11.13297,7.994718,-1.233458,-179.1708,9.804688,-6.972656,980.2344,0.2025,0.3975,-0.34875,31,-17,-52,47.77778,True,133,3,37.2489145,-80.41812483,8,1.37,,,,979761,3272,526
1,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649286.7503521,510530953000000,510530953000000,510531671000000,510531312000000,718.0,1866.673,1866.673,510531.671,510531.671,,508664.62875000003,False,2,0,0,0,False,0,1007,1118,1866673,1866674,1866673,0,0,368587,533377,11.13297,3.656978,-1.960274,-164.3628,11.26953,-5.996094,982.6758,-0.5475,-0.665,-0.09875,28,-16,-53,47.77778,True,208,3,37.248912,-80.41812567,9,1.29,,,,980264,3274,527
2,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649287.7321093,510531937000000,510531937000000,510532687000000,510532312000000,750.0,1867.664,1867.664,510532.687,510532.687,,508664.63899999997,False,3,0,0,0,False,0,1007,1119,1867664,1867665,1867664,0,0,368587,533377,11.14489,2.168483,-1.883076,-158.4647,9.804688,-6.484375,981.6992,-0.235,-0.165,0.27625,30,-18,-52,47.77778,True,175,3,37.24890867,-80.41812267,10,1.14,,,,980769,3276,528
3,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649288.5680993,510532765000000,510532765000000,510533421000000,510533093000000,656.0,1868.491,1868.491,510533.421,510533.421,,508664.62875000003,False,4,0,0,0,False,0,1007,1120,1868491,1868493,1868491,0,0,368587,533377,11.14489,1.567148,-1.451278,-157.0139,7.851563,-7.949219,981.6992,0.2025,0.21,0.46375,29,-16,-52,47.77778,True,46,3,37.24890383,-80.4181175,10,1.14,,,,981239,3278,529
4,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649289.3684833,510533562000000,510533562000000,510534250000000,510533906000000,688.0,1869.312,1869.312,510534.25,510534.25,,508664.61850000004,True,5,0,0,0,False,0,1007,1121,1869312,1869313,1869312,0,0,368587,533377,11.14489,0.947232,-1.285667,-155.2903,11.26953,-5.019531,980.7227,0.5775,2.5225,-0.28625,30,-16,-53,47.77778,True,65,3,37.24890183,-80.41811433,10,1.14,,,,981700,3280,529
5,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649290.2282143,510534437000000,510534437000000,510535140000000,510534788500000,703.0,1870.155,1870.155,510535.14,510535.156,,508664.62600000005,True,6,0,0,0,False,0,1007,1122,1870155,1870157,1870155,0,0,368587,533377,11.14489,0.446197,-1.586686,-153.8696,11.26953,-6.972656,978.7695,-0.235,-1.6025,0.33875,30,-18,-52,47.77778,True,74,3,37.2488995,-80.4181115,10,1.14,,,,982184,3282,529
6,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649291.0681064,510535265000000,510535265000000,510535968000000,510535616500000,703.0,1870.996,1870.996,510535.968,510535.968,,508664.6205,True,7,0,0,0,False,0,1007,1123,1870996,1870998,1870996,0,0,368587,533377,11.14489,0.424845,-1.169945,-153.3036,10.29297,-6.484375,981.2109,-0.235,1.585,0.15125,30,-17,-53,47.77778,True,33,3,37.24889833,-80.41811367,10,1.14,,,,982664,3283,529
7,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649291.8688211,510536078000000,510536078000000,510536796000000,510536437000000,718.0,1871.793,1871.793,510536.796,510536.796,,508664.627,True,8,0,0,0,False,0,1007,1124,1871793,1871794,1871793,0,-0.021503891,368589,533384,11.14489,1.540611,-2.787345,-151.7064,46.91406,-4.53125,991.9531,-0.485,0.21,0.15125,30,-24,-56,47.77778,True,115,3,37.24889833,-80.41811367,10,1.14,,,,983047,3284,530
8,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649292.629928,510536828000000,510536828000000,510537500000000,510537164000000,672.0,1872.553,1872.553,510537.5,510537.5,,508664.6205,True,9,0,0,0,False,0,1007,1125,1872553,1872554,1872553,-0.126598843,-0.126510139,368766,533922,11.14489,2.091507,-5.840063,-153.8036,112.3438,43.80859,974.375,-7.7975,7.71,-8.28625,25,-19,-55,47.77778,True,44,3,37.24889717,-80.418113,10,1.14,,,,983423,3286,531
9,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-4,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,4,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784649293.8183808,510538015000000,510538015000000,510538718000000,510538366500000,703.0,1873.746,1873.746,510538.718,510538.734,,508664.6205,True,10,0,0,0,False,0,1007,1126,1873746,1873747,1873746,-0.18939364,-0.189658897,370106,535433,11.14489,-0.748365,-2.823857,-159.1092,113.3203,-182.7539,1385.996,-1.1725,4.46,4.46375,28,-11,-58,47.77778,True,394,3,37.24889717,-80.41811017,10,1.14,,,,984070,3288,531
