sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784042215.2793508,941473562000000,941473562000000,941474109000000,941473835500000,547.0,324.501,324.501,941474.109,941474.109,,941149.3345,False,1,0,0,0,False,0,1007,1,324501,324502,324501,0,0,0,0,12.11301,-0.374531,0.046903,-128.8365,4.091797,-5.449219,978.9844,-0.48625,1.67875,-0.02625,34,-39,-44,50,True,8,3,37.2492915,-80.418899,11,0.9,,,,153660,434,1
1,True,,1784042215.9040294,941474187000000,941474187000000,941474718000000,941474452500000,531.0,325.133,325.133,941474.718,941474.718,,941149.327,False,2,0,0,0,False,0,1007,2,325133,325135,325133,0,0,0,0,12.11301,-0.222299,-0.215271,-128.9022,3.603516,-3.007813,980.9375,-0.67375,0.49125,0.09875,32,-40,-46,50.55556,True,125,3,37.24929167,-80.4189,11,0.9,,,,154010,436,1
2,True,,1784042216.5492074,941474828000000,941474828000000,941475375000000,941475101500000,547.0,325.767,325.767,941475.375,941475.375,,941149.3345,False,3,0,0,0,False,0,1007,3,325767,325768,325767,0,0,0,0,12.11301,-0.188853,-0.402554,-128.7928,5.556641,-4.472656,981.4258,-1.11125,-0.19625,-0.40125,31,-41,-45,50.55556,True,759,3,37.24929167,-80.4189,11,0.9,,,,154271,436,1
3,True,,1784042217.3223283,941475609000000,941475609000000,941476140000000,941475874500000,531.0,326.537,326.537,941476.14,941476.14,,941149.3345,False,4,0,0,0,False,0,1007,4,326537,326538,326537,0,0,0,0,12.11301,-0.230247,-0.263231,-129.7917,5.068359,-4.472656,979.9609,0.01375,1.11625,0.03625,33,-41,-44,50,True,90,3,37.249292,-80.418901,11,0.9,,,,154753,438,2
4,True,,1784042217.90193,941476187000000,941476187000000,941476750000000,941476468500000,563.0,327.142,327.142,941476.75,941476.75,,941149.3345,True,5,0,0,0,False,0,1007,5,327142,327143,327142,0,0,0,0,12.11301,-0.111482,-0.153979,-129.9206,3.115234,-4.960938,979.9609,-0.67375,-1.07125,-0.02625,31,-40,-46,50.55556,True,77,3,37.249292,-80.41890217,11,0.9,,,,155113,440,2
5,True,,1784042218.4935675,941476781000000,941476781000000,941477500000000,941477140500000,719.0,327.711,327.711,941477.5,941477.5,,941149.3345,True,6,0,0,0,False,0,1007,6,327711,327713,327711,0,0,0,0,12.11301,-0.058962,-0.527384,-129.2382,2.626953,-2.519531,979.4727,-0.42375,-1.57125,0.41125,33,-40,-43,50.55556,True,647,3,37.249292,-80.41890217,11,0.9,,,,155364,440,2
6,True,,1784042219.2879152,941477578000000,941477578000000,941478093000000,941477835500000,515.0,328.507,328.507,941478.093,941478.093,,941149.3345,True,7,0,0,0,False,0,1007,7,328507,328508,328507,0,0,0,0,12.1131,0.038885,-0.52938,-128.5723,3.115234,-2.03125,980.9375,0.26375,0.67875,0.28625,30,-39,-45,50.55556,True,56,3,37.24929233,-80.41890333,11,0.9,,,,155717,442,3
7,True,,1784042219.8713102,941478156000000,941478156000000,941478859000000,941478507500000,703.0,329.091,329.091,941478.859,941478.859,,941149.3345,True,8,0,0,0,False,0,1007,8,329091,329093,329091,0,0,0,0,12.1131,-0.351242,-0.449392,-128.8404,6.044922,-3.007813,980.9375,-1.29875,-1.00875,0.09875,33,-41,-45,50.55556,True,76,3,37.24929317,-80.41890367,12,0.87,,,,156025,444,3
8,True,,1784042220.6107957,941478890000000,941478890000000,941479468000000,941479179000000,578.0,329.82,329.82,941479.468,941479.468,,941149.3345,True,9,0,0,0,False,0,1007,9,329820,329822,329820,0,0,0,0,12.1131,-0.18791,-0.286506,-128.8294,5.556641,-4.472656,981.4258,-0.79875,0.49125,0.16125,33,-42,-45,50,True,805,3,37.24929317,-80.41890367,12,0.87,,,,156380,444,3
9,True,,1784042221.331639,941479609000000,941479609000000,941480406000000,941480007500000,797.0,330.543,330.543,941480.406,941480.406,,941149.336,True,10,0,0,0,False,0,1007,10,330543,330544,330543,-0.021494675,-0.021488535,2,3,12.1131,0.08433,-1.548431,-128.4147,40.22461,2.851563,976.543,0.20125,-2.38375,-2.52625,32,-43,-45,50.55556,True,93,3,37.24929383,-80.41890483,12,0.87,,,,156814,446,4
10,True,,1784042222.1647756,941480453000000,941480453000000,941481125000000,941480789000000,672.0,331.385,331.385,941481.125,941481.125,,941149.3375,True,11,0,0,0,False,0,1007,11,331385,331387,331385,-0.150376795,-0.128820826,393,385,12.1131,0.1488,-1.976399,-123.9825,-76.96289,133.2227,1128.887,-5.67375,22.11625,-2.71375,25,-49,-45,50.55556,True,211,3,37.2492955,-80.41890567,12,0.89,,,,157278,448,5
11,True,,1784042222.8897762,941481171000000,941481171000000,941481937000000,941481554000000,766.0,332.113,332.113,941481.937,941481.937,,941149.34825,True,12,0,0,0,False,0,1007,12,332113,332115,332113,-0.193424443,-0.171932838,1258,1238,12.1131,-0.27198,0.067579,-128.9257,-36.92383,67.30469,1205.059,-4.42375,-16.19625,-1.08875,36,-41,-48,50,True,96,3,37.2492975,-80.41890683,12,0.89,,,,157630,450,5
12,True,,1784042223.6972284,941481984000000,941481984000000,941482765000000,941482374500000,781.0,332.91,332.91,941482.765,941482.765,,941149.359,True,13,0,0,0,False,0,1007,13,332910,332912,332910,-0.1719574,-0.171981969,2227,2194,12.1131,0.487032,-4.219586,-126.2503,113.9551,51.67969,945.7813,7.57625,-13.63375,1.34875,33,-45,-50,50,True,74,3,37.249298,-80.41890817,12,0.89,,,,158049,451,5
13,True,,1784042224.5173845,941482796000000,941482796000000,941483468000000,941483132000000,672.0,333.737,333.737,941483.468,941483.468,,941149.3770000001,True,14,0,0,0,False,0,1007,14,333737,333738,333737,-0.191645135,-0.170278936,3208,3186,12.1131,-1.161948,-1.757838,-125.6236,-61.33789,27.26563,1049.785,-3.67375,-2.63375,-3.77625,29,-40,-49,50.55556,True,159,3,37.249298,-80.41890817,12,0.87,,,,158399,452,6
14,True,,1784042225.2940364,941483578000000,941483578000000,941484390000000,941483984000000,812.0,334.507,334.507,941484.39,941484.39,,941149.395,True,15,0,0,0,False,0,1007,15,334507,334508,334507,-0.185451181,-0.185680039,4134,4126,12.1131,0.775021,-3.456264,-125.6234,204.7754,68.28125,717.7539,-9.42375,14.24125,1.09875,30,-43,-47,50.55556,True,44,3,37.249298,-80.418909,12,0.87,,,,158756,454,7
15,True,,1784042226.3165529,941484593000000,941484593000000,941485437000000,941485015000000,844.0,335.532,335.532,941485.437,941485.437,,941149.3995,True,16,0,0,0,False,0,1007,16,335532,335533,335532,-0.193562682,-0.193895264,5366,5358,12.1131,-4.085584,-1.096246,-126.7655,-6.162109,-234.4531,844.2188,19.51375,-18.32125,-1.02625,30,-41,-46,50.55556,True,223,3,37.24929867,-80.41891067,12,0.87,,,,159371,456,7
16,True,,1784042227.3484914,941485640000000,941485640000000,941486453000000,941486046500000,813.0,336.578,336.578,941486.453,941486.453,,941149.404,True,17,0,0,0,False,0,1007,17,336578,336579,336578,-0.168845813,-0.18984502,6618,6604,12.1131,-0.225237,0.852124,-125.2393,-85.26367,13.10547,853.4961,0.95125,-6.00875,-1.90125,32,-46,-46,50,True,244,3,37.24929933,-80.41891167,12,0.87,,,,159986,458,7
17,True,,1784042228.2732105,941486562000000,941486562000000,941487265000000,941486913500000,703.0,337.489,337.489,941487.265,941487.265,,941149.41025,True,18,0,0,0,False,0,1007,18,337489,337490,337489,-0.148888758,-0.148825643,7700,7701,12.1131,-1.832943,3.43337,-126.1964,-89.6582,-36.21094,849.5898,12.95125,-5.50875,-4.15125,31,-40,-48,50.55556,True,114,3,37.2493,-80.418913,12,0.88,,,,160472,460,8
18,True,,1784042229.3923328,941487671000000,941487671000000,941488328000000,941487999500000,657.0,338.612,338.612,941488.328,941488.328,,941149.404,True,19,0,0,0,False,0,1007,19,338612,338613,338612,0,0,8165,8165,12.11297,0.169694,-1.492589,-116.686,56.33789,-11.79688,970.6836,0.01375,-0.38375,0.28625,25,-54,-45,50.55556,True,322,3,37.2492995,-80.41891383,12,0.86,,,,161087,462,8
19,True,,1784042230.2997086,941488578000000,941488578000000,941489140000000,941488859000000,562.0,339.531,339.531,941489.14,941489.14,,941149.3995,True,20,0,0,0,False,0,1007,20,339531,339532,339531,0,0,8165,8165,12.11297,-0.31525,-1.085647,-116.5437,20.20508,-7.402344,980.4492,0.01375,1.17875,0.09875,25,-52,-46,50,True,118,3,37.24929767,-80.41891367,11,0.9,,,,161569,464,9
20,True,,1784042230.901368,941489187000000,941489187000000,941489937000000,941489562000000,750.0,340.173,340.173,941489.937,941489.937,,941149.395,True,21,0,0,0,False,0,1007,21,340173,340174,340173,0,0,8165,8165,12.11297,-0.34345,-0.896148,-117.0435,18.74023,-4.960938,981.4258,-0.86125,-1.00875,0.09875,27,-53,-46,50.55556,True,133,3,37.24929633,-80.418913,11,0.9,,,,161958,466,9
21,True,,1784042231.6875234,941489968000000,941489968000000,941490625000000,941490296500000,657.0,340.901,340.901,941490.625,941490.625,,941149.3952500001,True,22,0,0,0,False,0,1007,22,340901,340903,340901,0.064484025,0.064465606,8134,8125,12.11297,0.510876,3.346347,-114.407,-52.06055,13.59375,977.0313,-2.73625,2.61625,7.03625,25,-51,-45,50,True,60,3,37.24929533,-80.41891217,11,0.9,,,,162308,467,9
22,True,,1784042232.389556,941490671000000,941490671000000,941491359000000,941491015000000,688.0,341.608,341.608,941491.359,941491.359,,941149.3955000001,True,23,0,0,0,False,0,1007,23,341608,341609,341608,0.171981969,0.171981969,7429,7436,12.11297,-1.7602,2.317352,-119.7561,-69.15039,-149.0039,1352.52,2.38875,-7.82125,8.53625,28,-42,-47,50.55556,True,77,3,37.24929533,-80.41891217,12,0.86,,,,162568,468,9
23,True,,1784042233.3325267,941491609000000,941491609000000,941492375000000,941491992000000,766.0,342.58,342.58,941492.375,941492.375,,941149.3997500001,True,24,0,0,0,False,0,1007,24,342580,342581,342580,0.1719574,0.193452075,6287,6326,12.11297,-2.807309,0.281944,-123.0187,38.75977,-89.92188,927.7148,15.95125,-0.63375,-2.02625,34,-46,-48,51.66667,True,171,3,37.24929417,-80.41891167,12,0.86,,,,163083,470,10
24,True,,1784042234.3026166,941492593000000,941492593000000,941493234000000,941492913500000,641.0,343.519,343.519,941493.234,941493.234,,941149.3955000001,True,25,0,0,0,False,0,1007,25,343519,343520,343519,0.168467712,0.189552705,5154,5210,12.11297,-1.314879,-1.092946,-122.9102,110.0488,40.9375,607.8906,-1.54875,26.80375,12.16125,32,-42,-48,50.55556,True,140,3,37.24929333,-80.41891067,11,0.91,,,,163596,472,11
25,True,,1784042235.3570592,941493640000000,941493640000000,941494296000000,941493968000000,656.0,344.569,344.569,941494.296,941494.296,,941149.399,True,25,0,0,0,False,0,1007,26,344569,344570,344569,0.193452075,0.1719574,3886,3958,12.11297,0.39937,-0.865566,-121.254,76.8457,-9.355469,851.0547,-11.17375,9.05375,9.59875,31,-45,-49,50,True,248,3,37.2492925,-80.41890983,11,0.91,,,,164236,474,11
26,True,,1784042236.2759287,941494562000000,941494562000000,941495296000000,941494929000000,734.0,345.537,345.537,941495.296,941495.296,,941149.399,True,25,0,0,0,False,0,1007,27,345537,345538,345537,0.185042552,0.161912233,2720,2806,12.11297,1.237519,-0.485632,-118.6036,19.7168,85.37109,671.3672,-6.86125,-14.19625,9.53625,30,-47,-49,50,True,161,3,37.2492895,-80.41891033,11,0.91,,,,164759,476,12
