sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784228310.5698245,89561406000000,89561406000000,89561937000000,89561671500000,531.0,177.077,177.077,89561.937,89561.937,,89384.59449999999,False,1,0,0,0,False,0,1007,1,177077,177078,177077,0,0,81,0,11.60101,5.062541,-42.51943,-131.8291,587.7832,-24.13086,1140.742,17.49625,-69.945,-11.4925,15,-46,-35,44.44444,False,4294967295,0,,,0,99.99,,,,33919,0,0
1,True,,1784228311.1397157,89561968000000,89561968000000,89562515000000,89562241500000,547.0,177.646,177.646,89562.515,89562.515,,89384.595,False,2,0,0,0,False,0,1007,2,177646,177647,177646,0,0,81,0,11.60101,4.908914,-42.49829,-131.731,587.2949,-25.5957,1142.207,16.99625,-67.6325,-11.7425,17,-46,-35,44.44444,False,4294967295,0,,,0,99.99,,,,34144,0,0
2,True,,1784228311.7398894,89562562000000,89562562000000,89563109000000,89562835500000,547.0,178.25,178.25,89563.109,89563.109,,89384.59449999999,False,3,0,0,0,False,0,1007,3,178250,178251,178250,0,0,81,0,11.60101,4.993634,-42.35081,-131.7608,585.8301,-22.66602,1140.742,17.55875,-68.195,-11.4925,17,-46,-34,44.44444,False,4294967295,0,,,0,99.99,,,,34144,0,0
3,True,,1784228312.3507318,89563171000000,89563171000000,89563718000000,89563444500000,547.0,178.876,178.876,89563.718,89563.718,,89384.59,False,4,0,0,0,False,0,1007,4,178876,178877,178876,0,0,81,0,11.60101,5.027565,-42.52056,-132.103,584.3652,-23.1543,1142.695,17.30875,-69.32,-11.805,16,-45,-34,44.44444,False,4294967295,0,,,0,99.99,,,,34369,0,0
4,True,,1784228312.943966,89563765000000,89563765000000,89564296000000,89564030500000,531.0,179.447,179.447,89564.296,89564.296,,89384.5855,True,5,0,0,0,False,0,1007,5,179447,179449,179447,0,0,81,0,11.60518,5.049316,-42.55822,-132.3515,584.8535,-22.17773,1139.766,16.74625,-69.695,-11.68,18,-47,-34,44.44444,False,4294967295,0,,,0,99.99,,,,34519,0,0
5,True,,1784228313.5116947,89564343000000,89564343000000,89565078000000,89564710500000,735.0,180.014,180.014,89565.078,89565.078,,89384.59,True,6,0,0,0,False,0,1007,6,180014,180016,180014,0,0,81,0,11.60518,5.041543,-42.54726,-132.0254,586.3184,-21.68945,1140.742,17.18375,-69.3825,-11.3675,17,-45,-33,44.44444,False,4294967295,0,,,0,99.99,,,,34594,0,0
6,True,,1784228314.2903183,89565125000000,89565125000000,89565703000000,89565414000000,578.0,180.798,180.798,89565.703,89565.703,,89384.59449999999,True,7,0,0,0,False,0,1007,7,180798,180799,180798,0,0,81,0,11.60518,5.037638,-41.86598,-131.942,588.2715,-24.13086,1141.23,17.43375,-52.82,-11.555,16,-45,-33,44.44444,False,4294967295,0,,,0,99.99,,,,34819,0,0
7,True,,1784228314.932679,89565765000000,89565765000000,89566406000000,89566085500000,641.0,181.438,181.438,89566.406,89566.406,,89384.595,True,8,0,0,0,False,0,1007,8,181438,181440,181438,0,0,81,0,11.60518,4.892811,-41.7039,-131.4631,584.8535,-24.61914,1139.766,17.05875,-52.7575,-11.305,15,-45,-34,44.44444,False,4294967295,0,,,0,99.99,,,,34961,0,0
8,True,,1784228315.6263027,89566453000000,89566453000000,89567031000000,89566742000000,578.0,182.128,182.128,89567.031,89567.031,,89384.59550000001,True,9,0,0,0,False,0,1007,9,182128,182129,182128,0,0,81,0,11.60518,4.998037,-42.54294,-131.7665,587.2949,-24.61914,1141.719,16.93375,-69.3825,-11.805,16,-45,-33,44.44444,False,4294967295,0,,,0,99.99,,,,35044,0,0
9,True,,1784228316.2587528,89567093000000,89567093000000,89567609000000,89567351000000,516.0,182.765,182.765,89567.609,89567.609,,89384.595,True,10,0,0,0,False,0,1007,10,182765,182766,182765,0,0,81,2,11.60518,4.917314,-42.75336,-131.8075,596.5723,-26.08398,1138.301,17.43375,-70.82,-12.9925,17,-46,-33,44.44444,False,4294967295,0,,,0,99.99,,,,35269,0,0
10,True,,1784228316.8418715,89567671000000,89567671000000,89568250000000,89567960500000,579.0,183.356,183.356,89568.25,89568.25,,89384.59550000001,True,11,0,0,0,False,0,1007,11,183356,183357,183356,-0.0218537,-0.109427436,93,59,11.60518,23.49589,-36.60975,-159.9599,486.2207,24.20898,1169.551,18.30875,-64.07,-83.93,13,-45,-32,44.44444,False,4294967295,0,,,0,99.99,,,,35332,0,0
11,True,,1784228317.47051,89568296000000,89568296000000,89568812000000,89568554000000,516.0,183.979,183.979,89568.812,89568.812,,89384.595,True,12,0,0,0,False,0,1007,12,183979,183980,183979,-0.0859787,-0.0859787,271,416,11.60518,6.612165,-41.71267,-139.1994,569.2285,-24.13086,1182.734,13.49625,-68.7575,-9.4925,19,-43,-34,44.44444,False,4294967295,0,,,0,99.99,,,,35494,0,0
12,True,,1784228318.03354,89568859000000,89568859000000,89569578000000,89569218500000,719.0,184.536,184.536,89569.578,89569.593,,89384.59550000001,True,13,0,0,0,False,0,1007,13,184536,184538,184536,-0.112847044,-0.131786671,677,850,11.60518,5.966009,-42.41336,-136.4446,530.6543,-63.68164,1133.906,17.37125,-64.6325,-10.9925,15,-41,-32,44.44444,False,4294967295,0,,,0,99.99,,,,35727,0,0
13,True,,1784228318.7933376,89569625000000,89569625000000,89570156000000,89569890500000,531.0,185.3,185.3,89570.156,89570.156,,89384.595,True,14,0,0,0,False,0,1007,14,185300,185302,185300,-0.1419651,-0.141602457,1339,1553,11.60518,5.281757,-43.79995,-139.1501,625.3809,-37.31445,1248.652,18.80875,-80.1325,-15.3675,29,-45,-38,44.44444,False,4294967295,0,,,0,99.99,,,,35737,0,0
14,True,,1784228319.3626835,89570187000000,89570187000000,89570921000000,89570554000000,734.0,185.901,185.901,89570.921,89570.921,,89384.59550000001,True,15,0,0,0,False,0,1007,15,185901,185902,185901,-0.138760583,-0.138760583,1882,2111,11.60518,2.847708,-43.36933,-143.9767,561.9043,-126.1816,1030.391,20.12125,-73.2575,-22.4925,19,-35,-43,44.44444,False,4294967295,0,,,0,99.99,,,,35960,0,0
15,True,,1784228320.1337245,89570968000000,89570968000000,89571531000000,89571249500000,563.0,186.643,186.643,89571.531,89571.531,,89384.6,True,16,0,0,0,False,0,1007,16,186643,186644,186643,-0.128986477,-0.150505727,2569,2825,11.60518,3.147054,-42.10001,-147.375,463.2715,-137.9004,1089.961,17.80875,-70.8825,-9.93,21,-35,-48,44.44444,False,4294967295,0,,,0,99.99,,,,36185,0,0
16,True,,1784228320.7406633,89571562000000,89571562000000,89572093000000,89571827500000,531.0,187.261,187.261,89572.093,89572.093,,89384.59550000001,True,17,0,0,0,False,0,1007,17,187261,187263,187261,-0.137095877,-0.137325274,3122,3392,11.60518,5.95729,-44.65881,-147.1326,636.123,12.97852,1015.254,12.80875,-79.3825,-17.8675,18,-39,-47,44.44444,False,4294967295,0,,,0,99.99,,,,36185,0,0
17,True,,1784228321.3225236,89572156000000,89572156000000,89572859000000,89572507500000,703.0,187.849,187.849,89572.859,89572.859,,89384.6,True,18,0,0,0,False,0,1007,18,187849,187850,187849,-0.138675323,-0.138675323,3683,3961,11.60518,4.543385,-42.37709,-146.037,559.9512,-81.25977,1090.938,23.87125,-62.945,-10.8675,15,-34,-48,44.44444,False,4294967295,0,,,0,99.99,,,,36418,0,0
