sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784043845.4853628,943103765000000,943103765000000,943104437000000,943104101000000,672.0,1954.73,1954.73,943104.437,943104.437,,941149.371,False,1,0,0,0,False,0,1007,796,1954730,1954731,1954730,0,0,142687,339084,12.03318,-0.12511,-1.000181,-104.0426,18.74023,-2.519531,980.9375,-1.36125,0.11625,0.59875,15,-58,-47,56.11111,True,780,3,37.24924867,-80.41901867,12,0.82,,,,1171025,3694,545
1,True,,1784043846.1589398,943104437000000,943104437000000,943105218000000,943104827500000,781.0,1955.521,1955.521,943105.218,943105.218,,941149.3387500001,False,2,0,0,0,False,0,1007,797,1955521,1955522,1955521,0,0,142687,339084,12.03318,-0.131805,-0.960556,-104.0941,20.69336,-2.03125,981.9141,-0.67375,0.11625,-0.08875,15,-59,-48,56.11111,True,23,3,37.24924867,-80.41901917,12,0.82,,,,1171426,3696,546
2,True,,1784043846.9362495,943105218000000,943105218000000,943106312000000,943105765000000,1094.0,1956.569,1956.569,943106.312,943106.312,,941149.3065000001,False,3,0,0,0,False,0,1007,798,1956569,1956571,1956569,0,0,142687,339084,12.03318,-0.101782,-0.79348,-104.3605,21.18164,2.363281,981.9141,-0.86125,-1.57125,0.28625,16,-58,-48,56.11111,True,246,3,37.24924867,-80.4190195,12,0.82,,,,1172085,3698,546
3,True,,1784043848.0386615,943106328000000,943106328000000,943107234000000,943106781000000,906.0,1957.48,1957.48,943107.234,943107.234,,941149.30375,False,4,0,0,0,False,0,1007,799,1957480,1957482,1957480,0,0,142687,339084,12.03318,-0.032384,-0.173466,-104.3961,19.22852,1.386719,977.5195,-0.67375,15.74125,-0.65125,15,-59,-47,56.11111,True,114,3,37.24924867,-80.41902,12,0.82,,,,1172615,3700,547
4,True,,1784043848.948985,943107234000000,943107234000000,943108250000000,943107742000000,1016.0,1958.526,1958.526,943108.25,943108.25,,941149.301,True,5,0,0,0,False,0,1007,800,1958526,1958527,1958526,0,0,142687,339084,12.03318,-0.017967,-0.774419,-104.1774,21.66992,0.410156,978.9844,-0.61125,-2.75875,0.34875,15,-59,-48,56.11111,True,244,3,37.24924867,-80.41902033,12,0.82,,,,1173274,3702,547
5,True,,1784043849.9680996,943108250000000,943108250000000,943109281000000,943108765500000,1031.0,1959.573,1959.573,943109.281,943109.281,,941149.2585,True,6,0,0,0,False,0,1007,801,1959573,1959574,1959573,0,0,142687,339084,12.03318,-0.04477,-0.579116,-104.5194,18.74023,0.410156,981.4258,-0.04875,0.11625,-0.15125,17,-61,-47,56.11111,True,245,3,37.24924867,-80.41902083,12,0.84,,,,1173933,3704,547
6,True,,1784043851.0015826,943109281000000,943109281000000,943110296000000,943109788500000,1015.0,1960.481,1960.481,943110.296,943110.296,,941149.301,True,7,0,0,0,False,0,1007,802,1960481,1960482,1960481,0,0,142688,339085,12.03318,0.012957,-0.928874,-104.2754,20.69336,-0.078125,979.9609,-0.98625,1.17875,0.34875,13,-61,-45,56.11111,True,111,3,37.249248,-80.4190215,12,0.82,,,,1174463,3706,548
7,True,,1784043852.0176396,943110296000000,943110296000000,943111343000000,943110819500000,1047.0,1961.525,1961.525,943111.343,943111.343,,941149.2977499999,True,8,0,0,0,False,0,1007,803,1961525,1961527,1961525,-0.063382769,-0.067732277,143054,339481,12.03318,-0.5302,-0.530312,-106.0398,72.45117,-37.1875,929.668,3.07625,2.55375,-0.15125,25,-58,-48,57.77778,True,244,3,37.24924733,-80.41902217,12,0.82,,,,1175122,3708,548
8,True,,1784043853.0553896,943111343000000,943111343000000,943112359000000,943111851000000,1016.0,1962.574,1962.574,943112.359,943112.359,,941149.2945,True,9,0,0,0,False,0,1007,804,1962574,1962575,1962574,-0.125692353,-0.126771834,143845,340289,12.03318,-0.135725,-0.59254,-107.9419,133.9746,73.16406,1084.453,-6.17375,2.49125,6.16125,23,-53,-49,56.11111,True,246,3,37.2492475,-80.41902267,12,0.84,,,,1175781,3710,548
9,True,,1784043854.0794904,943112359000000,943112359000000,943113281000000,943112820000000,922.0,1963.486,1963.486,943113.281,943113.281,,941149.2977499999,True,10,0,0,0,False,0,1007,805,1963486,1963488,1963486,-0.137681715,-0.140369915,144656,341120,12.03318,0.262825,-1.684235,-108.9717,-8.115234,23.35938,1118.145,7.51375,-6.25875,2.53625,21,-57,-50,56.11111,True,114,3,37.24924833,-80.4190235,12,0.82,,,,1176311,3712,549
