sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784043538.896924,942797187000000,942797187000000,942798296000000,942797741500000,1109.0,1648.493,1648.493,942798.296,942798.296,,941149.2485,False,1,0,0,0,False,0,1007,760,1648493,1648494,1648493,0,0,135993,319081,12.06085,-0.9418,-2.166706,-157.5053,42.66602,-13.75,979.9609,-0.23625,-0.38375,0.34875,30,-12,-45,56.66667,True,237,3,37.24928433,-80.41898017,12,0.81,,,,972308,3082,513
1,True,,1784043540.3821363,942798671000000,942798671000000,942799390000000,942799030500000,719.0,1649.626,1649.626,942799.39,942799.39,,941149.3265,False,2,0,0,0,False,0,1007,761,1649626,1649627,1649626,0,0,135993,319081,12.06085,-0.777442,-2.799893,-157.344,41.68945,-13.26172,982.4023,-0.61125,-2.07125,0.28625,30,-13,-46,56.66667,True,332,3,37.24928483,-80.41897967,12,0.81,,,,972978,3084,513
2,True,,1784043541.3499517,942799640000000,942799640000000,942800296000000,942799968000000,656.0,1650.591,1650.591,942800.296,942800.296,,941149.377,False,3,0,0,0,False,0,1007,762,1650591,1650592,1650591,0,0,135993,319081,12.06085,-0.769615,-2.841185,-157.3419,42.66602,-13.26172,979.9609,-0.73625,0.55375,0.28625,29,-13,-47,56.66667,True,164,3,37.24928533,-80.418979,12,0.81,,,,973519,3086,514
3,True,,1784043542.3657339,942800656000000,942800656000000,942801390000000,942801023000000,734.0,1651.609,1651.609,942801.39,942801.39,,941149.39075,False,4,0,0,0,False,0,1007,763,1651609,1651610,1651609,0,0,135993,319081,12.06085,-0.820688,-2.468919,-156.8405,43.1543,-10.82031,980.4492,-0.61125,-0.38375,-0.02625,32,-12,-46,56.66667,True,218,3,37.24928567,-80.41897867,12,0.81,,,,974060,3088,515
4,True,,1784043543.3929234,942801671000000,942801671000000,942802359000000,942802015000000,688.0,1652.644,1652.644,942802.359,942802.359,,941149.377,True,5,0,0,0,False,0,1007,764,1652644,1652645,1652644,0,0,135993,319081,12.08101,-0.997303,-2.222608,-157.1973,42.66602,-14.23828,979.4727,0.07625,1.55375,0.03625,31,-12,-46,56.11111,True,233,3,37.249286,-80.41897833,12,0.81,,,,974601,3090,516
5,True,,1784043544.3743026,942802656000000,942802656000000,942803421000000,942803038500000,765.0,1653.629,1653.629,942803.421,942803.421,,941149.39075,True,6,0,0,0,False,0,1007,765,1653629,1653630,1653629,0,0,135993,319081,12.08101,-1.106606,-2.428545,-157.7052,39.73633,-10.33203,980.4492,-0.23625,-1.32125,-0.08875,30,-12,-48,56.11111,True,183,3,37.24928633,-80.41897767,12,0.81,,,,975142,3092,517
6,True,,1784043545.3611538,942803640000000,942803640000000,942804343000000,942803991500000,703.0,1654.606,1654.606,942804.343,942804.343,,941149.3855,True,7,0,0,0,False,0,1007,766,1654606,1654607,1654606,-0.046324731,-0.0463176,136005,319095,12.08101,-1.367399,-9.074804,-156.3061,214.541,-28.39844,932.5977,0.70125,1.42875,0.28625,28,-13,-48,56.11111,True,176,3,37.24928667,-80.4189775,12,0.81,,,,975683,3094,518
7,True,,1784043546.3648875,942804656000000,942804656000000,942805468000000,942805062000000,812.0,1655.616,1655.616,942805.468,942805.468,,941149.395,True,8,0,0,0,False,0,1007,767,1655616,1655617,1655616,-0.137283508,-0.137158364,136739,319835,12.08101,1.423499,-4.737958,-154.9424,-43.27148,107.3438,1059.063,-0.98625,-3.69625,2.03625,26,-17,-49,56.11111,True,209,3,37.24928683,-80.4189765,12,0.81,,,,976224,3096,519
8,True,,1784043547.3858337,942805671000000,942805671000000,942806500000000,942806085500000,829.0,1656.627,1656.627,942806.5,942806.5,,941149.4045,True,9,0,0,0,False,0,1007,768,1656627,1656628,1656627,-0.137975906,-0.137933743,137766,320867,12.08101,-2.420516,-6.835487,-155.1582,91.00586,-110.918,1162.09,7.01375,1.92875,-0.83875,26,-14,-51,56.66667,True,210,3,37.2492875,-80.41897517,12,0.81,,,,976765,3098,520
9,True,,1784043548.3538325,942806640000000,942806640000000,942807406000000,942807023000000,766.0,1657.59,1657.59,942807.406,942807.406,,941149.407,True,10,0,0,0,False,0,1007,769,1657590,1657591,1657590,-0.160799859,-0.160947291,138784,321880,12.08101,0.985968,-2.608539,-151.5257,94.91211,-81.62109,1236.309,4.07625,1.80375,7.16125,23,-18,-50,56.11111,True,163,3,37.24928883,-80.41897333,12,0.81,,,,977306,3100,521
