sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784157017.2034206,18268031000000,18268031000000,18268687000000,18268359000000,656.0,3440.059,3440.059,18268.687,18268.687,,14828.3,False,1,0,0,0,False,0,1007,1641,3440059,3440060,3440059,0,0,433268,653265,11.64105,-0.190236,-0.23877,-108.8068,3.662109,-4.677734,979.5605,0.16625,-0.605,-0.215,7,-22,-38,47.77778,True,798,3,37.24886417,-80.41804,10,1.3,,,,2066216,6189,1265
1,True,,1784157018.0942261,18268921000000,18268921000000,18269593000000,18269257000000,672.0,3440.961,3440.961,18269.593,18269.593,,14828.298,False,2,0,0,0,False,0,1007,1642,3440961,3440962,3440961,0,0,433268,653265,11.64105,-0.238089,-0.180802,-108.84,2.197266,-5.166016,980.0488,-0.58375,0.8325,0.035,6,-20,-36,47.77778,True,100,3,37.2488655,-80.41804083,10,1.35,,,,2066685,6191,1266
2,True,,1784157019.1919558,18270015000000,18270015000000,18270687000000,18270351000000,672.0,3442.043,3442.043,18270.687,18270.687,,14828.3,False,3,0,0,0,False,0,1007,1643,3442043,3442044,3442043,0,0,433268,653265,11.64105,-0.310872,0.28202,-108.8837,2.197266,-7.607422,982.002,0.72875,1.52,0.285,8,-20,-35,47.77778,True,280,3,37.24886567,-80.41804033,10,1.3,,,,2067352,6193,1267
3,True,,1784157020.1275496,18270953000000,18270953000000,18271703000000,18271328000000,750.0,3443.012,3443.012,18271.703,18271.703,,14828.304,False,4,0,0,0,False,0,1007,1644,3443012,3443013,3443012,0,0,433268,653265,11.64105,-0.389681,0.057994,-108.7342,2.685547,-8.583984,981.5137,-0.33375,0.3325,0.035,8,-22,-37,47.77778,True,169,3,37.2488635,-80.41804117,10,1.3,,,,2067821,6195,1268
4,True,,1784157021.137615,18271968000000,18271968000000,18272734000000,18272351000000,766.0,3443.994,3443.994,18272.734,18272.734,,14828.307999999999,True,5,0,0,0,False,0,1007,1645,3443994,3443996,3443994,0,0,433268,653265,11.64105,-0.330278,0.046539,-108.6683,0.732422,-7.607422,982.4902,-0.20875,-0.105,0.16,7,-21,-36,47.77778,True,187,3,37.24886067,-80.4180435,10,1.35,,,,2068359,6197,1269
5,True,,1784157021.9450338,18272781000000,18272781000000,18273453000000,18273117000000,672.0,3444.793,3444.793,18273.453,18273.453,,14828.312,True,6,0,0,0,False,0,1007,1646,3444793,3444795,3444793,0,0,433268,653265,11.64105,-0.303778,-0.030955,-108.8158,3.173828,-7.119141,979.5605,-0.64625,-0.5425,-0.0275,8,-22,-36,48.33333,True,108,3,37.2488615,-80.418041,10,1.3,,,,2068792,6199,1270
6,True,,1784157023.1905053,18274015000000,18274015000000,18274781000000,18274398000000,766.0,3446.055,3446.055,18274.781,18274.796,,14828.316,True,7,0,0,0,False,0,1007,1647,3446055,3446056,3446055,0,0,433268,653265,11.64105,-0.053401,-0.650319,-108.0958,3.173828,-5.654297,980.0488,0.22875,-0.1675,0.4725,6,-20,-35,47.77778,True,423,3,37.24886167,-80.41803783,10,1.3,,,,2069624,6201,1270
7,True,,1784157024.0863621,18274921000000,18274921000000,18275593000000,18275257000000,672.0,3446.935,3446.935,18275.593,18275.593,,14828.319000000001,True,8,0,0,0,False,0,1007,1648,3446935,3446936,3446935,-0.04298935,-0.04298935,433273,653271,11.64105,0.367567,-3.186253,-106.6622,45.16602,12.90039,1013.252,-1.08375,-0.355,1.41,1,-24,-37,47.77778,True,78,3,37.24886083,-80.41803867,10,1.35,,,,2070093,6203,1271
8,True,,1784157025.1882327,18276015000000,18276015000000,18276875000000,18276445000000,860.0,3448.051,3448.051,18276.875,18276.875,,14828.322000000002,True,9,0,0,0,False,0,1007,1649,3448051,3448052,3448051,-0.161688529,-0.184758527,434176,654215,11.64105,0.729616,-0.859936,-108.1942,-96.92383,22.17773,962.959,0.22875,-14.6675,-1.4025,5,-24,-42,47.77778,True,314,3,37.24886117,-80.418038,10,1.3,,,,2070760,6205,1272
9,True,,1784157026.1020982,18276937000000,18276937000000,18277656000000,18277296500000,719.0,3448.946,3448.946,18277.656,18277.656,,14828.323,True,10,0,0,0,False,0,1007,1650,3448946,3448947,3448946,-0.193452075,-0.193452075,435243,655305,11.64105,0.153821,-1.743074,-110.6464,68.60352,119.834,657.7832,-12.58375,8.395,-1.9025,10,-24,-45,47.77778,True,93,3,37.24886,-80.41804017,10,1.3,,,,2071231,6207,1273
