sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561040.491895,422284687000000,422284687000000,422285515000000,422285101000000,828.0,2270.088,2270.088,422285.515,422285.515,,420015.01300000004,False,1,0,0,0,False,0,1007,960,2270088,2270090,2270088,0,0,251771,400747,11.41318,-1.342172,-0.976833,-92.50587,13.75977,-26.94336,984.0137,-0.3475,0.76375,-0.90125,2,-54,-49,52.77778,True,30,3,37.24857433,-80.41749867,12,0.74,,,,1378159,3640,906
1,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561041.6664822,422285875000000,422285875000000,422286546000000,422286210500000,671.0,2271.203,2271.203,422286.546,422286.546,,420015.01025000005,False,2,0,0,0,False,0,1007,961,2271203,2271204,2271203,0,0,251771,400747,11.41318,-1.267236,-1.495252,-91.87501,12.7832,-23.52539,981.5723,-0.3475,-0.48625,-0.46375,0,-54,-51,52.77778,True,308,3,37.24857433,-80.41749917,12,0.74,,,,1378843,3642,906
2,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561042.6364584,422286843000000,422286843000000,422287562000000,422287202500000,719.0,2272.168,2272.168,422287.562,422287.562,,420015.01300000004,False,3,0,0,0,False,0,1007,962,2272168,2272170,2272168,0,0,251771,400747,11.41318,-1.367373,-0.846519,-92.52781,14.73633,-25.47852,982.5488,-0.0975,0.13875,-0.52625,2,-52,-50,53.33333,True,161,3,37.248574,-80.41750017,12,0.74,,,,1379398,3644,907
3,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561043.62437,422287828000000,422287828000000,422288578000000,422288203000000,750.0,2273.185,2273.185,422288.578,422288.578,,420015.0155,False,4,0,0,0,False,0,1007,963,2273185,2273186,2273185,0,0,251771,400747,11.41318,-1.269693,-1.247399,-91.65955,14.73633,-23.03711,979.6191,-0.7225,-0.86125,-0.40125,-1,-53,-46,52.77778,True,212,3,37.24857417,-80.41750067,12,0.82,,,,1379951,3646,908
4,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561044.6595607,422288859000000,422288859000000,422289531000000,422289195000000,672.0,2274.208,2274.208,422289.531,422289.531,,420015.01300000004,True,5,0,0,0,False,0,1007,964,2274208,2274209,2274208,0,0,251771,400747,11.40901,-1.274202,-0.65174,-91.75765,12.7832,-24.99023,983.0371,0.1525,1.01375,-0.27625,0,-52,-51,52.77778,True,202,3,37.248574,-80.4175015,12,0.74,,,,1380506,3648,909
5,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561045.6537774,422289859000000,422289859000000,422290515000000,422290187000000,656.0,2275.174,2275.174,422290.515,422290.515,,420015.01300000004,True,6,0,0,0,False,0,1007,965,2275174,2275175,2275174,0,0,251771,400747,11.40901,-1.313861,-0.927567,-91.34544,13.27148,-23.03711,980.1074,-1.0975,0.07625,-0.33875,-1,-54,-48,53.88889,True,159,3,37.248574,-80.41750183,12,0.74,,,,1381061,3650,910
6,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561046.616412,422290812000000,422290812000000,422291468000000,422291140000000,656.0,2276.144,2276.144,422291.468,422291.468,,420015.013,True,7,0,0,0,False,0,1007,966,2276144,2276145,2276144,0,-0.021516191,251771,400751,11.40901,-2.220677,-1.630529,-93.88528,72.8418,-59.16992,971.8066,0.4025,2.01375,-7.58875,5,-56,-48,52.77778,True,166,3,37.24857417,-80.41750267,12,0.74,,,,1381616,3652,911
7,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561047.576805,422291781000000,422291781000000,422292468000000,422292124500000,687.0,2277.11,2277.11,422292.468,422292.468,,420015.01300000004,True,8,0,0,0,False,0,1007,967,2277110,2277111,2277110,-0.084589023,-0.126830058,251891,401268,11.40901,-1.740638,-1.49779,-101.9414,-8.212891,-38.66211,1077.764,2.34,-3.73625,-8.21375,11,-60,-48,53.33333,True,164,3,37.24857183,-80.4175045,12,0.82,,,,1382171,3654,912
8,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561048.3064232,422292500000000,422292500000000,422293187000000,422292843500000,687.0,2277.846,2277.846,422293.187,422293.187,,420015.013,True,9,0,0,0,False,0,1007,968,2277846,2277847,2277846,-0.10952302,-0.13163843,252368,401938,11.40901,-0.810246,-3.883975,-109.7504,118.252,5.771484,906.377,-2.285,4.70125,-9.77625,14,-48,-50,53.33333,True,104,3,37.248572,-80.41750433,12,0.82,,,,1382532,3656,913
9,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561049.6968741,422293890000000,422293890000000,422294562000000,422294226000000,672.0,2279.224,2279.224,422294.562,422294.562,,420015.01025,True,10,0,0,0,False,0,1007,969,2279224,2279225,2279224,-0.12896805,-0.150462725,253547,403307,11.40901,-1.353564,-2.413393,-108.4228,49.89258,-89.93164,877.0801,1.965,1.70125,2.34875,12,-49,-51,52.77778,True,382,3,37.24857183,-80.41750517,12,0.74,,,,1383410,3658,913
10,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561050.7193067,422294921000000,422294921000000,422295593000000,422295257000000,672.0,2280.26,2280.26,422295.593,422295.593,,420015.0075,True,11,0,0,0,False,0,1007,970,2280260,2280261,2280260,-0.148030791,-0.126812242,254517,404304,11.40901,-0.725142,-3.209881,-107.5986,125.5762,18.95508,875.6152,1.84,12.38875,-5.02625,12,-47,-51,52.77778,True,229,3,37.24857133,-80.417506,12,0.75,,,,1383973,3660,914
11,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561051.4722495,422295671000000,422295671000000,422296359000000,422296015000000,688.0,2280.993,2280.993,422296.359,422296.359,,420015.01025,True,12,0,0,0,False,0,1007,971,2280993,2280995,2280993,-0.142464368,-0.142291148,255206,405002,11.40901,1.032578,-2.886809,-107.9535,-16.02539,114.1699,1114.385,3.1525,-8.79875,0.03625,12,-49,-47,53.33333,True,45,3,37.248572,-80.417506,12,0.71,,,,1384344,3662,915
12,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561052.6689184,422296875000000,422296875000000,422297578000000,422297226500000,703.0,2282.224,2282.224,422297.578,422297.578,,420015.0075,True,13,0,0,0,False,0,1007,972,2282224,2282225,2282224,0,0,255585,405384,11.40901,-0.601832,-0.183955,-103.7501,-9.189453,-12.29492,983.5254,-0.0975,0.01375,-0.65125,15,-64,-48,52.77778,True,363,3,37.248572,-80.41750617,12,0.82,,,,1385099,3664,915
13,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561053.6739826,422297875000000,422297875000000,422298609000000,422298242000000,734.0,2283.204,2283.204,422298.609,422298.609,,420015.01025,True,14,0,0,0,False,0,1007,973,2283204,2283205,2283204,0,-0.021473202,255585,405386,11.40901,-1.112785,-1.048352,-104.5249,19.13086,-20.10742,980.5957,0.34,0.88875,-2.08875,18,-66,-46,53.33333,True,174,3,37.24857233,-80.41750567,12,0.82,,,,1385654,3666,916
14,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561054.6673188,422298875000000,422298875000000,422299625000000,422299250000000,750.0,2284.201,2284.201,422299.625,422299.625,,420015.013,True,15,0,0,0,False,0,1007,974,2284201,2284202,2284201,0,-0.063459606,255585,405479,11.40114,-0.549364,-1.901259,-108.2961,19.61914,15.04883,993.7793,0.09,0.01375,-15.65125,16,-63,-45,53.33333,True,174,3,37.248572,-80.41750583,12,0.82,,,,1386209,3668,917
15,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561055.643428,422299843000000,422299843000000,422300531000000,422300187000000,688.0,2285.168,2285.168,422300.531,422300.531,,420015.01300000004,True,16,0,0,0,False,0,1007,975,2285168,2285169,2285168,0,-0.063459606,255566,405950,11.40114,1.01859,1.352178,-114.8804,-80.9668,14.56055,970.8301,1.84,0.20125,-21.40125,27,-59,-45,52.77778,True,162,3,37.24857133,-80.41750633,12,0.74,,,,1386766,3670,918
16,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561056.6174421,422300812000000,422300812000000,422301468000000,422301140000000,656.0,2286.136,2286.136,422301.468,422301.468,,420015.013,True,17,0,0,0,False,0,1007,976,2286136,2286137,2286136,0.04298935,-0.064484025,255250,406390,11.40114,0.220422,-0.184932,-127.0724,14.24805,5.771484,869.7559,-1.785,1.13875,-31.02625,30,-40,-47,53.33333,True,164,3,37.24857167,-80.417506,12,0.78,,,,1387321,3672,919
17,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561057.4777098,422301671000000,422301671000000,422302390000000,422302030500000,719.0,2287.0,2287.0,422302.39,422302.39,,420015.01300000004,True,18,0,0,0,False,0,1007,977,2287000,2287002,2287000,-0.021494675,0.021482399,255121,406516,11.40114,-0.539754,-0.169665,-130.6749,10.83008,2.841797,978.1543,-0.2225,1.38875,1.34875,31,-36,-48,52.77778,True,70,3,37.24857183,-80.417506,12,0.78,,,,1387828,3674,920
18,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561058.7090812,422302906000000,422302906000000,422303562000000,422303234000000,656.0,2288.232,2288.232,422303.562,422303.562,,420015.013,True,19,0,0,0,False,0,1007,978,2288232,2288233,2288232,0,0,255121,406516,11.40114,-0.08918,-0.120541,-132.2115,15.22461,0.888672,978.1543,0.0275,0.70125,0.53625,30,-34,-47,52.77778,True,377,3,37.2485715,-80.41750583,12,0.71,,,,1388570,3676,920
19,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561059.6890962,422303890000000,422303890000000,422304578000000,422304234000000,688.0,2289.213,2289.213,422304.578,422304.578,,420015.01300000004,True,20,0,0,0,False,0,1007,979,2289213,2289214,2289213,0,-0.021494675,255121,406521,11.40114,-0.802309,-2.274684,-133.0319,67.95898,-26.45508,967.4121,-0.285,0.45125,-7.90125,36,-39,-47,53.33333,True,174,3,37.24857233,-80.417505,12,0.74,,,,1389133,3678,921
20,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561060.6702714,422304875000000,422304875000000,422305531000000,422305203000000,656.0,2290.194,2290.194,422305.531,422305.531,,420015.013,True,21,0,0,0,False,0,1007,980,2290194,2290195,2290194,-0.0859787,-0.150462725,255244,407167,11.40114,-1.309039,-4.323048,-138.61,96.76758,-14.24805,1009.404,1.6525,-3.42375,-20.52625,30,-32,-48,53.33333,True,174,3,37.2485725,-80.4175045,12,0.74,,,,1389696,3680,922
21,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,3,none,0.5,3,rough,0.064,-0.064,1.65,"2.1,2.1,2.1,2.1",-0.14,-0.14,1784561061.6456213,422305843000000,422305843000000,422306593000000,422306218000000,750.0,2291.166,2291.166,422306.593,422306.593,,420015.01300000004,True,22,0,0,0,False,0,1007,981,2291166,2291167,2291166,-0.107473375,-0.12896805,255898,408016,11.40114,-2.551696,-3.325753,-140.53,50.86914,-44.52148,1092.412,-3.5975,-19.11125,-6.77625,39,-32,-48,53.33333,True,167,3,37.24857283,-80.417506,12,0.74,,,,1390259,3682,923
