sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562598.4209008,423842625000000,423842625000000,423843531000000,423843078000000,906.0,3828.131,3828.131,423843.531,423843.531,,420014.947,False,1,0,0,0,False,0,1007,2151,3828131,3828132,3828131,0,0,604340,968298,11.32493,-0.029213,-0.80771,-105.8352,15.22461,-0.576172,982.5488,-0.8475,0.51375,-0.58875,12,-49,-47,52.22222,True,131,3,37.2485665,-80.41749617,12,0.72,,,,2314773,6756,1875
1,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562599.5301769,423843734000000,423843734000000,423844390000000,423844062000000,656.0,3829.067,3829.067,423844.39,423844.39,,420014.971,False,2,0,0,0,False,0,1007,2152,3829067,3829068,3829067,0,0,604340,968298,11.32493,-0.029162,-0.859637,-105.9298,15.22461,0.888672,980.5957,-0.3475,1.13875,-0.40125,13,-47,-49,52.77778,True,142,3,37.24856567,-80.41749617,12,0.72,,,,2315330,6758,1876
2,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562600.6604385,423844859000000,423844859000000,423845578000000,423845218500000,719.0,3830.196,3830.196,423845.578,423845.578,,420014.995,False,3,0,0,0,False,0,1007,2153,3830196,3830197,3830196,0,0,604340,968298,11.32493,-0.035452,-0.672602,-106.0641,15.22461,-0.576172,981.084,-0.535,1.07625,-0.08875,14,-49,-48,52.77778,True,327,3,37.24856517,-80.41749617,12,0.72,,,,2316016,6760,1876
3,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562601.63193,423845828000000,423845828000000,423846593000000,423846210500000,765.0,3831.162,3831.162,423846.593,423846.593,,420015.00875000004,False,4,0,0,0,False,0,1007,2154,3831162,3831163,3831162,0,0,604340,968298,11.32493,-0.011095,-0.999499,-105.8474,18.1543,-4.482422,980.5957,-0.2225,2.13875,-0.15125,13,-49,-46,52.22222,True,165,3,37.248565,-80.417496,12,0.72,,,,2316573,6762,1877
4,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562602.610228,423846812000000,423846812000000,423847515000000,423847163500000,703.0,3832.159,3832.159,423847.515,423847.515,,420015.00450000004,True,5,0,0,0,False,0,1007,2155,3832159,3832160,3832159,0,0,604340,968298,11.32493,0.000422,-1.041627,-105.7191,15.71289,-1.064453,979.6191,-0.285,0.38875,-0.27625,12,-47,-47,52.77778,True,196,3,37.24856467,-80.41749517,12,0.78,,,,2317126,6764,1878
5,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562603.5918884,423847796000000,423847796000000,423848546000000,423848171000000,750.0,3833.135,3833.135,423848.546,423848.546,,420015.0135,True,6,0,0,0,False,0,1007,2156,3833135,3833136,3833135,0,0,604340,968298,11.32493,0.019606,-1.011895,-105.6131,15.71289,-0.087891,980.5957,-0.41,-0.04875,-0.08875,12,-48,-45,52.22222,True,176,3,37.24856433,-80.417495,12,0.73,,,,2317681,6766,1879
6,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562604.5478327,423848750000000,423848750000000,423849468000000,423849109000000,718.0,3834.084,3834.084,423849.468,423849.468,,420015.0225,True,7,0,0,0,False,0,1007,2157,3834084,3834085,3834084,0,-0.04298935,604340,968314,11.32493,-2.318087,-4.929824,-109.3674,138.2715,-113.3691,1010.869,1.34,-2.11125,-19.71375,12,-49,-48,52.22222,True,152,3,37.248564,-80.4174945,12,0.73,,,,2318236,6768,1880
7,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562605.6739361,423849875000000,423849875000000,423850531000000,423850203000000,656.0,3835.212,3835.212,423850.531,423850.531,,420015.0135,True,8,0,0,0,False,0,1007,2158,3835212,3835213,3835212,-0.150462725,-0.1719574,604690,969287,11.32493,1.284796,0.007541,-121.0274,-16.02539,-72.8418,936.6504,-5.8475,-1.54875,-5.65125,25,-45,-50,52.77778,True,325,3,37.24856367,-80.41749483,12,0.73,,,,2318920,6770,1880
8,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562606.6457076,423850843000000,423850843000000,423851625000000,423851234000000,782.0,3836.185,3836.185,423851.625,423851.625,,420015.0225,True,9,0,0,0,False,0,1007,2159,3836185,3836187,3836185,-0.193452075,-0.193452075,605759,970499,11.32493,2.073554,1.483783,-122.1861,-87.80273,-57.2168,1077.275,0.6525,-7.36125,-0.08875,28,-48,-49,52.77778,True,171,3,37.24856367,-80.4174955,12,0.73,,,,2319475,6772,1881
9,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562607.6243196,423851828000000,423851828000000,423852531000000,423852179500000,703.0,3837.158,3837.158,423852.531,423852.531,,420015.022,True,10,0,0,0,False,0,1007,2160,3837158,3837159,3837158,-0.1719574,-0.21494675,606972,971790,11.32493,0.464008,-1.563577,-122.2222,133.877,-134.8535,867.3145,4.6525,9.26375,0.09875,28,-48,-50,52.22222,True,171,3,37.24856383,-80.4174965,12,0.72,,,,2320032,6774,1882
10,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562608.6117675,423852812000000,423852812000000,423853562000000,423853187000000,750.0,3838.155,3838.155,423853.562,423853.562,,420015.0225,True,11,0,0,0,False,0,1007,2161,3838155,3838157,3838155,-0.159799587,-0.160018091,608269,973129,11.3131,-1.725671,4.625622,-123.0361,-160.0684,-117.2754,1102.178,4.0275,-8.11125,1.66125,27,-39,-47,52.22222,True,197,3,37.24856433,-80.41749833,12,0.77,,,,2320585,6776,1883
11,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562609.6128008,423853812000000,423853812000000,423854484000000,423854148000000,672.0,3839.151,3839.151,423854.484,423854.484,,420015.022,True,12,0,0,0,False,0,1007,2162,3839151,3839152,3839151,-0.021488535,-0.04291578,608788,973696,11.3131,-0.856952,1.444033,-121.6986,-47.27539,-39.15039,972.2949,1.2775,2.13875,-7.46375,27,-46,-45,52.77778,True,195,3,37.24856467,-80.4175,12,0.77,,,,2321138,6778,1884
12,True,,speed-medium_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-5,square0p5x3,rough_permeable_concrete,rough,medium,wifi_baseline,5,none,0.5,3,rough,0.064,-0.064,1.65,2.1;2.1;2.1;2.1,-0.2,-0.2,1784562610.5929315,423854796000000,423854796000000,423855515000000,423855155500000,719.0,3840.151,3840.151,423855.515,423855.515,,420015.02150000003,True,13,0,0,0,False,0,1007,2163,3840151,3840153,3840151,0,-0.046281982,608789,973974,11.3131,-1.485343,-2.968027,-126.8225,52.82227,-45.98633,942.0215,-1.535,9.70125,-19.58875,26,-45,-47,52.77778,True,201,3,37.24856467,-80.4175005,12,0.77,,,,2321691,6780,1885
