sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
122,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559407.7024589,420651906000000,420651906000000,420652562000000,420652234000000,656.0,637.215,637.215,420652.562,420652.562,,420015.0265,True,25,0,0,0,False,0,1007,123,637215,637216,637215,0.021494675,-0.064484025,35967,56508,11.50114,6.040626,-1.30576,173.181,60.14648,10.16602,930.791,2.34,3.07625,-23.02625,8,-8,-45,46.66667,True,128,3,37.24859133,-80.41748183,12,0.76,,,,293289,576,100
123,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559408.824229,420653031000000,420653031000000,420653750000000,420653390500000,719.0,638.363,638.363,420653.75,420653.75,,420015.02749999997,True,25,0,0,0,False,0,1007,124,638363,638364,638363,0,0,35850,56660,11.50114,6.85066,-3.610359,176.5467,3.505859,15.04883,984.502,-0.535,-1.92375,0.09875,0,-11,-48,46.66667,True,342,3,37.24859083,-80.41748183,12,0.76,,,,293919,578,101
124,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559409.7625027,420653968000000,420653968000000,420654671000000,420654319500000,703.0,639.282,639.282,420654.671,420654.671,,420015.0275,True,25,0,0,0,False,0,1007,125,639282,639283,639282,0,0,35850,56660,11.50114,6.146621,-3.126878,177.5284,16.20117,12.11914,982.0605,-0.41,-0.61125,-0.40125,1,-9,-50,47.22222,True,116,3,37.2485905,-80.41748167,12,0.76,,,,294414,580,102
125,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559410.6444724,420654843000000,420654843000000,420655531000000,420655187000000,688.0,640.154,640.154,420655.531,420655.531,,420015.02800000005,True,25,0,0,0,False,0,1007,126,640154,640155,640154,0,0,35850,56660,11.50114,6.872691,-3.794238,178.2695,13.27148,14.56055,982.5488,0.09,-0.04875,-0.65125,2,-12,-51,47.77778,True,74,3,37.24858983,-80.41748133,12,0.76,,,,294913,582,103
126,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559411.4356148,420655640000000,420655640000000,420656281000000,420655960500000,641.0,640.949,640.949,420656.281,420656.281,,420015.0275,True,25,0,0,0,False,0,1007,127,640949,640951,640949,0,-0.021503891,35850,56663,11.50114,7.833831,-5.68866,179.095,58.68164,-14.24805,975.7129,1.4025,-2.11125,-6.40125,3,-15,-49,47.22222,True,46,3,37.24858917,-80.41748117,12,0.76,,,,295349,584,104
127,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559412.3721015,420656578000000,420656578000000,420657328000000,420656953000000,750.0,641.879,641.879,420657.328,420657.328,,420015.0275,True,25,0,0,0,False,0,1007,128,641879,641881,641879,-0.064520894,-0.129171033,35958,57248,11.50114,10.17737,-5.28589,177.2825,-25.79102,-11.80664,860.4785,4.7775,-3.61125,-11.96375,-3,-16,-49,46.66667,True,976,3,37.24858917,-80.41748117,12,0.76,,,,295925,584,105
128,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559413.1634424,420657359000000,420657359000000,420658046000000,420657702500000,687.0,642.695,642.695,420658.046,420658.046,,420015.02749999997,True,25,0,0,0,False,0,1007,129,642695,642697,642695,-0.107473375,-0.150462725,36500,57963,11.50114,12.89546,-14.03666,-167.8473,25.9668,31.65039,808.7207,-3.785,-5.67375,-9.21375,-6,-32,-52,46.66667,True,1792,3,37.24858917,-80.41748117,12,0.76,,,,296368,584,106
129,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559414.0507567,420658250000000,420658250000000,420658968000000,420658609000000,718.0,643.567,643.567,420658.968,420658.968,,420015.02749999997,True,25,0,0,0,False,0,1007,130,643567,643569,643567,-0.150398269,-0.150119595,37247,58797,11.50114,9.036495,-6.136096,-162.2512,-31.65039,-70.40039,1034.795,4.09,-1.54875,-0.77625,-1,-22,-49,46.66667,True,31,3,37.24858583,-80.41748083,12,0.79,,,,296881,586,107
130,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559414.8105555,420659015000000,420659015000000,420659781000000,420659398000000,766.0,644.341,644.341,420659.781,420659.781,,420015.02749999997,True,25,0,0,0,False,0,1007,131,644341,644343,644341,-0.138867305,-0.138888669,37970,59559,11.50114,10.0714,-9.892037,-146.7539,-25.30273,24.32617,1060.186,-2.035,10.57625,2.28625,-4,-27,-49,46.66667,True,805,3,37.24858583,-80.41748083,12,0.79,,,,297167,586,108
131,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559415.787343,420659984000000,420659984000000,420660718000000,420660351000000,734.0,645.302,645.302,420660.718,420660.718,,420015.02749999997,True,25,0,0,0,False,0,1007,132,645302,645303,645302,-0.12896805,-0.12896805,38845,60406,11.48501,3.758915,-9.436815,-141.9671,-9.677734,-36.2207,973.2715,-2.5975,5.57625,-10.15125,-3,-20,-50,47.22222,True,156,3,37.24858467,-80.41748067,12,0.79,,,,297666,588,109
132,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559416.7659853,420660968000000,420660968000000,420661625000000,420661296500000,657.0,646.274,646.274,420661.625,420661.625,,420015.02749999997,True,25,0,0,0,False,0,1007,133,646274,646276,646274,-0.0859787,-0.107473375,39712,61279,11.48501,4.037284,-6.588839,-130.2831,73.33008,-48.91602,957.1582,-2.91,-2.36125,-3.15125,-3,-21,-49,47.22222,True,169,3,37.248584,-80.41748017,12,0.76,,,,298167,590,110
133,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559417.4669328,420661671000000,420661671000000,420662343000000,420662007000000,672.0,646.991,646.991,420662.343,420662.343,,420015.0265,True,25,0,0,0,False,0,1007,134,646991,646992,646991,-0.044130437,-0.044182271,40001,61574,11.48501,3.752208,-9.652188,-121.9696,73.81836,13.58398,949.834,-1.0975,16.63875,0.03625,-5,-27,-51,47.22222,True,70,3,37.24858283,-80.41748,12,0.76,,,,298514,592,111
134,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559418.4544396,420662656000000,420662656000000,420663359000000,420663007500000,703.0,647.976,647.976,420663.359,420663.359,,420015.02749999997,True,25,0,0,0,False,0,1007,135,647976,647977,647976,0,0,40128,61719,11.48501,1.905996,-7.503714,-111.2536,-20.9082,-16.20117,990.8496,0.2775,-0.67375,-1.83875,-6,-28,-48,46.66667,True,148,3,37.24858267,-80.41747967,12,0.76,,,,299143,593,112
135,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559419.2015536,420663406000000,420663406000000,420664078000000,420663742000000,672.0,648.72,648.72,420664.078,420664.078,,420015.02749999997,True,25,0,0,0,False,0,1007,136,648720,648722,648720,0,-0.061396651,40127,61885,11.48501,2.197243,-8.307308,-105.5656,41.10352,-18.1543,1016.24,-1.285,-1.42375,-15.08875,-5,-32,-46,46.66667,True,104,3,37.24858233,-80.41747967,12,0.76,,,,299515,594,114
136,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559420.2070487,420664406000000,420664406000000,420665093000000,420664749500000,687.0,649.743,649.743,420665.093,420665.109,,420015.02749999997,True,25,0,0,0,False,0,1007,137,649743,649744,649743,0.022065219,-0.044117497,40011,62360,11.48501,3.373174,-8.438789,-107.9363,-17.00195,7.236328,960.5762,0.59,-1.54875,-26.71375,-9,-36,-45,47.22222,True,77,3,37.24858167,-80.41747983,12,0.76,,,,300184,596,115
137,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559420.951525,420665156000000,420665156000000,420665937000000,420665546500000,781.0,650.478,650.478,420665.937,420665.937,,420015.0275,True,25,0,0,0,False,0,1007,138,650478,650479,650478,0,-0.022123618,39936,62573,11.48501,1.330169,-6.028272,-101.3179,1.552734,3.818359,971.3184,-0.41,2.38875,-6.46375,-5,-41,-48,46.66667,True,812,3,37.24858167,-80.41747983,12,0.76,,,,300551,596,116
138,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559421.768221,420665968000000,420665968000000,420666750000000,420666359000000,782.0,651.302,651.302,420666.75,420666.75,,420015.0315,True,25,0,0,0,False,0,1007,139,651302,651303,651302,0,0,39936,62575,11.48501,0.335593,-5.017401,-94.31373,-2.841797,-4.482422,987.4316,-1.66,-2.29875,1.28625,-7,-37,-49,46.66667,True,129,3,37.2485815,-80.41747967,12,0.79,,,,300944,597,117
139,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559422.7524548,420666953000000,420666953000000,420667609000000,420667281000000,656.0,652.26,652.26,420667.609,420667.609,,420015.0315,True,25,0,0,0,False,0,1007,140,652260,652261,652260,0,0,39936,62575,11.48501,-0.120665,-3.184431,-88.23378,9.365234,-2.529297,981.084,0.2775,-0.42375,0.03625,-7,-37,-49,47.22222,True,155,3,37.24858167,-80.4174795,12,0.79,,,,301447,599,118
140,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559423.880553,420668078000000,420668078000000,420668796000000,420668437000000,718.0,653.381,653.381,420668.796,420668.796,,420015.033,True,25,0,0,0,False,0,1007,141,653381,653383,653381,0,-0.056430576,39937,62606,11.48501,-0.718455,-3.390683,-92.58895,23.52539,-55.26367,992.3145,2.34,-2.79875,-19.90125,-4,-42,-49,47.22222,True,315,3,37.24858167,-80.41747917,12,0.79,,,,302113,601,119
141,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559424.806415,420669000000000,420669000000000,420669718000000,420669359000000,718.0,654.317,654.317,420669.718,420669.718,,420015.0345,True,25,0,0,0,False,0,1007,142,654317,654319,654317,-0.107473375,-0.150462725,40327,63346,11.48501,1.389226,-3.624591,-94.59696,-59.48242,12.60742,1085.088,11.7775,1.57625,-4.15125,-2,-61,-49,47.22222,True,164,3,37.2485815,-80.41747833,12,0.79,,,,302582,603,120
142,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559425.7291608,420669937000000,420669937000000,420670640000000,420670288500000,703.0,655.25,655.25,420670.64,420670.64,,420015.0375,True,25,0,0,0,False,0,1007,143,655250,655251,655250,-0.150462725,-0.150462725,41057,64249,11.48089,-0.046213,-0.984394,-98.05886,69.91211,17.49023,790.166,-1.41,2.82625,-2.65125,6,-47,-49,47.22222,True,129,3,37.24858083,-80.41747817,12,0.79,,,,303083,605,121
143,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559426.8539891,420671062000000,420671062000000,420671765000000,420671413500000,703.0,656.362,656.362,420671.765,420671.765,,420015.0375,True,25,0,0,0,False,0,1007,144,656362,656363,656362,-0.126919211,-0.126847878,42055,65296,11.48089,1.168457,-0.895079,-98.34534,-72.17773,111.2402,1032.842,-6.035,9.13875,6.09875,4,-53,-50,47.22222,True,306,3,37.24857967,-80.41747867,12,0.79,,,,303717,607,122
144,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559427.761773,420671968000000,420671968000000,420672687000000,420672327500000,719.0,657.285,657.285,420672.687,420672.687,,420015.0375,True,25,0,0,0,False,0,1007,145,657285,657286,657285,-0.150462725,-0.12896805,42882,66170,11.48089,-0.499593,-5.946012,-97.38611,167.0801,-67.4707,745.7324,-2.535,2.38875,2.41125,2,-50,-47,47.22222,True,120,3,37.24857867,-80.41747917,12,0.76,,,,304214,609,123
145,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559428.6907644,420672890000000,420672890000000,420673546000000,420673218000000,656.0,658.203,658.203,420673.546,420673.546,,420015.0375,True,25,0,0,0,False,0,1007,146,658203,658204,658203,-0.107473375,-0.12896805,43722,67038,11.48089,-1.777365,3.599965,-98.61091,-55.57617,-69.91211,847.2949,1.715,9.32625,-5.96375,9,-47,-47,47.22222,True,117,3,37.2485775,-80.41748,12,0.76,,,,304715,611,124
146,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559429.728609,420673937000000,420673937000000,420674640000000,420674288500000,703.0,659.258,659.258,420674.64,420674.64,,420015.033,True,25,0,0,0,False,0,1007,147,659258,659259,659258,0,-0.023165931,44110,67409,11.48089,-1.052004,0.86779,-92.62087,-29.69727,-9.365234,977.1777,-0.66,-4.23625,-0.96375,2,-62,-46,47.22222,True,249,3,37.24857717,-80.41748033,12,0.79,,,,305341,613,125
147,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559430.4890635,420674687000000,420674687000000,420675343000000,420675015000000,656.0,660.001,660.001,420675.343,420675.343,,420015.033,True,25,0,0,0,False,0,1007,148,660001,660003,660001,0,0,44110,67447,11.48089,-0.717186,-0.561148,-91.53588,23.03711,-16.68945,975.7129,-1.0975,-1.36125,-2.02625,3,-63,-47,47.22222,True,105,3,37.248577,-80.41748,12,0.79,,,,305713,615,126
148,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559431.230454,420675437000000,420675437000000,420676093000000,420675765000000,656.0,660.749,660.749,420676.093,420676.093,,420015.033,True,25,0,0,0,False,0,1007,149,660749,660751,660749,0,-0.043764609,44110,67641,11.48089,-0.528461,-0.044495,-97.35574,-36.04492,10.16602,1035.771,4.1525,5.51375,-15.71375,7,-61,-46,46.66667,True,63,3,37.24857717,-80.41747917,12,0.79,,,,306097,616,127
149,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559431.996782,420676203000000,420676203000000,420676890000000,420676546500000,687.0,661.53,661.53,420676.89,420676.89,,420015.0315,True,25,0,0,0,False,0,1007,150,661530,661531,661530,0.044528773,-0.089083911,44005,68045,11.48089,2.295846,-0.14118,-113.0205,-111.2402,157.627,1069.951,-1.535,1.45125,-36.15125,12,-52,-44,47.22222,True,843,3,37.24857717,-80.41747917,12,0.79,,,,306515,616,128
150,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559432.7624805,420676968000000,420676968000000,420677703000000,420677335500000,735.0,662.298,662.298,420677.703,420677.703,,420015.0315,True,25,0,0,0,False,0,1007,151,662298,662300,662298,0.069444335,-0.069444335,43727,68404,11.48089,2.790906,-1.676811,-127.5166,2.529297,21.39648,1027.959,-0.035,-5.54875,-37.02625,23,-49,-46,46.66667,True,140,3,37.24857767,-80.41747883,12,0.79,,,,306838,617,129
151,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559433.714825,420677921000000,420677921000000,420678578000000,420678249500000,657.0,663.23,663.23,420678.578,420678.578,,420015.0315,True,25,0,0,0,False,0,1007,152,663230,663231,663230,0,0,43548,68624,11.48089,2.164322,-2.526886,-129.1268,19.61914,20.41992,958.1348,-0.16,0.88875,-3.33875,27,-41,-45,46.66667,True,128,3,37.248578,-80.41747917,12,0.79,,,,307335,619,130
152,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559434.7825158,420678984000000,420678984000000,420679750000000,420679367000000,766.0,664.31,664.31,420679.75,420679.75,,420015.0315,True,25,0,0,0,False,0,1007,153,664310,664312,664310,0,0.023112554,43548,68648,11.48089,1.025841,-2.081016,-125.6236,34.26758,-1.552734,984.502,-0.41,-2.29875,0.09875,27,-43,-47,47.77778,True,274,3,37.24857833,-80.41747983,12,0.76,,,,307965,621,131
153,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559435.7606454,420679968000000,420679968000000,420680671000000,420680319500000,703.0,665.278,665.278,420680.671,420680.671,,420015.0375,True,25,0,0,0,False,0,1007,154,665278,665279,665278,0,0,43548,68667,11.5086,0.531928,-1.356563,-123.6476,24.99023,-0.087891,977.1777,-0.9725,1.01375,-0.46375,26,-43,-48,47.22222,True,164,3,37.24857867,-80.4174795,12,0.76,,,,308466,623,132
154,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559436.68365,420680890000000,420680890000000,420681593000000,420681241500000,703.0,666.207,666.207,420681.593,420681.593,,420015.0345,True,25,0,0,0,False,0,1007,155,666207,666208,666207,0,0,43548,68667,11.5086,0.325136,-1.01438,-122.7836,12.29492,2.841797,981.5723,-0.8475,-1.54875,-0.40125,26,-44,-48,47.22222,True,132,3,37.24857917,-80.4174785,12,0.76,,,,308967,625,133
155,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559437.8003962,420682000000000,420682000000000,420682625000000,420682312500000,625.0,667.316,667.316,420682.625,420682.625,,420015.0315,True,25,0,0,0,False,0,1007,156,667316,667318,667316,0,0,43548,68667,11.5086,0.253042,-0.9385,-123.6309,11.80664,1.865234,979.1309,-0.16,-0.92375,-0.46375,27,-43,-48,47.22222,True,305,3,37.2485795,-80.417478,12,0.76,,,,309597,627,134
156,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559438.8297412,420683031000000,420683031000000,420683750000000,420683390500000,719.0,668.35,668.35,420683.75,420683.75,,420015.0315,True,25,0,0,0,False,0,1007,157,668350,668352,668350,0,0,43548,68667,11.5086,0.14952,-0.692651,-122.9738,12.29492,0.888672,980.1074,0.0275,0.45125,-0.15125,28,-43,-48,47.22222,True,352,3,37.24858,-80.4174775,12,0.76,,,,310232,629,135
