sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
81,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559366.6873362,420610890000000,420610890000000,420611656000000,420611273000000,766.0,596.226,596.226,420611.656,420611.656,,420015.033,True,25,0,0,0,False,0,1007,82,596226,596228,596226,-0.13839895,-0.13839895,23315,36752,11.48097,11.67177,-6.015254,-164.4712,-120.0293,158.1152,838.0176,-1.2225,7.01375,-7.27625,-3,-20,-50,47.22222,True,101,3,37.2485945,-80.41748117,12,0.78,,,,270604,494,66
82,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559367.7556458,420611953000000,420611953000000,420612625000000,420612289000000,672.0,597.278,597.278,420612.625,420612.625,,420015.0325,True,25,0,0,0,False,0,1007,83,597278,597279,597278,-0.128894396,-0.128655601,24292,37735,11.48097,8.04404,-3.978848,-159.3265,-96.5918,-13.27148,883.916,3.7775,-5.79875,-1.96375,-2,-18,-49,46.66667,True,250,3,37.24859467,-80.41748117,12,0.78,,,,271190,496,67
83,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559368.6293564,420612828000000,420612828000000,420613500000000,420613164000000,672.0,598.144,598.144,420613.5,420613.5,,420015.0325,True,25,0,0,0,False,0,1007,84,598144,598145,598144,-0.126901371,-0.126847878,25089,38564,11.48097,10.16891,-9.410759,-150.5135,-177.1582,48.74023,984.0137,-1.785,8.76375,-1.08875,-1,-31,-47,46.66667,True,71,3,37.24859217,-80.41748067,12,0.78,,,,271647,498,68
84,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559369.556555,420613765000000,420613765000000,420614421000000,420614093000000,656.0,599.082,599.082,420614.421,420614.437,,420015.03150000004,True,25,0,0,0,False,0,1007,85,599082,599084,599082,0,-0.021519268,25407,38889,11.48097,5.831305,-5.322434,-138.6608,-45.32227,-11.31836,1008.916,-0.0975,1.88875,-2.77625,5,-24,-46,46.66667,True,146,3,37.2485905,-80.41747983,12,0.78,,,,272226,500,69
85,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559370.737134,420614937000000,420614937000000,420615656000000,420615296500000,719.0,600.246,600.246,420615.656,420615.656,,420015.0325,True,25,0,0,0,False,0,1007,86,600246,600247,600246,0,-0.021494675,25407,38904,11.48097,4.46184,-6.812357,-131.529,-6.748047,1.376953,985.9668,-0.91,-2.73625,-1.96375,5,-27,-45,47.22222,True,353,3,37.2485895,-80.41748,12,0.78,,,,272952,502,69
86,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559371.7393467,420615937000000,420615937000000,420616703000000,420616320000000,766.0,601.266,601.266,420616.703,420616.703,,420015.0325,True,25,0,0,0,False,0,1007,87,601266,601267,601266,0,-0.069327012,25404,39198,11.48097,4.876101,-7.286092,-130.5087,-18.95508,10.16602,1028.936,-0.5975,-1.42375,-22.33875,2,-27,-44,46.66667,True,217,3,37.24858867,-80.4174805,12,0.78,,,,273540,504,70
87,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559372.5759435,420616781000000,420616781000000,420617468000000,420617124500000,687.0,602.124,602.124,420617.468,420617.468,,420015.03150000004,True,25,0,0,0,False,0,1007,88,602124,602125,602124,0.046346134,-0.069508496,25317,39622,11.48097,8.764945,-11.08872,-135.8025,47.93945,120.0293,1078.252,-2.0975,4.45125,-35.08875,-1,-36,-45,46.66667,True,160,3,37.2485875,-80.417481,12,0.78,,,,273999,506,71
88,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559373.3261833,420617531000000,420617531000000,420618203000000,420617867000000,672.0,602.834,602.834,420618.203,420618.203,,420015.03150000004,True,25,0,0,0,False,0,1007,89,602834,602835,602834,0.021491605,0,25121,39770,11.48097,5.598625,-9.502209,-120.3595,-4.306641,-4.970703,984.502,-0.0975,2.70125,-4.33875,-1,-45,-46,46.66667,True,69,3,37.248586,-80.41748133,12,0.78,,,,274338,508,72
89,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559374.8323152,420619031000000,420619031000000,420619718000000,420619374500000,687.0,604.368,604.368,420619.718,420619.718,,420015.026,True,25,0,0,0,False,0,1007,90,604368,604369,604368,0.02243703,0,25111,39770,11.48097,0.393222,-2.956563,-93.64431,-11.63086,7.236328,992.3145,-0.0975,1.63875,-0.58875,-4,-47,-45,46.66667,True,475,3,37.248586,-80.41748117,12,0.78,,,,275349,510,72
90,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559375.728944,420619937000000,420619937000000,420620593000000,420620265000000,656.0,605.244,605.244,420620.593,420620.593,,420015.021,True,25,0,0,0,False,0,1007,91,605244,605245,605244,0,-0.021494675,24984,39774,11.51705,-0.510531,-4.574402,-92.36195,84.56055,-41.10352,984.9902,-0.0975,-4.29875,-8.27625,-5,-52,-45,46.66667,True,80,3,37.24858617,-80.41748133,12,0.78,,,,275796,512,73
91,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559376.7751987,420620968000000,420620968000000,420621703000000,420621335500000,735.0,606.294,606.294,420621.703,420621.703,,420015.021,True,25,0,0,0,False,0,1007,92,606294,606295,606294,-0.092379263,-0.115456357,25150,40424,11.51705,0.890757,-1.169359,-98.37878,-49.22852,-6.923828,881.9629,0.5275,-6.11125,-10.58875,2,-65,-47,47.22222,True,248,3,37.24858617,-80.41748117,12,0.78,,,,276395,514,74
92,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559377.6971788,420621906000000,420621906000000,420622609000000,420622257500000,703.0,607.22,607.22,420622.609,420622.609,,420015.026,True,25,0,0,0,False,0,1007,93,607220,607221,607220,-0.137786378,-0.160922701,25786,41219,11.51705,2.693422,-0.117336,-100.0051,4.970703,120.0293,949.834,-6.4725,-9.92375,-1.02625,5,-44,-51,46.66667,True,128,3,37.248585,-80.41748167,12,0.78,,,,276865,516,75
93,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559378.8242552,420623031000000,420623031000000,420623687000000,420623359000000,656.0,608.348,608.348,420623.687,420623.687,,420015.021,True,25,0,0,0,False,0,1007,94,608348,608350,608348,-0.12896805,-0.150462725,26753,42337,11.51705,-1.363445,0.002572,-98.98275,-87.31445,-45.98633,1194.951,-0.66,-16.61125,-3.02625,5,-53,-50,46.66667,True,326,3,37.24858367,-80.41748217,12,0.78,,,,277467,518,76
94,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559379.714757,420623921000000,420623921000000,420624656000000,420624288500000,735.0,609.231,609.231,420624.656,420624.656,,420015.03150000004,True,25,0,0,0,False,0,1007,95,609231,609233,609231,-0.150505727,-0.129226503,27569,43151,11.51705,0.524291,-2.15534,-99.019,10.83008,54.59961,1116.826,-5.4725,4.82625,-0.58875,6,-49,-48,47.22222,True,84,3,37.24858267,-80.4174825,12,0.78,,,,277932,520,77
95,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559380.7701464,420624968000000,420624968000000,420625687000000,420625327500000,719.0,610.299,610.299,420625.687,420625.687,,420015.0285,True,25,0,0,0,False,0,1007,96,610299,610300,610299,-0.092464419,-0.092450215,28512,44132,11.51705,0.300045,2.010385,-95.95144,-88.29102,-3.017578,958.623,-2.285,-9.04875,2.28625,5,-51,-47,46.66667,True,265,3,37.24858133,-80.41748317,12,0.78,,,,278527,522,78
96,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559381.6910095,420625890000000,420625890000000,420626609000000,420626249500000,719.0,611.22,611.22,420626.609,420626.609,,420015.0285,True,25,0,0,0,False,0,1007,97,611220,611221,611220,0,-0.046246419,28858,44474,11.51705,0.148723,-1.315288,-94.81986,12.7832,5.283203,1016.729,-1.035,2.82625,-5.02625,4,-66,-47,46.66667,True,122,3,37.24858017,-80.4174835,12,0.78,,,,278993,524,79
97,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559382.721521,420626921000000,420626921000000,420627640000000,420627280500000,719.0,612.254,612.254,420627.64,420627.64,,420015.0265,True,25,0,0,0,False,0,1007,98,612254,612255,612254,0,-0.069519201,28855,44791,11.51705,-0.450586,-0.894033,-104.4879,26.94336,-3.505859,1019.17,2.34,-1.79875,-23.96375,12,-61,-43,46.66667,True,232,3,37.2485795,-80.41748367,12,0.78,,,,279590,526,80
98,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559383.4944167,420627703000000,420627703000000,420628375000000,420628039000000,672.0,613.03,613.03,420628.375,420628.375,,420015.0265,True,25,0,0,0,False,0,1007,99,613030,613031,613030,0.044568343,-0.066852514,28805,45122,11.51705,2.751461,-5.56076,-117.4881,45.98633,-36.2207,976.6895,1.7775,3.76375,-30.77625,13,-62,-47,46.66667,True,145,3,37.24857867,-80.41748367,12,0.78,,,,279990,528,81
99,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559384.7630582,420628968000000,420628968000000,420629625000000,420629296500000,657.0,614.285,614.285,420629.625,420629.625,,420015.021,True,25,0,0,0,False,0,1007,100,614285,614286,614285,0,0,28678,45259,11.51705,1.469673,-2.732351,-110.7774,17.17773,13.0957,982.5488,0.215,0.13875,-0.40125,16,-56,-49,46.66667,True,386,3,37.24857833,-80.41748383,12,0.78,,,,280782,530,81
100,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559385.684798,420629890000000,420629890000000,420630546000000,420630218000000,656.0,615.192,615.192,420630.546,420630.546,,420015.026,True,25,0,0,0,False,0,1007,101,615192,615193,615192,0,0,28678,45259,11.52505,1.175969,-2.413842,-108.858,17.66602,13.58398,981.5723,0.6525,-0.36125,-0.08875,15,-55,-45,46.66667,True,111,3,37.24857833,-80.41748417,12,0.78,,,,281248,532,82
101,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559386.7070556,420630906000000,420630906000000,420631625000000,420631265500000,719.0,616.224,616.224,420631.625,420631.625,,420015.0265,True,25,0,0,0,False,0,1007,102,616224,616225,616224,0,0,28678,45259,11.52505,1.072121,-1.340518,-107.159,18.64258,14.56055,979.6191,-0.66,-0.86125,-0.15125,15,-57,-47,46.66667,True,231,3,37.24857833,-80.4174845,12,0.78,,,,281845,534,83
102,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559387.7467828,420631953000000,420631953000000,420632640000000,420632296500000,687.0,617.263,617.263,420632.64,420632.64,,420015.0285,True,25,0,0,0,False,0,1007,103,617263,617264,617263,0,-0.042527622,28679,45270,11.52505,0.377162,-3.008832,-110.9945,36.70898,18.95508,986.4551,-0.035,1.57625,-14.71375,19,-57,-46,47.22222,True,237,3,37.24857867,-80.41748467,12,0.78,,,,282440,536,84
103,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559388.514046,420632718000000,420632718000000,420633468000000,420633093000000,750.0,618.033,618.033,420633.468,420633.468,,420015.0285,True,25,0,0,0,False,0,1007,104,618033,618035,618033,-0.064484025,-0.12896805,28725,45742,11.52505,0.306697,-5.655319,-118.5234,117.2754,-51.35742,982.5488,0.6525,-3.29875,-19.08875,18,-57,-45,46.66667,True,93,3,37.24857883,-80.417485,12,0.78,,,,282844,538,85
104,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559389.7802904,420633984000000,420633984000000,420634687000000,420634335500000,703.0,619.287,619.287,420634.687,420634.703,,420015.0295,True,25,0,0,0,False,0,1007,105,619287,619288,619287,-0.107550197,-0.150570275,29584,46916,11.52505,2.871477,1.128683,-129.4038,56.72852,58.50586,1039.678,-2.4725,0.51375,-9.40125,32,-43,-49,46.66667,True,390,3,37.248579,-80.41748517,12,0.9,,,,283634,540,85
105,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559390.6878712,420634890000000,420634890000000,420635625000000,420635257500000,735.0,620.226,620.226,420635.625,420635.625,,420015.0295,True,25,0,0,0,False,0,1007,106,620226,620227,620226,-0.148260005,-0.127026361,30399,47837,11.52505,1.245466,-3.592137,-128.8037,115.3223,18.4668,708.623,-11.8475,3.07625,-7.08875,33,-45,-48,47.22222,True,141,3,37.2485795,-80.41748567,12,0.78,,,,284104,542,86
106,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559391.8289874,420636031000000,420636031000000,420636750000000,420636390500000,719.0,621.352,621.352,420636.75,420636.75,,420015.0295,True,25,0,0,0,False,0,1007,107,621352,621354,621352,-0.128894396,-0.150269521,31415,48897,11.52505,3.173668,1.435717,-130.2157,-79.99023,198.1543,979.1309,-9.0975,6.82625,-1.65125,31,-39,-48,46.66667,True,325,3,37.24858017,-80.41748617,12,0.78,,,,284707,544,87
107,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559392.749804,420636953000000,420636953000000,420637609000000,420637281000000,656.0,622.26,622.26,420637.609,420637.609,,420015.0295,True,25,0,0,0,False,0,1007,108,622260,622261,622260,-0.084696158,-0.084660416,32252,49725,11.52505,1.267777,1.244847,-129.2943,-24.81445,38.97461,1067.51,2.0275,-2.42375,-2.58875,31,-42,-44,46.66667,True,111,3,37.24858083,-80.41748683,12,0.78,,,,285169,546,88
108,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559393.4399564,420637640000000,420637640000000,420638312000000,420637976000000,672.0,622.948,622.948,420638.312,420638.312,,420015.0295,True,25,0,0,0,False,0,1007,109,622948,622949,622948,-0.04298935,-0.042897427,32551,50021,11.52505,2.088518,-0.555274,-125.4686,-76.08398,-15.22461,974.248,0.59,2.63875,-1.40125,26,-49,-46,47.22222,True,36,3,37.24858183,-80.41748717,12,0.78,,,,285490,548,89
109,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559394.7959394,420639000000000,420639000000000,420639656000000,420639328000000,656.0,624.307,624.307,420639.656,420639.656,,420015.0295,True,25,0,0,0,False,0,1007,110,624307,624308,624307,0,-0.021494675,32697,50203,11.52505,1.413583,-1.367221,-123.5728,17.17773,21.39648,978.6426,-0.285,-0.42375,-6.08875,33,-55,-46,47.22222,True,411,3,37.24858267,-80.41748717,12,0.74,,,,286365,550,89
110,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559395.7195332,420639921000000,420639921000000,420640578000000,420640249500000,657.0,625.231,625.231,420640.578,420640.578,,420015.0285,True,25,0,0,0,False,0,1007,111,625231,625232,625231,0.021494675,-0.064456401,32694,50499,11.49314,1.098462,-2.876465,-129.3179,53.79883,0.888672,1003.057,2.09,1.95125,-23.40125,33,-48,-44,46.66667,True,124,3,37.24858333,-80.417487,12,0.74,,,,286835,552,90
111,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559396.7449286,420640953000000,420640953000000,420641609000000,420641281000000,656.0,626.262,626.262,420641.609,420641.609,,420015.02800000005,True,25,0,0,0,False,0,1007,112,626262,626263,626262,0.021180001,-0.04234212,32580,50963,11.49314,3.506375,-0.425306,-137.3443,-5.283203,65.83008,982.5488,1.6525,-4.61125,-21.90125,29,-36,-43,46.66667,True,228,3,37.24858433,-80.417487,12,0.74,,,,287434,554,91
112,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559397.468283,420641671000000,420641671000000,420642328000000,420641999500000,657.0,626.99,626.99,420642.328,420642.328,,420015.02800000005,True,25,0,0,0,False,0,1007,113,626990,626992,626990,0,0,32536,50987,11.49314,2.385807,-1.616361,-136.1864,32.31445,24.81445,968.3887,-0.5975,1.38875,0.09875,24,-30,-47,46.66667,True,71,3,37.24858483,-80.41748683,12,0.74,,,,287795,556,92
113,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559398.7931173,420643000000000,420643000000000,420643703000000,420643351500000,703.0,628.336,628.336,420643.703,420643.703,,420015.0265,True,25,0,0,0,False,0,1007,114,628336,628337,628336,0,0,32536,50987,11.49314,1.290743,-0.77547,-132.2991,-3.818359,7.724609,980.5957,0.0275,0.88875,-0.08875,25,-31,-47,47.22222,True,435,3,37.24858517,-80.4174865,12,0.76,,,,288630,558,92
114,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559399.7733955,420643968000000,420643968000000,420644640000000,420644304000000,672.0,629.284,629.284,420644.64,420644.64,,420015.0265,True,25,0,0,0,False,0,1007,115,629284,629285,629284,0,-0.064336969,32536,51013,11.49314,1.49552,-2.22886,-139.2125,28.89648,14.07227,1013.799,-2.16,2.32625,-22.96375,27,-31,-46,47.22222,True,148,3,37.2485855,-80.41748633,12,0.76,,,,289098,560,93
115,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559400.7347972,420644937000000,420644937000000,420645640000000,420645288500000,703.0,630.261,630.261,420645.64,420645.64,,420015.0275,True,25,0,0,0,False,0,1007,116,630261,630262,630261,-0.091647769,-0.137660316,32672,51705,11.49314,3.594975,-1.79446,-142.6447,-18.4668,18.4668,970.8301,-3.41,-5.29875,-10.27625,28,-33,-48,46.66667,True,181,3,37.24858583,-80.41748617,12,0.76,,,,289566,562,94
116,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559401.5119874,420645718000000,420645718000000,420646375000000,420646046500000,657.0,631.02,631.02,420646.375,420646.375,,420015.0265,True,25,0,0,0,False,0,1007,117,631020,631022,631020,-0.128986477,-0.150484223,33257,52428,11.49314,-1.791186,2.044515,-150.8754,-94.15039,-86.51367,901.0059,9.1525,-8.54875,-0.77625,28,-15,-47,46.66667,True,99,3,37.2485865,-80.417486,12,0.76,,,,289956,564,95
117,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559402.7807324,420646984000000,420646984000000,420647703000000,420647343500000,719.0,632.309,632.309,420647.703,420647.703,,420015.0265,True,25,0,0,0,False,0,1007,118,632309,632310,632309,-0.138867305,-0.161986939,34432,53706,11.49314,0.543847,0.13717,-152.0217,-35.55664,-1.552734,1059.697,-4.285,4.63875,-9.58875,29,-17,-50,47.22222,True,409,3,37.24858767,-80.41748517,12,0.76,,,,290760,566,95
118,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559403.71205,420647906000000,420647906000000,420648640000000,420648273000000,734.0,633.227,633.227,420648.64,420648.64,,420015.0275,True,25,0,0,0,False,0,1007,119,633227,633228,633227,-0.127044237,-0.148155729,35269,54559,11.49314,0.40571,0.483418,-152.7989,-42.39258,-46.96289,876.1035,0.9025,4.63875,1.59875,23,-13,-47,47.22222,True,118,3,37.2485885,-80.417484,12,0.76,,,,291228,568,96
119,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559404.8344572,420649031000000,420649031000000,420649750000000,420649390500000,719.0,634.353,634.353,420649.75,420649.75,,420015.0275,True,25,0,0,0,False,0,1007,120,634353,634355,634353,-0.042970934,-0.064309471,36259,55540,11.49314,0.639212,3.099402,-149.3411,-37.50977,-8.388672,921.5137,0.9025,0.57625,-4.27625,21,-16,-43,47.22222,True,325,3,37.24858983,-80.41748317,12,0.76,,,,291834,570,97
120,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559405.7645066,420649968000000,420649968000000,420650671000000,420650319500000,703.0,635.315,635.315,420650.671,420650.671,,420015.0265,True,25,0,0,0,False,0,1007,121,635315,635316,635315,0,-0.023119657,36263,55581,11.50114,0.757079,-2.355788,-148.3044,22.54883,-13.75977,979.6191,0.215,-1.11125,-10.21375,21,-18,-43,47.22222,True,168,3,37.24859117,-80.41748217,12,0.76,,,,292293,572,98
121,True,,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,rough_permeable_concrete,rough,low,wifi_baseline,1,none,0.5,3,rough,0.076,-0.076,1.65,-0.14,-0.14,1784559406.7804294,420650984000000,420650984000000,420651703000000,420651343500000,719.0,636.291,636.291,420651.703,420651.703,,420015.0265,True,25,0,0,0,False,0,1007,122,636291,636292,636291,0.04298935,-0.064484025,36223,56057,11.50114,4.794017,-3.177477,-164.4581,45.00977,-24.99023,940.5566,1.715,3.20125,-36.02625,14,-13,-45,46.66667,True,176,3,37.24859183,-80.41748183,12,0.76,,,,292790,574,99
