sample_idx,cycle_ok,error,run_id,route,surface,surface_profile,speed_label,network_condition,trial_id,attack_type,square_side_length_m,square_repeats,square_turn_profile,square_turn_left_cmd,square_turn_right_cmd,square_turn_seconds,square_turn_schedule_s,square_straight_left_cmd,square_straight_right_cmd,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648605.1809373,509849375000000,509849375000000,509850125000000,509849750000000,750.0,1185.195,1185.195,509850.125,509850.125,,508664.555,False,1,0,0,0,False,0,1007,522,1185195,1185196,1185195,0,0,150849,220558,11.1891,0.383719,-0.03409,-164.8279,11.26953,1.816406,980.7227,-0.2975,16.0225,0.08875,34,-10,-56,47.77778,True,6,3,37.24887067,-80.41810583,11,1.05,,,,588793,1912,240
1,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648606.2447708,509850453000000,509850453000000,509851109000000,509850781000000,656.0,1186.157,1186.157,509851.109,509851.109,,508664.5895,False,2,0,0,0,False,0,1007,523,1186157,1186158,1186157,0,0,150849,220558,11.1891,0.301484,-0.501091,-164.8123,10.78125,5.722656,979.2578,-0.11,0.085,0.08875,35,-10,-57,47.77778,True,35,3,37.24887033,-80.418106,11,1.05,,,,589400,1914,240
2,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648607.117177,509851312000000,509851312000000,509852031000000,509851671500000,719.0,1187.036,1187.036,509852.031,509852.031,,508664.624,False,3,0,0,0,False,0,1007,524,1187036,1187038,1187036,0,0,150849,220558,11.1891,0.371673,-0.890907,-164.5906,10.78125,5.234375,980.2344,-0.0475,-1.54,-0.09875,37,-11,-57,47.77778,True,54,3,37.24887083,-80.41810733,11,1.05,,,,589919,1915,240
3,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648607.882662,509852078000000,509852078000000,509852734000000,509852406000000,656.0,1187.802,1187.802,509852.734,509852.75,,508664.614,False,4,0,0,0,False,0,1007,525,1187802,1187803,1187802,0,0,150849,220558,11.1891,0.223035,-0.771074,-164.476,8.339844,5.234375,978.7695,-0.2975,-0.3525,0.02625,37,-10,-56,47.77778,True,119,3,37.24887083,-80.41810733,11,1.05,,,,590271,1916,241
4,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648608.6767917,509852875000000,509852875000000,509853687000000,509853281000000,812.0,1188.587,1188.587,509853.687,509853.687,,508664.624,True,5,0,0,0,False,0,1007,526,1188587,1188588,1188587,0,0,150849,220558,11.1891,0.284731,-0.209323,-164.4322,12.73438,5.722656,979.7461,-0.485,1.335,0.02625,36,-11,-55,47.77778,True,43,3,37.24887083,-80.418108,11,1.05,,,,590651,1918,242
5,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648609.7717202,509853968000000,509853968000000,509854625000000,509854296500000,657.0,1189.697,1189.697,509854.625,509854.625,,508664.614,True,6,0,0,0,False,0,1007,527,1189697,1189698,1189697,0,0,150849,220558,11.1891,0.138202,-0.681124,-164.5986,11.75781,2.792969,983.6523,-0.1725,0.71,0.02625,37,-11,-55,47.22222,True,308,3,37.24887117,-80.41810933,11,1.05,,,,591291,1920,242
6,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648610.8085742,509855015000000,509855015000000,509855765000000,509855390000000,750.0,1190.726,1190.726,509855.765,509855.765,,508664.624,True,7,0,0,0,False,0,1007,528,1190726,1190727,1190726,0,0,150849,220558,11.1891,0.577264,-0.822338,-165.1445,11.26953,5.234375,979.7461,-0.735,-0.665,0.15125,37,-12,-56,47.77778,True,228,3,37.248871,-80.41810933,11,1.05,,,,591800,1922,243
7,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648611.7295303,509855937000000,509855937000000,509856640000000,509856288500000,703.0,1191.673,1191.673,509856.64,509856.64,,508664.61975,True,8,0,0,0,False,0,1007,529,1191673,1191674,1191673,-0.046346134,-0.06952991,150861,220573,11.1891,1.889422,-5.105567,-161.4347,79.62891,25.25391,977.3047,-1.1725,3.2725,7.83875,31,-14,-60,47.77778,True,145,3,37.24887183,-80.41811133,11,1.05,,,,592311,1924,244
8,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648612.700213,509856906000000,509856906000000,509857562000000,509857234000000,656.0,1192.617,1192.617,509857.562,509857.562,,508664.61699999997,True,9,0,0,0,False,0,1007,530,1192617,1192618,1192617,-0.171883736,-0.150140994,151594,221263,11.1891,-0.757464,0.556928,-161.6237,-107.3828,66.75781,771.7383,-3.9225,-12.54,-0.72375,34,-8,-60,47.77778,True,149,3,37.24887217,-80.418111,11,1.05,,,,592822,1926,245
9,True,,speed-medium_surface-smooth_kitchen_floor_latency-wifi_baseline_route-square0p5x3_attack-none_trial-1,square0p5x3,smooth_kitchen_floor,smooth,medium,wifi_baseline,1,none,0.5,3,smooth,0.076,-0.076,1.59,,-0.2,-0.2,1784648613.7734413,509857968000000,509857968000000,509858687000000,509858327500000,719.0,1193.691,1193.691,509858.687,509858.687,,508664.62049999996,True,10,0,0,0,False,0,1007,531,1193691,1193692,1193691,-0.193590354,-0.194507976,152905,222553,11.14505,0.057323,-0.032036,-162.0103,91.83594,70.17578,775.1563,-11.11,0.3975,0.33875,31,-7,-58,47.77778,True,271,3,37.2488725,-80.418109,12,1.02,,,,593477,1928,245
