sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784067802.3030815,967060593000000,967060593000000,967061187000000,967060890000000,594.0,425.432,425.432,967061.187,967061.187,,966635.458,False,1,0,0,0,False,0,1007,127,425432,425433,425432,0,0,7709,-5702,12.04501,24.60096,-1.180196,-176.9465,-73.73047,74.05273,1001.191,2.34375,-7.58,-61.27125,30,-63,-50,47.77778,False,4294967295,0,,,0,99.99,,,,93825,0,0
1,True,,1784067802.9085925,967061187000000,967061187000000,967061812000000,967061499500000,625.0,426.017,426.017,967061.812,967061.812,,966635.47025,False,2,0,0,0,False,0,1007,128,426017,426018,426017,0,0,7709,-5702,12.04501,24.4225,-1.251194,-177.2554,-75.68359,73.56445,1003.145,2.59375,-8.205,-61.95875,29,-62,-49,47.22222,False,4294967295,0,,,0,99.99,,,,93914,0,0
2,True,,1784067803.5357096,967061812000000,967061812000000,967062328000000,967062070000000,516.0,426.636,426.636,967062.328,967062.343,,966635.458,False,3,0,0,0,False,0,1007,129,426636,426637,426636,0,0,7709,-5702,12.04501,24.35022,-0.854007,-178.0299,-73.73047,73.56445,1005.098,2.15625,-7.1425,-61.58375,30,-63,-51,46.66667,False,4294967295,0,,,0,99.99,,,,94139,0,0
3,True,,1784067804.0601044,967062343000000,967062343000000,967063140000000,967062741500000,797.0,427.203,427.203,967063.14,967063.14,,966635.47025,False,4,0,0,0,False,0,1007,130,427203,427204,427203,0,0,7709,-5702,12.04501,24.40373,-0.777632,-177.4156,-73.73047,74.05273,1002.656,2.15625,-7.455,-61.83375,29,-61,-51,47.22222,False,4294967295,0,,,0,99.99,,,,94139,0,0
4,True,,1784067804.8597429,967063140000000,967063140000000,967063859000000,967063499500000,719.0,428.004,428.004,967063.859,967063.859,,966635.4825,True,5,0,0,0,False,0,1007,131,428004,428005,428004,0,0,7709,-5702,12.04501,24.5647,-0.999489,-177.6863,-75.19531,74.54102,1003.633,2.28125,-5.8925,-61.77125,30,-64,-51,47.22222,False,4294967295,0,,,0,99.99,,,,94364,0,0
5,True,,1784067805.5940554,967063875000000,967063875000000,967064468000000,967064171500000,593.0,428.706,428.706,967064.468,967064.468,,966635.474,True,6,0,0,0,False,0,1007,132,428706,428707,428706,0,0,7709,-5702,12.04501,24.20143,-0.726691,-177.413,-75.19531,74.05273,1000.215,2.90625,-7.1425,-61.64625,31,-62,-50,47.22222,False,4294967295,0,,,0,99.99,,,,94589,0,0
6,True,,1784067806.187637,967064468000000,967064468000000,967065187000000,967064827500000,719.0,429.303,429.303,967065.187,967065.187,,966635.4825,True,7,0,0,0,False,0,1007,133,429303,429305,429303,0,0,7709,-5702,12.04501,24.61188,-1.720358,-178.228,-76.17188,72.58789,1003.145,2.21875,-7.33,-61.64625,28,-63,-50,47.22222,False,4294967295,0,,,0,99.99,,,,94602,0,0
7,True,,1784067806.909421,967065187000000,967065187000000,967065906000000,967065546500000,719.0,430.054,430.054,967065.906,967065.906,,966635.4875,True,8,0,0,0,False,0,1007,134,430054,430055,430054,0,0,7709,-5702,12.04501,24.79306,-0.903936,-178.4825,-74.70703,76.00586,1004.609,1.65625,-8.2675,-61.83375,30,-62,-51,47.22222,False,4294967295,0,,,0,99.99,,,,94814,0,0
8,True,,1784067807.6257694,967065906000000,967065906000000,967066515000000,967066210500000,609.0,430.735,430.735,967066.515,967066.515,,966635.4825,True,9,0,0,0,False,0,1007,135,430735,430736,430735,0,0,7709,-5702,12.04501,24.84034,-0.861384,-178.3905,-76.17188,75.51758,1003.145,2.46875,-6.455,-62.02125,30,-64,-49,47.22222,False,4294967295,0,,,0,99.99,,,,95039,0,0
9,True,,1784067808.236117,967066515000000,967066515000000,967067140000000,967066827500000,625.0,431.354,431.354,967067.14,967067.14,,966635.479,True,10,0,0,0,False,0,1007,136,431354,431356,431354,0,0.021500818,7709,-5714,12.04501,25.16926,-0.836944,179.2892,-71.77734,69.16992,1002.656,2.28125,-6.5175,-58.77125,27,-62,-52,47.22222,False,4294967295,0,,,0,99.99,,,,95101,0,0
