sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784043407.2606757,942665546000000,942665546000000,942666296000000,942665921000000,750.0,1516.585,1516.585,942666.296,942666.296,,941149.336,False,1,0,0,0,False,0,1007,674,1516585,1516586,1516585,0,0,122078,272052,12.0651,-0.763154,-1.14168,-132.513,24.11133,-9.355469,981.4258,-0.36125,-1.44625,0.28625,32,-33,-49,56.11111,True,14,3,37.24926433,-80.41897417,12,0.86,,,,893299,2818,443
1,True,,1784043408.4258623,942666703000000,942666703000000,942667359000000,942667031000000,656.0,1517.654,1517.654,942667.359,942667.375,,941149.3565,False,2,0,0,0,False,0,1007,675,1517654,1517655,1517654,0,0,122078,272052,12.0651,-0.730564,-1.098407,-133.0722,23.13477,-7.402344,978.4961,-0.73625,-0.32125,-0.08875,34,-35,-47,56.11111,True,270,3,37.249264,-80.41897433,12,0.86,,,,893867,2820,444
2,True,,1784043409.4119616,942667703000000,942667703000000,942668453000000,942668078000000,750.0,1518.668,1518.668,942668.453,942668.453,,941149.377,False,3,0,0,0,False,0,1007,676,1518668,1518669,1518668,0,0,122078,272052,12.0651,-0.658638,-1.345963,-132.9511,25.57617,-8.378906,978.4961,-0.11125,0.74125,0.28625,33,-34,-46,56.11111,True,212,3,37.249264,-80.41897483,12,0.81,,,,894435,2822,445
3,True,,1784043410.4216383,942668703000000,942668703000000,942669375000000,942669039000000,672.0,1519.648,1519.648,942669.375,942669.375,,941149.384,False,4,0,0,0,False,0,1007,677,1519648,1519649,1519648,0,0,122078,272052,12.0651,-0.62525,-1.535398,-132.8371,26.06445,-8.867188,981.4258,-0.61125,-1.50875,0.22375,32,-35,-47,56.66667,True,177,3,37.24926433,-80.41897533,12,0.81,,,,895003,2824,446
4,True,,1784043411.4041576,942669687000000,942669687000000,942670500000000,942670093500000,813.0,1520.633,1520.633,942670.5,942670.5,,941149.391,True,5,0,0,0,False,0,1007,678,1520633,1520634,1520633,0,0,122078,272052,12.0651,-0.841219,-1.147863,-132.4586,22.64648,-9.84375,979.4727,-1.23625,-0.50875,0.53625,33,-35,-47,56.66667,True,183,3,37.2492645,-80.41897567,12,0.86,,,,895571,2826,447
5,True,,1784043412.3997605,942670687000000,942670687000000,942671421000000,942671054000000,734.0,1521.635,1521.635,942671.421,942671.421,,941149.4005,True,6,0,0,0,False,0,1007,679,1521635,1521637,1521635,0,0,122078,272052,12.08126,-0.626648,-1.216578,-132.5695,23.13477,-7.890625,981.9141,-0.73625,-1.07125,0.16125,32,-37,-47,56.11111,True,201,3,37.24926467,-80.418976,12,0.86,,,,896139,2828,448
6,True,,1784043413.409562,942671687000000,942671687000000,942672343000000,942672015000000,656.0,1522.634,1522.634,942672.343,942672.343,,941149.391,True,7,0,0,0,False,0,1007,680,1522634,1522636,1522634,0,-0.064622502,122078,272065,12.08126,-0.588931,-1.369444,-132.0081,34.36523,-5.9375,985.332,-0.61125,1.05375,-0.77625,33,-39,-46,56.11111,True,198,3,37.249265,-80.41897667,12,0.86,,,,896707,2830,449
7,True,,1784043414.3916175,942672671000000,942672671000000,942673359000000,942673015000000,688.0,1523.627,1523.627,942673.359,942673.359,,941149.3895,True,8,0,0,0,False,0,1007,681,1523627,1523628,1523627,-0.107473375,-0.12896805,122265,272653,12.08126,-1.732078,0.01794,-136.2972,38.27148,20.91797,1083.965,-6.73625,-9.13375,-2.21375,35,-29,-49,56.11111,True,189,3,37.24926533,-80.41897717,12,0.86,,,,897275,2832,450
8,True,,1784043415.393359,942673671000000,942673671000000,942674343000000,942674007000000,672.0,1524.625,1524.625,942674.343,942674.343,,941149.388,True,9,0,0,0,False,0,1007,682,1524625,1524626,1524625,-0.147843778,-0.147781546,123116,273638,12.08126,-2.558735,-2.576711,-139.1619,41.20117,-74.78516,930.6445,9.01375,-11.75875,-9.27625,31,-29,-47,56.11111,True,197,3,37.24926683,-80.418978,12,0.81,,,,897843,2834,451
9,True,,1784043416.4155765,942674703000000,942674703000000,942675359000000,942675031000000,656.0,1525.643,1525.643,942675.359,942675.359,,941149.388,True,10,0,0,0,False,0,1007,683,1525643,1525644,1525643,-0.147864534,-0.147802284,124150,274756,12.08126,-1.018089,-4.803978,-144.8717,90.0293,-18.63281,768.5352,-3.86125,7.74125,-8.71375,39,-27,-49,56.11111,True,217,3,37.2492685,-80.41897783,12,0.81,,,,898411,2836,452
10,True,,1784043417.3991313,942675687000000,942675687000000,942676531000000,942676109000000,844.0,1526.627,1526.627,942676.531,942676.531,,941149.388,True,11,0,0,0,False,0,1007,684,1526627,1526628,1526627,-0.150462725,-0.1719574,125185,275830,12.08126,0.121034,-2.33591,-143.229,59.26758,-182.207,1109.355,4.07625,8.30375,1.97375,31,-29,-51,56.11111,True,182,3,37.24927,-80.41897717,12,0.81,,,,898979,2838,453
11,True,,1784043418.3805184,942676671000000,942676671000000,942677359000000,942677015000000,688.0,1527.636,1527.636,942677.359,942677.359,,941149.388,True,12,0,0,0,False,0,1007,685,1527636,1527637,1527636,-0.161862467,-0.161862467,126252,276927,12.08126,-0.445734,-0.108182,-144.4499,-125.3027,-161.6992,1045.391,18.32625,-3.25875,3.03625,37,-27,-49,56.11111,True,207,3,37.24927117,-80.41897633,12,0.88,,,,899545,2840,454
12,True,,1784043419.4119143,942677703000000,942677703000000,942678390000000,942678046500000,687.0,1528.66,1528.66,942678.39,942678.39,,941149.3879999999,True,13,0,0,0,False,0,1007,686,1528660,1528661,1528660,-0.1719574,-0.1719574,127334,278028,12.08126,-1.291242,-2.922437,-139.895,25.57617,-216.3867,1100.078,4.76375,-1.32125,-6.77625,27,-30,-48,57.22222,True,222,3,37.2492725,-80.41897633,12,0.88,,,,900111,2842,455
13,True,,1784043420.4228942,942678703000000,942678703000000,942679359000000,942679031000000,656.0,1529.647,1529.647,942679.359,942679.359,,941149.3872499999,True,14,0,0,0,False,0,1007,687,1529647,1529648,1529647,-0.150484223,-0.150742676,128371,279076,12.08126,-3.360735,-5.875601,-142.8846,152.041,-56.71875,608.8672,0.07625,-2.25875,-10.65125,37,-25,-49,56.66667,True,185,3,37.249274,-80.41897617,12,0.81,,,,900687,2844,456
14,True,,1784043421.4098542,942679687000000,942679687000000,942680437000000,942680062000000,750.0,1530.639,1530.639,942680.437,942680.437,,941149.3879999999,True,15,0,0,0,False,0,1007,688,1530639,1530640,1530639,-0.126474692,-0.126403858,129422,280142,12.08126,-2.50683,-0.580078,-146.2939,1.162109,-37.67578,1131.328,-3.54875,3.86625,4.22375,36,-20,-48,56.66667,True,189,3,37.24927533,-80.41897617,12,0.81,,,,901255,2846,457
15,True,,1784043422.3817332,942680671000000,942680671000000,942681343000000,942681007000000,672.0,1531.62,1531.62,942681.343,942681.343,,941149.3875,True,16,0,0,0,False,0,1007,689,1531620,1531622,1531620,-0.012585757,-0.031482827,129817,280562,12.07301,-1.665348,-0.839062,-147.1505,36.31836,0.410156,997.5391,-0.42375,-2.19625,-2.52625,40,-23,-45,56.11111,True,180,3,37.24927633,-80.41897617,12,0.81,,,,901825,2848,458
16,True,,1784043423.4798856,942681765000000,942681765000000,942682484000000,942682124500000,719.0,1532.711,1532.711,942682.484,942682.484,,941149.3879999999,True,17,0,0,0,False,0,1007,690,1532711,1532712,1532711,0.042276686,-0.063379412,129793,280960,12.07301,0.697522,-3.199677,-165.6333,51.45508,-138.75,946.2695,-3.61125,0.11625,-39.90125,38,-19,-47,56.66667,True,289,3,37.249277,-80.41897633,12,0.81,,,,902395,2850,459
17,True,,1784043424.4024618,942682687000000,942682687000000,942683437000000,942683062000000,750.0,1533.662,1533.662,942683.437,942683.437,,941149.388,True,18,0,0,0,False,0,1007,691,1533662,1533664,1533662,0.091452804,-0.114455139,129272,281559,12.07301,5.509643,-2.055238,148.0338,153.0176,-114.8242,874.4922,1.82625,-3.32125,-62.77625,19,-9,-49,58.33333,True,155,3,37.2492775,-80.4189755,12,0.81,,,,902836,2852,460
18,True,,1784043425.4269547,942683718000000,942683718000000,942684531000000,942684124500000,813.0,1534.658,1534.658,942684.531,942684.531,,941149.388,True,19,0,0,0,False,0,1007,692,1534658,1534659,1534658,0.105425116,-0.10517456,128600,282182,12.07301,15.04893,-3.967302,129.001,146.6699,43.86719,781.2305,0.13875,0.36625,-69.33875,2,-21,-49,56.66667,True,193,3,37.24927733,-80.41897667,12,0.81,,,,903406,2854,461
19,True,,1784043426.4240065,942684703000000,942684703000000,942685656000000,942685179500000,953.0,1535.659,1535.659,942685.656,942685.656,,941149.3895,True,20,0,0,0,False,0,1007,693,1535659,1535660,1535659,0.107473375,-0.107473375,127919,282876,12.07301,29.91915,2.816719,114.9002,-78.91602,41.42578,963.8477,0.51375,-2.50875,-56.27625,5,-46,-49,56.11111,True,199,3,37.249276,-80.41897567,12,0.81,,,,903976,2856,462
20,True,,1784043427.4248686,942685703000000,942685703000000,942686421000000,942686062000000,718.0,1536.68,1536.68,942686.421,942686.421,,941149.388,True,21,0,0,0,False,0,1007,694,1536680,1536681,1536680,0.092181176,-0.11522647,127241,283559,12.07301,31.82589,5.531661,94.5614,67.08008,-40.60547,939.9219,1.51375,10.49125,-54.71375,11,-59,-48,56.66667,True,218,3,37.2492755,-80.41897567,12,0.81,,,,904546,2858,463
21,True,,1784043428.1804564,942686468000000,942686468000000,942687390000000,942686929000000,922.0,1537.407,1537.407,942687.39,942687.39,,941149.3895,True,22,0,0,0,False,0,1007,695,1537407,1537409,1537407,0.043013929,-0.064650269,126801,284035,12.07301,28.27424,14.73545,85.46422,34.85352,-15.21484,938.457,-1.17375,-1.44625,-30.33875,30,-46,-46,56.66667,True,84,3,37.24927533,-80.41897633,12,0.9,,,,904903,2860,463
22,True,,1784043429.38962,942687671000000,942687671000000,942688421000000,942688046000000,750.0,1538.635,1538.635,942688.421,942688.421,,941149.391,True,23,0,0,0,False,0,1007,696,1538635,1538636,1538635,0,0,126568,284237,12.07301,25.47591,13.28679,94.47844,25.57617,-1.054688,984.8438,-0.98625,-1.57125,0.34875,30,-36,-49,56.66667,True,345,3,37.24927533,-80.41897633,12,0.9,,,,905682,2862,463
23,True,,1784043430.3886466,942688671000000,942688671000000,942689343000000,942689007000000,672.0,1539.62,1539.62,942689.343,942689.343,,941149.3895,True,24,0,0,0,False,0,1007,697,1539620,1539621,1539620,0,0,126568,284237,12.07301,26.74585,11.75203,101.7482,25.08789,-9.84375,980.4492,-0.92375,-2.88375,-0.27625,32,-37,-47,56.66667,True,182,3,37.24927583,-80.41897667,12,0.9,,,,906250,2864,464
24,True,,1784043431.4697657,942689750000000,942689750000000,942690500000000,942690125000000,750.0,1540.696,1540.696,942690.5,942690.5,,941149.391,True,25,0,0,0,False,0,1007,698,1540696,1540697,1540696,-0.021159151,-0.10572142,126570,284281,12.07301,26.09186,7.863476,123.2475,76.35742,-84.0625,978.0078,-2.67375,-8.44625,-22.77625,26,-40,-47,56.11111,True,274,3,37.2492765,-80.4189765,12,0.9,,,,906818,2866,465
25,True,,1784043432.3246696,942690609000000,942690609000000,942691328000000,942690968500000,719.0,1541.619,1541.619,942691.328,942691.328,,941149.391,True,25,0,0,0,False,0,1007,699,1541619,1541621,1541619,-0.126919211,-0.169154272,127098,285169,12.0331,24.66135,0.954567,147.285,199.8926,-3.007813,973.6133,6.01375,-0.82125,-1.77625,30,-34,-48,56.11111,True,138,3,37.24927733,-80.41897633,12,0.9,,,,907257,2868,465
26,True,,1784043433.376632,942691656000000,942691656000000,942692421000000,942692038500000,765.0,1542.613,1542.613,942692.421,942692.421,,941149.4,True,25,0,0,0,False,0,1007,700,1542613,1542614,1542613,-0.150462725,-0.150484223,128079,286259,12.0331,21.05126,1.734372,163.6133,-40.83008,51.67969,885.7227,2.82625,-2.88375,2.03625,36,-31,-46,56.66667,True,192,3,37.24927833,-80.41897617,12,0.81,,,,907827,2870,466
27,True,,1784043434.3774126,942692656000000,942692656000000,942693453000000,942693054500000,797.0,1543.638,1543.638,942693.453,942693.453,,941149.4,True,25,0,0,0,False,0,1007,701,1543638,1543639,1543638,-0.161837596,-0.138739258,129119,287395,12.0331,13.79917,-3.140931,-174.8899,-78.91602,-14.23828,1082.988,2.76375,-4.63375,1.03625,33,-33,-51,56.11111,True,224,3,37.2492795,-80.41897783,12,0.81,,,,908397,2872,467
28,True,,1784043435.427225,942693718000000,942693718000000,942694453000000,942694085500000,735.0,1544.665,1544.665,942694.453,942694.453,,941149.411,True,25,0,0,0,False,0,1007,702,1544665,1544666,1544665,-0.150376795,-0.171540801,130205,288508,12.0331,5.840595,-5.266882,-156.764,167.666,14.57031,830.0586,-6.11125,-1.32125,-2.58875,37,-31,-50,56.66667,True,224,3,37.24928017,-80.41897933,12,0.88,,,,908965,2874,468
29,True,,1784043436.4322772,942694718000000,942694718000000,942695484000000,942695101000000,766.0,1545.685,1545.685,942695.484,942695.484,,941149.411,True,25,0,0,0,False,0,1007,703,1545685,1545686,1545685,-0.161465442,-0.161440692,131263,289587,12.0331,3.575991,-5.905013,-142.2179,-40.83008,-22.05078,940.8984,2.07625,-0.75875,-0.21375,30,-41,-48,56.66667,True,217,3,37.24928167,-80.41898033,12,0.88,,,,909533,2876,469
30,True,,1784043437.3018677,942695593000000,942695593000000,942696312000000,942695952500000,719.0,1546.521,1546.521,942696.312,942696.312,,941149.411,True,25,0,0,0,False,0,1007,704,1546521,1546522,1546521,-0.150484223,-0.150419748,132142,290485,12.0331,0.550452,-2.633634,-142.3421,61.70898,-36.21094,818.3398,-2.48625,-21.13375,-9.15125,36,-31,-47,56.11111,True,166,3,37.249283,-80.41898083,12,0.81,,,,909974,2878,470
31,True,,1784043438.4428203,942696734000000,942696734000000,942697562000000,942697148000000,828.0,1547.69,1547.69,942697.562,942697.562,,941149.4135,True,25,0,0,0,False,0,1007,705,1547690,1547692,1547690,-0.115740558,-0.092592446,133425,291788,12.0331,-1.347265,1.604749,-142.8744,29.48242,6.757813,966.7773,1.13875,4.99125,2.28625,36,-24,-48,56.11111,True,367,3,37.24928217,-80.41898167,12,0.81,,,,910673,2880,470
32,True,,1784043439.3174574,942697609000000,942697609000000,942698453000000,942698031000000,844.0,1548.569,1548.569,942698.453,942698.453,,941149.416,True,25,0,0,0,False,0,1007,706,1548569,1548570,1548569,0,-0.021491605,133753,292118,12.0331,-1.565174,-3.132285,-143.8485,94.42383,-38.65234,951.1523,-0.61125,0.49125,-10.33875,37,-27,-43,57.22222,True,188,3,37.24928317,-80.41898283,12,0.81,,,,911116,2882,471
33,True,,1784043440.2399786,942698531000000,942698531000000,942699375000000,942698953000000,844.0,1549.476,1549.476,942699.375,942699.375,,941149.4164999999,True,25,0,0,0,False,0,1007,707,1549476,1549478,1549476,0.04298935,-0.0859787,133738,292437,12.0331,1.186508,-2.053168,-151.1234,-14.46289,50.70313,970.1953,-0.36125,2.61625,-27.58875,38,-29,-46,56.66667,True,112,3,37.24928283,-80.418984,12,0.81,,,,911667,2884,472
34,True,,1784043441.3880453,942699671000000,942699671000000,942700406000000,942700038500000,735.0,1550.613,1550.613,942700.406,942700.406,,941149.4205,True,25,0,0,0,False,0,1007,708,1550613,1550614,1550613,0.0859787,-0.0859787,133349,293097,12.0331,-0.158931,-3.067726,-166.8171,33.87695,1.386719,995.0977,-1.23625,7.05375,-52.15125,28,-11,-49,56.11111,True,314,3,37.2492825,-80.418985,12,0.81,,,,912389,2886,472
35,True,,1784043442.394932,942700671000000,942700671000000,942701437000000,942701054000000,766.0,1551.625,1551.625,942701.437,942701.437,,941149.4205,True,25,0,0,0,False,0,1007,709,1551625,1551626,1551625,0.107473375,-0.0859787,132720,293790,12.03689,8.737553,-6.154428,176.6867,-22.76367,87.8125,1000.957,2.07625,2.17875,-59.65125,7,-14,-49,56.11111,True,210,3,37.24928117,-80.418985,12,0.81,,,,912961,2888,473
36,True,,1784043443.4051824,942701687000000,942701687000000,942702453000000,942702070000000,766.0,1552.632,1552.632,942702.453,942702.453,,941149.4230000001,True,25,0,0,0,False,0,1007,710,1552632,1552633,1552632,0.105944744,-0.105885099,132085,294424,12.03689,18.39761,-6.994765,160.7493,32.90039,-48.41797,871.0742,-7.92375,-13.69625,-68.15125,0,-30,-47,56.11111,True,205,3,37.24927967,-80.41898517,12,0.81,,,,913531,2890,474
37,True,,1784043444.4280896,942702718000000,942702718000000,942703375000000,942703046500000,657.0,1553.661,1553.661,942703.375,942703.375,,941149.4230000001,True,25,0,0,0,False,0,1007,711,1553661,1553662,1553661,0.105989522,-0.105929826,131381,295154,12.03689,30.59556,-6.457664,162.9466,49.01367,24.33594,1003.398,-1.42375,1.99125,-59.21375,12,-63,-47,56.11111,True,227,3,37.24927717,-80.41898683,12,0.81,,,,914101,2892,475
38,True,,1784043445.4217937,942703703000000,942703703000000,942704390000000,942704046500000,687.0,1554.648,1554.648,942704.39,942704.39,,941149.4230000001,True,25,0,0,0,False,0,1007,712,1554648,1554649,1554648,0.08443475,-0.105499036,130739,295811,12.03689,24.78802,0.21544,161.3077,51.45508,-17.65625,983.8672,3.95125,-16.63375,-55.46375,32,-46,-48,56.11111,True,185,3,37.24927683,-80.418988,12,0.81,,,,914671,2894,476
39,True,,1784043446.4026458,942704687000000,942704687000000,942705531000000,942705109000000,844.0,1555.651,1555.651,942705.531,942705.531,,941149.4255,True,25,0,0,0,False,0,1007,713,1555651,1555653,1555651,0.115954628,-0.092778002,130080,296462,12.03689,22.17919,5.707002,158.543,-78.42773,122.4805,1018.047,0.07625,-4.44625,-55.90125,36,-31,-46,56.11111,True,202,3,37.24927633,-80.4189885,12,0.81,,,,915239,2896,477
40,True,,1784043447.4090862,942705687000000,942705687000000,942706531000000,942706109000000,844.0,1556.657,1556.657,942706.531,942706.531,,941149.4255,True,25,0,0,0,False,0,1007,714,1556657,1556658,1556657,0.105647188,-0.105780881,129398,297141,12.03689,11.38189,5.507342,135.2432,-21.29883,41.91406,1076.152,4.70125,-7.50875,-64.21375,25,-7,-48,56.11111,True,203,3,37.24927667,-80.41898883,12,0.81,,,,915807,2898,478
41,True,,1784043448.3826888,942706671000000,942706671000000,942707359000000,942707015000000,688.0,1557.606,1557.606,942707.359,942707.359,,941149.4255,True,25,0,0,0,False,0,1007,715,1557606,1557607,1557606,0.107458024,-0.085941868,128777,297748,12.03689,11.67161,2.330306,121.1592,39.73633,87.8125,1059.551,2.63875,-7.57125,-55.96375,7,-12,-48,56.11111,True,147,3,37.249277,-80.41898933,12,0.81,,,,916346,2900,479
42,True,,1784043449.3830578,942707671000000,942707671000000,942708390000000,942708030500000,719.0,1558.617,1558.617,942708.39,942708.39,,941149.4255,True,25,0,0,0,False,0,1007,716,1558617,1558618,1558617,0.062277618,-0.041501234,128098,298424,12.03689,24.57011,-1.38885,94.70708,33.87695,36.05469,976.543,-0.17375,-2.82125,-28.83875,-1,-35,-50,56.66667,True,209,3,37.24927633,-80.4189875,12,0.81,,,,916885,2902,480
43,True,,1784043450.3880565,942708671000000,942708671000000,942709312000000,942708991500000,641.0,1559.613,1559.613,942709.312,942709.312,,941149.4255,True,25,0,0,0,False,0,1007,717,1559613,1559615,1559613,0.021494675,0,127858,298629,12.03689,28.75165,0.094944,93.4122,67.56836,38.00781,986.7969,-0.29875,3.42875,-5.15125,3,-44,-48,56.66667,True,196,3,37.24927617,-80.41898867,12,0.81,,,,917424,2904,481
44,True,,1784043451.4385128,942709718000000,942709718000000,942710437000000,942710077500000,719.0,1560.68,1560.68,942710.437,942710.437,,941149.4205,True,25,0,0,0,False,0,1007,718,1560680,1560681,1560680,0,0,127850,298627,12.03689,29.58096,-1.87969,99.42847,57.31445,-9.355469,974.5898,-0.23625,0.49125,-0.33875,2,-50,-50,56.11111,True,265,3,37.249275,-80.4189895,12,0.81,,,,917963,2906,482
45,True,,1784043452.1898994,942710468000000,942710468000000,942711156000000,942710812000000,688.0,1561.414,1561.414,942711.156,942711.156,,941149.4205,True,25,0,0,0,False,0,1007,719,1561414,1561416,1561414,0,0,127850,298629,12.03689,30.52308,-0.867101,104.1478,17.76367,6.757813,984.8438,-1.11125,0.36625,-1.15125,9,-47,-47,56.11111,True,93,3,37.24927533,-80.4189885,12,0.81,,,,918327,2908,483
46,True,,1784043453.3258135,942711609000000,942711609000000,942712281000000,942711945000000,672.0,1562.558,1562.558,942712.281,942712.281,,941149.4164999999,True,25,0,0,0,False,0,1007,720,1562558,1562560,1562558,-0.091885634,-0.16097189,128102,299491,12.03301,28.43494,2.904827,100.4555,54.87305,-58.67188,1291.484,5.70125,-15.82125,-13.77625,8,-46,-50,56.11111,True,281,3,37.24927533,-80.41898767,12,0.81,,,,919041,2910,483
