sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784070792.405508,970050687000000,970050687000000,970051937000000,970051312000000,1250.0,3416.042,3416.042,970051.937,970051.937,,966635.27,False,1,0,0,0,False,0,1007,941,3416042,3416043,3416042,0,0,257197,323533,11.88885,5.173364,2.273353,-125.4258,-84.96094,78.93555,1004.609,1.71875,-6.955,-61.77125,14,-28,-39,48.88889,True,239,3,37.2488175,-80.4180715,7,1.53,,,,1622167,3508,368
1,True,,1784070794.0069404,970052296000000,970052296000000,970052953000000,970052624500000,657.0,3417.14,3417.14,970052.953,970052.953,,966635.37725,False,2,0,0,0,False,0,1007,942,3417140,3417141,3417140,0,0,257197,323533,11.88885,8.607264,-0.931724,-139.9183,-84.47266,78.93555,1004.609,2.21875,-8.83,-61.58375,12,-30,-39,49.44444,True,297,3,37.24882117,-80.41806433,7,1.53,,,,1622842,3510,368
2,True,,1784070794.9798217,970053265000000,970053265000000,970054062000000,970053663500000,797.0,3418.112,3418.112,970054.062,970054.062,,966635.4845,False,3,0,0,0,False,0,1007,943,3418112,3418113,3418112,0,0,257197,323533,11.88885,12.41794,-1.701118,-153.7201,-82.03125,79.91211,1001.68,2.71875,-6.6425,-61.77125,12,-28,-39,48.33333,True,173,3,37.24882,-80.41806367,7,1.53,,,,1623388,3512,369
3,True,,1784070795.8284695,970054109000000,970054109000000,970055203000000,970054656000000,1094.0,3418.995,3418.995,970055.203,970055.203,,966635.518,False,4,0,0,0,False,0,1007,944,3418995,3418996,3418995,0,0,257197,323533,11.88885,18.64244,-0.239806,-178.5505,-80.56641,79.91211,1005.098,2.71875,-5.0175,-61.89625,12,-28,-39,48.33333,True,124,3,37.24882133,-80.41806633,7,1.53,,,,1623909,3514,370
4,True,,1784070796.9942577,970055281000000,970055281000000,970056218000000,970055749500000,937.0,3420.123,3420.123,970056.218,970056.218,,966635.5515000001,True,5,0,0,0,False,0,1007,945,3420123,3420124,3420123,0,0,257197,323533,11.87722,20.81113,0.681693,171.991,-82.03125,79.42383,1000.703,3.09375,-6.08,-61.95875,12,-29,-40,48.33333,True,285,3,37.24882333,-80.418063,7,1.53,,,,1624607,3516,370
5,True,,1784070797.9770865,970056265000000,970056265000000,970056921000000,970056593000000,656.0,3421.116,3421.116,970056.921,970056.921,,966635.518,True,6,0,0,0,False,0,1007,946,3421116,3421117,3421116,0,0,257197,323533,11.87722,22.72081,3.922494,151.2707,-81.54297,77.95898,1003.145,2.40625,-8.83,-61.39625,12,-28,-40,48.33333,True,195,3,37.2488235,-80.4180715,7,1.53,,,,1625151,3518,371
6,True,,1784070798.8557444,970057140000000,970057140000000,970057968000000,970057554000000,828.0,3421.999,3421.999,970057.968,970057.968,,966635.5515000001,True,7,0,0,0,False,0,1007,947,3421999,3422000,3421999,0,0,257197,323533,11.87722,24.10268,5.846836,135.5482,-84.96094,76.49414,1002.168,2.28125,-6.7675,-61.70875,12,-29,-40,48.33333,True,89,3,37.2488255,-80.41807433,7,1.53,,,,1625677,3520,372
7,True,,1784070799.9782805,970058265000000,970058265000000,970059078000000,970058671500000,813.0,3423.115,3423.115,970059.078,970059.078,,966635.5532500001,True,8,0,0,0,False,0,1007,948,3423115,3423116,3423115,-0.042270747,-0.063379412,257205,323544,11.87722,25.42022,3.628857,118.7389,-14.16016,11.06445,1015.84,2.21875,-9.83,-61.45875,8,-35,-42,48.33333,True,297,3,37.24883167,-80.41807717,7,1.53,,,,1626368,3522,372
8,True,,1784070800.8606544,970059140000000,970059140000000,970059906000000,970059523000000,766.0,3423.989,3423.989,970059.906,970059.906,,966635.5515000001,True,9,0,0,0,False,0,1007,949,3423989,3423991,3423989,-0.128894396,-0.128728982,257760,324080,11.87722,18.65081,7.564463,94.62212,-38.57422,152.1777,1036.836,-3.40625,-12.455,-55.64625,9,-21,-44,48.88889,True,83,3,37.2488365,-80.41808717,7,1.53,,,,1626884,3524,373
9,True,,1784070801.9707136,970060250000000,970060250000000,970061109000000,970060679500000,859.0,3425.101,3425.101,970061.109,970061.109,,966635.5532500001,True,10,0,0,0,False,0,1007,950,3425101,3425102,3425101,-0.12896805,-0.12896805,258746,325011,11.87722,16.93364,7.746117,78.99498,-58.59375,58.42773,1001.191,2.28125,2.42,-50.45875,8,-24,-53,48.33333,True,283,3,37.2488325,-80.41808883,6,1.64,,,,1627583,3526,373
10,True,,1784070802.9325356,970061218000000,970061218000000,970061937000000,970061577500000,719.0,3426.073,3426.073,970061.937,970061.937,,966635.5515000001,True,11,0,0,0,False,0,1007,951,3426073,3426074,3426073,-0.150398269,-0.128692281,259639,325883,11.87722,7.37908,9.47364,-51.94304,-97.16797,90.16602,795.625,0.40625,-6.1425,-65.14626,5,-21,-56,48.33333,True,294,3,37.24882933,-80.41809583,5,1.74,,,,1628125,3528,374
11,True,,1784070804.0259156,970062312000000,970062312000000,970063062000000,970062687000000,750.0,3427.19,3427.19,970063.062,970063.062,,966635.54275,True,12,0,0,0,False,0,1007,952,3427190,3427191,3427190,-0.138654024,-0.138505117,260685,326901,11.87722,1.729109,0.811424,-78.18099,-44.92188,50.12695,906.9531,6.46875,3.2325,-59.89625,-12,-26,-60,48.88889,True,314,3,37.24882933,-80.41810417,5,1.74,,,,1628798,3530,374
12,True,,1784070805.0932727,970063375000000,970063375000000,970064218000000,970063796500000,843.0,3428.24,3428.24,970064.218,970064.218,,966635.5515000001,True,13,0,0,0,False,0,1007,953,3428240,3428241,3428240,-0.127492777,-0.148594678,261681,327888,11.87722,6.495917,-7.989344,-121.6346,74.21875,112.1387,1011.934,1.78125,-4.5175,-59.52125,-11,-15,-54,48.33333,True,237,3,37.248799,-80.41810267,5,1.74,,,,1629354,3532,375
13,True,,1784070805.9817984,970064265000000,970064265000000,970065234000000,970064749500000,969.0,3429.117,3429.117,970065.234,970065.234,,966635.5532500001,True,14,0,0,0,False,0,1007,954,3429117,3429118,3429117,-0.148783596,-0.148699573,262517,328704,11.87722,13.0672,-6.938764,-171.314,-166.5039,181.9629,1105.195,-9.53125,-17.7675,-59.64625,-13,-19,-50,48.33333,True,148,3,37.248764,-80.41810017,7,1.67,,,,1629783,3534,376
14,True,,1784070807.011601,970065296000000,970065296000000,970066046000000,970065671000000,750.0,3430.172,3430.172,970066.046,970066.046,,966635.5515000001,True,15,0,0,0,False,0,1007,955,3430172,3430174,3430172,-0.137304388,-0.137367065,263534,329703,11.84534,13.8114,-4.836933,146.2019,-104.4922,-7.001953,1075.898,1.46875,-14.5175,-59.58375,-7,-16,-42,48.33333,True,229,3,37.24876567,-80.41811067,6,1.67,,,,1630341,3536,377
15,True,,1784070808.0106,970066296000000,970066296000000,970066953000000,970066624500000,657.0,3431.145,3431.145,970066.953,970066.953,,966635.54275,True,16,0,0,0,False,0,1007,956,3431145,3431146,3431145,-0.107473375,-0.128949629,264450,330598,11.84534,18.97384,-4.34213,127.7322,-103.5156,10.57617,782.4414,5.71875,-5.08,-62.64625,-12,-18,-40,48.33333,True,159,3,37.248754,-80.41812917,6,1.67,,,,1630897,3538,378
16,True,,1784070808.9814994,970067265000000,970067265000000,970067937000000,970067601000000,672.0,3432.122,3432.122,970067.937,970067.937,,966635.5340000001,True,17,0,0,0,False,0,1007,957,3432122,3432123,3432122,-0.021494675,0,264792,330921,11.84534,25.09544,0.826063,110.4892,-117.6758,79.42383,1014.863,2.84375,-7.0175,-54.27125,-2,-27,-38,48.88889,True,164,3,37.24874417,-80.4181405,6,1.67,,,,1631453,3540,379
17,True,,1784070809.9476593,970068234000000,970068234000000,970068937000000,970068585500000,703.0,3433.137,3433.137,970068.937,970068.937,,966635.5192500001,True,18,0,0,0,False,0,1007,958,3433137,3433138,3433137,0,-0.042946404,264803,330933,11.84534,24.62823,7.70028,66.51712,-86.91406,62.33398,998.2617,2.96875,-8.3925,-70.83376,2,-27,-39,48.88889,True,206,3,37.24873417,-80.41814767,6,1.67,,,,1632011,3542,380
18,True,,1784070810.9692142,970069250000000,970069250000000,970069953000000,970069601500000,703.0,3434.101,3434.101,970069.953,970069.953,,966635.5045,True,19,0,0,0,False,0,1007,959,3434101,3434102,3434101,0,-0.064484025,264803,331262,11.84534,26.68437,11.19579,33.31091,-92.28516,71.61133,1000.703,3.46875,-12.33,-82.77126,-3,-30,-36,48.33333,True,164,3,37.2487275,-80.41815717,6,1.67,,,,1632555,3544,381
19,True,,1784070811.730957,970070015000000,970070015000000,970070953000000,970070484000000,938.0,3434.924,3434.924,970070.953,970070.953,,966635.5192500001,True,20,0,0,0,False,0,1007,960,3434924,3434925,3434924,0.022390286,-0.044787238,264766,331672,11.84534,4.093915,9.937378,-80.16878,-89.35547,91.63086,996.7969,2.34375,-6.58,-79.08376,-1,-42,-37,48.33333,True,143,3,37.248721,-80.41816133,6,1.67,,,,1633010,3546,382
20,True,,1784070812.9773726,970071265000000,970071265000000,970071984000000,970071624500000,719.0,3436.115,3436.115,970071.984,970071.984,,966635.5095,True,21,0,0,0,False,0,1007,961,3436115,3436116,3436115,0,0,264653,331780,11.84534,3.928328,-0.242821,-94.51768,-93.26172,79.42383,1005.098,2.90625,-5.5175,-61.95875,-9,-47,-40,48.88889,True,300,3,37.24871083,-80.41817517,7,1.53,,,,1633778,3548,382
