sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_send_ns,t_edge_rx_ns,t_edge_mid_ns,http_latency_ms,rover_millis_s,source_sample_time_s,edge_arrival_time_s,estimate_time_s,alarm_time_s,clock_offset_s,clock_calibrated,clock_calibration_samples,packet_loss_count,request_failure_count,sequence_gap_count,stale_packet,queue_depth,T,seq,sample_ms,send_ms,millis,L,R,enc_left,enc_right,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,gps_fix_type,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
0,True,,1784067478.505357,966736796000000,966736796000000,966737343000000,966737069500000,547.0,101.629,101.629,966737.343,966737.343,,966635.4405,False,1,0,0,0,False,0,1007,1,101629,101630,101629,0,0,-1,1,12.06118,21.09812,1.610061,-177.8334,-63.47656,92.11914,1000.703,2.21875,-8.5175,-61.77125,42,-49,-42,42.22222,False,4294967295,0,,,0,99.99,,,,20440,0,0
1,True,,1784067479.156033,966737437000000,966737437000000,966738125000000,966737781000000,688.0,102.302,102.302,966738.125,966738.125,,966635.4597499999,False,2,0,0,0,False,0,1007,2,102302,102304,102302,0,0,-1,1,12.06118,21.13349,1.729132,-178.201,-62.5,89.18945,1003.633,2.21875,-8.2675,-61.58375,42,-48,-43,42.22222,False,4294967295,0,,,0,99.99,,,,20450,0,0
2,True,,1784067479.8965614,966738187000000,966738187000000,966738734000000,966738460500000,547.0,103.018,103.018,966738.734,966738.734,,966635.4425,False,3,0,0,0,False,0,1007,3,103018,103020,103018,0,0,-1,1,12.06118,21.04756,1.829438,-177.9693,-61.52344,91.63086,1003.145,2.34375,-5.5175,-61.45875,43,-47,-43,42.22222,False,4294967295,0,,,0,99.99,,,,20671,0,0
3,True,,1784067480.5119917,966738796000000,966738796000000,966739453000000,966739124500000,657.0,103.659,103.659,966739.453,966739.453,,966635.454,False,4,0,0,0,False,0,1007,4,103659,103660,103659,0,0,-1,1,12.05301,20.79465,1.780427,-178.3303,-62.98828,90.6543,1003.633,2.34375,-8.33,-61.39625,44,-48,-43,42.22222,False,4294967295,0,,,0,99.99,,,,20896,0,0
4,True,,1784067481.2581015,966739546000000,966739546000000,966740265000000,966739905500000,719.0,104.371,104.371,966740.265,966740.265,,966635.4655,True,5,0,0,0,False,0,1007,5,104371,104373,104371,0,0,-1,1,12.05301,20.93239,1.436303,-176.6797,-60.05859,88.21289,1005.098,2.34375,-7.705,-61.45875,42,-48,-42,42.22222,False,4294967295,0,,,0,99.99,,,,20973,0,0
5,True,,1784067482.1030254,966740390000000,966740390000000,966741296000000,966740843000000,906.0,105.497,105.497,966741.296,966741.296,,966635.454,True,6,0,0,0,False,0,1007,6,105497,105499,105497,0,0,-1,1,12.05301,20.55868,1.514451,-177.1373,-61.52344,89.67773,1002.168,2.53125,-8.3925,-61.70875,44,-48,-43,42.22222,False,4294967295,0,,,0,99.99,,,,21319,0,0
6,True,,1784067483.0715864,966741359000000,966741359000000,966742125000000,966741742000000,766.0,106.173,106.173,966742.125,966742.125,,966635.4655,True,7,0,0,0,False,0,1007,7,106173,106174,106173,0,0,-1,1,12.05301,21.1148,1.746829,-178.595,-61.52344,90.16602,1003.633,2.34375,-8.2675,-61.83375,42,-48,-43,42.22222,False,4294967295,0,,,0,99.99,,,,21346,0,0
7,True,,1784067483.8979049,966742187000000,966742187000000,966742859000000,966742523000000,672.0,107.021,107.021,966742.859,966742.859,,966635.47225,True,8,0,0,0,False,0,1007,8,107021,107022,107021,0,0,-1,1,12.05301,21.38145,1.977817,-178.4539,-61.52344,91.14258,1004.609,2.09375,-8.0175,-61.39625,42,-48,-41,42.22222,False,4294967295,0,,,0,99.99,,,,21571,0,0
8,True,,1784067484.6185095,966742906000000,966742906000000,966743468000000,966743187000000,562.0,107.757,107.757,966743.468,966743.468,,966635.4655,True,9,0,0,0,False,0,1007,9,107757,107758,107757,0,-0.021503891,1,5,12.05301,21.56469,0.513356,-177.8013,-28.32031,98.4668,1006.563,2.53125,-9.33,-59.14625,40,-52,-47,42.77778,False,4294967295,0,,,0,99.99,,,,21796,0,0
9,True,,1784067485.240799,966743531000000,966743531000000,966744125000000,966743828000000,594.0,108.344,108.344,966744.125,966744.125,,966635.47225,True,10,0,0,0,False,0,1007,10,108344,108345,108344,-0.0859787,-0.086003272,166,190,12.05301,21.35671,-3.274713,-179.9609,37.59766,30.5957,958.7109,3.71875,-10.58,-60.02125,36,-49,-48,42.22222,False,4294967295,0,,,0,99.99,,,,21845,0,0
