sample_idx,cycle_ok,error,t_wall_unix_s,t_cycle_start_ns,t_edge_rx_ns,http_latency_ms,T,millis,L,R,v,r,p,y,ax,ay,az,gx,gy,gz,mx,my,mz,temp,gps_valid,gps_age_ms,lat,lon,sat,hdop,alt_m,speed_mps,course_deg,gps_chars,gps_sentences,gps_failed_checksums
81,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AF260>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526183.3608418,425446109000000,425446109000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AD190>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526184.3646615,425447109000000,425447109000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70D8DD0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526185.3696535,425448109000000,425448125000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70DB560>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526186.3756876,425449125000000,425449125000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AE180>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526187.3800132,425450125000000,425450140000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AE8A0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526188.4035096,425451156000000,425451156000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AF9E0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526189.4083447,425452156000000,425452156000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AF290>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526190.4127936,425453156000000,425453156000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70D88C0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526191.418899,425454171000000,425454171000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70DBEC0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526192.4245744,425455171000000,425455171000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AF6B0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526193.4296265,425456171000000,425456171000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AEB40>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526194.4357917,425457187000000,425457187000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AEDE0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526195.4500003,425458203000000,425458203000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AD850>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526196.457459,425459203000000,425459203000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70D9E20>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526197.462369,425460203000000,425460234000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70F8860>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526198.4816296,425461234000000,425461250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AD220>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526199.5054517,425462250000000,425462281000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AEEA0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526200.5304348,425463281000000,425463296000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AEC30>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526201.5575786,425464296000000,425464312000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AF620>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526202.5725875,425465312000000,425465328000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F6F63B60>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526203.5778322,425466328000000,425466328000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70F9190>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526204.5821497,425467328000000,425467359000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AF7D0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526205.6093886,425468359000000,425468359000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AE990>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526206.6138442,425469359000000,425469390000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70ADD90>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526207.6411946,425470390000000,425470390000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70AE300>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526208.646778,425471390000000,425471406000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70F8DD0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526209.670325,425472421000000,425472421000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70F9AF0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526210.6751308,425473421000000,425473437000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70D9E20>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526211.7035396,425474453000000,425474453000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70DB950>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526212.7082374,425475453000000,425475453000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70DB080>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526213.7149866,425476453000000,425476468000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70DA5A0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526214.731072,425477484000000,425477484000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70D9D60>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526215.7369404,425478484000000,425478484000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70D93D0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526216.741757,425479484000000,425479500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70DA0F0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526217.7480493,425480500000000,425480515000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A147%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001D1F70DAAE0>: Failed to establish a new connection: [WinError 10065] A socket operation was attempted to an unreachable host'))",1783526218.7806199,425481531000000,425481546000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,True,,1783526219.8035367,425482546000000,425482937000000,391.0,1007,349985,0,0,12.37293,0.061682,-0.446272,-131.0327,2.158203,-4.326172,981.7773,-0.2775,-1.23,0.305,31,-37,-43,49.44444,True,619,37.2488775,-80.4180745,8,1.44,669.4,0.308666664,0,225329,598,0
118,True,,1783526221.2152414,425483968000000,425484375000000,407.0,1007,351419,0,0,12.38089,-0.054787,-0.246455,-130.1826,3.134766,-3.837891,982.2656,-0.59,-2.4175,-0.195,31,-37,-45,49.44444,True,54,37.24887,-80.41806917,8,1.44,668.8,0.365255552,0,226249,602,0
119,True,,1783526222.6296594,425485375000000,425485781000000,406.0,1007,352823,0,0,12.38089,-0.159033,-0.191713,-130.3355,-0.283203,0.556641,980.8008,-0.715,0.5825,-0.32,30,-36,-44,48.88889,True,462,37.24886967,-80.418069,8,1.44,668.6,0.216066665,0,227329,604,0
120,True,,1783526224.0355225,425486781000000,425487171000000,390.0,1007,354220,0,0,12.38089,0.133118,-0.397855,-129.7655,3.134766,-2.373047,981.7773,-0.5275,-0.23,-0.57,29,-37,-45,48.88889,True,854,37.24886467,-80.41806667,8,1.44,668.5,0.293233331,0,228130,606,0
121,True,,1783526225.4285898,425488171000000,425488578000000,407.0,1007,355627,0,0,12.38089,0.073337,-0.432744,-130.2845,2.646484,-2.861328,980.8008,0.2225,-3.0425,-0.3825,31,-38,-43,49.44444,True,261,37.2488735,-80.418072,8,1.44,668.8,0.061733333,0,229209,610,0
122,True,,1783526226.833698,425489578000000,425489984000000,406.0,1007,357036,0,0,12.38089,-0.22245,0.050342,-130.8965,1.181641,-2.861328,982.7539,0.16,-0.355,-0.195,33,-36,-44,49.44444,True,669,37.2488695,-80.4180685,8,1.44,668.7,0.246933331,0,230159,612,0
123,True,,1783526228.2426536,425490984000000,425491359000000,375.0,1007,358428,0,0,12.38089,0.041697,0.134317,-130.1234,0.693359,-3.837891,977.3828,-0.465,-2.4175,-0.195,29,-37,-46,48.88889,True,61,37.24888117,-80.41808017,8,1.44,668.5,0.298377775,0,231087,616,0
124,True,,1783526229.63384,425492375000000,425492750000000,375.0,1007,359815,0,0,12.38089,-0.122282,0.039263,-130.4574,-0.283203,-4.326172,980.8008,-0.465,-1.48,-0.2575,31,-36,-44,50,True,449,37.24888633,-80.41808467,8,1.44,668.4,0.318955553,0,232150,618,0
125,True,,1783526231.026509,425493765000000,425494156000000,391.0,1007,361216,0,0,12.38097,0.12611,-0.160678,-130.4635,1.669922,-0.908203,981.7773,-0.2775,-1.105,0.1175,31,-36,-44,49.44444,True,849,37.24888733,-80.41808233,8,1.44,668.7,0.118322221,0,232954,620,0
126,True,,1783526232.423533,425495171000000,425495593000000,422.0,1007,362641,0,0,12.38097,-0.003103,-0.102317,-130.0082,1.669922,-0.419922,979.3359,0.2225,-0.48,-0.2575,32,-38,-44,49.44444,True,278,37.24888767,-80.41808467,8,1.44,668.5,0.113177777,0,234052,624,0
127,True,,1783526233.8511739,425496593000000,425497015000000,422.0,1007,364065,0,0,12.38097,-0.130762,-0.064033,-130.0666,0.205078,-0.908203,980.8008,0.3475,0.5825,-0.2575,31,-37,-43,49.44444,True,701,37.24888817,-80.4180825,8,1.44,668.5,0.08231111,0,234983,626,0
128,True,,1783526235.2750156,425498015000000,425498406000000,391.0,1007,365462,0,0,12.38097,-0.017063,-0.848659,-129.943,0.205078,-0.908203,984.2188,0.035,-15.355,-0.3825,30,-37,-43,49.44444,True,94,37.24888833,-80.41808217,8,1.44,668.6,0.041155555,0,235944,630,0
129,True,,1783526236.6704898,425499421000000,425499812000000,391.0,1007,366854,0,0,12.38097,-0.142964,0.165488,-130.5245,-0.771484,-3.837891,984.2188,-0.215,-0.48,-0.07,31,-37,-43,48.88889,True,491,37.24889083,-80.4180875,8,1.44,667.8,0.08231111,0,237009,632,0
130,True,,1783526238.0621097,425500812000000,425501218000000,406.0,1007,368260,0,0,12.38097,-0.312558,0.144432,-130.6627,1.669922,-1.396484,977.3828,-0.34,-0.1675,0.1175,32,-37,-42,49.44444,True,9,37.24889633,-80.41808783,8,1.44,667.8,0.231499998,0,237814,635,0
131,True,,1783526239.468874,425502218000000,425502593000000,375.0,1007,369651,0,0,12.38097,-0.005675,-0.397743,-129.9913,2.646484,-6.279297,980.8008,-0.4025,-0.355,-0.445,29,-38,-43,49.44444,True,285,37.2489045,-80.41808933,8,1.44,668.6,0.282944442,0,238876,638,0
132,True,,1783526240.8613386,425503609000000,425504015000000,406.0,1007,371069,0,0,12.37301,-0.279992,0.24523,-130.5183,2.158203,-2.373047,980.3125,0.0975,0.2075,-0.2575,32,-35,-43,50,True,706,37.24890667,-80.41808967,8,1.44,668.6,0.169766665,0,239799,640,0
133,True,,1783526242.2756495,425505015000000,425505437000000,422.0,1007,372482,0,0,12.37301,-0.05935,-0.230835,-130.2191,3.623047,-3.837891,982.2656,-0.1525,-0.605,-0.32,31,-37,-45,50,True,116,37.2489145,-80.4180885,8,1.44,669.6,0.123466666,0,240778,644,0
134,True,,1783526243.6872532,425506437000000,425506828000000,391.0,1007,373874,0,0,12.37301,-0.312276,0.280708,-130.1483,3.134766,-3.837891,980.8008,-0.2775,-0.605,-0.445,31,-35,-44,49.44444,True,509,37.24891783,-80.4180905,8,1.44,669.8,0.231499998,0,241842,646,0
135,True,,1783526245.082412,425507828000000,425508218000000,390.0,1007,375264,0,0,12.37301,-0.161838,-0.046164,-130.1627,2.646484,-1.884766,982.2656,0.3475,0.52,-0.2575,31,-36,-43,49.44444,True,17,37.24891217,-80.41809267,8,1.44,669.8,0.108033332,0,242633,649,0
136,True,,1783526246.469769,425509218000000,425509609000000,391.0,1007,376651,0,0,12.37301,-0.097726,-0.073282,-130.1118,2.158203,-0.419922,978.3594,-0.09,-1.4175,-0.07,31,-37,-43,49.44444,True,284,37.24890733,-80.4180895,8,1.44,669.4,0.195488887,0,243693,652,0
137,True,,1783526247.8581827,425510609000000,425510984000000,375.0,1007,378039,0,0,12.37301,-0.432759,0.318042,-130.5342,2.158203,-1.396484,981.2891,0.285,0.77,-0.195,33,-35,-44,49.44444,True,676,37.24891233,-80.41809183,8,1.44,669.7,0.0463,0,244615,654,0
138,True,,1783526249.2477756,425512000000000,425512375000000,375.0,1007,379430,0,0,12.37301,-0.035605,-0.195,-130.4264,1.669922,-2.861328,979.8242,0.285,0.8325,-0.1325,30,-36,-43,49.44444,True,66,37.24891183,-80.41809083,8,1.44,670.2,0.113177777,0,245545,658,0
139,True,,1783526250.6363537,425513375000000,425513796000000,421.0,1007,380839,0,0,12.38118,-0.051419,-0.459726,-129.9809,-0.283203,-4.326172,981.2891,-0.6525,-1.855,-0.5075,30,-38,-43,49.44444,True,476,37.24891417,-80.41809167,8,1.44,670.5,0.190344443,0,246628,660,0
140,True,,1783526252.0477743,425514796000000,425515203000000,407.0,1007,382227,0,0,12.38118,0.007408,-0.069327,-130.518,1.669922,-0.419922,982.7539,0.0975,0.395,-0.195,29,-36,-44,49.44444,True,865,37.2489125,-80.4180895,8,1.44,670.8,0.375544441,0,247414,662,0
141,True,,1783526253.453426,425516203000000,425516609000000,406.0,1007,383659,0,0,12.38118,-0.346561,0.248975,-130.1451,3.134766,-4.814453,980.8008,0.16,1.2075,0.055,33,-37,-43,49.44444,True,293,37.24891417,-80.41809,8,1.44,671,0.236644442,0,248514,666,0
142,True,,1783526254.8696387,425517609000000,425518031000000,422.0,1007,385085,0,0,12.38118,-0.126685,-0.059626,-130.4995,-0.771484,-2.861328,981.2891,-0.4025,-1.0425,-0.5075,31,-38,-42,49.44444,True,718,37.24891467,-80.41808817,7,2.05,671.3,0.118322221,0,249429,668,0
143,True,,1783526256.2913873,425519031000000,425519437000000,406.0,1007,386486,0,0,12.38118,-0.066437,-0.397437,-130.2236,3.134766,-2.373047,981.2891,-0.0275,-0.4175,-0.195,32,-37,-45,48.88889,True,122,37.24891367,-80.41808433,7,2.05,672.2,0.21092222,0,250410,672,0
144,True,,1783526257.6924324,425520437000000,425520828000000,391.0,1007,387881,0,0,12.38118,-0.116494,-0.060023,-130.0904,1.669922,-1.396484,980.8008,0.2225,-1.98,0.055,30,-36,-46,49.44444,True,515,37.24890767,-80.418081,8,1.44,672.3,0.457855552,0,251475,674,0
145,True,,1783526259.0906084,425521843000000,425522218000000,375.0,1007,389270,0,0,12.38118,-0.141144,-0.059125,-130.2847,1.669922,-1.884766,983.7305,-0.2775,0.27,-0.1325,31,-37,-45,49.44444,True,24,37.24891217,-80.41808267,8,1.44,672.4,0.020577778,0,252265,677,0
146,True,,1783526260.4754148,425523218000000,425523625000000,407.0,1007,390668,0,0,12.31821,-0.022532,-0.035452,-130.0773,0.693359,-3.349609,978.3594,0.41,1.145,-0.1325,31,-37,-44,49.44444,True,301,37.2489085,-80.41808033,8,1.44,672.7,0.216066665,0,253334,680,0
147,True,,1783526261.8787107,425524625000000,425525015000000,390.0,1007,392060,0,0,12.31821,-0.10233,0.246393,-131.2232,1.669922,-1.884766,980.3125,-0.34,-0.1675,-0.8825,33,-37,-42,49.44444,True,698,37.24890133,-80.41807533,8,1.44,672.7,0.442422218,0,254241,682,0
148,True,,1783526263.2655413,425526015000000,425526421000000,406.0,1007,393471,0,0,12.31821,-0.186777,0.049553,-130.7851,4.111328,-3.837891,979.8242,0.2225,0.8325,-0.195,31,-37,-43,49.44444,True,108,37.24890533,-80.41807617,8,1.44,673.3,0.041155555,0,255210,686,0
149,True,,1783526264.6781416,425527421000000,425527859000000,438.0,1007,394917,0,0,12.31821,-0.020161,-0.036998,-130.9161,2.158203,-3.349609,981.2891,-0.0275,0.395,-0.6325,32,-38,-45,50,True,553,37.24890267,-80.41807333,8,1.44,673.6,0.066877777,0,256305,688,0
150,True,,1783526266.1230266,425528875000000,425529265000000,390.0,1007,396308,0,0,12.31821,-0.071444,-0.062543,-130.4694,0.693359,-1.884766,978.3594,-0.2775,-0.0425,-0.32,31,-37,-44,49.44444,True,59,37.2488975,-80.41806883,8,1.44,673.7,0.313811108,0,257121,691,0
151,True,,1783526267.5241666,425530265000000,425530656000000,391.0,1007,397709,0,0,12.31821,-0.10854,0.160963,-130.2016,2.158203,-1.884766,981.2891,-0.2775,-0.4175,-0.32,31,-36,-43,49.44444,True,345,37.24889167,-80.4180655,8,1.44,674.1,0.457855552,0,258192,694,0
152,True,,1783526268.9149358,425531656000000,425532062000000,406.0,1007,399101,0,0,12.31821,-0.077057,-0.142419,-129.8499,1.181641,-0.908203,979.8242,0.0975,-0.2925,-0.2575,29,-35,-44,49.44444,True,734,37.24890783,-80.41807617,8,1.44,674.5,0.421844441,0,259065,696,0
153,True,,1783526270.313893,425533062000000,425533453000000,391.0,1007,400507,0,0,12.31821,-0.140119,-0.184762,-130.7104,2.646484,-1.884766,982.2656,-0.4025,0.02,-0.2575,31,-36,-44,49.44444,True,143,37.24891333,-80.41807967,8,1.44,674.9,0.164622221,0,260072,700,0
154,True,,1783526271.712641,425534453000000,425534843000000,390.0,1007,401898,0,0,12.36505,0.00737,-0.285506,-130.4042,0.205078,-2.373047,982.7539,0.2225,-0.105,-0.32,31,-37,-46,49.44444,True,535,37.24891267,-80.418078,8,1.44,675.1,0.020577778,0,261135,702,0
155,True,,1783526273.1067042,425535859000000,425536265000000,406.0,1007,403309,0,0,12.36505,-0.191286,-0.123466,-130.7248,1.181641,-0.419922,979.3359,-0.84,-1.48,-0.445,31,-36,-44,49.44444,True,59,37.2489165,-80.41807817,8,1.44,675.5,0.087455555,0,261951,705,0
156,True,,1783526274.5150418,425537265000000,425537656000000,391.0,1007,404706,0,0,12.36505,-0.074124,-0.078667,-130.4619,3.134766,-3.349609,978.3594,-0.1525,0.5825,-0.07,32,-37,-44,49.44444,True,345,37.24891417,-80.41807717,8,1.44,675.9,0.164622221,0,263023,708,0
157,True,,1783526275.91786,425538656000000,425539062000000,406.0,1007,406108,0,0,12.36505,-0.308961,-0.111809,-130.1503,1.181641,-5.791016,979.8242,-0.5275,-0.98,-0.3825,31,-36,-45,49.44444,True,743,37.24891583,-80.41807583,8,1.44,676.4,0.231499998,0,263895,710,0
158,True,,1783526277.3129146,425540062000000,425540453000000,391.0,1007,407508,0,0,12.36505,0.024765,-0.289418,-130.1154,2.646484,-2.861328,983.7305,0.035,0.52,-0.1325,31,-38,-42,49.44444,True,143,37.2489195,-80.418078,8,1.44,676.8,0.072022222,0,264902,714,0
159,True,,1783526278.7132905,425541453000000,425541875000000,422.0,1007,408917,0,0,12.36505,-0.140859,-0.057583,-130.6741,1.181641,-3.349609,979.3359,-0.6525,-0.98,-0.07,31,-36,-45,49.44444,True,551,37.248924,-80.41808267,8,1.44,676.7,0.267511109,0,265965,716,0
160,True,,1783526280.1293252,425542875000000,425543281000000,406.0,1007,410326,0,0,12.36505,0.041497,-0.272818,-129.9846,4.111328,-4.326172,981.2891,-0.215,0.4575,-0.445,30,-37,-44,49.44444,True,79,37.248926,-80.4180845,8,1.44,676.8,0.133755554,0,266798,719,0
161,True,,1783526281.5321038,425544281000000,425544671000000,390.0,1007,411716,0,0,12.3731,-0.191088,-0.089149,-130.4005,-0.283203,-0.908203,981.2891,-0.2775,1.27,0.18,32,-37,-45,49.44444,True,354,37.2489225,-80.4180845,8,1.44,676.9,0.020577778,0,267861,722,0
