sequence,service,family,horizon_s,pos_tol_m,heading_tol_deg,aoi_limit_s,rate_hz,interval_s,delay_ms,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,failure_duration_s,max_failure_episode_s,mean_aoi_s,max_aoi_s,calibration_coverage,calibration_physical_satisfaction,calibration_freshness_satisfaction,calibration_joint_satisfaction,speed_mean,speed_p95,yaw_abs_mean,yaw_abs_p95,accel_abs_p95,turn_fraction,qualified
parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,0,1.0,0.6779605532367624,1.0,0.6779605532367624,393.5,0.9,0.4499631721031898,0.8999999999941792,1.0,0.47866666666666663,1.0,0.47866666666666663,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,25,1.0,0.6169353738712934,1.0,0.6169353738712934,468.06666666666666,1.8999999999999997,0.5499713560789652,1.0,0.996,0.4524765729585007,1.0,0.4524765729585007,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,50,1.0,0.6169353738712934,1.0,0.6169353738712934,468.06666666666666,1.8999999999999997,0.5499713560789652,1.0,0.996,0.4524765729585007,1.0,0.4524765729585007,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,100,1.0,0.6169353738712934,1.0,0.6169353738712934,468.06666666666666,1.8999999999999997,0.5499713560789652,1.0,0.996,0.4524765729585007,1.0,0.4524765729585007,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,200,1.0,0.4997681206863627,0.7999836320484491,0.43135008320375373,694.8333333333334,12.4,0.7499877240305161,1.1999999999825377,0.988,0.37112010796221323,0.805668016194332,0.33198380566801616,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,2.0,0.5,0,1.0,0.856644024333688,1.0,0.856644024333688,175.1666666666667,0.4000000000000001,0.19998363204262834,0.3999999999941792,1.0,0.5373333333333333,1.0,0.5373333333333333,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,1
parking02,local_5s,local,5.0,0.2,5.0,1.0,2.0,0.5,25,1.0,0.7768775404424803,1.0,0.7768775404424803,272.6333333333334,1.3333333333333333,0.2999918160184038,0.5,0.996,0.5194109772423026,1.0,0.5194109772423026,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,2.0,0.5,50,1.0,0.7768775404424803,1.0,0.7768775404424803,272.6333333333334,1.3333333333333333,0.2999918160184038,0.5,0.996,0.5194109772423026,1.0,0.5194109772423026,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,2.0,0.5,100,1.0,0.7768775404424803,1.0,0.7768775404424803,272.6333333333334,1.3333333333333333,0.2999918160184038,0.5,0.996,0.5194109772423026,1.0,0.5194109772423026,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,2.0,0.5,200,1.0,0.6106609924434624,1.0,0.6106609924434624,475.73333333333335,9.866666666666667,0.5000081839699546,0.6999999999825377,0.988,0.4304993252361673,1.0,0.4304993252361673,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,0
parking02,local_5s,local,5.0,0.2,5.0,1.0,5.0,0.2,0,1.0,0.9965081703358157,1.0,0.9965081703358157,4.266666666666666,0.10000000000000002,0.04999590801211181,0.1000000000058207,1.0,0.5693333333333334,1.0,0.5693333333333334,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,1
parking02,local_5s,local,5.0,0.2,5.0,1.0,5.0,0.2,25,1.0,0.9334915568649916,1.0,0.9334915568649916,81.26666666666667,0.5,0.1500040919878872,0.2000000000116415,0.996,0.5943775100401606,1.0,0.5943775100401606,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,1
parking02,local_5s,local,5.0,0.2,5.0,1.0,5.0,0.2,50,1.0,0.9334915568649916,1.0,0.9334915568649916,81.26666666666667,0.5,0.1500040919878872,0.2000000000116415,0.996,0.5943775100401606,1.0,0.5943775100401606,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,1
parking02,local_5s,local,5.0,0.2,5.0,1.0,5.0,0.2,100,1.0,0.9092942684889652,1.0,0.9092942684889652,110.83333333333336,0.5666666666666668,0.1700057287842065,0.2999999999883584,0.996,0.5809906291834003,1.0,0.5809906291834003,1.2879678960735652,1.5726486351442093,0.0797505856324631,0.42720115364640404,1.044363342680681,0.2358803986710963,1
