packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes
0,0.0,1626984785082,1124
1,0.5,1627484903002,1124
2,1.0,1627988922782,1124
3,1.5,1628483787460,1124
4,2.0,1628983751020,1124
5,2.5,1629484379595,1124
6,3.0,1629984291603,1124
7,3.5,1630484164482,1124
8,4.0,1630983946360,1124
9,4.5,1631483984317,1124
10,5.0,1631985801087,1125
11,5.5,1632484367778,1125
12,6.0,1632983717291,1125
13,6.5,1633484317717,1125
14,7.0,1633997745923,1125
15,7.5,1634484353128,1125
16,8.0,1634986319140,1125
17,8.5,1635486103035,1125
18,9.0,1635986327735,1125
19,9.5,1636484005624,1125
20,10.0,1636987097829,1126
21,10.5,1637510152309,1126
22,11.0,1637983897775,1126
23,11.5,1638485032138,1126
24,12.0,1638985765227,1126
25,12.5,1639498944428,1126
26,13.0,1639987816900,1126
27,13.5,1640495625617,1126
28,14.0,1640984474128,1126
29,14.5,1641483691312,1126
30,15.0,1641983992714,1126
31,15.5,1642487516351,1126
32,16.0,1642989435725,1126
33,16.5,1643485750354,1126
34,17.0,1643990959388,1126
35,17.5,1644486680350,1126
36,18.0,1644986535719,1126
37,18.5,1645496723901,1126
38,19.0,1645986243346,1126
39,19.5,1646489738032,1126
40,20.0,1647032627364,1126
41,20.5,1647490841294,1126
42,21.0,1647989558982,1126
43,21.5,1648484466739,1126
44,22.0,1648993125481,1126
45,22.5,1649486274099,1126
46,23.0,1649991453106,1126
47,23.5,1650487401205,1126
48,24.0,1651002722171,1126
49,24.5,1651563852475,1126
50,25.0,1651986324874,1126
51,25.5,1652484240115,1126
52,26.0,1652985288251,1126
53,26.5,1653484881598,1126
54,27.0,1653985097115,1126
55,27.5,1654485630855,1126
56,28.0,1654998323778,1126
57,28.5,1655484066148,1126
58,29.0,1655986669792,1126
59,29.5,1656491397127,1126
60,30.0,1656985884747,1126
61,30.5,1657484892749,1126
62,31.0,1657984350215,1126
63,31.5,1658485169475,1126
64,32.0,1658986163467,1126
65,32.5,1659486817272,1126
66,33.0,1659984510754,1126
67,33.5,1660486951610,1126
68,34.0,1660983664673,1126
69,34.5,1661484491138,1126
70,35.0,1661983770133,1126
71,35.5,1662483674847,1126
72,36.0,1662984129578,1126
73,36.5,1663484212217,1126
74,37.0,1663984650082,1126
75,37.5,1664483734659,1126
76,38.0,1664983690365,1126
77,38.5,1665484541168,1126
78,39.0,1665983911722,1126
79,39.5,1666484726915,1126
80,40.0,1666983814103,1126
81,40.5,1667483786360,1126
82,41.0,1667984732914,1126
83,41.5,1668484751048,1126
84,42.0,1668984446363,1126
85,42.5,1669483772746,1126
86,43.0,1669983833003,1126
87,43.5,1670492433151,1126
88,44.0,1670985707194,1126
89,44.5,1671489505469,1126
90,45.0,1671988891914,1126
91,45.5,1672493218580,1126
92,46.0,1672983832984,1126
93,46.5,1673495234511,1126
94,47.0,1673984125476,1126
95,47.5,1674484874246,1126
96,48.0,1674984079007,1126
97,48.5,1675492830379,1126
98,49.0,1675984600436,1126
99,49.5,1676484706862,1126
100,50.0,1676984192238,1127
101,50.5,1677483804824,1127
102,51.0,1677985788365,1127
103,51.5,1678487323032,1127
104,52.0,1678985054491,1127
105,52.5,1679485229139,1127
106,53.0,1679990865510,1127
107,53.5,1680486223112,1127
108,54.0,1680990200862,1127
109,54.5,1681483672361,1127
110,55.0,1681989842413,1127
111,55.5,1682509530690,1127
112,56.0,1682986369617,1127
113,56.5,1683484193340,1127
114,57.0,1683985781294,1127
115,57.5,1684484873429,1127
116,58.0,1684983750432,1127
117,58.5,1685484761104,1127
118,59.0,1685983938561,1127
119,59.5,1686486678140,1127
120,60.0,1686984019948,1127
121,60.5,1687483806580,1127
122,61.0,1687984751441,1127
123,61.5,1688484039182,1127
124,62.0,1688984417300,1127
125,62.5,1689483824897,1127
126,63.0,1689984783070,1127
127,63.5,1690483946858,1127
128,64.0,1690984457026,1127
129,64.5,1691484871854,1127
130,65.0,1691984087391,1127
131,65.5,1692484307340,1127
132,66.0,1692984640516,1127
133,66.5,1693489262303,1127
134,67.0,1693985987543,1127
135,67.5,1694485860572,1127
136,68.0,1694989617450,1127
137,68.5,1695486793319,1127
138,69.0,1695984687099,1127
139,69.5,1696484027666,1127
140,70.0,1696984754936,1127
141,70.5,1697484126347,1127
142,71.0,1697983751357,1127
143,71.5,1698487657665,1127
144,72.0,1698985881046,1127
145,72.5,1699484364299,1127
146,73.0,1699984986493,1127
147,73.5,1700484156838,1127
148,74.0,1700985812256,1127
149,74.5,1701487296800,1127
150,75.0,1701989004493,1127
151,75.5,1702654448986,1127
152,76.0,1702984294444,1127
153,76.5,1703489838677,1127
154,77.0,1703988844828,1127
155,77.5,1704485685342,1127
156,78.0,1705106115672,1127
157,78.5,1705492152436,1127
158,79.0,1705983678080,1127
159,79.5,1706484030843,1127
160,80.0,1706993375558,1127
161,80.5,1707485582633,1127
162,81.0,1707983788360,1127
163,81.5,1708484311465,1127
164,82.0,1708984321907,1127
165,82.5,1709484357844,1127
166,83.0,1709983810269,1127
167,83.5,1710485823321,1127
168,84.0,1710984331887,1127
169,84.5,1711483819488,1127
170,85.0,1712468900973,1127
171,85.5,1712543257529,1127
172,86.0,1712988259647,1127
173,86.5,1713483710015,1127
174,87.0,1713986486520,1127
175,87.5,1714486561868,1127
176,88.0,1715000880267,1127
177,88.5,1715521337403,1127
178,89.0,1715985440497,1127
179,89.5,1716487710941,1127
180,90.0,1716983653227,1127
181,90.5,1717485193209,1127
182,91.0,1717984429895,1127
183,91.5,1718489939516,1127
184,92.0,1718987282277,1127
185,92.5,1719484169254,1127
186,93.0,1719984649305,1127
187,93.5,1720487053159,1127
188,94.0,1720984989800,1127
189,94.5,1721485397137,1127
190,95.0,1721984623975,1127
191,95.5,1722486940345,1127
192,96.0,1722985725815,1127
193,96.5,1723484958535,1127
194,97.0,1723988249754,1127
195,97.5,1724484764680,1127
196,98.0,1724984604701,1127
197,98.5,1725484366504,1127
198,99.0,1725985142456,1127
199,99.5,1726486530546,1127
200,100.0,1726986330670,1128
201,100.5,1727486631494,1128
202,101.0,1728022378075,1128
203,101.5,1728486686436,1128
204,102.0,1728988282552,1128
205,102.5,1729487857382,1128
206,103.0,1730004795038,1128
207,103.5,1730486697577,1128
208,104.0,1730989358177,1128
209,104.5,1731486015655,1128
210,105.0,1731986934070,1128
211,105.5,1732484596587,1128
212,106.0,1732991452614,1128
213,106.5,1733485475114,1128
214,107.0,1733985955650,1128
215,107.5,1734484648396,1128
216,108.0,1734984809045,1128
217,108.5,1735487682829,1128
218,109.0,1735985548939,1128
219,109.5,1736484371738,1128
220,110.0,1736984299860,1128
221,110.5,1737484374882,1128
222,111.0,1737984556923,1128
223,111.5,1738484940552,1128
224,112.0,1738985240453,1128
225,112.5,1739485300067,1128
226,113.0,1739985402875,1128
227,113.5,1740486294944,1128
228,114.0,1740984761775,1128
229,114.5,1741486859009,1128
230,115.0,1741984523693,1128
231,115.5,1742488379786,1128
232,116.0,1742985308922,1128
233,116.5,1743484513454,1128
234,117.0,1743985630493,1128
235,117.5,1744485486790,1128
236,118.0,1744985686121,1128
237,118.5,1745485447373,1128
238,119.0,1745985900050,1128
239,119.5,1746487740976,1128
240,120.0,1746987945318,1128
241,120.5,1747484892430,1128
242,121.0,1747985249000,1128
243,121.5,1748511331979,1128
244,122.0,1748985264635,1128
245,122.5,1749485529826,1128
246,123.0,1749983661003,1128
247,123.5,1750490195695,1128
248,124.0,1750985048414,1128
249,124.5,1751489272854,1128
250,125.0,1751993064429,1128
251,125.5,1752491231355,1128
252,126.0,1752989043278,1128
253,126.5,1753487045736,1128
254,127.0,1753986497196,1128
255,127.5,1754489664060,1128
256,128.0,1754989275451,1128
257,128.5,1755487741924,1128
258,129.0,1755990078636,1128
259,129.5,1756486792750,1128
260,130.0,1756988444210,1128
261,130.5,1757487665344,1128
262,131.0,1757991854580,1128
263,131.5,1758485093626,1128
264,132.0,1758987836989,1128
265,132.5,1759488146665,1128
266,133.0,1760302905547,1128
267,133.5,1760486810436,1128
268,134.0,1760987036944,1128
269,134.5,1761484779819,1128
270,135.0,1761990538800,1128
271,135.5,1762485697733,1128
272,136.0,1762992287812,1128
273,136.5,1763488279187,1128
274,137.0,1763984639091,1128
275,137.5,1764488976578,1128
276,138.0,1764988126996,1128
277,138.5,1765485480630,1128
278,139.0,1765988634533,1128
279,139.5,1766497324500,1128
280,140.0,1766988994355,1128
281,140.5,1767484787450,1128
282,141.0,1767987820764,1128
283,141.5,1768490107956,1128
284,142.0,1768988855736,1128
285,142.5,1769487191156,1128
286,143.0,1769985508291,1128
287,143.5,1770490967836,1128
288,144.0,1771056765135,1128
289,144.5,1772402867828,1128
290,145.0,1772402986036,1128
291,145.5,1772483918013,1128
292,146.0,1772984096582,1128
293,146.5,1773484084857,1128
294,147.0,1773983990851,1128
295,147.5,1774484614151,1128
296,148.0,1774984516817,1128
297,148.5,1775484561144,1128
298,149.0,1775988876395,1128
299,149.5,1776490963898,1128
300,150.0,1776984954768,1128
301,150.5,1777508738840,1128
302,151.0,1777991874536,1128
303,151.5,1778485783525,1128
304,152.0,1778985177047,1128
305,152.5,1779492344199,1128
306,153.0,1779987429332,1128
307,153.5,1780483801247,1128
308,154.0,1780985197925,1128
309,154.5,1781484632962,1128
310,155.0,1781984299942,1128
311,155.5,1782483797371,1128
312,156.0,1782990940519,1128
313,156.5,1783487835326,1128
314,157.0,1784005812193,1128
315,157.5,1784483911791,1128
316,158.0,1784983722289,1128
317,158.5,1785484418674,1128
318,159.0,1785996285852,1128
319,159.5,1786507770528,1128
320,160.0,1786984333466,1128
321,160.5,1787521591022,1128
322,161.0,1788061238308,1128
323,161.5,1788491174562,1128
324,162.0,1788984043472,1128
325,162.5,1789495520982,1128
326,163.0,1789991406286,1128
327,163.5,1790484141566,1128
328,164.0,1790983991250,1128
329,164.5,1791484390458,1128
330,165.0,1791984301424,1128
331,165.5,1792484050756,1128
332,166.0,1792991212608,1128
333,166.5,1793484614429,1128
334,167.0,1793991244651,1128
335,167.5,1794483911429,1128
336,168.0,1794983785976,1128
337,168.5,1795490089322,1128
338,169.0,1796118028821,1128
339,169.5,1797148584809,1128
340,170.0,1797148764378,1128
341,170.5,1797500688356,1128
342,171.0,1797983766280,1128
343,171.5,1798483780895,1128
344,172.0,1798985019097,1128
345,172.5,1799492854128,1128
346,173.0,1800023821102,1128
347,173.5,1800487044233,1128
348,174.0,1800984162419,1128
349,174.5,1801493098279,1128
350,175.0,1801985032978,1128
351,175.5,1802485244334,1128
352,176.0,1802985216409,1128
353,176.5,1803525039431,1128
354,177.0,1804017076393,1128
355,177.5,1804485108689,1128
356,178.0,1804983922121,1128
357,178.5,1805490897258,1128
358,179.0,1805987735965,1128
359,179.5,1806491430471,1128
