packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes,receive_monotonic_ns,received,measured_delay_ms
0,0.0,1626984785082,1124,1627200265896.0,True,215.480814
1,0.5,1627484903002,1124,1627826783152.0,True,341.88015
2,1.0,1627988922782,1124,1628189671557.0,True,200.748775
3,1.5,1628483787460,1124,1628672408256.0,True,188.620796
4,2.0,1628983751020,1124,1629248254773.0,True,264.503753
5,2.5,1629484379595,1124,1629765182297.0,True,280.802702
6,3.0,1629984291603,1124,,False,
7,3.5,1630484164482,1124,1630753771984.0,True,269.607502
8,4.0,1630983946360,1124,1631095296690.0,True,111.35033
9,4.5,1631483984317,1124,1631699258235.0,True,215.273918
10,5.0,1631985801087,1125,1632174411278.0,True,188.610191
11,5.5,1632484367778,1125,1632708056219.0,True,223.688441
12,6.0,1632983717291,1125,1633145925084.0,True,162.207793
13,6.5,1633484317717,1125,1633746755734.0,True,262.438017
14,7.0,1633997745923,1125,1634236561563.0,True,238.81564
15,7.5,1634484353128,1125,1634631248955.0,True,146.895827
16,8.0,1634986319140,1125,1635219405712.0,True,233.086572
17,8.5,1635486103035,1125,,False,
18,9.0,1635986327735,1125,1636198729145.0,True,212.40141
19,9.5,1636484005624,1125,1636606356333.0,True,122.350709
20,10.0,1636987097829,1126,1637149783961.0,True,162.686132
21,10.5,1637510152309,1126,1637664163449.0,True,154.01114
22,11.0,1637983897775,1126,1638168439459.0,True,184.541684
23,11.5,1638485032138,1126,1638759254494.0,True,274.222356
24,12.0,1638985765227,1126,1639204454424.0,True,218.689197
25,12.5,1639498944428,1126,1639638234801.0,True,139.290373
26,13.0,1639987816900,1126,1640309253962.0,True,321.437062
27,13.5,1640495625617,1126,1640848169999.0,True,352.544382
28,14.0,1640984474128,1126,1641259076324.0,True,274.602196
29,14.5,1641483691312,1126,1641700672113.0,True,216.980801
30,15.0,1641983992714,1126,1642183515311.0,True,199.522597
31,15.5,1642487516351,1126,1642721495145.0,True,233.978794
32,16.0,1642989435725,1126,1643162614105.0,True,173.17838
33,16.5,1643485750354,1126,,False,
34,17.0,1643990959388,1126,1644250189023.0,True,259.229635
35,17.5,1644486680350,1126,1644709781505.0,True,223.101155
36,18.0,1644986535719,1126,1645283814905.0,True,297.279186
37,18.5,1645496723901,1126,1645663859604.0,True,167.135703
38,19.0,1645986243346,1126,1646214156280.0,True,227.912934
39,19.5,1646489738032,1126,1646746863042.0,True,257.12501
40,20.0,1647032627364,1126,1647232709502.0,True,200.082138
41,20.5,1647490841294,1126,1647818227465.0,True,327.386171
42,21.0,1647989558982,1126,1648197716444.0,True,208.157462
43,21.5,1648484466739,1126,1648657005777.0,True,172.539038
44,22.0,1648993125481,1126,1649156090919.0,True,162.965438
45,22.5,1649486274099,1126,1649736227112.0,True,249.953013
46,23.0,1649991453106,1126,1650216190117.0,True,224.737011
47,23.5,1650487401205,1126,1650634353803.0,True,146.952598
48,24.0,1651002722171,1126,1651291598227.0,True,288.876056
49,24.5,1651563852475,1126,1651833004084.0,True,269.151609
50,25.0,1651986324874,1126,1652150505498.0,True,164.180624
51,25.5,1652484240115,1126,1652765271263.0,True,281.031148
52,26.0,1652985288251,1126,1653179581540.0,True,194.293289
53,26.5,1653484881598,1126,1653748759347.0,True,263.877749
54,27.0,1653985097115,1126,1654211108401.0,True,226.011286
55,27.5,1654485630855,1126,1654875844695.0,True,390.21384
56,28.0,1654998323778,1126,1655196076646.0,True,197.752868
57,28.5,1655484066148,1126,1655633526794.0,True,149.460646
58,29.0,1655986669792,1126,1656236932393.0,True,250.262601
59,29.5,1656491397127,1126,1656676983834.0,True,185.586707
60,30.0,1656985884747,1126,1657315887396.0,True,330.002649
61,30.5,1657484892749,1126,1657740636239.0,True,255.74349
62,31.0,1657984350215,1126,1658202432316.0,True,218.082101
63,31.5,1658485169475,1126,1658756135777.0,True,270.966302
64,32.0,1658986163467,1126,1659133031667.0,True,146.8682
65,32.5,1659486817272,1126,1659696496876.0,True,209.679604
66,33.0,1659984510754,1126,1660171624393.0,True,187.113639
67,33.5,1660486951610,1126,1660693263340.0,True,206.31173
68,34.0,1660983664673,1126,1661163715836.0,True,180.051163
69,34.5,1661484491138,1126,1661680456451.0,True,195.965313
70,35.0,1661983770133,1126,1662140443531.0,True,156.673398
71,35.5,1662483674847,1126,,False,
72,36.0,1662984129578,1126,1663214314553.0,True,230.184975
73,36.5,1663484212217,1126,1663693678061.0,True,209.465844
74,37.0,1663984650082,1126,1664304399560.0,True,319.749478
75,37.5,1664483734659,1126,1664715566605.0,True,231.831946
76,38.0,1664983690365,1126,1665199946199.0,True,216.255834
77,38.5,1665484541168,1126,,False,
78,39.0,1665983911722,1126,1666228969678.0,True,245.057956
79,39.5,1666484726915,1126,1666675993986.0,True,191.267071
80,40.0,1666983814103,1126,1667139098848.0,True,155.284745
81,40.5,1667483786360,1126,1667664309403.0,True,180.523043
82,41.0,1667984732914,1126,1668170551223.0,True,185.818309
83,41.5,1668484751048,1126,1668717528187.0,True,232.777139
84,42.0,1668984446363,1126,1669174863069.0,True,190.416706
85,42.5,1669483772746,1126,1669677938081.0,True,194.165335
86,43.0,1669983833003,1126,1670090384372.0,True,106.551369
87,43.5,1670492433151,1126,1670712123847.0,True,219.690696
88,44.0,1670985707194,1126,1671110567709.0,True,124.860515
89,44.5,1671489505469,1126,1671632827087.0,True,143.321618
90,45.0,1671988891914,1126,1672093653403.0,True,104.761489
91,45.5,1672493218580,1126,1672733937505.0,True,240.718925
92,46.0,1672983832984,1126,1673172382154.0,True,188.54917
93,46.5,1673495234511,1126,1673655496611.0,True,160.2621
94,47.0,1673984125476,1126,1674196293258.0,True,212.167782
95,47.5,1674484874246,1126,1674701587451.0,True,216.713205
96,48.0,1674984079007,1126,1675178802232.0,True,194.723225
97,48.5,1675492830379,1126,1675743954467.0,True,251.124088
98,49.0,1675984600436,1126,1676133815167.0,True,149.214731
99,49.5,1676484706862,1126,1676591656609.0,True,106.949747
100,50.0,1676984192238,1127,1677138742336.0,True,154.550098
101,50.5,1677483804824,1127,1677649551402.0,True,165.746578
102,51.0,1677985788365,1127,1678173523258.0,True,187.734893
103,51.5,1678487323032,1127,,False,
104,52.0,1678985054491,1127,1679300007948.0,True,314.953457
105,52.5,1679485229139,1127,,False,
106,53.0,1679990865510,1127,1680194878123.0,True,204.012613
107,53.5,1680486223112,1127,1680630894446.0,True,144.671334
108,54.0,1680990200862,1127,1681135056652.0,True,144.85579
109,54.5,1681483672361,1127,1681735547219.0,True,251.874858
110,55.0,1681989842413,1127,1682231183421.0,True,241.341008
111,55.5,1682509530690,1127,1682784115217.0,True,274.584527
112,56.0,1682986369617,1127,1683137564543.0,True,151.194926
113,56.5,1683484193340,1127,1683654957548.0,True,170.764208
114,57.0,1683985781294,1127,1684166099680.0,True,180.318386
115,57.5,1684484873429,1127,1684666196676.0,True,181.323247
116,58.0,1684983750432,1127,1685217742646.0,True,233.992214
117,58.5,1685484761104,1127,1685714708724.0,True,229.94762
118,59.0,1685983938561,1127,,False,
119,59.5,1686486678140,1127,1686650949085.0,True,164.270945
120,60.0,1686984019948,1127,1687165787892.0,True,181.767944
121,60.5,1687483806580,1127,1687684164885.0,True,200.358305
122,61.0,1687984751441,1127,1688155647448.0,True,170.896007
123,61.5,1688484039182,1127,1688651436927.0,True,167.397745
124,62.0,1688984417300,1127,1689136734903.0,True,152.317603
125,62.5,1689483824897,1127,1689671457409.0,True,187.632512
126,63.0,1689984783070,1127,1690217601122.0,True,232.818052
127,63.5,1690483946858,1127,1690747818708.0,True,263.87185
128,64.0,1690984457026,1127,1691151732619.0,True,167.275593
129,64.5,1691484871854,1127,1691685248073.0,True,200.376219
130,65.0,1691984087391,1127,1692247138070.0,True,263.050679
131,65.5,1692484307340,1127,1692649522643.0,True,165.215303
132,66.0,1692984640516,1127,1693180781399.0,True,196.140883
133,66.5,1693489262303,1127,1693758993196.0,True,269.730893
134,67.0,1693985987543,1127,1694241333399.0,True,255.345856
135,67.5,1694485860572,1127,1694815909056.0,True,330.048484
136,68.0,1694989617450,1127,1695168909184.0,True,179.291734
137,68.5,1695486793319,1127,1695735990787.0,True,249.197468
138,69.0,1695984687099,1127,1696226470923.0,True,241.783824
139,69.5,1696484027666,1127,1696716369108.0,True,232.341442
140,70.0,1696984754936,1127,1697266493340.0,True,281.738404
141,70.5,1697484126347,1127,1697752511204.0,True,268.384857
142,71.0,1697983751357,1127,1698302350798.0,True,318.599441
143,71.5,1698487657665,1127,1698727391747.0,True,239.734082
144,72.0,1698985881046,1127,1699155407084.0,True,169.526038
145,72.5,1699484364299,1127,1699744677996.0,True,260.313697
146,73.0,1699984986493,1127,1700204093972.0,True,219.107479
147,73.5,1700484156838,1127,1700745248027.0,True,261.091189
