test_sequence,n_seeds,v1_ate_mean_m,v1_ate_std_m,v1_ate_range_m,v2_ate_mean_m,v2_ate_std_m,v2_ate_range_m,mean_ate_change_pct,seed_std_reduction_pct,mean_abs_remaining_yaw_bias_deg_min,mean_abs_fast_component_deg_min
parking02,3,14.016534584057785,7.935870956160409,15.69169004423387,14.615234996264311,1.3669542492703108,2.637212040890784,4.271386829719519,82.77499398841435,1.983495703180686,0.3351861364873164
parking01,3,5.694577739818765,0.30180592000469364,0.5818609941426676,2.541681459137374,0.7605610339385016,1.516397900973285,-55.36663866462089,-152.00335166608843,0.31707872981013785,0.7253621572147377
street00,3,0.29768216774394235,0.0007052585509075635,0.0013898266428017392,0.2979166183438377,0.00043171315273648206,0.000853346274747091,0.07875869813505942,38.78654116551568,0.7443975778469651,1.1519544362323886
