time_s,elapsed_s,dt_s,odo_forward_mps,odo_lateral_mps,wheel_speed_std_mps,steering_abs_mean_rad,steering_std_rad,imu_yaw_rate_radps,imu_yaw_rate_std_radps,imu_accel_norm_std_mps2,imu_accel_z_std_mps2,gt_east_m,gt_north_m,gt_heading_rad,gt_speed_mps,gps_available,gps_east_m,gps_north_m,gps_sigma_east_m,gps_sigma_north_m,twin_east_m,twin_north_m,twin_heading_rad,position_error_m,heading_error_rad,tracking_status_code,interval_id
0.0,0.0,0.4949853571802123,0.10103193310001786,0.0008676681777720742,0.0,0.0,0.0,0.0170732557244247,0.0,0.0,0.0,0.44922432864146344,0.3793140673635682,1.5321927353576852,0.02419617224142991,0.0,nan,nan,nan,nan,0.4495127518486885,0.39072745307726126,1.5369432474514175,0.011417029447102189,0.00475051209373234,0.0,1.0
0.4949853571802113,0.4949853571802113,0.4949853571802113,0.10103565787806656,1.3825320056035355e-05,0.0,0.0,0.0,0.01707325572442464,0.0,0.0,0.0,0.44965075794279796,0.3912832244597254,1.5330666355335847,0.02419617224142987,0.0,nan,nan,nan,nan,0.4507761612668075,0.4407226637332871,1.545394259034401,0.049452246544781836,0.012327623500816287,0.0,1.0
0.9899707143604226,0.9899707143604226,0.4949853571802113,0.1351582514425872,7.461681422060067e-05,0.0,0.0,0.0,0.018768961315535293,0.0,0.0,0.0,0.4500771872441325,0.4032523815558826,1.5397825508715197,0.07869524474995718,0.0,nan,nan,nan,nan,0.4520395706849264,0.4907178743893129,1.5538452706173844,0.08748750416695833,0.014062719745863816,0.0,1.0
1.4849560715406338,1.4849560715406338,0.4949853571802112,0.17560124068274974,0.00029937241177764194,0.0,0.0,0.0,0.019566986464566227,0.0,0.0,0.0,0.4504033121120017,0.4691855772855287,1.5618732897553391,0.14698594443205296,0.0,nan,nan,nan,nan,0.4529702920676453,0.5745074036922833,1.563974981075745,0.10535310391130971,0.0021016913204059406,0.0,1.0
1.9799414287208452,1.9799414287208452,0.4949853571802114,0.17767616315749282,0.0002951563723693253,0.0,0.0,0.0,0.017557711560400868,0.0,0.0,0.0,0.4504033121120017,0.5487637965059058,1.5728415328256062,0.17412552079422244,0.0,nan,nan,nan,nan,0.45292902178780153,0.6645559372568548,1.5732160141855918,0.11581968342666982,0.0003744813599855235,0.0,1.0
2.4749267859010566,2.4749267859010566,0.4949853571802114,0.16717753903288865,-0.0004428273580435321,0.0,0.0,0.0,0.01542100814987446,0.0,0.0,0.0,0.4504033121120017,0.6415647434945657,1.5940703152520461,0.1906231718362219,0.0,nan,nan,nan,nan,0.4522524882001471,0.7504003799153579,1.5813566013317288,0.10885134453613257,0.012713713920317282,0.0,1.0
2.9699121430812676,2.9699121430812676,0.49498535718021097,0.0932963076315603,-0.0008491307367231526,0.0,0.0,0.0,0.003314399379899413,0.0,0.0,0.0,0.44714366222515367,0.7374469997023594,1.6026295310294696,0.13844532661901388,0.0,nan,nan,nan,nan,0.45161968134450226,0.8300522061971202,1.5884823606398797,0.09271331628786697,0.014147170389589903,0.0,1.0
3.464897500261479,3.464897500261479,0.4949853571802114,0.025677944490153443,-3.1931367170821596e-05,0.0,0.0,0.0,-0.007767100441631314,0.0,0.0,0.0,0.4459271062412967,0.7785484475839235,1.600459371438042,0.06768166821700529,0.0,nan,nan,nan,nan,0.4514595635368826,0.842761413962138,1.584637759653524,0.06445085829387524,0.01582161178451802,0.0,1.0
3.9598828574416904,3.9598828574416904,0.4949853571802114,0.024318783727228722,6.871680912999225e-05,0.0,0.0,0.0,-0.0031260001328456966,0.0,0.0,0.0,0.44546777439984075,0.8044289070533179,1.5993614338232556,0.03373250026400868,0.0,nan,nan,nan,nan,0.451299445729263,0.8554706217271558,1.580793158667169,0.051373777623802235,0.0185682751560865,0.0,1.0
4.454868214621902,4.454868214621902,0.4949853571802114,0.018537009767851907,4.2554260947611595e-05,0.0,0.0,0.0,0.01576810387064409,0.0,0.0,0.0,0.44468855964297543,0.811919659029265,1.5852089821723094,0.007967871728194402,0.0,nan,nan,nan,nan,0.45115087075142446,0.8668344146399561,1.5815431110689193,0.055293687240446525,0.0036658711033901174,0.0,1.0
4.949853571802113,4.949853571802113,0.4949853571802114,0.0024996567002576555,-0.0003108178149017245,0.0,0.0,0.0,0.05593732924154882,0.0,0.0,0.0,0.44468855964297543,0.8122782848672632,1.5838628104893626,0.0019356636695593288,0.0,nan,nan,nan,nan,0.4510601092074838,0.8738202060981743,1.5964031197201,0.061870871277562134,0.012540309230738345,0.0,1.0
5.444838928982324,5.444838928982324,0.49498535718021053,-0.009124370109311827,-7.406127148498027e-05,0.0,0.0,0.0,0.08185355091774849,0.0,0.0,0.0,0.44468855964297543,0.8138359093749803,1.5873557832577792,0.003143086288534244,0.0,nan,nan,nan,nan,0.45139511110002145,0.8693160686732804,1.6369194288575892,0.055884039834381685,0.04956364559981097,0.0,1.0
5.939824286162535,5.939824286162535,0.4949853571802114,-0.021815327008540913,-0.0016127842584484878,0.0,0.0,0.0,0.10374609327556605,0.0,0.0,0.0,0.44738218778184113,0.8138359093749803,1.6785917102485106,0.0027271997589613517,0.0,nan,nan,nan,nan,0.4517301129925591,0.8648119312483863,1.677435737995081,0.051161110813546296,0.0011559722534295602,0.0,1.0
6.434809643342747,6.434809643342747,0.4949853571802114,-0.04551188964055852,-0.0023159194263939857,0.0,0.0,0.0,0.14420949019928564,0.0,0.0,0.0,0.44738840753655795,0.8138359093749803,1.68754503799489,7.092642660245786e-05,0.0,nan,nan,nan,nan,0.4552813298182504,0.8480121539382918,1.7396250229297046,0.0350758309181139,0.05207998493481458,0.0,1.0
6.929795000522958,6.929795000522958,0.4949853571802114,-0.05753869667918524,0.000901388774130072,0.0,0.0,0.0,0.1655773928900901,0.0,0.0,0.0,0.4473974499925641,0.8137673730844841,1.6875656827676568,0.012002402102014635,0.0,nan,nan,nan,nan,0.4615607752251672,0.8207823161824652,1.82019891002522,0.015805353786372666,0.1326332272575632,0.0,1.0
7.4247803577031695,7.4247803577031695,0.4949853571802114,-0.10458361900955516,-0.006515772418550239,0.0,0.0,0.0,0.2831033543321011,0.0,0.0,0.0,0.44988778391673345,0.8022197278410732,1.7205258399288166,0.060070016133352507,0.0,nan,nan,nan,nan,0.46847614757286715,0.7925926650055267,1.9035417928510432,0.02093340875854271,0.1830159529222266,0.0,1.0
7.919765714883381,7.919765714883381,0.4949853571802114,-0.15815198234445324,-0.015327624014303168,0.0,0.0,0.0,0.4248756377969549,0.0,0.0,0.0,0.4603093892899235,0.7557184959778449,1.881183273241553,0.11237863776399626,0.0,nan,nan,nan,nan,0.50147587871855,0.7250335264711771,2.1004629399512016,0.05134439799532518,0.2192796667096486,0.0,1.0
8.414751072063591,8.414751072063591,0.49498535718021053,-0.17441703620120852,-0.013070758354303658,0.0,0.0,0.0,0.461374705561425,0.0,0.0,0.0,0.48682426358368946,0.6972787628162145,2.0487131674036885,0.13288696754532234,0.0,nan,nan,nan,nan,0.5606750587849967,0.6651467258916933,2.324156231515234,0.0805382378053072,0.2754430641115455,0.0,1.0
8.909736429243804,8.909736429243804,0.4949853571802123,-0.1781266611514618,0.010614433577595686,0.0,0.0,0.0,0.47214472358386006,0.0,0.0,0.0,0.5247431496654009,0.6410241208316969,2.2603910537623593,0.14864602072318814,0.0,nan,nan,nan,nan,0.6290348599340323,0.6079425535245297,2.5572103868036757,0.10941275486091546,0.29681933304131647,0.0,1.0
