epoch,train_loss,train_mean_loss,train_nll,validation_loss,validation_mean_loss,validation_nll
1,0.3664178522899754,0.36449654594780584,-4.103218150257353,0.23680427486721772,0.3248241572328951,-4.47615248173084
2,0.23160395521270286,0.23025168724595027,-4.601725891731349,0.16322692439854095,0.2572932400922552,-4.761176934479201
3,0.2121586985031187,0.21115486288979118,-4.8354029301636,0.15028695665325895,0.2503540937579984,-5.042806178453219
4,0.20632357568155077,0.2055800141288411,-5.04595936475556,0.14354329015431222,0.24691363324432727,-5.200381570419482
5,0.20373819836602286,0.20316822304502632,-5.230283999767777,0.1391994916904363,0.2466771037857537,-5.397676785855628
6,0.07329413109925799,0.20375828385540012,-6.526904329342921,0.10963087493059384,0.2467195147292765,-6.854438187344161
7,0.06385856993710758,0.20213552229934342,-6.913870525771476,0.10790548514979056,0.2455130253149977,-6.880378674692107
8,0.06244102341469834,0.2011548792079486,-6.93570656640223,0.10680991678028304,0.24472928494437898,-6.895969213764989
9,0.0617652595350562,0.20073256379231835,-6.948379050458919,0.10753539254573447,0.24538559535521695,-6.89251115902607
10,0.06077352242434488,0.19992414864861388,-6.9575453723775444,0.10627766710213694,0.24434371743563582,-6.903303156918181
11,0.060331874213383874,0.19979281630846793,-6.973064559924776,0.10738755541424706,0.24531441770143558,-6.896345803221338
12,0.059615297380387795,0.19927357970012916,-6.982973454448723,0.10738426308279639,0.24538365258555564,-6.899980540526791
13,0.05903849582816119,0.19879507457888643,-6.987923533147154,0.10642638220944753,0.24449313084548627,-6.903353211315879
14,0.058797680638815804,0.19866340551048975,-6.993394289404663,0.10677008028687761,0.24492913057226784,-6.907973788960225
15,0.05853663700197778,0.1983992000101137,-6.993263744701396,0.10557518212803578,0.24381348590270732,-6.911941654531192
16,0.05821333652022942,0.19812905715136403,-6.995915872200122,0.10543776123611281,0.2437089832831166,-6.913588873175503
17,0.05777552817389044,0.19782999823056757,-7.00286138067831,0.10534821150705864,0.2435753954829856,-6.911387199853888
18,0.05759117767446406,0.19763048223211704,-7.002098222848699,0.10571954785856234,0.24386165048150063,-6.907130537576725
19,0.05732838700760162,0.19744873557712186,-7.006153263522543,0.105684348940354,0.24404613615290874,-6.918127900364986
20,0.056802762830950586,0.1970085350202888,-7.010427693460043,0.10635559507505589,0.24463413974484752,-6.9139603011410395
21,0.05662324873243132,0.19684479192068172,-7.011203644374918,0.10497120055661796,0.24347007021429296,-6.924974314033618
22,0.05654815055861566,0.19681175786950436,-7.013300831502235,0.1052821485662809,0.2436650906109188,-6.919176657468908
23,0.05606775944816213,0.19646821307468187,-7.020153372449734,0.10420618869744407,0.24285588398097815,-6.932518685591147
24,0.05528559972922613,0.19585208365462162,-7.0284602645379435,0.10460878555731498,0.2432746014613655,-6.9333395522398
25,0.05527036878171812,0.1959529506340553,-7.034275405000199,0.1042695655722901,0.24303668893233513,-6.938394884851578
26,0.05510392518006798,0.19587996474315372,-7.038941506211074,0.10320361908416881,0.2422321183035218,-6.95147438401179
27,0.05424218438877307,0.1951589262599076,-7.045994419669196,0.10184757192705049,0.24101804741914434,-6.958582973290029
28,0.053444163622611805,0.1945435456929145,-7.055133853283186,0.10112056974974783,0.24052032283498775,-6.970058627712661
29,0.05367837496550526,0.19486914264953617,-7.059753196606869,0.10092782880680613,0.24046134582702278,-6.976784933716906
30,0.053100302864108564,0.19441451577862937,-7.06595510377646,0.09952982575201565,0.23919801753839623,-6.983515275901628
31,0.05268306458469888,0.19414924859510693,-7.073597390974509,0.0993903781055354,0.23926149405711153,-6.993723107113362
32,0.05211670032883227,0.19371024872868745,-7.079986690720468,0.09831067331956236,0.2383517327569382,-7.0022679686011395
33,0.05203747129508329,0.19373041912399616,-7.085028252641627,0.09793168205309097,0.23818412466126065,-7.012911876594781
34,0.051726243644969645,0.19351499722942933,-7.089872296364722,0.09965416110540637,0.2398759253787424,-7.011336660408906
35,0.05118522001126197,0.19306849420431002,-7.094681691198643,0.09869098939460953,0.23904035707753976,-7.017868349222085
36,0.050955934180335116,0.19293553710988628,-7.099521033783617,0.09828835345788595,0.238629780032418,-7.017581857088814
37,0.050608004929838475,0.19262775556924047,-7.101545829831902,0.09684669647885256,0.23743821964106213,-7.030072968818826
38,0.050564779308441575,0.19264651742953326,-7.104729786099717,0.09585182249090374,0.23660161109071287,-7.038082024677461
39,0.05028472683291907,0.1924249605952965,-7.107683422937231,0.09798430208155774,0.23851770122859176,-7.02719391609954
40,0.04972310169860841,0.1920186696375843,-7.115435602116267,0.09722077750289917,0.23789696357803763,-7.034425240139916
41,0.04938437645604942,0.19164608465436456,-7.1137547207398,0.09594231361425139,0.23672165726038316,-7.039555566945265
42,0.049361816625962625,0.1916517683211732,-7.11514179185641,0.09662553863270211,0.23732269362930208,-7.035478158192875
43,0.04936659757998921,0.19165074809175586,-7.114893016122877,0.0961573743911326,0.23691020215173803,-7.038278733881601
44,0.04928661751414379,0.19159183180582406,-7.115984514992181,0.09739115249234932,0.23793308550641448,-7.0276032209118995
45,0.049168349139704734,0.19152038021339732,-7.118239044664007,0.09698437444787694,0.2377273192868511,-7.03782437487617
46,0.04849639343763788,0.19086785077301682,-7.119235584458305,0.09652354017293828,0.23737196822350298,-7.043021490773192
47,0.048467577193628486,0.19086942450549058,-7.120751582410252,0.09670691504883809,0.23751297699705753,-7.04094063551378
48,0.048152062140326475,0.19059094604055116,-7.122586382704457,0.09604796446922988,0.23688389848133287,-7.04241782001865
