sequence,environment_category,condition_variable,condition_bin,n_seed_rows,n_supported_seed_rows,supported,n_samples,n_samples_seed_sd,duration_s_approx,duration_s_approx_seed_sd,time_start_s,time_start_s_seed_sd,time_end_s,time_end_s_seed_sd,Dp_mean_m,Dp_mean_m_seed_sd,Dp_p95_m,Dp_p95_m_seed_sd,Dp_max_m,Dp_max_m_seed_sd,Dtheta_mean_deg,Dtheta_mean_deg_seed_sd,Dtheta_p95_deg,Dtheta_p95_deg_seed_sd,Dtheta_max_deg,Dtheta_max_deg_seed_sd,Dv_rmse_mps,Dv_rmse_mps_seed_sd,Dv_p95_mps,Dv_p95_mps_seed_sd,Domega_rmse_radps,Domega_rmse_radps_seed_sd,Domega_p95_radps,Domega_p95_radps_seed_sd,persistent_yaw_residual_signed_mean_radps,persistent_yaw_residual_signed_mean_radps_seed_sd,persistent_yaw_residual_abs_deg_per_min,persistent_yaw_residual_abs_deg_per_min_seed_sd,Iomega_start_deg,Iomega_start_deg_seed_sd,Iomega_end_deg,Iomega_end_deg_seed_sd,Iomega_delta_deg,Iomega_delta_deg_seed_sd,Iomega_p95_abs_deg,Iomega_p95_abs_deg_seed_sd,Iomega_max_abs_deg,Iomega_max_abs_deg_seed_sd,RPE1_m,RPE1_m_seed_sd,RPEtheta1_deg,RPEtheta1_deg_seed_sd,RPE1_n_pairs,RPE1_n_pairs_seed_sd,RPE5_m,RPE5_m_seed_sd,RPEtheta5_deg,RPEtheta5_deg_seed_sd,RPE5_n_pairs,RPE5_n_pairs_seed_sd,RPE10_m,RPE10_m_seed_sd,RPEtheta10_deg,RPEtheta10_deg_seed_sd,RPE10_n_pairs,RPE10_n_pairs_seed_sd
parking02,parking,wheel_imu_disagreement,low,3,3,True,4407.0,0.0,440.7000000256521,0.0,189598.1,0.0,190854.9,0.0,8.975635116804478,3.0085439742443563,22.24045450034824,7.145144844095851,25.556758190011266,8.358900501845715,16.89796595136341,5.999530318086126,30.544667608385264,11.252375533687903,32.836104834352334,11.66116808126765,0.02935496807841041,0.0008911826101046092,0.05035439494519464,0.0020829193861389783,0.014892769891996798,0.000452985939134058,0.031448070301363845,0.0013121434844937216,0.0011862322002913956,0.0001503361567465043,4.077965915952858,0.5168176373875141,0.0070636989307159,0.0,31.843276162279505,11.696479225690075,31.836212463348783,11.696479225690075,30.454844941341065,11.263273271486197,31.95189242411847,11.606606135766393,0.018000112921448066,0.0008514500116778096,0.1262560022175473,0.010813472264230852,4398.0,0.0,0.054995947347604573,0.004948685667090446,0.2556603747450199,0.029838694025159363,4380.0,0.0,0.09569723627903536,0.012536069415291572,0.344990277248564,0.061154733475583756,4366.0,0.0
parking02,parking,wheel_imu_disagreement,medium,3,3,True,4301.0,0.0,430.1000000250351,0.0,189598.5,0.0,190854.0,0.0,9.475171135998163,3.201946143818221,22.084368265381645,7.09072980971992,25.560163870593456,8.36647401551655,16.891837280889515,5.9436825787330765,30.44219945381847,11.179501153704026,32.80455421086386,11.659737917307595,0.03940720845879883,0.0008808485261231023,0.056050358029703234,0.0018054603991452802,0.017735629772452747,0.00045572485543100014,0.03886841268589097,0.0009910635535742343,0.0011811062804020275,0.00017852192486949312,4.060344301405881,0.6137131707344115,-0.049943100271141204,8.498374721940739e-18,31.788778234800475,11.713528180292952,31.83872133507162,11.713528180292954,30.375615783943545,11.243222317689025,31.944391472380204,11.625080418334244,0.017823061346457197,0.000762958532250014,0.14442624139855276,0.009925892599472845,4300.0,0.0,0.05235036777744593,0.005588566270671546,0.2713315316367228,0.02495209390134366,4288.0,0.0,0.09310093116866108,0.012820036618680518,0.3606272691525281,0.05625456602488514,4269.0,0.0
playground00,playground,acceleration,high,3,3,True,3625.0,0.0,362.5000000211003,0.0,198896.79999999996,3.564476708973493e-11,200150.9,0.0,0.2285357973275404,8.039437808488233e-05,0.3796353694403077,0.004252741183435998,0.42885307947801526,0.00730728539134338,0.22870891919751316,0.03700881157304031,0.4871440752426938,0.04137015779894139,1.095935466136351,0.09859319598778746,0.042616547938367506,0.0006340235846551176,0.08491042962608225,0.001173076367519566,0.028054653400950463,0.0004860820019211969,0.06074574415882417,0.000538590170970273,0.0002163683169342592,0.00020105011869799128,0.7455852706632315,0.6882996091507048,0.3628512920163321,0.2445715011114389,-4.768719850007392,9.08228769803468,-5.131571142023724,9.311864879024641,7.325050439635667,5.817930817939138,8.194519575189371,5.654176683679088,0.014782985106840264,0.00040284245339512205,0.13706169708460228,0.008547662578632665,3625.0,0.0,0.04488420023290521,0.0029379681122990125,0.1753298645199127,0.004198476904525702,3625.0,0.0,0.08340107646535437,0.00595803834772805,0.19687861713628887,0.001948422022273533,3625.0,0.0
playground00,playground,acceleration,low,3,3,True,5046.0,0.0,504.6000000293716,0.0,198869.4,0.0,200195.6,3.564476708973493e-11,0.1994475126027078,0.00013566974322814235,0.3697173187177299,0.004081277575794894,0.4312201035191851,0.007416041689048977,0.23487881600953073,0.022430412807018633,0.5324103756752524,0.0328452096959633,1.0652988672877817,0.053832482917365455,0.03830209989104768,0.000777735105577727,0.07619946384026353,0.0022584051078097384,0.025357960019736805,0.0005083638034627701,0.053469043535490764,0.0009562255940202094,9.437662271667594e-06,0.00012012709591529888,0.3030070304281574,0.1854734951407664,8.078290139759596e-05,0.0,-4.267807929076284,8.745634479359259,-4.267888711977681,8.745634479359259,7.357650577226025,5.894021249079912,8.138042034084453,5.599578633220662,0.012357014209792579,0.0004402636826514471,0.1255305234229966,0.007606305557393002,5036.0,0.0,0.04067218681755464,0.0028686206748855738,0.16631823845123136,0.00206053853878766,4996.0,0.0,0.07622508772528662,0.005799173649536511,0.19259725667312408,0.006238068348712654,4946.0,0.0
playground00,playground,acceleration,medium,3,3,True,4592.0,0.0,459.20000002672896,0.0,198896.6,3.564476708973493e-11,200151.20000000004,3.564476708973493e-11,0.23083111335891518,0.00011795166186182841,0.37727292375251514,0.0038033759653973765,0.42897735049036206,0.007425424636647753,0.23547976659291092,0.03779487943437976,0.49876503581279236,0.045527555371370744,1.208715542026245,0.001630056223803493,0.04258393188958561,0.0009069246575432494,0.08271907774421063,0.001075598843725111,0.027974151894837002,0.0004830661678569271,0.06240785471163677,0.0007739655590353444,-0.00034338645355339454,0.00012655374758633938,1.1804756718344749,0.4350597370956706,0.36280896429795323,0.23627102572933367,-4.754973068606298,9.064738339829251,-5.117782032904251,9.286416563764316,7.2668456322694865,5.832361284128395,8.411289352694421,5.805146523824593,0.013579914304396796,0.00044325431310350105,0.14289571659405945,0.00998309199320425,4592.0,0.0,0.044132302500314836,0.003184580436399287,0.1854925176046455,0.005624484201784451,4592.0,0.0,0.08233238331045163,0.006629573940216559,0.19894417498243244,0.0035185541791648315,4592.0,0.0
playground00,playground,curvature,high,3,3,True,4272.0,0.0,427.2000000248663,0.0,198896.9,0.0,200150.79999999996,3.564476708973493e-11,0.22492780595710613,0.00042126870856734453,0.37400081996147855,0.004003961380681905,0.4312201035191851,0.007416041689048977,0.23193663933233,0.024136595400187536,0.5680517058718495,0.045206020182459,1.209228056334945,0.0016351544497102853,0.04606513942450389,0.0006679710054947021,0.09104368042511239,0.0013412617663364486,0.04309352938010649,0.0005756294077170371,0.09524692408740515,0.0003143652765552261,-0.002580079179710083,6.133782947920222e-05,8.869658868417794,0.2108639252190845,0.3437186959569209,0.2377224729743401,-4.774973832346494,9.098428923228546,-5.118692528303415,9.323259790605317,7.314344554002432,5.811947860395132,8.440104715168715,5.777300463078888,0.014214765293722884,0.0003971187520504738,0.2090439392795261,0.01715026129892508,4272.0,0.0,0.045345392154953444,0.002497390687728404,0.24570057511201257,0.012052489298080117,4272.0,0.0,0.0840757260770877,0.004994709740449302,0.25624147593551416,0.007258533085545825,4272.0,0.0
playground00,playground,curvature,low,3,3,True,3219.0,0.0,321.90000001873705,0.0,198898.20000000004,3.564476708973493e-11,200150.50000000003,0.0,0.23507496747417914,0.00027864089388237846,0.3774516912266417,0.003947294611260724,0.4274643053005829,0.007915405516764163,0.23702963815211345,0.04637923999826746,0.4718621979413414,0.04906203380854307,0.7317233888592284,0.0638661838126161,0.039650581759475105,0.0009030657830222404,0.07747694118879726,0.002064430760446874,0.013108898583695907,0.00023375248840975952,0.01789038431597864,0.001122260754434383,0.0008568604560885294,0.00026816938802277126,2.9456692659316523,0.9218984476986555,0.2775622011612537,0.24169132937117827,-4.752820055297666,9.093257488811192,-5.030382256458919,9.326395370489402,7.194525180712827,5.881970058204673,8.0258419821407,5.805848113409409,0.01368639957115661,0.0004926310490567865,0.10157691195159702,0.005561939876844971,3219.0,0.0,0.04332675497741928,0.00360554481126529,0.14690982593555524,0.003505092277647352,3219.0,0.0,0.0809462683302591,0.0074439333417479206,0.16336442726261233,0.001823291632891116,3219.0,0.0
playground00,playground,curvature,medium,3,3,True,5049.0,0.0,504.90000002938905,0.0,198897.50000000003,0.0,200150.6,3.564476708973493e-11,0.23070709962794314,8.775185880634816e-05,0.37768288827215973,0.0037018603159349023,0.42913868261762894,0.007353241579296883,0.23165888234824394,0.04441971701252854,0.46796414378134904,0.04423116804090253,0.7596070744946397,0.07161503640864711,0.04025606034015126,0.0008730270738085735,0.07940445669616251,0.0016524979600040495,0.015439689795827494,0.0007966201798396826,0.02474147925774246,0.0018426355164281036,0.001459129490890574,0.00018786886892375226,5.016117695466144,0.645845597473648,0.3311443986804062,0.24608636342890974,-4.756059166679376,9.101046839660967,-5.087203565359782,9.335612450669137,7.2442370217529755,5.853431779142024,7.998867668534028,5.803018440563941,0.01360082453095332,0.0004372062342427263,0.11010854549418171,0.005742389082264379,5049.0,0.0,0.04319439514184631,0.0033910015713760084,0.14793981489428085,0.003152209821330593,5049.0,0.0,0.08081080028980048,0.0071724105462028275,0.1722201918726883,0.002360659724470465,5049.0,0.0
playground00,playground,elapsed_time,early,3,3,True,4421.0,0.0,442.1000000257336,0.0,198869.4,0.0,199311.4,0.0,0.18724860723210932,0.0003930997670900404,0.32953404238220885,0.0035874480928361407,0.34901964980774114,0.0036843103816500077,0.22785464272165745,0.026840180079446323,0.49669195363949853,0.03660609668771188,1.209228056334945,0.0016351544497102853,0.03996472111000978,0.0006671910928844738,0.07763855749120313,0.00143114670231502,0.023847131623447357,0.0005109275255304556,0.05196035839617247,0.0006482794197398605,-0.00010661712727679847,9.952365705247553e-05,0.372158839957758,0.33288561228564073,8.078290139759596e-05,0.0,-2.700661317511076,2.5209804244777296,-2.7007421004124734,2.5209804244777296,3.0658282340668648,1.8564765707084587,4.0797201977065765,1.8800520622629076,0.012224171284272391,0.00033085920511512706,0.1446230564180974,0.009060083345115676,4421.0,0.0,0.0402113777986115,0.002394785595786959,0.18403710507995005,0.0022888048127023344,4421.0,0.0,0.0744907930497703,0.004790304701970932,0.19850161089133414,0.007663257824523642,4421.0,0.0
playground00,playground,elapsed_time,late,3,3,True,4421.0,0.0,442.1000000257336,0.0,199753.6,3.564476708973493e-11,200195.6,3.564476708973493e-11,0.21869411148819687,0.0012892211733395616,0.39992055503857765,0.003834999631867625,0.4312201035191851,0.007416041689048977,0.2178973460052708,0.03215667749072913,0.4960715326694227,0.06122334805408536,0.9623706031219164,0.07748535342463402,0.040061612716603905,0.0008298392383824714,0.08097948366776107,0.002417068652888261,0.02791007596274311,0.0004883790198812798,0.0625048236300548,0.0010199110779504602,-1.6701113185558254e-06,0.0001090676982187898,0.281288280241447,0.14815582761747823,-4.1663977474115095,6.03801304393789,-4.267807929076284,8.745634479359259,-0.10141018166477404,2.779028876694813,7.407277084021607,5.936465852073736,8.27820562632182,5.906864751909907,0.013215257716842786,0.0004252345522651408,0.12121036831834321,0.006826131025153496,4411.0,0.0,0.04187615915505971,0.0029922919101494434,0.16570375368621607,0.003201044126726373,4371.0,0.0,0.07786575484016704,0.006179921746478213,0.17840334317772333,0.0040467088725767725,4321.0,0.0
playground00,playground,elapsed_time,middle,3,3,True,4421.0,0.0,442.1000000257336,0.0,199311.50000000003,0.0,199753.50000000003,0.0,0.24884825310727487,0.0007971148798880176,0.37479539999434613,0.0046790027530524015,0.39444573295390906,0.00549043355651392,0.2544496457154432,0.03996288073469259,0.5211180467867939,0.050471244607874215,1.066752139054512,0.04807322930714143,0.0429542159145351,0.0008367933959610428,0.08294788115502644,0.0010583785969501473,0.02905930391976483,0.0004882536424939144,0.06420347156623997,0.0004115868458484822,-6.01979462061982e-05,0.00014500117458160058,0.34905108486407005,0.36050545247017096,-2.526437688138945,2.512714224662591,-4.225503234238182,6.054774322009972,-1.6990655460992372,3.680835327671761,5.7158947966906455,4.170580200763474,6.896831498493501,3.831807918360616,0.014866027366311166,0.0005121974084286732,0.1382402242508922,0.010174141629520017,4421.0,0.0,0.04682615872435947,0.0036797672666566334,0.17651191361833476,0.006847310008804906,4421.0,0.0,0.08811936373744629,0.00767963792991161,0.21066867281658397,0.0077417171494610654,4421.0,0.0
playground00,playground,environment,building,3,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playground00,playground,environment,parking,3,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playground00,playground,environment,playground,3,3,True,13263.0,0.0,1326.3000000772008,0.0,198869.4,0.0,200195.6,3.564476708973493e-11,0.21826365727586036,9.280775145444001e-05,0.37562687999944444,0.0042453184626729985,0.4312201035191851,0.007416041689048977,0.23340054481412378,0.030548991995430142,0.5082774049477751,0.03481347933610022,1.209228056334945,0.0016351544497102853,0.04101702533727971,0.0007778097454995385,0.08069949929292003,0.0018332497887532202,0.02703151644897589,0.0004921864660979656,0.05895579696322481,0.0007826985926950803,-5.616172826718416e-05,0.00011508717245862501,0.30433096192341913,0.27114455381763153,8.078290139759596e-05,0.0,-4.267807929076284,8.745634479359259,-4.267888711977681,8.745634479359259,7.330430261810577,5.826834280892643,8.440104715168715,5.777300463078888,0.013479552296369157,0.00042518441729213824,0.1347013882509481,0.008686683173576838,13253.0,0.0,0.043071157399399713,0.0029875127755931846,0.17545434943067942,0.0038780733532961065,13213.0,0.0,0.08039775039853331,0.0061118654686611274,0.1959904786252107,0.0018439668108831363,13163.0,0.0
playground00,playground,environment,street,3,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playground00,playground,persistent_yaw_mismatch,high,3,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
playground00,playground,persistent_yaw_mismatch,low,3,2,True,13263.0,0.0,1326.3000000772008,0.0,198869.4,0.0,200195.60000000003,0.0,0.21830647994468855,7.889151834416472e-05,0.3734663713204675,0.00283525504803642,0.42761302255599787,0.005650588484175839,0.25055457062024594,0.010045805877633146,0.5282370450114156,0.005799422225503233,1.2101444353242345,0.0005558393983373157,0.04064405419380506,0.0006126427647490598,0.0798175216186792,0.001433283596770632,0.026821183672523473,0.0004680339450498444,0.05859345365315674,0.0006614212938114537,5.448957411881213e-06,6.09496102528559e-05,0.14815960714996904,0.026491240425393997,8.078290139759596e-05,0.0,0.414073860708005,4.631645747683277,0.41399307780660743,4.631645747683277,3.970486177456158,0.4106701523629223,5.111559696510086,0.5283272035017568,0.01370543206249517,0.00023544333701605778,0.13794996972204826,0.009359339702668924,13253.0,0.0,0.044653997868874785,0.0016787380551523323,0.17749122925090194,0.0022771977197670766,13213.0,0.0,0.08362418073003688,0.0035000975571757077,0.19617614339203365,0.00256780037492025,13163.0,0.0
