heldout_sequence,scope,service,method,target_acceptance,selected_threshold,training_acceptance,accepted_count,condition_count,false_qualified_count,actual_qualified_count
building02,pooled,all,aoi_only,0.45,0.7,0.4375,35,80,17,29
building02,pooled,all,aoi_only,0.5,0.6,0.4875,39,80,20,29
building02,pooled,all,common,0.1,0.875,0.1388888888888889,0,80,0,29
building02,pooled,all,common,0.15,0.875,0.1388888888888889,0,80,0,29
building02,pooled,all,common,0.2,0.875,0.1388888888888889,0,80,0,29
building02,pooled,all,common,0.25,0.84375,0.26666666666666666,20,80,5,29
building02,pooled,all,common,0.3,0.8125,0.2833333333333333,20,80,5,29
building02,pooled,all,common,0.35,0.78125,0.3333333333333333,20,80,5,29
building02,pooled,all,common,0.4,0.75,0.4166666666666667,32,80,8,29
building02,pooled,all,common,0.45,0.6875,0.45,36,80,10,29
building02,pooled,all,common,0.5,0.625,0.5,40,80,12,29
building02,pooled,all,motion_logistic,0.1,0.9880715322033272,0.1,74,80,45,29
building02,pooled,all,motion_logistic,0.15,0.9735270084264498,0.15,78,80,49,29
building02,pooled,all,motion_logistic,0.2,0.9457554032944891,0.2,79,80,50,29
building02,pooled,all,motion_logistic,0.25,0.9070544660810441,0.25,80,80,51,29
building02,pooled,all,motion_logistic,0.3,0.863050419603223,0.3,80,80,51,29
building02,pooled,all,motion_logistic,0.35,0.7813946905094212,0.35,80,80,51,29
building02,pooled,all,motion_logistic,0.4,0.6821203959958831,0.4,80,80,51,29
building02,pooled,all,motion_logistic,0.45,0.5932201358103243,0.45,80,80,51,29
building02,pooled,all,motion_logistic,0.5,0.4703171810884627,0.5,80,80,51,29
building02,pooled,all,service_empirical,0.1,inf,0.0,0,80,0,29
building02,pooled,all,service_empirical,0.15,1.0,0.24305555555555555,19,80,0,29
building02,pooled,all,service_empirical,0.2,1.0,0.24305555555555555,19,80,0,29
building02,pooled,all,service_empirical,0.25,1.0,0.24305555555555555,19,80,0,29
building02,pooled,all,service_empirical,0.3,0.875,0.3013888888888889,23,80,0,29
building02,pooled,all,service_empirical,0.35,0.75,0.36666666666666664,28,80,0,29
building02,pooled,all,service_empirical,0.4,0.625,0.4166666666666667,32,80,4,29
building02,pooled,all,service_empirical,0.45,0.625,0.4166666666666667,32,80,4,29
building02,pooled,all,service_empirical,0.5,0.5,0.5138888888888888,35,80,6,29
building02,pooled,all,service_identity_only,0.1,0.65,0.08333333333333333,0,80,0,29
building02,pooled,all,service_identity_only,0.15,0.625,0.19444444444444445,20,80,10,29
building02,pooled,all,service_identity_only,0.2,0.625,0.19444444444444445,20,80,10,29
building02,pooled,all,service_identity_only,0.25,0.59375,0.25,20,80,10,29
building02,pooled,all,service_identity_only,0.3,0.5875,0.2777777777777778,20,80,10,29
building02,pooled,all,service_identity_only,0.35,0.58125,0.3611111111111111,20,80,10,29
building02,pooled,all,service_identity_only,0.4,0.575,0.4166666666666667,20,80,10,29
building02,pooled,all,service_identity_only,0.45,0.575,0.4166666666666667,20,80,10,29
building02,pooled,all,service_identity_only,0.5,0.55625,0.5,40,80,19,29
building02,within_service,global,aoi_only,0.1,1.0,0.05,1,20,1,0
building02,within_service,global,aoi_only,0.15,1.0,0.05,1,20,1,0
building02,within_service,global,aoi_only,0.2,0.9,0.25,5,20,5,0
building02,within_service,global,aoi_only,0.25,0.9,0.25,5,20,5,0
building02,within_service,global,aoi_only,0.3,0.9,0.25,5,20,5,0
building02,within_service,global,aoi_only,0.35,0.9,0.25,5,20,5,0
building02,within_service,global,aoi_only,0.4,0.8,0.45,9,20,9,0
building02,within_service,global,aoi_only,0.45,0.8,0.45,9,20,9,0
building02,within_service,global,aoi_only,0.5,0.7,0.5,10,20,10,0
building02,within_service,global,common,0.1,0.875,0.1388888888888889,0,20,0,0
building02,within_service,global,common,0.15,0.875,0.1388888888888889,0,20,0,0
building02,within_service,global,common,0.2,0.875,0.1388888888888889,0,20,0,0
building02,within_service,global,common,0.25,0.84375,0.26666666666666666,5,20,5,0
building02,within_service,global,common,0.3,0.8125,0.2833333333333333,5,20,5,0
building02,within_service,global,common,0.35,0.78125,0.3333333333333333,5,20,5,0
building02,within_service,global,common,0.4,0.75,0.4166666666666667,8,20,8,0
building02,within_service,global,common,0.45,0.6875,0.45,9,20,9,0
building02,within_service,global,common,0.5,0.625,0.5,10,20,10,0
building02,within_service,global,motion_logistic,0.1,0.9047636700465663,0.1,20,20,20,0
building02,within_service,global,motion_logistic,0.15,0.8380980212661109,0.15,20,20,20,0
building02,within_service,global,motion_logistic,0.2,0.7288606214194014,0.2,20,20,20,0
building02,within_service,global,motion_logistic,0.25,0.6261489489329971,0.25,20,20,20,0
building02,within_service,global,motion_logistic,0.3,0.4450226284209586,0.3,20,20,20,0
building02,within_service,global,motion_logistic,0.35,0.3426220857260846,0.35,20,20,20,0
building02,within_service,global,motion_logistic,0.4,0.26231508975495826,0.4,20,20,20,0
building02,within_service,global,motion_logistic,0.45,0.18444762165668796,0.45,20,20,20,0
building02,within_service,global,motion_logistic,0.5,0.11318473761359565,0.5,20,20,20,0
building02,within_service,global,service_empirical,0.1,inf,0.0,0,20,0,0
building02,within_service,global,service_empirical,0.15,0.5,0.2777777777777778,0,20,0,0
building02,within_service,global,service_empirical,0.2,0.5,0.2777777777777778,0,20,0,0
building02,within_service,global,service_empirical,0.25,0.5,0.2777777777777778,0,20,0,0
building02,within_service,global,service_empirical,0.3,0.5,0.2777777777777778,0,20,0,0
building02,within_service,global,service_empirical,0.35,0.5,0.2777777777777778,0,20,0,0
building02,within_service,global,service_empirical,0.4,0.5,0.2777777777777778,0,20,0,0
building02,within_service,global,service_empirical,0.45,0.5,0.2777777777777778,0,20,0,0
building02,within_service,global,service_empirical,0.5,0.375,0.6333333333333333,10,20,10,0
building02,within_service,global,service_identity_only,0.1,inf,0.0,0,20,0,0
building02,within_service,global,service_identity_only,0.15,inf,0.0,0,20,0,0
building02,within_service,global,service_identity_only,0.2,inf,0.0,0,20,0,0
building02,within_service,global,service_identity_only,0.25,inf,0.0,0,20,0,0
building02,within_service,global,service_identity_only,0.3,0.3375,0.5555555555555556,0,20,0,0
building02,within_service,global,service_identity_only,0.35,0.3375,0.5555555555555556,0,20,0,0
building02,within_service,global,service_identity_only,0.4,0.3375,0.5555555555555556,0,20,0,0
building02,within_service,global,service_identity_only,0.45,0.3375,0.5555555555555556,0,20,0,0
building02,within_service,global,service_identity_only,0.5,0.3375,0.5555555555555556,0,20,0,0
building02,within_service,local_10s,aoi_only,0.1,1.5,0.05,1,20,0,10
building02,within_service,local_10s,aoi_only,0.15,1.5,0.05,1,20,0,10
building02,within_service,local_10s,aoi_only,0.2,1.4,0.25,5,20,0,10
building02,within_service,local_10s,aoi_only,0.25,1.4,0.25,5,20,0,10
building02,within_service,local_10s,aoi_only,0.3,1.4,0.25,5,20,0,10
building02,within_service,local_10s,aoi_only,0.35,1.4,0.25,5,20,0,10
building02,within_service,local_10s,aoi_only,0.4,1.3,0.45,9,20,0,10
building02,within_service,local_10s,aoi_only,0.45,1.3,0.45,9,20,0,10
building02,within_service,local_10s,aoi_only,0.5,1.2,0.5,10,20,1,10
building02,within_service,local_10s,common,0.1,0.875,0.1388888888888889,0,20,0,10
building02,within_service,local_10s,common,0.15,0.875,0.1388888888888889,0,20,0,10
building02,within_service,local_10s,common,0.2,0.875,0.1388888888888889,0,20,0,10
building02,within_service,local_10s,common,0.25,0.84375,0.26666666666666666,5,20,0,10
building02,within_service,local_10s,common,0.3,0.8125,0.2833333333333333,5,20,0,10
building02,within_service,local_10s,common,0.35,0.78125,0.3333333333333333,5,20,0,10
building02,within_service,local_10s,common,0.4,0.75,0.4166666666666667,8,20,0,10
building02,within_service,local_10s,common,0.45,0.6875,0.45,9,20,0,10
building02,within_service,local_10s,common,0.5,0.625,0.5,10,20,0,10
building02,within_service,local_10s,motion_logistic,0.1,0.9951748080834508,0.1,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.15,0.9912746169080481,0.15,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.2,0.9836648062293649,0.2,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.25,0.9711825189861781,0.25,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.3,0.945221154556457,0.3,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.35,0.9174655264797472,0.35,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.4,0.8878705408702985,0.4,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.45,0.8376070002914546,0.45,20,20,10,10
building02,within_service,local_10s,motion_logistic,0.5,0.7359952154054523,0.5,20,20,10,10
building02,within_service,local_10s,service_empirical,0.1,inf,0.0,0,20,0,10
building02,within_service,local_10s,service_empirical,0.15,1.0,0.26666666666666666,5,20,0,10
building02,within_service,local_10s,service_empirical,0.2,1.0,0.26666666666666666,5,20,0,10
building02,within_service,local_10s,service_empirical,0.25,1.0,0.26666666666666666,5,20,0,10
building02,within_service,local_10s,service_empirical,0.3,1.0,0.26666666666666666,5,20,0,10
building02,within_service,local_10s,service_empirical,0.35,0.875,0.4222222222222222,8,20,0,10
building02,within_service,local_10s,service_empirical,0.4,0.875,0.4222222222222222,8,20,0,10
building02,within_service,local_10s,service_empirical,0.45,0.875,0.4222222222222222,8,20,0,10
building02,within_service,local_10s,service_empirical,0.5,0.75,0.5666666666666667,10,20,0,10
building02,within_service,local_10s,service_identity_only,0.1,0.68125,0.1111111111111111,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.15,0.68125,0.1111111111111111,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.2,0.6625,0.2222222222222222,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.25,0.6625,0.2222222222222222,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.3,0.65,0.3333333333333333,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.35,0.65,0.3333333333333333,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.4,0.65,0.3333333333333333,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.45,0.65,0.3333333333333333,0,20,0,10
building02,within_service,local_10s,service_identity_only,0.5,0.65,0.3333333333333333,0,20,0,10
building02,within_service,local_1s,aoi_only,0.1,0.6,0.05,1,20,0,11
building02,within_service,local_1s,aoi_only,0.15,0.6,0.05,1,20,0,11
building02,within_service,local_1s,aoi_only,0.2,0.5,0.25,5,20,0,11
building02,within_service,local_1s,aoi_only,0.25,0.5,0.25,5,20,0,11
building02,within_service,local_1s,aoi_only,0.3,0.5,0.25,5,20,0,11
building02,within_service,local_1s,aoi_only,0.35,0.5,0.25,5,20,0,11
building02,within_service,local_1s,aoi_only,0.4,0.4,0.45,9,20,0,11
building02,within_service,local_1s,aoi_only,0.45,0.4,0.45,9,20,0,11
building02,within_service,local_1s,aoi_only,0.5,0.3,0.5,10,20,0,11
building02,within_service,local_1s,common,0.1,0.875,0.1388888888888889,0,20,0,11
building02,within_service,local_1s,common,0.15,0.875,0.1388888888888889,0,20,0,11
building02,within_service,local_1s,common,0.2,0.875,0.1388888888888889,0,20,0,11
building02,within_service,local_1s,common,0.25,0.84375,0.26666666666666666,5,20,0,11
building02,within_service,local_1s,common,0.3,0.8125,0.2833333333333333,5,20,0,11
building02,within_service,local_1s,common,0.35,0.78125,0.3333333333333333,5,20,0,11
building02,within_service,local_1s,common,0.4,0.75,0.4166666666666667,8,20,0,11
building02,within_service,local_1s,common,0.45,0.6875,0.45,9,20,0,11
building02,within_service,local_1s,common,0.5,0.625,0.5,10,20,0,11
building02,within_service,local_1s,motion_logistic,0.1,0.9923364554776187,0.1,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.15,0.9869233438334939,0.15,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.2,0.9680558552968853,0.2,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.25,0.9486956703770703,0.25,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.3,0.9176461223443384,0.3,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.35,0.8726430084420128,0.35,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.4,0.8189102452858995,0.4,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.45,0.7690937593733286,0.45,20,20,9,11
building02,within_service,local_1s,motion_logistic,0.5,0.6365391134359423,0.5,20,20,9,11
building02,within_service,local_1s,service_empirical,0.1,inf,0.0,0,20,0,11
building02,within_service,local_1s,service_empirical,0.15,inf,0.0,0,20,0,11
building02,within_service,local_1s,service_empirical,0.2,inf,0.0,0,20,0,11
building02,within_service,local_1s,service_empirical,0.25,1.0,0.45555555555555555,9,20,0,11
building02,within_service,local_1s,service_empirical,0.3,1.0,0.45555555555555555,9,20,0,11
building02,within_service,local_1s,service_empirical,0.35,1.0,0.45555555555555555,9,20,0,11
building02,within_service,local_1s,service_empirical,0.4,1.0,0.45555555555555555,9,20,0,11
building02,within_service,local_1s,service_empirical,0.45,1.0,0.45555555555555555,9,20,0,11
building02,within_service,local_1s,service_empirical,0.5,0.875,0.5,10,20,0,11
building02,within_service,local_1s,service_identity_only,0.1,0.5875,0.1111111111111111,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.15,0.5875,0.1111111111111111,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.2,0.5875,0.1111111111111111,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.25,0.5875,0.1111111111111111,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.3,0.58125,0.4444444444444444,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.35,0.58125,0.4444444444444444,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.4,0.58125,0.4444444444444444,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.45,0.58125,0.4444444444444444,0,20,0,11
building02,within_service,local_1s,service_identity_only,0.5,0.58125,0.4444444444444444,0,20,0,11
building02,within_service,local_5s,aoi_only,0.1,1.0,0.05,1,20,0,8
building02,within_service,local_5s,aoi_only,0.15,1.0,0.05,1,20,0,8
building02,within_service,local_5s,aoi_only,0.2,0.9,0.25,5,20,0,8
building02,within_service,local_5s,aoi_only,0.25,0.9,0.25,5,20,0,8
building02,within_service,local_5s,aoi_only,0.3,0.9,0.25,5,20,0,8
building02,within_service,local_5s,aoi_only,0.35,0.9,0.25,5,20,0,8
building02,within_service,local_5s,aoi_only,0.4,0.8,0.45,9,20,1,8
building02,within_service,local_5s,aoi_only,0.45,0.8,0.45,9,20,1,8
building02,within_service,local_5s,aoi_only,0.5,0.7,0.5,10,20,2,8
building02,within_service,local_5s,common,0.1,0.875,0.1388888888888889,0,20,0,8
building02,within_service,local_5s,common,0.15,0.875,0.1388888888888889,0,20,0,8
building02,within_service,local_5s,common,0.2,0.875,0.1388888888888889,0,20,0,8
building02,within_service,local_5s,common,0.25,0.84375,0.26666666666666666,5,20,0,8
building02,within_service,local_5s,common,0.3,0.8125,0.2833333333333333,5,20,0,8
building02,within_service,local_5s,common,0.35,0.78125,0.3333333333333333,5,20,0,8
building02,within_service,local_5s,common,0.4,0.75,0.4166666666666667,8,20,0,8
building02,within_service,local_5s,common,0.45,0.6875,0.45,9,20,1,8
building02,within_service,local_5s,common,0.5,0.625,0.5,10,20,2,8
building02,within_service,local_5s,motion_logistic,0.1,0.9838277808928402,0.1,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.15,0.9709211915181584,0.15,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.2,0.9365281493503709,0.2,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.25,0.898442033792731,0.25,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.3,0.8320207389028341,0.3,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.35,0.7404598496993483,0.35,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.4,0.6818370007001874,0.4,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.45,0.6085429512650194,0.45,20,20,12,8
building02,within_service,local_5s,motion_logistic,0.5,0.4217000816531801,0.5,20,20,12,8
building02,within_service,local_5s,service_empirical,0.1,inf,0.0,0,20,0,8
building02,within_service,local_5s,service_empirical,0.15,1.0,0.25,5,20,0,8
building02,within_service,local_5s,service_empirical,0.2,1.0,0.25,5,20,0,8
building02,within_service,local_5s,service_empirical,0.25,1.0,0.25,5,20,0,8
building02,within_service,local_5s,service_empirical,0.3,0.875,0.2833333333333333,5,20,0,8
building02,within_service,local_5s,service_empirical,0.35,0.75,0.4,8,20,0,8
building02,within_service,local_5s,service_empirical,0.4,0.75,0.4,8,20,0,8
building02,within_service,local_5s,service_empirical,0.45,0.625,0.4444444444444444,8,20,0,8
building02,within_service,local_5s,service_empirical,0.5,0.5,0.5277777777777778,10,20,2,8
building02,within_service,local_5s,service_identity_only,0.1,inf,0.0,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.15,0.50625,0.2222222222222222,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.2,0.50625,0.2222222222222222,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.25,0.50625,0.2222222222222222,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.3,0.50625,0.2222222222222222,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.35,0.4875,0.4444444444444444,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.4,0.4875,0.4444444444444444,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.45,0.4875,0.4444444444444444,0,20,0,8
building02,within_service,local_5s,service_identity_only,0.5,0.4875,0.4444444444444444,0,20,0,8
parking00,pooled,all,aoi_only,0.1,1.3,0.1125,9,80,0,28
parking00,pooled,all,aoi_only,0.15,1.1,0.1375,11,80,1,28
parking00,pooled,all,aoi_only,0.2,1.0,0.2,16,80,5,28
parking00,pooled,all,aoi_only,0.25,1.0,0.2,16,80,5,28
parking00,pooled,all,aoi_only,0.3,0.9,0.3125,25,80,10,28
parking00,pooled,all,aoi_only,0.35,0.9,0.3125,25,80,10,28
parking00,pooled,all,aoi_only,0.4,0.8,0.4125,33,80,15,28
parking00,pooled,all,aoi_only,0.45,0.7,0.4375,35,80,17,28
parking00,pooled,all,aoi_only,0.5,0.6,0.4875,39,80,20,28
parking00,pooled,all,common,0.1,0.875,0.1388888888888889,0,80,0,28
parking00,pooled,all,common,0.15,0.875,0.1388888888888889,0,80,0,28
parking00,pooled,all,common,0.2,0.875,0.1388888888888889,0,80,0,28
parking00,pooled,all,common,0.25,0.84375,0.26666666666666666,20,80,5,28
parking00,pooled,all,common,0.3,0.8125,0.28888888888888886,20,80,5,28
parking00,pooled,all,common,0.35,0.78125,0.3611111111111111,20,80,5,28
parking00,pooled,all,common,0.4,0.78125,0.3611111111111111,20,80,5,28
parking00,pooled,all,common,0.45,0.75,0.4444444444444444,36,80,10,28
parking00,pooled,all,common,0.5,0.6875,0.5,40,80,12,28
parking00,pooled,all,motion_logistic,0.1,0.9920744829363396,0.1,7,80,0,28
parking00,pooled,all,motion_logistic,0.15,0.9838745325399936,0.15,11,80,0,28
parking00,pooled,all,motion_logistic,0.2,0.9657354360321354,0.2,14,80,0,28
parking00,pooled,all,motion_logistic,0.25,0.9392439585335423,0.25,19,80,4,28
parking00,pooled,all,motion_logistic,0.3,0.8985154764338132,0.3,24,80,5,28
parking00,pooled,all,motion_logistic,0.35,0.8268391288262761,0.35,29,80,5,28
parking00,pooled,all,motion_logistic,0.4,0.7490891899305618,0.4,33,80,7,28
parking00,pooled,all,motion_logistic,0.45,0.6600207421406344,0.45,38,80,10,28
parking00,pooled,all,motion_logistic,0.5,0.5687147103965342,0.5,44,80,16,28
parking00,pooled,all,service_empirical,0.1,inf,0.0,0,80,0,28
parking00,pooled,all,service_empirical,0.15,1.0,0.25555555555555554,20,80,0,28
parking00,pooled,all,service_empirical,0.2,1.0,0.25555555555555554,20,80,0,28
parking00,pooled,all,service_empirical,0.25,1.0,0.25555555555555554,20,80,0,28
parking00,pooled,all,service_empirical,0.3,0.875,0.3138888888888889,24,80,0,28
parking00,pooled,all,service_empirical,0.35,0.875,0.3138888888888889,24,80,0,28
parking00,pooled,all,service_empirical,0.4,0.75,0.3875,29,80,1,28
parking00,pooled,all,service_empirical,0.45,0.625,0.4375,35,80,7,28
parking00,pooled,all,service_empirical,0.5,0.5,0.5416666666666666,35,80,7,28
parking00,pooled,all,service_identity_only,0.1,0.65625,0.08333333333333333,0,80,0,28
parking00,pooled,all,service_identity_only,0.15,0.6375,0.19444444444444445,20,80,10,28
parking00,pooled,all,service_identity_only,0.2,0.6375,0.19444444444444445,20,80,10,28
parking00,pooled,all,service_identity_only,0.25,0.60625,0.25,20,80,10,28
parking00,pooled,all,service_identity_only,0.3,0.59375,0.3333333333333333,20,80,10,28
parking00,pooled,all,service_identity_only,0.35,0.59375,0.3333333333333333,20,80,10,28
parking00,pooled,all,service_identity_only,0.4,0.5875,0.4166666666666667,20,80,10,28
parking00,pooled,all,service_identity_only,0.45,0.5875,0.4166666666666667,20,80,10,28
parking00,pooled,all,service_identity_only,0.5,0.56875,0.5,40,80,20,28
parking00,within_service,global,aoi_only,0.1,1.0,0.05,1,20,1,0
parking00,within_service,global,aoi_only,0.15,1.0,0.05,1,20,1,0
parking00,within_service,global,aoi_only,0.2,0.9,0.25,5,20,5,0
parking00,within_service,global,aoi_only,0.25,0.9,0.25,5,20,5,0
parking00,within_service,global,aoi_only,0.3,0.9,0.25,5,20,5,0
parking00,within_service,global,aoi_only,0.35,0.9,0.25,5,20,5,0
parking00,within_service,global,aoi_only,0.4,0.8,0.45,9,20,9,0
parking00,within_service,global,aoi_only,0.45,0.8,0.45,9,20,9,0
parking00,within_service,global,aoi_only,0.5,0.7,0.5,10,20,10,0
parking00,within_service,global,common,0.1,0.875,0.1388888888888889,0,20,0,0
parking00,within_service,global,common,0.15,0.875,0.1388888888888889,0,20,0,0
parking00,within_service,global,common,0.2,0.875,0.1388888888888889,0,20,0,0
parking00,within_service,global,common,0.25,0.84375,0.26666666666666666,5,20,5,0
parking00,within_service,global,common,0.3,0.8125,0.28888888888888886,5,20,5,0
parking00,within_service,global,common,0.35,0.78125,0.3611111111111111,5,20,5,0
parking00,within_service,global,common,0.4,0.78125,0.3611111111111111,5,20,5,0
parking00,within_service,global,common,0.45,0.75,0.4444444444444444,9,20,9,0
parking00,within_service,global,common,0.5,0.6875,0.5,10,20,10,0
parking00,within_service,global,motion_logistic,0.1,0.9592311860586806,0.1,1,20,1,0
parking00,within_service,global,motion_logistic,0.15,0.9261187455971557,0.15,3,20,3,0
parking00,within_service,global,motion_logistic,0.2,0.8460887464691376,0.2,4,20,4,0
parking00,within_service,global,motion_logistic,0.25,0.7530170986754463,0.25,5,20,5,0
parking00,within_service,global,motion_logistic,0.3,0.6470751684918543,0.3,5,20,5,0
parking00,within_service,global,motion_logistic,0.35,0.5370336813687571,0.35,7,20,7,0
parking00,within_service,global,motion_logistic,0.4,0.3707395482495301,0.4,9,20,9,0
parking00,within_service,global,motion_logistic,0.45,0.24946849679701727,0.45,9,20,9,0
parking00,within_service,global,motion_logistic,0.5,0.18872372036276636,0.5,11,20,11,0
parking00,within_service,global,service_empirical,0.1,inf,0.0,0,20,0,0
parking00,within_service,global,service_empirical,0.15,inf,0.0,0,20,0,0
parking00,within_service,global,service_empirical,0.2,0.5,0.3888888888888889,0,20,0,0
parking00,within_service,global,service_empirical,0.25,0.5,0.3888888888888889,0,20,0,0
parking00,within_service,global,service_empirical,0.3,0.5,0.3888888888888889,0,20,0,0
parking00,within_service,global,service_empirical,0.35,0.5,0.3888888888888889,0,20,0,0
parking00,within_service,global,service_empirical,0.4,0.5,0.3888888888888889,0,20,0,0
parking00,within_service,global,service_empirical,0.45,0.5,0.3888888888888889,0,20,0,0
parking00,within_service,global,service_empirical,0.5,0.5,0.3888888888888889,0,20,0,0
parking00,within_service,global,service_identity_only,0.1,inf,0.0,0,20,0,0
parking00,within_service,global,service_identity_only,0.15,inf,0.0,0,20,0,0
parking00,within_service,global,service_identity_only,0.2,inf,0.0,0,20,0,0
parking00,within_service,global,service_identity_only,0.25,inf,0.0,0,20,0,0
parking00,within_service,global,service_identity_only,0.3,0.3625,0.5555555555555556,0,20,0,0
parking00,within_service,global,service_identity_only,0.35,0.3625,0.5555555555555556,0,20,0,0
parking00,within_service,global,service_identity_only,0.4,0.3625,0.5555555555555556,0,20,0,0
parking00,within_service,global,service_identity_only,0.45,0.3625,0.5555555555555556,0,20,0,0
parking00,within_service,global,service_identity_only,0.5,0.3625,0.5555555555555556,0,20,0,0
parking00,within_service,local_10s,aoi_only,0.1,1.5,0.05,1,20,0,10
parking00,within_service,local_10s,aoi_only,0.15,1.5,0.05,1,20,0,10
parking00,within_service,local_10s,aoi_only,0.2,1.4,0.25,5,20,0,10
parking00,within_service,local_10s,aoi_only,0.25,1.4,0.25,5,20,0,10
parking00,within_service,local_10s,aoi_only,0.3,1.4,0.25,5,20,0,10
parking00,within_service,local_10s,aoi_only,0.35,1.4,0.25,5,20,0,10
parking00,within_service,local_10s,aoi_only,0.4,1.3,0.45,9,20,0,10
parking00,within_service,local_10s,aoi_only,0.45,1.3,0.45,9,20,0,10
parking00,within_service,local_10s,aoi_only,0.5,1.2,0.5,10,20,1,10
parking00,within_service,local_10s,common,0.1,0.875,0.1388888888888889,0,20,0,10
parking00,within_service,local_10s,common,0.15,0.875,0.1388888888888889,0,20,0,10
parking00,within_service,local_10s,common,0.2,0.875,0.1388888888888889,0,20,0,10
parking00,within_service,local_10s,common,0.25,0.84375,0.26666666666666666,5,20,0,10
parking00,within_service,local_10s,common,0.3,0.8125,0.28888888888888886,5,20,0,10
parking00,within_service,local_10s,common,0.35,0.78125,0.3611111111111111,5,20,0,10
parking00,within_service,local_10s,common,0.4,0.78125,0.3611111111111111,5,20,0,10
parking00,within_service,local_10s,common,0.45,0.75,0.4444444444444444,9,20,0,10
parking00,within_service,local_10s,common,0.5,0.6875,0.5,10,20,0,10
parking00,within_service,local_10s,motion_logistic,0.1,0.996662581232298,0.1,1,20,0,10
parking00,within_service,local_10s,motion_logistic,0.15,0.9920744829363396,0.15,4,20,0,10
parking00,within_service,local_10s,motion_logistic,0.2,0.9880496905967981,0.2,4,20,0,10
parking00,within_service,local_10s,motion_logistic,0.25,0.9778485668470623,0.25,5,20,0,10
parking00,within_service,local_10s,motion_logistic,0.3,0.9596689649653606,0.3,5,20,0,10
parking00,within_service,local_10s,motion_logistic,0.35,0.9409636940122762,0.35,6,20,0,10
parking00,within_service,local_10s,motion_logistic,0.4,0.8744876046565936,0.4,9,20,0,10
parking00,within_service,local_10s,motion_logistic,0.45,0.8268391288262761,0.45,9,20,0,10
parking00,within_service,local_10s,motion_logistic,0.5,0.7584105890544415,0.5,11,20,1,10
parking00,within_service,local_10s,service_empirical,0.1,inf,0.0,0,20,0,10
parking00,within_service,local_10s,service_empirical,0.15,1.0,0.2722222222222222,5,20,0,10
parking00,within_service,local_10s,service_empirical,0.2,1.0,0.2722222222222222,5,20,0,10
parking00,within_service,local_10s,service_empirical,0.25,1.0,0.2722222222222222,5,20,0,10
parking00,within_service,local_10s,service_empirical,0.3,1.0,0.2722222222222222,5,20,0,10
parking00,within_service,local_10s,service_empirical,0.35,1.0,0.2722222222222222,5,20,0,10
parking00,within_service,local_10s,service_empirical,0.4,0.875,0.4722222222222222,9,20,0,10
parking00,within_service,local_10s,service_empirical,0.45,0.875,0.4722222222222222,9,20,0,10
parking00,within_service,local_10s,service_empirical,0.5,0.875,0.4722222222222222,9,20,0,10
parking00,within_service,local_10s,service_identity_only,0.1,0.69375,0.1111111111111111,0,20,0,10
parking00,within_service,local_10s,service_identity_only,0.15,0.69375,0.1111111111111111,0,20,0,10
parking00,within_service,local_10s,service_identity_only,0.2,0.66875,0.2222222222222222,0,20,0,10
