heldout_sequence,scope,service,method,target_acceptance,selected_threshold,training_acceptance,accepted_count,condition_count,false_qualified_count,actual_qualified_count
parking00,within_service,local_10s,service_identity_only,0.25,0.66875,0.2222222222222222,0,20,0,10
parking00,within_service,local_10s,service_identity_only,0.3,0.65625,0.3333333333333333,0,20,0,10
parking00,within_service,local_10s,service_identity_only,0.35,0.65625,0.3333333333333333,0,20,0,10
parking00,within_service,local_10s,service_identity_only,0.4,0.65625,0.3333333333333333,0,20,0,10
parking00,within_service,local_10s,service_identity_only,0.45,0.65625,0.3333333333333333,0,20,0,10
parking00,within_service,local_10s,service_identity_only,0.5,0.65625,0.3333333333333333,0,20,0,10
parking00,within_service,local_1s,aoi_only,0.1,0.6,0.05,1,20,0,10
parking00,within_service,local_1s,aoi_only,0.15,0.6,0.05,1,20,0,10
parking00,within_service,local_1s,aoi_only,0.2,0.5,0.25,5,20,0,10
parking00,within_service,local_1s,aoi_only,0.25,0.5,0.25,5,20,0,10
parking00,within_service,local_1s,aoi_only,0.3,0.5,0.25,5,20,0,10
parking00,within_service,local_1s,aoi_only,0.35,0.5,0.25,5,20,0,10
parking00,within_service,local_1s,aoi_only,0.4,0.4,0.45,9,20,0,10
parking00,within_service,local_1s,aoi_only,0.45,0.4,0.45,9,20,0,10
parking00,within_service,local_1s,aoi_only,0.5,0.3,0.5,10,20,1,10
parking00,within_service,local_1s,common,0.1,0.875,0.1388888888888889,0,20,0,10
parking00,within_service,local_1s,common,0.15,0.875,0.1388888888888889,0,20,0,10
parking00,within_service,local_1s,common,0.2,0.875,0.1388888888888889,0,20,0,10
parking00,within_service,local_1s,common,0.25,0.84375,0.26666666666666666,5,20,0,10
parking00,within_service,local_1s,common,0.3,0.8125,0.28888888888888886,5,20,0,10
parking00,within_service,local_1s,common,0.35,0.78125,0.3611111111111111,5,20,0,10
parking00,within_service,local_1s,common,0.4,0.78125,0.3611111111111111,5,20,0,10
parking00,within_service,local_1s,common,0.45,0.75,0.4444444444444444,9,20,0,10
parking00,within_service,local_1s,common,0.5,0.6875,0.5,10,20,0,10
parking00,within_service,local_1s,motion_logistic,0.1,0.9942250689792594,0.1,1,20,0,10
parking00,within_service,local_1s,motion_logistic,0.15,0.9877303507877941,0.15,4,20,0,10
parking00,within_service,local_1s,motion_logistic,0.2,0.9813562769631833,0.2,4,20,0,10
parking00,within_service,local_1s,motion_logistic,0.25,0.960729592112958,0.25,5,20,0,10
parking00,within_service,local_1s,motion_logistic,0.3,0.937699717994443,0.3,5,20,0,10
parking00,within_service,local_1s,motion_logistic,0.35,0.908471775804382,0.35,6,20,0,10
parking00,within_service,local_1s,motion_logistic,0.4,0.815149404732978,0.4,9,20,0,10
parking00,within_service,local_1s,motion_logistic,0.45,0.7556563051123312,0.45,9,20,0,10
parking00,within_service,local_1s,motion_logistic,0.5,0.6735274891909724,0.5,10,20,0,10
parking00,within_service,local_1s,service_empirical,0.1,inf,0.0,0,20,0,10
parking00,within_service,local_1s,service_empirical,0.15,inf,0.0,0,20,0,10
parking00,within_service,local_1s,service_empirical,0.2,inf,0.0,0,20,0,10
parking00,within_service,local_1s,service_empirical,0.25,inf,0.0,0,20,0,10
parking00,within_service,local_1s,service_empirical,0.3,1.0,0.5,10,20,0,10
parking00,within_service,local_1s,service_empirical,0.35,1.0,0.5,10,20,0,10
parking00,within_service,local_1s,service_empirical,0.4,1.0,0.5,10,20,0,10
parking00,within_service,local_1s,service_empirical,0.45,1.0,0.5,10,20,0,10
parking00,within_service,local_1s,service_empirical,0.5,1.0,0.5,10,20,0,10
parking00,within_service,local_1s,service_identity_only,0.1,inf,0.0,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.15,inf,0.0,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.2,0.59375,0.3333333333333333,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.25,0.59375,0.3333333333333333,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.3,0.59375,0.3333333333333333,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.35,0.59375,0.3333333333333333,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.4,0.59375,0.3333333333333333,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.45,0.59375,0.3333333333333333,0,20,0,10
parking00,within_service,local_1s,service_identity_only,0.5,0.5875,0.6666666666666666,0,20,0,10
parking00,within_service,local_5s,aoi_only,0.1,1.0,0.05,1,20,0,8
parking00,within_service,local_5s,aoi_only,0.15,1.0,0.05,1,20,0,8
parking00,within_service,local_5s,aoi_only,0.2,0.9,0.25,5,20,0,8
parking00,within_service,local_5s,aoi_only,0.25,0.9,0.25,5,20,0,8
parking00,within_service,local_5s,aoi_only,0.3,0.9,0.25,5,20,0,8
parking00,within_service,local_5s,aoi_only,0.35,0.9,0.25,5,20,0,8
parking00,within_service,local_5s,aoi_only,0.4,0.8,0.45,9,20,1,8
parking00,within_service,local_5s,aoi_only,0.45,0.8,0.45,9,20,1,8
parking00,within_service,local_5s,aoi_only,0.5,0.7,0.5,10,20,2,8
parking00,within_service,local_5s,common,0.1,0.875,0.1388888888888889,0,20,0,8
parking00,within_service,local_5s,common,0.15,0.875,0.1388888888888889,0,20,0,8
parking00,within_service,local_5s,common,0.2,0.875,0.1388888888888889,0,20,0,8
parking00,within_service,local_5s,common,0.25,0.84375,0.26666666666666666,5,20,0,8
parking00,within_service,local_5s,common,0.3,0.8125,0.28888888888888886,5,20,0,8
parking00,within_service,local_5s,common,0.35,0.78125,0.3611111111111111,5,20,0,8
parking00,within_service,local_5s,common,0.4,0.78125,0.3611111111111111,5,20,0,8
parking00,within_service,local_5s,common,0.45,0.75,0.4444444444444444,9,20,1,8
parking00,within_service,local_5s,common,0.5,0.6875,0.5,10,20,2,8
parking00,within_service,local_5s,motion_logistic,0.1,0.9891493349808906,0.1,1,20,0,8
parking00,within_service,local_5s,motion_logistic,0.15,0.9752965367056695,0.15,4,20,0,8
parking00,within_service,local_5s,motion_logistic,0.2,0.96244652979438,0.2,4,20,0,8
parking00,within_service,local_5s,motion_logistic,0.25,0.932673288665442,0.25,5,20,1,8
parking00,within_service,local_5s,motion_logistic,0.3,0.877882426082459,0.3,5,20,1,8
parking00,within_service,local_5s,motion_logistic,0.35,0.8474653830566221,0.35,6,20,1,8
parking00,within_service,local_5s,motion_logistic,0.4,0.7033284940629069,0.4,9,20,1,8
parking00,within_service,local_5s,motion_logistic,0.45,0.6061394532376553,0.45,9,20,1,8
parking00,within_service,local_5s,motion_logistic,0.5,0.5116562233697507,0.5,10,20,2,8
parking00,within_service,local_5s,service_empirical,0.1,inf,0.0,0,20,0,8
parking00,within_service,local_5s,service_empirical,0.15,1.0,0.25,5,20,0,8
parking00,within_service,local_5s,service_empirical,0.2,1.0,0.25,5,20,0,8
parking00,within_service,local_5s,service_empirical,0.25,1.0,0.25,5,20,0,8
parking00,within_service,local_5s,service_empirical,0.3,0.875,0.2833333333333333,5,20,0,8
parking00,within_service,local_5s,service_empirical,0.35,0.875,0.2833333333333333,5,20,0,8
parking00,within_service,local_5s,service_empirical,0.4,0.75,0.43333333333333335,8,20,0,8
parking00,within_service,local_5s,service_empirical,0.45,0.75,0.43333333333333335,8,20,0,8
parking00,within_service,local_5s,service_empirical,0.5,0.625,0.5,10,20,2,8
parking00,within_service,local_5s,service_identity_only,0.1,inf,0.0,0,20,0,8
parking00,within_service,local_5s,service_identity_only,0.15,0.51875,0.2222222222222222,0,20,0,8
parking00,within_service,local_5s,service_identity_only,0.2,0.51875,0.2222222222222222,0,20,0,8
parking00,within_service,local_5s,service_identity_only,0.25,0.51875,0.2222222222222222,0,20,0,8
parking00,within_service,local_5s,service_identity_only,0.3,0.5,0.3333333333333333,0,20,0,8
parking00,within_service,local_5s,service_identity_only,0.35,0.5,0.3333333333333333,0,20,0,8
parking00,within_service,local_5s,service_identity_only,0.4,0.5,0.3333333333333333,0,20,0,8
parking00,within_service,local_5s,service_identity_only,0.45,0.4875,0.5555555555555556,20,20,12,8
parking00,within_service,local_5s,service_identity_only,0.5,0.4875,0.5555555555555556,20,20,12,8
parking01,pooled,all,aoi_only,0.1,1.3,0.1125,9,80,0,39
parking01,pooled,all,aoi_only,0.15,1.1,0.1375,11,80,0,39
parking01,pooled,all,aoi_only,0.2,1.0,0.2,16,80,1,39
parking01,pooled,all,aoi_only,0.25,1.0,0.2,16,80,1,39
parking01,pooled,all,aoi_only,0.3,0.9,0.3125,25,80,6,39
parking01,pooled,all,aoi_only,0.35,0.9,0.3125,25,80,6,39
parking01,pooled,all,aoi_only,0.4,0.8,0.4125,33,80,10,39
parking01,pooled,all,aoi_only,0.45,0.7,0.4375,35,80,11,39
parking01,pooled,all,aoi_only,0.5,0.6,0.4875,39,80,13,39
parking01,pooled,all,common,0.1,0.875,0.1388888888888889,0,80,0,39
parking01,pooled,all,common,0.15,0.875,0.1388888888888889,0,80,0,39
parking01,pooled,all,common,0.2,0.875,0.1388888888888889,0,80,0,39
parking01,pooled,all,common,0.25,0.84375,0.26666666666666666,20,80,5,39
parking01,pooled,all,common,0.3,0.8125,0.2833333333333333,20,80,5,39
parking01,pooled,all,common,0.35,0.78125,0.3333333333333333,20,80,5,39
parking01,pooled,all,common,0.4,0.75,0.4166666666666667,32,80,8,39
parking01,pooled,all,common,0.45,0.6875,0.45,36,80,9,39
parking01,pooled,all,common,0.5,0.625,0.5,40,80,10,39
parking01,pooled,all,motion_logistic,0.1,0.9968116376263675,0.1,0,80,0,39
parking01,pooled,all,motion_logistic,0.15,0.9918087626139418,0.15,0,80,0,39
parking01,pooled,all,motion_logistic,0.2,0.9796111172740921,0.2,5,80,0,39
parking01,pooled,all,motion_logistic,0.25,0.9552824546075326,0.25,11,80,0,39
parking01,pooled,all,motion_logistic,0.3,0.9178707760842818,0.3,13,80,0,39
parking01,pooled,all,motion_logistic,0.35,0.8649929427682813,0.35,16,80,2,39
parking01,pooled,all,motion_logistic,0.4,0.7791370504622833,0.4,21,80,3,39
parking01,pooled,all,motion_logistic,0.45,0.7105970023250193,0.45,25,80,4,39
parking01,pooled,all,motion_logistic,0.5,0.6182517651430177,0.5,27,80,4,39
parking01,pooled,all,service_empirical,0.1,inf,0.0,0,80,0,39
parking01,pooled,all,service_empirical,0.15,1.0,0.24305555555555555,19,80,0,39
parking01,pooled,all,service_empirical,0.2,1.0,0.24305555555555555,19,80,0,39
parking01,pooled,all,service_empirical,0.25,1.0,0.24305555555555555,19,80,0,39
parking01,pooled,all,service_empirical,0.3,0.875,0.3013888888888889,23,80,0,39
parking01,pooled,all,service_empirical,0.35,0.75,0.3541666666666667,28,80,0,39
parking01,pooled,all,service_empirical,0.4,0.625,0.3958333333333333,29,80,0,39
parking01,pooled,all,service_empirical,0.45,0.625,0.3958333333333333,29,80,0,39
parking01,pooled,all,service_empirical,0.5,0.5,0.5138888888888888,35,80,0,39
parking01,pooled,all,service_identity_only,0.1,0.625,0.1111111111111111,0,80,0,39
parking01,pooled,all,service_identity_only,0.15,0.625,0.1111111111111111,0,80,0,39
parking01,pooled,all,service_identity_only,0.2,0.60625,0.19444444444444445,20,80,6,39
parking01,pooled,all,service_identity_only,0.25,0.5875,0.25,20,80,6,39
parking01,pooled,all,service_identity_only,0.3,0.58125,0.3333333333333333,20,80,6,39
parking01,pooled,all,service_identity_only,0.35,0.58125,0.3333333333333333,20,80,6,39
parking01,pooled,all,service_identity_only,0.4,0.575,0.4166666666666667,20,80,6,39
parking01,pooled,all,service_identity_only,0.45,0.575,0.4166666666666667,20,80,6,39
parking01,pooled,all,service_identity_only,0.5,0.55625,0.5,40,80,12,39
parking01,within_service,global,aoi_only,0.1,1.0,0.05,1,20,1,0
parking01,within_service,global,aoi_only,0.15,1.0,0.05,1,20,1,0
parking01,within_service,global,aoi_only,0.2,0.9,0.25,5,20,5,0
parking01,within_service,global,aoi_only,0.25,0.9,0.25,5,20,5,0
parking01,within_service,global,aoi_only,0.3,0.9,0.25,5,20,5,0
parking01,within_service,global,aoi_only,0.35,0.9,0.25,5,20,5,0
parking01,within_service,global,aoi_only,0.4,0.8,0.45,9,20,9,0
parking01,within_service,global,aoi_only,0.45,0.8,0.45,9,20,9,0
parking01,within_service,global,aoi_only,0.5,0.7,0.5,10,20,10,0
parking01,within_service,global,common,0.1,0.875,0.1388888888888889,0,20,0,0
parking01,within_service,global,common,0.15,0.875,0.1388888888888889,0,20,0,0
parking01,within_service,global,common,0.2,0.875,0.1388888888888889,0,20,0,0
parking01,within_service,global,common,0.25,0.84375,0.26666666666666666,5,20,5,0
parking01,within_service,global,common,0.3,0.8125,0.2833333333333333,5,20,5,0
parking01,within_service,global,common,0.35,0.78125,0.3333333333333333,5,20,5,0
parking01,within_service,global,common,0.4,0.75,0.4166666666666667,8,20,8,0
parking01,within_service,global,common,0.45,0.6875,0.45,9,20,9,0
parking01,within_service,global,common,0.5,0.625,0.5,10,20,10,0
parking01,within_service,global,motion_logistic,0.1,0.985683906353275,0.1,0,20,0,0
parking01,within_service,global,motion_logistic,0.15,0.953875167410885,0.15,0,20,0,0
parking01,within_service,global,motion_logistic,0.2,0.9119525933411227,0.2,0,20,0,0
parking01,within_service,global,motion_logistic,0.25,0.8006954073113407,0.25,3,20,3,0
parking01,within_service,global,motion_logistic,0.3,0.6752229562997756,0.3,4,20,4,0
parking01,within_service,global,motion_logistic,0.35,0.5697734602730373,0.35,4,20,4,0
parking01,within_service,global,motion_logistic,0.4,0.43462530775065555,0.4,5,20,5,0
parking01,within_service,global,motion_logistic,0.45,0.30834035039247587,0.45,6,20,6,0
parking01,within_service,global,motion_logistic,0.5,0.213632185645123,0.5,8,20,8,0
parking01,within_service,global,service_empirical,0.1,inf,0.0,0,20,0,0
parking01,within_service,global,service_empirical,0.15,inf,0.0,0,20,0,0
parking01,within_service,global,service_empirical,0.2,0.5,0.3055555555555556,0,20,0,0
parking01,within_service,global,service_empirical,0.25,0.5,0.3055555555555556,0,20,0,0
parking01,within_service,global,service_empirical,0.3,0.5,0.3055555555555556,0,20,0,0
parking01,within_service,global,service_empirical,0.35,0.5,0.3055555555555556,0,20,0,0
parking01,within_service,global,service_empirical,0.4,0.5,0.3055555555555556,0,20,0,0
parking01,within_service,global,service_empirical,0.45,0.5,0.3055555555555556,0,20,0,0
parking01,within_service,global,service_empirical,0.5,0.375,0.65,11,20,11,0
parking01,within_service,global,service_identity_only,0.1,inf,0.0,0,20,0,0
parking01,within_service,global,service_identity_only,0.15,inf,0.0,0,20,0,0
parking01,within_service,global,service_identity_only,0.2,inf,0.0,0,20,0,0
parking01,within_service,global,service_identity_only,0.25,inf,0.0,0,20,0,0
parking01,within_service,global,service_identity_only,0.3,0.34375,0.5555555555555556,0,20,0,0
parking01,within_service,global,service_identity_only,0.35,0.34375,0.5555555555555556,0,20,0,0
parking01,within_service,global,service_identity_only,0.4,0.34375,0.5555555555555556,0,20,0,0
parking01,within_service,global,service_identity_only,0.45,0.34375,0.5555555555555556,0,20,0,0
parking01,within_service,global,service_identity_only,0.5,0.34375,0.5555555555555556,0,20,0,0
parking01,within_service,local_10s,aoi_only,0.1,1.5,0.05,1,20,0,14
parking01,within_service,local_10s,aoi_only,0.15,1.5,0.05,1,20,0,14
parking01,within_service,local_10s,aoi_only,0.2,1.4,0.25,5,20,0,14
parking01,within_service,local_10s,aoi_only,0.25,1.4,0.25,5,20,0,14
parking01,within_service,local_10s,aoi_only,0.3,1.4,0.25,5,20,0,14
parking01,within_service,local_10s,aoi_only,0.35,1.4,0.25,5,20,0,14
parking01,within_service,local_10s,aoi_only,0.4,1.3,0.45,9,20,0,14
parking01,within_service,local_10s,aoi_only,0.45,1.3,0.45,9,20,0,14
parking01,within_service,local_10s,aoi_only,0.5,1.2,0.5,10,20,0,14
parking01,within_service,local_10s,common,0.1,0.875,0.1388888888888889,0,20,0,14
parking01,within_service,local_10s,common,0.15,0.875,0.1388888888888889,0,20,0,14
parking01,within_service,local_10s,common,0.2,0.875,0.1388888888888889,0,20,0,14
parking01,within_service,local_10s,common,0.25,0.84375,0.26666666666666666,5,20,0,14
parking01,within_service,local_10s,common,0.3,0.8125,0.2833333333333333,5,20,0,14
parking01,within_service,local_10s,common,0.35,0.78125,0.3333333333333333,5,20,0,14
parking01,within_service,local_10s,common,0.4,0.75,0.4166666666666667,8,20,0,14
parking01,within_service,local_10s,common,0.45,0.6875,0.45,9,20,0,14
parking01,within_service,local_10s,common,0.5,0.625,0.5,10,20,0,14
parking01,within_service,local_10s,motion_logistic,0.1,0.9987807815291764,0.1,0,20,0,14
parking01,within_service,local_10s,motion_logistic,0.15,0.9964272246346089,0.15,0,20,0,14
parking01,within_service,local_10s,motion_logistic,0.2,0.9923631445408213,0.2,0,20,0,14
parking01,within_service,local_10s,motion_logistic,0.25,0.980492136875772,0.25,3,20,0,14
parking01,within_service,local_10s,motion_logistic,0.3,0.9668816687478331,0.3,4,20,0,14
parking01,within_service,local_10s,motion_logistic,0.35,0.9446907847450642,0.35,4,20,0,14
parking01,within_service,local_10s,motion_logistic,0.4,0.9068273837962209,0.4,5,20,0,14
parking01,within_service,local_10s,motion_logistic,0.45,0.8226707505608911,0.45,6,20,0,14
parking01,within_service,local_10s,motion_logistic,0.5,0.7767779723386685,0.5,7,20,0,14
parking01,within_service,local_10s,service_empirical,0.1,inf,0.0,0,20,0,14
parking01,within_service,local_10s,service_empirical,0.15,1.0,0.26666666666666666,5,20,0,14
parking01,within_service,local_10s,service_empirical,0.2,1.0,0.26666666666666666,5,20,0,14
parking01,within_service,local_10s,service_empirical,0.25,1.0,0.26666666666666666,5,20,0,14
parking01,within_service,local_10s,service_empirical,0.3,1.0,0.26666666666666666,5,20,0,14
parking01,within_service,local_10s,service_empirical,0.35,0.875,0.4222222222222222,8,20,0,14
parking01,within_service,local_10s,service_empirical,0.4,0.875,0.4222222222222222,8,20,0,14
parking01,within_service,local_10s,service_empirical,0.45,0.875,0.4222222222222222,8,20,0,14
parking01,within_service,local_10s,service_empirical,0.5,0.75,0.5166666666666667,10,20,0,14
parking01,within_service,local_10s,service_identity_only,0.1,0.6625,0.1111111111111111,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.15,0.6625,0.1111111111111111,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.2,0.64375,0.2222222222222222,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.25,0.64375,0.2222222222222222,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.3,0.63125,0.3333333333333333,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.35,0.63125,0.3333333333333333,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.4,0.625,0.4444444444444444,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.45,0.625,0.4444444444444444,0,20,0,14
parking01,within_service,local_10s,service_identity_only,0.5,0.625,0.4444444444444444,0,20,0,14
parking01,within_service,local_1s,aoi_only,0.1,0.6,0.05,1,20,0,14
parking01,within_service,local_1s,aoi_only,0.15,0.6,0.05,1,20,0,14
parking01,within_service,local_1s,aoi_only,0.2,0.5,0.25,5,20,0,14
parking01,within_service,local_1s,aoi_only,0.25,0.5,0.25,5,20,0,14
parking01,within_service,local_1s,aoi_only,0.3,0.5,0.25,5,20,0,14
parking01,within_service,local_1s,aoi_only,0.35,0.5,0.25,5,20,0,14
parking01,within_service,local_1s,aoi_only,0.4,0.4,0.45,9,20,0,14
parking01,within_service,local_1s,aoi_only,0.45,0.4,0.45,9,20,0,14
parking01,within_service,local_1s,aoi_only,0.5,0.3,0.5,10,20,0,14
parking01,within_service,local_1s,common,0.1,0.875,0.1388888888888889,0,20,0,14
parking01,within_service,local_1s,common,0.15,0.875,0.1388888888888889,0,20,0,14
parking01,within_service,local_1s,common,0.2,0.875,0.1388888888888889,0,20,0,14
parking01,within_service,local_1s,common,0.25,0.84375,0.26666666666666666,5,20,0,14
parking01,within_service,local_1s,common,0.3,0.8125,0.2833333333333333,5,20,0,14
parking01,within_service,local_1s,common,0.35,0.78125,0.3333333333333333,5,20,0,14
parking01,within_service,local_1s,common,0.4,0.75,0.4166666666666667,8,20,0,14
parking01,within_service,local_1s,common,0.45,0.6875,0.45,9,20,0,14
parking01,within_service,local_1s,common,0.5,0.625,0.5,10,20,0,14
parking01,within_service,local_1s,motion_logistic,0.1,0.9979211625632176,0.1,0,20,0,14
parking01,within_service,local_1s,motion_logistic,0.15,0.9956262859776154,0.15,0,20,0,14
parking01,within_service,local_1s,motion_logistic,0.2,0.9905832861325784,0.2,0,20,0,14
parking01,within_service,local_1s,motion_logistic,0.25,0.9761718444740988,0.25,3,20,0,14
parking01,within_service,local_1s,motion_logistic,0.3,0.9563551044576661,0.3,4,20,0,14
parking01,within_service,local_1s,motion_logistic,0.35,0.9300950770612046,0.35,4,20,0,14
parking01,within_service,local_1s,motion_logistic,0.4,0.8756224143559169,0.4,5,20,0,14
parking01,within_service,local_1s,motion_logistic,0.45,0.7792243879513682,0.45,6,20,0,14
parking01,within_service,local_1s,motion_logistic,0.5,0.7322337304350391,0.5,7,20,0,14
parking01,within_service,local_1s,service_empirical,0.1,inf,0.0,0,20,0,14
parking01,within_service,local_1s,service_empirical,0.15,inf,0.0,0,20,0,14
parking01,within_service,local_1s,service_empirical,0.2,inf,0.0,0,20,0,14
parking01,within_service,local_1s,service_empirical,0.25,1.0,0.45555555555555555,9,20,0,14
parking01,within_service,local_1s,service_empirical,0.3,1.0,0.45555555555555555,9,20,0,14
parking01,within_service,local_1s,service_empirical,0.35,1.0,0.45555555555555555,9,20,0,14
parking01,within_service,local_1s,service_empirical,0.4,1.0,0.45555555555555555,9,20,0,14
parking01,within_service,local_1s,service_empirical,0.45,1.0,0.45555555555555555,9,20,0,14
parking01,within_service,local_1s,service_empirical,0.5,0.875,0.5,10,20,0,14
parking01,within_service,local_1s,service_identity_only,0.1,0.5875,0.1111111111111111,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.15,0.5875,0.1111111111111111,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.2,0.5875,0.1111111111111111,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.25,0.5875,0.1111111111111111,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.3,0.58125,0.4444444444444444,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.35,0.58125,0.4444444444444444,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.4,0.58125,0.4444444444444444,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.45,0.58125,0.4444444444444444,0,20,0,14
parking01,within_service,local_1s,service_identity_only,0.5,0.58125,0.4444444444444444,0,20,0,14
parking01,within_service,local_5s,aoi_only,0.1,1.0,0.05,1,20,0,11
parking01,within_service,local_5s,aoi_only,0.15,1.0,0.05,1,20,0,11
parking01,within_service,local_5s,aoi_only,0.2,0.9,0.25,5,20,0,11
parking01,within_service,local_5s,aoi_only,0.25,0.9,0.25,5,20,0,11
parking01,within_service,local_5s,aoi_only,0.3,0.9,0.25,5,20,0,11
parking01,within_service,local_5s,aoi_only,0.35,0.9,0.25,5,20,0,11
parking01,within_service,local_5s,aoi_only,0.4,0.8,0.45,9,20,0,11
parking01,within_service,local_5s,aoi_only,0.45,0.8,0.45,9,20,0,11
parking01,within_service,local_5s,aoi_only,0.5,0.7,0.5,10,20,0,11
parking01,within_service,local_5s,common,0.1,0.875,0.1388888888888889,0,20,0,11
parking01,within_service,local_5s,common,0.15,0.875,0.1388888888888889,0,20,0,11
parking01,within_service,local_5s,common,0.2,0.875,0.1388888888888889,0,20,0,11
parking01,within_service,local_5s,common,0.25,0.84375,0.26666666666666666,5,20,0,11
parking01,within_service,local_5s,common,0.3,0.8125,0.2833333333333333,5,20,0,11
parking01,within_service,local_5s,common,0.35,0.78125,0.3333333333333333,5,20,0,11
parking01,within_service,local_5s,common,0.4,0.75,0.4166666666666667,8,20,0,11
parking01,within_service,local_5s,common,0.45,0.6875,0.45,9,20,0,11
parking01,within_service,local_5s,common,0.5,0.625,0.5,10,20,0,11
parking01,within_service,local_5s,motion_logistic,0.1,0.9958551542202304,0.1,0,20,0,11
parking01,within_service,local_5s,motion_logistic,0.15,0.9908830688105378,0.15,0,20,0,11
parking01,within_service,local_5s,motion_logistic,0.2,0.9796111172740921,0.2,0,20,0,11
parking01,within_service,local_5s,motion_logistic,0.25,0.9456577130572598,0.25,3,20,0,11
parking01,within_service,local_5s,motion_logistic,0.3,0.9106705927825901,0.3,4,20,0,11
parking01,within_service,local_5s,motion_logistic,0.35,0.8649929427682813,0.35,4,20,0,11
parking01,within_service,local_5s,motion_logistic,0.4,0.7575602425732582,0.4,5,20,0,11
parking01,within_service,local_5s,motion_logistic,0.45,0.6153254539704733,0.45,6,20,0,11
parking01,within_service,local_5s,motion_logistic,0.5,0.5519662200624377,0.5,7,20,0,11
parking01,within_service,local_5s,service_empirical,0.1,inf,0.0,0,20,0,11
parking01,within_service,local_5s,service_empirical,0.15,1.0,0.25,5,20,0,11
parking01,within_service,local_5s,service_empirical,0.2,1.0,0.25,5,20,0,11
parking01,within_service,local_5s,service_empirical,0.25,1.0,0.25,5,20,0,11
parking01,within_service,local_5s,service_empirical,0.3,0.875,0.2833333333333333,5,20,0,11
parking01,within_service,local_5s,service_empirical,0.35,0.75,0.4,8,20,0,11
parking01,within_service,local_5s,service_empirical,0.4,0.75,0.4,8,20,0,11
parking01,within_service,local_5s,service_empirical,0.45,0.625,0.4444444444444444,8,20,0,11
parking01,within_service,local_5s,service_empirical,0.5,0.5,0.5,10,20,0,11
parking01,within_service,local_5s,service_identity_only,0.1,inf,0.0,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.15,0.5,0.2222222222222222,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.2,0.5,0.2222222222222222,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.25,0.5,0.2222222222222222,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.3,0.5,0.2222222222222222,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.35,0.48125,0.4444444444444444,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.4,0.48125,0.4444444444444444,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.45,0.48125,0.4444444444444444,0,20,0,11
parking01,within_service,local_5s,service_identity_only,0.5,0.48125,0.4444444444444444,0,20,0,11
parking02,pooled,all,aoi_only,0.1,1.3,0.1125,9,80,0,36
parking02,pooled,all,aoi_only,0.15,1.1,0.1375,11,80,0,36
parking02,pooled,all,aoi_only,0.2,1.0,0.2,16,80,1,36
parking02,pooled,all,aoi_only,0.25,1.0,0.2,16,80,1,36
parking02,pooled,all,aoi_only,0.3,0.9,0.3125,25,80,6,36
parking02,pooled,all,aoi_only,0.35,0.9,0.3125,25,80,6,36
parking02,pooled,all,aoi_only,0.4,0.8,0.4125,33,80,10,36
parking02,pooled,all,aoi_only,0.45,0.7,0.4375,35,80,11,36
parking02,pooled,all,aoi_only,0.5,0.6,0.4875,39,80,13,36
parking02,pooled,all,common,0.1,0.875,0.1388888888888889,0,80,0,36
parking02,pooled,all,common,0.15,0.875,0.1388888888888889,0,80,0,36
parking02,pooled,all,common,0.2,0.875,0.1388888888888889,0,80,0,36
parking02,pooled,all,common,0.25,0.84375,0.26666666666666666,20,80,5,36
parking02,pooled,all,common,0.3,0.8125,0.2833333333333333,20,80,5,36
parking02,pooled,all,common,0.35,0.78125,0.3333333333333333,20,80,5,36
parking02,pooled,all,common,0.4,0.75,0.4111111111111111,32,80,8,36
parking02,pooled,all,common,0.45,0.6875,0.45,36,80,9,36
parking02,pooled,all,common,0.5,0.625,0.5,40,80,10,36
parking02,pooled,all,motion_logistic,0.1,0.9969450185311931,0.1,0,80,0,36
