packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes
0,0.0,1439944038129,1124
1,0.2,1440148290855,1124
2,0.4,1440346375067,1124
3,0.6,1440543365930,1124
4,0.8,1440742850127,1124
5,1.0,1440942560172,1124
6,1.2,1441145330084,1124
7,1.4,1441350512080,1124
8,1.6,1441546485226,1124
9,1.8,1441743392412,1124
10,2.0,1441950921067,1125
11,2.2,1442146384054,1125
12,2.4,1442350285175,1125
13,2.6,1442549969474,1125
14,2.8,1442746529296,1125
15,3.0,1442943075927,1125
16,3.2,1443150963934,1125
17,3.4,1443345546680,1125
18,3.6,1443549083138,1125
19,3.8,1443747687536,1125
20,4.0,1443946205396,1125
21,4.2,1444146284947,1125
22,4.4,1444348641358,1125
23,4.6,1444559416393,1125
24,4.8,1444743683903,1125
25,5.0,1444951275140,1125
26,5.2,1445166572249,1125
27,5.4,1445351440495,1125
28,5.6,1445543588858,1125
29,5.8,1445743582627,1125
30,6.0,1445965641268,1125
31,6.2,1446154724738,1125
32,6.4,1446342371018,1125
33,6.6,1446567397057,1125
34,6.8,1446748916230,1125
35,7.0,1446954272081,1125
36,7.2,1447142582632,1125
37,7.4,1447350361005,1125
38,7.6,1447550431403,1125
39,7.8,1447743227460,1125
40,8.0,1447951349304,1125
41,8.2,1448148955287,1125
42,8.4,1448349495442,1125
43,8.6,1448543155685,1125
44,8.8,1448749592720,1125
45,9.0,1448944170853,1125
46,9.2,1449143192467,1125
47,9.4,1449351027943,1125
48,9.6,1449549215524,1125
49,9.8,1449748767406,1125
50,10.0,1449949187826,1126
51,10.2,1450150012603,1126
52,10.4,1450343895387,1126
53,10.6,1450548935120,1126
54,10.8,1450743344647,1126
55,11.0,1450945065153,1126
56,11.2,1451154075701,1126
57,11.4,1451376842791,1126
58,11.6,1451568409250,1126
59,11.8,1451747808093,1126
60,12.0,1451951209628,1126
61,12.2,1452152325444,1126
62,12.4,1452349881397,1126
63,12.6,1452549506878,1126
64,12.8,1452742537643,1126
65,13.0,1452942359228,1126
66,13.2,1453151596834,1126
67,13.4,1453349394045,1126
68,13.6,1453551336929,1126
69,13.8,1453742813200,1126
70,14.0,1453983519299,1126
71,14.2,1454185448687,1126
72,14.4,1455076734648,1126
73,14.6,1455076862099,1126
74,14.8,1455076886824,1126
75,15.0,1455076905696,1126
76,15.2,1455142860017,1126
77,15.4,1455350525751,1126
78,15.6,1455559389150,1126
79,15.8,1455744369740,1126
80,16.0,1455955479385,1126
81,16.2,1456142898286,1126
82,16.4,1456342469797,1126
83,16.6,1456550649766,1126
84,16.8,1456750736661,1126
85,17.0,1456944535890,1126
86,17.2,1457143799874,1126
87,17.4,1457348416393,1126
88,17.6,1457544567122,1126
89,17.8,1457751857512,1126
90,18.0,1457950683876,1126
91,18.2,1458148925973,1126
92,18.4,1458359644691,1126
93,18.6,1458542985453,1126
94,18.8,1458758961012,1126
95,19.0,1458951819410,1126
96,19.2,1459149869451,1126
97,19.4,1459345182547,1126
98,19.6,1459551215226,1126
99,19.8,1459767662982,1126
100,20.0,1459950917956,1127
101,20.2,1460143189764,1127
102,20.4,1460344584446,1127
103,20.6,1460561590933,1127
104,20.8,1460765421972,1127
105,21.0,1460955998579,1127
106,21.2,1461150339034,1127
107,21.4,1461344591859,1127
108,21.6,1461542964148,1127
109,21.8,1461766692459,1127
110,22.0,1461994836206,1127
111,22.2,1462143865883,1127
112,22.4,1462351785854,1127
113,22.6,1462548506726,1127
114,22.8,1462745326141,1127
115,23.0,1462942774478,1127
116,23.2,1463148368125,1127
117,23.4,1463348367245,1127
118,23.6,1463543379676,1127
119,23.8,1463744153923,1127
120,24.0,1463942748452,1127
121,24.2,1464142686073,1127
122,24.4,1464359316072,1127
123,24.6,1464551804252,1127
124,24.8,1464753728633,1127
125,25.0,1464951950777,1127
126,25.2,1465151723643,1127
127,25.4,1465364472986,1127
128,25.6,1466268774119,1127
129,25.8,1466268905641,1127
130,26.0,1466268924669,1127
131,26.2,1466268936893,1127
132,26.4,1466342429333,1127
133,26.6,1466542514591,1127
134,26.8,1466743302853,1127
135,27.0,1466942507350,1127
136,27.2,1467142904068,1127
137,27.4,1467343071186,1127
138,27.6,1467542819794,1127
139,27.8,1467744638151,1127
140,28.0,1467942491058,1127
141,28.2,1468142855891,1127
142,28.4,1468342449694,1127
143,28.6,1468542958498,1127
144,28.8,1468744336999,1127
145,29.0,1468942536291,1127
146,29.2,1469142851006,1127
147,29.4,1469342564855,1127
148,29.6,1469543179230,1127
149,29.8,1469742603057,1127
150,30.0,1469942877843,1127
151,30.2,1470142563329,1127
