packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes,receive_monotonic_ns,received,measured_delay_ms
0,0.0,2758598808139,1124,2758599022566,True,0.214427
1,0.1,2758698904020,1124,2758699096603,True,0.192583
2,0.2,2758800812648,1124,2758801031659,True,0.219011
3,0.3,2758902012930,1124,2758902250578,True,0.237648
4,0.4,2758997557309,1124,2758997847783,True,0.290474
5,0.5,2759099836238,1124,2759100068345,True,0.232107
6,0.6,2759196027326,1124,2759196238261,True,0.210935
7,0.7,2759295750895,1124,2759296021144,True,0.270249
8,0.8,2759399791028,1124,2759400095048,True,0.30402
9,0.9,2759496629461,1124,2759496828393,True,0.198932
10,1.0,2759597998853,1125,2759598549142,True,0.550289
11,1.1,2759695725337,1125,2759695931182,True,0.205845
12,1.2,2759797428226,1125,2759797683581,True,0.255355
13,1.3,2759895877193,1125,2759896159518,True,0.282325
14,1.4,2759996119420,1125,2759996380336,True,0.260916
15,1.5,2760109399261,1125,2760110022798,True,0.623537
16,1.6,2760207572725,1125,2760208237614,True,0.664889
17,1.7,2760295885082,1125,2760299069340,True,3.184258
18,1.8,2760397804687,1125,2760397972728,True,0.168041
19,1.9,2760510729808,1125,2760511253619,True,0.523811
20,2.0,2760622698578,1125,2760623059443,True,0.360865
21,2.1,2760696006822,1125,2760696306095,True,0.299273
22,2.2,2760795938691,1125,2760796200116,True,0.261425
23,2.3,2760898547003,1125,2760898870707,True,0.323704
24,2.4,2760995907797,1125,2760996360966,True,0.453169
25,2.5,2761156114358,1125,2761158855227,True,2.740869
26,2.6,2761196203480,1125,2761196741428,True,0.537948
27,2.7,2761295991541,1125,2761296616311,True,0.62477
28,2.8,2761396925541,1125,2761398622800,True,1.697259
29,2.9,2761496144903,1125,2761497324625,True,1.179722
30,3.0,2761595893532,1125,2761601580154,True,5.686622
31,3.1,2761695842499,1125,2761697406163,True,1.563664
32,3.2,2761797224270,1125,2761797773006,True,0.548736
33,3.3,2761895789929,1125,2761897391030,True,1.601101
34,3.4,2761997245851,1125,2761997707001,True,0.46115
35,3.5,2762095851054,1125,2762097701410,True,1.850356
36,3.6,2762197991310,1125,2762199862397,True,1.871087
37,3.7,2762297597673,1125,2762297851616,True,0.253943
38,3.8,2762396210465,1125,2762396506753,True,0.296288
39,3.9,2762495764789,1125,2762496003005,True,0.238216
40,4.0,2762598461943,1125,2762598948594,True,0.486651
41,4.1,2762700545894,1125,2762700825445,True,0.279551
42,4.2,2762810363144,1125,2762810619260,True,0.256116
43,4.3,2762896364539,1125,2762896923569,True,0.55903
44,4.4,2763001658051,1125,2763002405047,True,0.746996
45,4.5,2763098588619,1125,2763098986341,True,0.397722
46,4.6,2763197325039,1125,2763197952890,True,0.627851
47,4.7,2763295809715,1125,2763297245615,True,1.4359
48,4.8,2763395888249,1125,2763396243655,True,0.355406
49,4.9,2763509984576,1125,2763510569539,True,0.584963
50,5.0,2763608887189,1125,2763609178934,True,0.291745
51,5.1,2763697052024,1125,2763697287430,True,0.235406
52,5.2,2763811374019,1125,2763811653446,True,0.279427
53,5.3,2763902454225,1125,2763902672344,True,0.218119
54,5.4,2763995962814,1125,2763996959192,True,0.996378
