epoch,train_loss,train_mean_loss,train_nll,validation_loss,validation_mean_loss,validation_nll
1,0.35275828926801667,0.3506854071921277,-4.09349401747889,0.06342689438124886,0.1504140922965675,-4.432511213715144
2,0.21378333033366326,0.2122047845440864,-4.498423311167544,0.036877381006493425,0.12631247306245216,-4.544233657457528
3,0.20113545827835752,0.1998995564451401,-4.67859508601275,0.02877622501148431,0.12144153509238517,-4.690208903008438
4,0.19663058724382024,0.1956728735847099,-4.855377639400793,0.024204388765078043,0.12033574038403186,-4.851722004606375
5,0.19473133825678762,0.19401300524354245,-5.049990463117884,0.018982438943898554,0.11945237801354236,-5.057286104070345
6,0.06614877413322051,0.1954943565119748,-6.4705153558214485,-0.021010829496808454,0.12102679183193513,-7.101893633457218
7,0.058599056740460335,0.19380067978634258,-6.760122093524699,-0.024404973922220456,0.11880590582317457,-7.160546870308664
8,0.057036003551596826,0.19273557461322555,-6.78499837123687,-0.025405710384005537,0.11802522637900724,-7.171550160035664
9,0.057092358081717504,0.19286098604750745,-6.788450440104244,-0.02441534775688118,0.1190641524658385,-7.17397731653451
10,0.05587566010591653,0.19187576637057194,-6.800024345270937,-0.02594274651840109,0.11783713380851785,-7.188996640026799
11,0.05537749305355408,0.1916097964472897,-6.811640343849545,-0.02569959535913089,0.1179582786429788,-7.182900489854042
12,0.054775330008457745,0.19132513932955708,-6.82753970582746,-0.02540708579709494,0.11788198695335711,-7.164487848196994
13,0.05468619529811828,0.19144955757969395,-6.83827884427664,-0.024938515094060684,0.11814347660457192,-7.154203713843972
14,0.05355968139138921,0.19077394343054202,-6.8608767145354586,-0.025820709575441837,0.11754769801419673,-7.168548223647515
15,0.05327942911488259,0.1908077998774635,-6.876641032164536,-0.026366685962358753,0.11726570182051979,-7.181710933339572
16,0.05257227843533151,0.19046289116428838,-6.89480497753824,-0.026806112814920725,0.11665623088375145,-7.173343053417892
17,0.05175525322725361,0.18988728046523382,-6.906931526853522,-0.027031592779441737,0.11660499050965699,-7.1819826328139325
18,0.051539236230993934,0.18983311545079465,-6.915088890235839,-0.026904830619819714,0.11700546647524564,-7.195639920253803
19,0.05084785977481516,0.18940334502153458,-6.928204441116874,-0.02713541494515182,0.11667549894468235,-7.190753787121971
20,0.05056069633013759,0.18933056597444362,-6.939019083229235,-0.028665155281049157,0.11581964105833198,-7.224579613681273
21,0.05010383553964998,0.1890995839300406,-6.950328402410895,-0.028797497893383227,0.11578339278161291,-7.229403072329933
22,0.049180170737267645,0.18841757050515714,-6.962429047330766,-0.029212815593085095,0.11558744064620967,-7.2403039564374465
23,0.04855068526700912,0.18793773976357717,-6.969915319859297,-0.030554776903072133,0.11453240898791398,-7.254696270554742
24,0.04772959183627142,0.18731269867287934,-6.979745369982677,-0.03053133850478645,0.11460212105524115,-7.256933212498814
25,0.04709370104634918,0.1867560305639335,-6.983721427028187,-0.030169572927188925,0.11488261486664406,-7.252915552846844
26,0.04709404558188601,0.18687626278752303,-6.989761731430456,-0.03013090116594654,0.11498731792784674,-7.2561624941876675
27,0.04628342757020919,0.18612198795893892,-6.992611705709421,-0.030482488880523344,0.11466310490042987,-7.257611209029607
28,0.045854671590509044,0.18577278452525284,-6.996568933036837,-0.03044514100148808,0.11467989144323708,-7.256632393905196
29,0.04517865522961784,0.1852284406303015,-7.00316454214399,-0.03112498746395011,0.1142340113227778,-7.26825642320774
30,0.04501494101323213,0.18509222108925627,-7.004562127790245,-0.030736926575841712,0.11452638671489039,-7.263458500998236
31,0.04479778187284003,0.1849416986232465,-7.007893588331808,-0.030293445535789804,0.11486082169985756,-7.258177718708997
32,0.044704465018087274,0.18489941413005256,-7.010509810736662,-0.030745837757070037,0.11436145228782982,-7.255808749383034
33,0.04393846037306664,0.18417048920771184,-7.012366985128365,-0.03111678257659126,0.11429186608204547,-7.270720338728531
34,0.04335946058640866,0.18368379481405778,-7.0169256363586126,-0.031343014028758664,0.11408363778593865,-7.271573777714729
35,0.042860235426178714,0.18327674470931543,-7.0215462618551925,-0.030867881691617926,0.1145720172758689,-7.272278663759968
36,0.042421396931741004,0.1828518165308725,-7.0222281877378645,-0.03113397078460056,0.11430148840828708,-7.2719948697080135
37,0.04154269747131687,0.18206343121465196,-7.026728243954163,-0.030920032652122918,0.11441052428957171,-7.266781471395076
38,0.04100073889266987,0.18160066052569296,-7.030781126745405,-0.031408244262542316,0.11456156954307568,-7.298842692545462
39,0.04074614068549435,0.18162111294027683,-7.044486215358917,-0.031938781979654676,0.11459420359103828,-7.327047641067059
40,0.039770927595684374,0.1808073150026683,-7.052552366176945,-0.03184642297880665,0.11465608303354795,-7.325696816215111
41,0.039158899181415734,0.18013337132378293,-7.049424633509676,-0.03204142245476939,0.11451387904239808,-7.328332898360279
42,0.038845315363834475,0.17987965685831322,-7.052456205802499,-0.031030972020873657,0.1153499247174822,-7.3197320973550335
43,0.038588530382225,0.1796154558973815,-7.052066487830094,-0.031592702722923235,0.1148607561688668,-7.323509432864017
44,0.03782224417035138,0.17896805462998816,-7.058048337451922,-0.03174128380950858,0.1147669180483565,-7.326247000336415
45,0.037410745593536195,0.17856456138843738,-7.058503604016297,-0.031608544140672844,0.11499483267569048,-7.330818837372754
46,0.037141155818094615,0.1783399968721806,-7.060676177021085,-0.03168924674104343,0.1148493112084568,-7.327716089873028
47,0.03624090772244974,0.1775527886214474,-7.066332219696992,-0.031764317518879474,0.11483109057756621,-7.3303829060788965
48,0.0367103297230616,0.17792666621160844,-7.06160244108771,-0.032416048455547034,0.11422798295352715,-7.3328898778661245
49,0.0358416549639544,0.1771742248895724,-7.067353356222283,-0.03159699209243024,0.11497343243049418,-7.329227261367895
50,0.03546145534270807,0.17678366265103432,-7.066789879401846,-0.0317288209524734,0.11480823356373805,-7.32741698276112
51,0.03466423309221321,0.17606038988074008,-7.07044859738417,-0.03145661260855142,0.11513994120922755,-7.330329809970854
52,0.034997878471748955,0.17635944032510173,-7.068753844690326,-0.03232029986537241,0.11426456949721932,-7.3298347393049434
53,0.034197006817386626,0.1756428046962047,-7.0730130959905475,-0.032233502796213655,0.11424761730156717,-7.324901005703011
54,0.03413523202176507,0.17559780063824584,-7.07383633617652,-0.031629725734392045,0.11496016992068166,-7.33019515234478
55,0.033637215631914616,0.175178063572447,-7.077710768681273,-0.0320427300164403,0.11462407784867777,-7.333812844073513
56,0.03339581930854392,0.17492857581865612,-7.077312396388491,-0.031665526719461747,0.11490716423334382,-7.329331204255889
57,0.03355244625759623,0.17504239278091577,-7.0751931276795395,-0.031827996897935563,0.11474866815566133,-7.3293958601365
58,0.03277436542726732,0.17432279094605777,-7.078111865453446,-0.03162910943937025,0.11494265754099235,-7.329195645223103
