packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes
0,0.0,1815811832380,1124
1,1.0,1816812366933,1124
2,2.0,1817874973906,1124
3,3.0,1818816354023,1124
4,4.0,1819807836814,1124
5,5.0,1820812422929,1124
6,6.0,1821808826701,1124
7,7.0,1822813048036,1124
8,8.0,1823810746151,1124
9,9.0,1824808415418,1124
10,10.0,1825830559379,1126
11,11.0,1826815546011,1126
12,12.0,1827830876864,1126
13,13.0,1828809842086,1126
14,14.0,1829812443244,1126
15,15.0,1830810209116,1126
16,16.0,1831811217239,1126
17,17.0,1832832492438,1126
18,18.0,1833811587103,1126
19,19.0,1834982897607,1126
20,20.0,1835831352578,1126
21,21.0,1836847400502,1126
22,22.0,1837808085528,1126
23,23.0,1838813824907,1126
24,24.0,1839808366585,1126
25,25.0,1840815639832,1126
26,26.0,1841811457733,1126
27,27.0,1842819077181,1126
28,28.0,1843809798607,1126
29,29.0,1844815223045,1126
30,30.0,1845810201749,1126
31,31.0,1846811856338,1126
32,32.0,1847862903451,1126
33,33.0,1848814618599,1126
34,34.0,1849854059428,1126
35,35.0,1850812937176,1126
36,36.0,1851807532966,1126
37,37.0,1852823803506,1126
38,38.0,1853814262705,1126
39,39.0,1854808284211,1126
40,40.0,1855821318945,1126
41,41.0,1856811093199,1126
42,42.0,1857809956530,1126
43,43.0,1858811365487,1126
44,44.0,1859808162593,1126
45,45.0,1860808067142,1126
46,46.0,1861809384616,1126
47,47.0,1862811101078,1126
48,48.0,1863864532810,1126
49,49.0,1864807997281,1126
50,50.0,1865813442254,1126
51,51.0,1866808109303,1126
52,52.0,1867807729775,1126
53,53.0,1868807453033,1126
54,54.0,1869809504568,1126
55,55.0,1870819960691,1126
56,56.0,1871807380573,1126
57,57.0,1872808689678,1126
58,58.0,1873808893684,1126
59,59.0,1874808381388,1126
60,60.0,1875810878148,1126
61,61.0,1876807918475,1126
62,62.0,1877808286281,1126
63,63.0,1878807624412,1126
64,64.0,1879808625955,1126
65,65.0,1880816627398,1126
66,66.0,1882360729001,1126
67,67.0,1882816619732,1126
68,68.0,1883817025415,1126
69,69.0,1884808255232,1126
70,70.0,1885868732143,1126
71,71.0,1886810564047,1126
72,72.0,1887812423389,1126
73,73.0,1888812171352,1126
74,74.0,1889811786420,1126
75,75.0,1890859932188,1126
76,76.0,1891814516234,1126
77,77.0,1892817399030,1126
78,78.0,1893816270611,1126
79,79.0,1894811647369,1126
80,80.0,1895827299350,1126
81,81.0,1896807760932,1126
82,82.0,1897807775984,1126
83,83.0,1898807592682,1126
84,84.0,1899807653036,1126
85,85.0,1900807989808,1126
86,86.0,1901807561978,1126
87,87.0,1902809114905,1126
88,88.0,1903810019226,1126
89,89.0,1904811086529,1126
90,90.0,1905810323185,1126
91,91.0,1906810247382,1126
92,92.0,1907812660604,1126
93,93.0,1908808901339,1126
94,94.0,1909810796307,1126
95,95.0,1910810171756,1126
96,96.0,1911811900931,1126
97,97.0,1912812431799,1126
98,98.0,1913816417415,1126
99,99.0,1914824008741,1126
100,100.0,1915815720596,1128
101,101.0,1916813903695,1128
102,102.0,1917811588688,1128
103,103.0,1918823090776,1128
104,104.0,1919816112253,1128
105,105.0,1920810132982,1128
106,106.0,1921807575642,1128
107,107.0,1922811158167,1128
108,108.0,1923807367990,1128
109,109.0,1924808271224,1128
110,110.0,1925811192409,1128
111,111.0,1926822482811,1128
112,112.0,1927808310437,1128
113,113.0,1928813552943,1128
114,114.0,1929829495168,1128
115,115.0,1930885847821,1128
116,116.0,1931814038765,1128
117,117.0,1932809633416,1128
118,118.0,1933870699611,1128
119,119.0,1935205264325,1128
120,120.0,1935807480619,1128
121,121.0,1936808566545,1128
122,122.0,1937807594973,1128
123,123.0,1938807435058,1128
124,124.0,1939811203048,1128
125,125.0,1940812651617,1128
126,126.0,1941807864503,1128
127,127.0,1942816490384,1128
128,128.0,1943807514895,1128
129,129.0,1944808326349,1128
130,130.0,1945807667426,1128
131,131.0,1946808057643,1128
132,132.0,1947807633349,1128
133,133.0,1948807461647,1128
134,134.0,1949807560594,1128
135,135.0,1950807871842,1128
136,136.0,1951807460741,1128
137,137.0,1952807525235,1128
138,138.0,1953808985665,1128
139,139.0,1954808414400,1128
140,140.0,1955807646358,1128
141,141.0,1956808263571,1128
142,142.0,1957808811970,1128
143,143.0,1958808137366,1128
144,144.0,1959807586932,1128
145,145.0,1960807845175,1128
146,146.0,1961807576890,1128
147,147.0,1962807429792,1128
148,148.0,1963807619474,1128
149,149.0,1964807520386,1128
150,150.0,1965807531709,1128
151,151.0,1966808298922,1128
152,152.0,1967807563989,1128
153,153.0,1968808071779,1128
154,154.0,1969807848884,1128
155,155.0,1970807534126,1128
156,156.0,1971807684788,1128
157,157.0,1972807715554,1128
158,158.0,1973808614418,1128
159,159.0,1974807430035,1128
160,160.0,1975808025789,1128
161,161.0,1976807475768,1128
162,162.0,1977807498060,1128
163,163.0,1978808632708,1128
164,164.0,1979816626078,1128
165,165.0,1980807857414,1128
166,166.0,1981813974959,1128
167,167.0,1982895560310,1128
168,168.0,1983808027892,1128
169,169.0,1984816852269,1128
170,170.0,1985817186906,1128
171,171.0,1986809571872,1128
172,172.0,1987808728269,1128
173,173.0,1988810335672,1128
174,174.0,1989813381135,1128
175,175.0,1990809623626,1128
176,176.0,1991809433177,1128
177,177.0,1992813933530,1128
178,178.0,1993816086124,1128
179,179.0,1994818527788,1128
