sequence,service,classification,rate_hz,delay_ms,age_mean,age_p95,corr_age_increment_heading,corr_age_increment_position,corr_hold_heading_increment_heading,corr_hold_position_increment_position,delivery_gained_pass_fraction,delivery_lost_pass_fraction,held_discrepancy_pass_fraction,held_heading_fail_fraction,held_heading_mean,held_heading_p95,held_position_fail_fraction,held_position_mean,held_position_p95,hold_heading_mean,hold_heading_p95,hold_position_mean,hold_position_p95,ideal_discrepancy_pass_fraction,ideal_heading_fail_fraction,ideal_heading_mean,ideal_heading_p95,ideal_position_fail_fraction,ideal_position_mean,ideal_position_p95,increment_heading_mean,increment_heading_negative_fraction,increment_heading_p95,increment_position_mean,increment_position_negative_fraction,increment_position_p95,persistent_ideal_fail_fraction,samples,configuration
building00,local_5s,delivery_remediable,10.0,0,0.0,0.0,,,,,0.0,0.0,0.8435543357063212,0.0,0.415411405718618,1.2904703902855217,0.1564456642936787,0.1494798148434794,0.6502263731602785,0.0,0.0,0.0,0.0,0.8435543357063212,0.0,0.415411405718618,1.2904703902855217,0.1564456642936787,0.1494798148434794,0.6502263731602785,0.0,0.0,0.0,0.0,0.0,0.0,0.1564456642936787,11659.0,frozen_v2
building01,global,persistent_under_ideal,2.0,200,0.4000000000000001,0.6,0.2171275516913547,0.0996995336398621,0.9368076531536342,0.1610994435013004,0.1419822242139069,0.0329623820549207,0.1805960116513556,0.1191027460353026,2.101547631572527,8.16177564064121,0.7969975352901635,1.51965385643755,2.4814291452316275,1.839655497316852,8.501519971911025,0.5060818623265965,0.8890922862811358,0.0715761694923693,0.0,0.7399147273840575,2.5623617618713994,0.9284238305076308,1.452901259924343,1.966429813461602,1.3616329041884698,0.3090098837354046,7.383372550378148,0.066752596513207,0.3599472203550178,0.70782425990258,0.9284238305076308,13389.0,frozen_v2
building01,global,persistent_under_ideal,5.0,50,0.1500037344088431,0.2,0.1886088668484432,0.0412405974683999,0.7275937670040351,0.1147559785250726,0.0620160828540842,0.0056016132646202,0.1279906390818333,0.0091368536360694,1.095157110180448,3.614870662811112,0.8711379988547813,1.4654665262360158,2.1236447774483644,0.7171426232455205,3.372528690399613,0.1911885040075538,0.3205677598916116,0.0715761694923693,0.0,0.7399147273840575,2.5623617618713994,0.9284238305076308,1.452901259924343,1.966429813461602,0.3552423827963905,0.3919635521696915,2.5018299368856693,0.0125652663116729,0.4448676774466601,0.2726973652909301,0.9284238305076308,13389.0,frozen_v2
building01,global,persistent_under_ideal,10.0,0,0.0,0.0,,,,,0.0,0.0,0.0715761694923693,0.0,0.7399147273840575,2.5623617618713994,0.9284238305076308,1.452901259924343,1.966429813461602,0.0,0.0,0.0,0.0,0.0715761694923693,0.0,0.7399147273840575,2.5623617618713994,0.9284238305076308,1.452901259924343,1.966429813461602,0.0,0.0,0.0,0.0,0.0,0.0,0.9284238305076308,13389.0,frozen_v2
building01,local_10s,delivery_remediable,2.0,200,0.4000000000000001,0.6,0.3002155645170266,0.2896756206295803,0.642651641856712,0.2390364664480881,0.0137958712719793,0.2910678004364512,0.6230967968495248,0.0513708079363884,2.911139035503893,10.084746747640772,0.3677728447086563,0.5098187580504795,1.511147071556013,1.8449684230837184,8.53297891848681,0.5058458992335694,0.8898619232431154,0.9003687260139964,0.0,0.5200475134807722,1.530584721023045,0.0996312739860034,0.226008583472407,0.8936993474865321,2.391091522023121,0.1900067725186244,9.41412105283854,0.2838101745780724,0.2180500163042115,1.1768755753769045,0.0996312739860034,13289.0,frozen_v2
building01,local_10s,delivery_remediable,5.0,50,0.1500037625103469,0.2,0.2978524495009473,0.2205615056759958,0.5791028386586916,0.1280521944502873,0.0115634484661499,0.0633355908395414,0.848596583640605,0.0002006672185015,1.1198674206551409,3.684839891219937,0.1512779993478315,0.2873274943429675,0.9264397928037086,0.7188410114010978,3.373698176259962,0.1911116745835508,0.320760682066121,0.9003687260139964,0.0,0.5200475134807722,1.530584721023045,0.0996312739860034,0.226008583472407,0.8936993474865321,0.5998199071743686,0.3150726164496952,3.0680372082721994,0.0613189108705605,0.372965108987383,0.3825162815708229,0.0996312739860034,13289.0,frozen_v2
building01,local_10s,delivery_remediable,10.0,0,0.0,0.0,,,,,0.0,0.0,0.9003687260139964,0.0,0.5200475134807722,1.530584721023045,0.0996312739860034,0.226008583472407,0.8936993474865321,0.0,0.0,0.0,0.0,0.9003687260139964,0.0,0.5200475134807722,1.530584721023045,0.0996312739860034,0.226008583472407,0.8936993474865321,0.0,0.0,0.0,0.0,0.0,0.0,0.0996312739860034,13289.0,frozen_v2
building01,local_1s,delivery_remediable,2.0,200,0.4000000000000001,0.6,0.2417647268915163,0.1771475509651427,0.4752877746368218,0.1274962790257735,0.0084460722027057,0.3164162742606572,0.637566335301592,0.2951640630839375,1.7278087576679158,6.560745415753375,0.1386750379948675,0.0612877787465881,0.1654554924826875,1.8395423905403616,8.50304566978789,0.5060553254594474,0.8892077545598531,0.9455365373595436,0.0004235493434985,0.1887435980073662,0.5986130050671896,0.0544634626404564,0.034468137069366,0.1085331638793791,1.5390651596605496,0.1382764033186337,6.179677908038666,0.026819641677222,0.2151630664972469,0.1084900778658702,0.0544634626404564,13379.0,frozen_v2
building01,local_1s,delivery_remediable,5.0,50,0.1500037372000897,0.2,0.2701045491460249,0.0829962966665203,0.4643560634470677,-0.1404665911159407,0.0090440242170565,0.0912873408575628,0.8632932207190374,0.0887460447965717,0.6694176315062316,2.619592130736053,0.0591723347534693,0.0394875246694918,0.112688478060918,0.7172684485281157,3.3717920474405347,0.1911770853010247,0.3205821864423752,0.9455365373595436,0.0004235493434985,0.1887435980073662,0.5986130050671896,0.0544634626404564,0.034468137069366,0.1085331638793791,0.4806740334988654,0.2408251737798041,2.2553975195754785,0.0050193876001257,0.4028452550016195,0.0379086214310956,0.0544634626404564,13379.0,frozen_v2
building01,local_1s,delivery_remediable,10.0,0,0.0,0.0,,,,,0.0,0.0,0.9455365373595436,0.0004235493434985,0.1887435980073662,0.5986130050671896,0.0544634626404564,0.034468137069366,0.1085331638793791,0.0,0.0,0.0,0.0,0.9455365373595436,0.0004235493434985,0.1887435980073662,0.5986130050671896,0.0544634626404564,0.034468137069366,0.1085331638793791,0.0,0.0,0.0,0.0,0.0,0.0,0.0544634626404564,13379.0,frozen_v2
building01,local_5s,delivery_remediable,2.0,200,0.4000000000000001,0.6,0.2893403130925725,0.2847624355365206,0.6229097015729531,0.2039614882482977,0.0165929479971012,0.3311092785566134,0.5383961816228103,0.1805982457455581,2.6766946034441936,9.784337953877632,0.433715670839893,0.260196084918044,0.8135173320816192,1.839838872804761,8.51132217883908,0.5058311217512141,0.8895543767418465,0.8529125121823226,0.0,0.4048859766939125,1.2207465272110027,0.1470874878176774,0.1284423668630315,0.5158417259255236,2.271808626750281,0.1726266336806857,9.090773913535385,0.1317537180550124,0.2200814653772146,0.5652035022232359,0.1470874878176774,13339.0,frozen_v2
building01,local_5s,delivery_remediable,5.0,50,0.150003748406927,0.2,0.3039226072414304,0.191707821667163,0.5818167874024297,0.0376599012568907,0.0187920133943074,0.0940850138691056,0.7776195117075243,0.0145937976360046,1.006597523653738,3.597736892554083,0.2194817202688857,0.1564436294774008,0.5376807432910747,0.716991432043541,3.3717920474405347,0.1910960873324213,0.3206161520870898,0.8529125121823226,0.0,0.4048859766939125,1.2207465272110027,0.1470874878176774,0.1284423668630315,0.5158417259255236,0.6017115469598256,0.2915760801659295,2.9849441297908084,0.0280012626143692,0.3836369542944249,0.1911159258766231,0.1470874878176774,13339.0,frozen_v2
building01,local_5s,delivery_remediable,10.0,0,0.0,0.0,,,,,0.0,0.0,0.8529125121823226,0.0,0.4048859766939125,1.2207465272110027,0.1470874878176774,0.1284423668630315,0.5158417259255236,0.0,0.0,0.0,0.0,0.8529125121823226,0.0,0.4048859766939125,1.2207465272110027,0.1470874878176774,0.1284423668630315,0.5158417259255236,0.0,0.0,0.0,0.0,0.0,0.0,0.1470874878176774,13339.0,frozen_v2
