context,condition_bin,component,units,n_sequences,n_sequence_condition_rows,support_label,sequence_mean_of_median,sequence_median_of_median,sequence_p95_of_median,sequence_sd_of_median,sequence_mean_of_mean,sequence_median_of_mean,sequence_p95_of_mean,sequence_sd_of_mean,sequence_mean_of_p90,sequence_median_of_p90,sequence_p95_of_p90,sequence_sd_of_p90,sequence_mean_of_p95,sequence_median_of_p95,sequence_p95_of_p95,sequence_sd_of_p95,sequence_mean_of_max,sequence_median_of_max,sequence_p95_of_max,sequence_sd_of_max
speed,medium,Dp_m,m,10,10,descriptive_broad_support,1.662220165397526,0.8916088137487576,5.441843127921501,2.309441402175067,2.0073658714698137,1.2529909914242174,6.5656000725012875,2.748208034004226,4.089208520095914,2.1232691650380593,13.871319234267524,5.747185487423391,4.626327779493882,2.676926189768419,15.64140579191228,6.541668057106818,5.576396335030028,4.106601035646726,17.834157097307298,7.4472772434888945
speed,medium,Dtheta_deg,deg,10,10,descriptive_broad_support,2.1438785694039235,0.4031317047174745,9.841950514532606,4.444023122133857,2.422215314613653,0.6276250704294117,10.668847134912628,4.7869638405183235,4.3998231250248105,1.4650893669016498,18.52371209288955,8.368174983334344,4.970638889299087,2.170621314458593,19.438682084684118,8.666312852639296,6.696851699710035,3.6558961526252345,21.604011177456872,9.155773142984051
speed,medium,Dv_mps,m/s,10,10,descriptive_broad_support,0.021296862083787903,0.02010631627247978,0.027608564620216658,0.004283067954848828,0.028860273652636763,0.028434157791056267,0.03721105278688213,0.00591243136555439,0.05948899140717302,0.05735164610669011,0.08012062085802119,0.01366324928408325,0.0769685695793668,0.07397839838328452,0.10649774911090679,0.019414407107178535,0.5302487046380217,0.4918265998130664,0.7810900048973659,0.18332331607972085
speed,medium,Iomega_abs_deg,deg,10,10,descriptive_broad_support,8.625857249948222,8.18373055818012,15.259920391382165,4.124446532198071,9.047774978316946,8.83359038287188,15.41849073596356,4.347955093721542,15.999994082891623,14.55177535297356,27.946110896294503,8.10420311769006,16.778839391605157,15.06158857582476,29.74363156840358,8.546854404777852,18.765012083433838,17.386398135909094,32.911845869975316,9.138069132845668
turning,high,Domega_radps,rad/s,10,10,descriptive_broad_support,0.019024328324788523,0.016267571908732216,0.03723470564000306,0.01035727567650702,0.03489491771364399,0.027345075496634782,0.07268883200918426,0.02054566150840689,0.08996306948984661,0.06597136488805211,0.1981296199529121,0.05835265710557881,0.11808612866948043,0.09091896951819457,0.2393386415500813,0.06588420914616026,0.3396958184738954,0.3163025751709938,0.4879940055621167,0.10643596596025112
turning,high,Dp_m,m,10,10,descriptive_broad_support,1.786790956804694,0.9061548060361436,6.1258818235805546,2.6777086500692375,2.0899754250427534,1.2330923748104317,7.146893721898973,3.084909913152017,4.011162013669695,2.0807016876877604,14.120146833587702,5.9286899063593514,4.75509642685394,2.573243182706663,16.55058081141449,7.011233152681543,5.627536870494756,4.156551230372011,17.98778079023805,7.512912795835323
turning,high,Dtheta_deg,deg,10,10,descriptive_broad_support,2.4266560899784877,0.4576348175776373,11.214372285701725,5.207506472484204,2.6421243423879686,0.6831936875096862,11.665359547783282,5.363946487172645,4.804499737806975,1.6885276203829167,20.095926058155875,9.140517242702328,5.300908743671249,2.188712221323073,20.74713933729779,9.276079148195873,6.807921975137833,4.023320823330783,22.158487087497754,9.430109547325259
turning,high,Dv_mps,m/s,10,10,descriptive_broad_support,0.023410337343617898,0.022942518116906237,0.029729126397675432,0.0046621944296570935,0.03579072758961296,0.03592236991377674,0.044283727466396604,0.006816777942293351,0.07081416408647774,0.06577746033047625,0.09417283365347727,0.01675439347719306,0.10693481700875648,0.1079156462665801,0.14307244297747562,0.027782604700647966,0.6014101880447318,0.6321458283346146,0.8213040685902038,0.171363461767555
turning,high,Iomega_abs_deg,deg,10,10,descriptive_broad_support,9.618120589597105,7.965607514371142,17.53583736409252,5.275907572843103,9.524155348752565,8.744927859321642,17.147766680086615,5.006070773614315,16.407185007038652,14.591839443478792,29.794045396553372,8.660561744283683,17.186531040541336,15.134783267246348,31.17387090432629,9.024810574541952,19.08173034634448,17.58417592223688,33.21899462015451,9.263642290382501
turning,low,Domega_radps,rad/s,10,10,descriptive_broad_support,0.0021096627834291315,0.0019742156934322583,0.0028001852624583417,0.0005005930783658805,0.004559125470083349,0.004582825928876651,0.0057907274909898155,0.001035166291590295,0.008562459529299857,0.008817275411759768,0.010884727746597437,0.0021521513249598153,0.014550805274823936,0.015076402318663824,0.01905571990808916,0.0037230820199092803,0.1583183603361249,0.15037043392658234,0.2435504304245113,0.05525649756131084
turning,low,Dp_m,m,10,10,descriptive_broad_support,1.480131268087187,0.8560954727627095,4.471775240657982,1.758853595293779,1.8958853423124118,1.0638490112586316,6.196397679573518,2.5217926611237225,3.6822678756842278,1.8915856692455961,13.046495981891717,5.4337247997356455,4.501297421369281,2.522844692121412,15.42527232524401,6.485006168218679,5.567525365956614,4.17193892212102,17.772823441700424,7.409714326285207
turning,low,Dtheta_deg,deg,10,10,descriptive_broad_support,2.2794138661594174,0.3970371487381922,10.598524615759604,4.856751055934082,2.549367019449543,0.6045455793253157,11.36123373261692,5.109025675798386,4.540636124920622,1.5158242297556397,19.30528567229329,8.741552895053172,4.98493233095862,2.0589686419527373,19.993867939984668,8.988174801385245,6.577242843191764,3.8272301775543003,21.461771646248046,9.191039002004525
turning,low,Dv_mps,m/s,10,10,descriptive_broad_support,0.01708389359021865,0.01716044484055597,0.02207558794373954,0.003269664698386064,0.023528168498699827,0.022889559964370674,0.03005915561954774,0.004149048281166373,0.05025133926033348,0.0498207145215322,0.06313931560919923,0.008916229744393735,0.06435314328564945,0.06497038951298838,0.08130539311096065,0.011937848724463239,0.44057322748267314,0.43362038175109774,0.6557962355359146,0.1620633780503972
turning,low,Iomega_abs_deg,deg,10,10,descriptive_broad_support,9.528606671878089,8.430898915164335,15.89598141305229,4.906645393464141,9.423258733054919,8.688503640538157,16.42292865254711,4.729541323847029,16.68995727664096,14.72217251439611,30.637904365516707,8.832294593193222,17.526048939734174,15.320871129259508,31.94738396219979,9.125805961802744,18.638499369837625,16.241468066200717,33.45292034012376,9.344625096178035
turning,medium,Domega_radps,rad/s,10,10,descriptive_broad_support,0.0035059541742763233,0.003397867529808183,0.005442769074579631,0.0012305979260036526,0.007020277161963968,0.007355426806285953,0.008860516910405201,0.0016955138577930233,0.013269898251164678,0.013991569988623526,0.017109499373473207,0.003164301128663382,0.022672599185752852,0.02370727712598934,0.02880007556678411,0.005389697276923845,0.1879946382716298,0.18361833722641072,0.2536578481396039,0.048164548724924934
turning,medium,Dp_m,m,10,10,descriptive_broad_support,1.651782412145866,0.8833335482785966,5.3627595113624125,2.2055287829261125,1.9920795169938426,1.1981578096219496,6.551740115445966,2.693275836139933,3.978951282373597,2.163875093103551,13.369801753538122,5.553386984411153,4.568269379917605,2.5351222650531184,15.58753531943823,6.551071949271208,5.589235324770202,4.167407677049914,17.812818736946387,7.428069527709511
turning,medium,Dtheta_deg,deg,10,10,descriptive_broad_support,2.1778913833269775,0.4153183464105643,10.042489820470234,4.548242876741531,2.5046783303717577,0.6254144192382721,11.147566823161691,5.005236139264581,4.526343256267276,1.5544030992562,19.348180698308802,8.782578150638361,5.001220217564532,2.145771874783005,19.909186698437452,8.94110736181528,6.587410855654506,3.85589366776235,21.456858336743647,9.19295835895676
turning,medium,Dv_mps,m/s,10,10,descriptive_broad_support,0.020689007501490143,0.020329383977999244,0.025280261319130616,0.00336591928364462,0.02816668548098908,0.028369115801212607,0.03314486715427026,0.004248977667475846,0.05748028447900039,0.05757846210229513,0.06917050940217441,0.009560925174576492,0.07389676069741347,0.07203391626911365,0.08916571077619052,0.01276681423441867,0.5062762873868147,0.5408524597296491,0.7316410922367746,0.19112703262052963
turning,medium,Iomega_abs_deg,deg,10,10,descriptive_broad_support,9.2027280737048,7.45840131647491,15.691203060789821,4.774865435153987,9.307489779640369,8.431097141712137,16.166041336648806,4.651763588112149,16.28762773646275,14.637763155996904,29.518729027529453,8.632029833276087,17.102035690577573,15.102725948921648,30.938283933861413,8.971131657380447,18.506392447125243,16.421118457175496,32.987739937265005,9.299041463151227
unconditional,all,Domega_radps,rad/s,10,10,descriptive_broad_support,0.00442689445820478,0.004490542827018801,0.006762289801069164,0.0015863646748904621,0.0143144977935545,0.014366350904012223,0.01976373059062766,0.004103429876206637,0.03872808198134105,0.037153421388939,0.054927761582657705,0.01198164598067136,0.07140765834832558,0.059316480997949804,0.1277629365585743,0.032053953969455234,0.3396958184738954,0.3163025751709938,0.4879940055621167,0.10643596596025112
unconditional,all,Dp_m,m,10,10,descriptive_broad_support,1.6675610523106026,0.8751715578271525,5.464438539200806,2.2736723719849055,1.9924720843208097,1.163452917593287,6.634705018653455,2.7635715991662435,3.9375456740463433,2.1155254646018524,13.678397154920765,5.716419949417278,4.596529965659483,2.523169563682135,15.782825248465382,6.654251736441041,5.635778391091989,4.192598251037644,17.98778079023805,7.511357683278761
unconditional,all,Dtheta_deg,deg,10,10,descriptive_broad_support,2.322500595628086,0.44747574925799494,10.769421784821587,4.950382155512447,2.568934910137402,0.644472942414595,11.405713603968866,5.164633331840173,4.632642180653995,1.5931583660241455,19.643968236439584,8.924251639914079,5.131776522887455,2.1781617435989187,20.38778246303054,9.155977023091006,6.939006001276203,4.045605723322949,22.158487087497754,9.364189358436287
unconditional,all,Dv_mps,m/s,10,10,descriptive_broad_support,0.020376071317150475,0.019760150689156278,0.02583503654071442,0.003757008164836108,0.02932876963376894,0.029642092794265985,0.03680398073440253,0.0055229363552983714,0.05958973283840653,0.05818691523745654,0.07618758067915521,0.01264855679730965,0.079318720511995,0.07452766967471686,0.10398711033165443,0.018363164478566812,0.6304215911659412,0.6420707183424383,0.8213040685902038,0.153853864271263
unconditional,all,Iomega_abs_deg,deg,10,10,descriptive_broad_support,9.477545067716159,7.920446481444632,16.221197278045917,4.897517466105599,9.41616078254865,8.604272057518937,16.58439263277841,4.7916538617495466,16.46256234671363,14.652467154293976,30.10626640958515,8.72083515918849,17.277842937540292,15.181506137750425,31.476869414219586,9.084613382175444,19.271267550908952,17.58417592223688,33.63182081799844,9.290201000576252
wheel_imu_disagreement,high,Domega_radps,rad/s,10,10,descriptive_broad_support,0.007961362353671514,0.007114186291194759,0.012484012991262642,0.002913313751476623,0.02370199464310482,0.0192681589028747,0.043633439680468795,0.011572028889473802,0.07039018803431338,0.053548115367690635,0.14412110117264085,0.040774588887463416,0.10359611409095423,0.08024008570549383,0.20387982535952082,0.05398464664527726,0.31988478178779284,0.2903256888190905,0.4711556676154335,0.0947286166045243
wheel_imu_disagreement,high,Dp_m,m,10,10,descriptive_broad_support,1.6952521546743462,0.8886207237385018,5.598306072403835,2.347549925440945,2.0140605315340236,1.203776552881666,6.717088469379853,2.822218938666196,4.0058548869339194,2.0955064485616774,14.04810107761827,5.925904117413522,4.6376449573684635,2.5205151676559256,15.988672208625117,6.76530217632451,5.632424123394407,4.189823017457794,17.98655086157396,7.512067447835312
wheel_imu_disagreement,high,Dtheta_deg,deg,10,10,descriptive_broad_support,2.1956167029341294,0.4453281634744094,10.0645927703736,4.568465270284899,2.5136463342660553,0.646000408487271,11.108112908107582,5.034115363960912,4.565869664419152,1.5960250373414349,19.26466663400581,8.726380877089463,5.126741762514579,2.1717603766639524,20.26251098131918,9.08188661157903,6.915791181151549,4.02639645303261,22.134988055256233,9.366821735992254
wheel_imu_disagreement,high,Dv_mps,m/s,10,10,descriptive_broad_support,0.023874072187997274,0.023345869707554777,0.029140858735627224,0.0039878112636791835,0.03690736378758807,0.03893552529872915,0.04376130944234565,0.006239043844182447,0.07281761664664368,0.06997580194923406,0.09117620151528777,0.013616419256102337,0.11489771451493033,0.12005884202286918,0.15735358079972975,0.03145811058257204,0.6181771525914277,0.6219445555058579,0.8213040685902038,0.1560353537289845
wheel_imu_disagreement,high,Iomega_abs_deg,deg,10,10,descriptive_broad_support,9.563596226992633,8.18014470990225,16.46382396022298,4.887888504446692,9.481845945047123,8.822803089797539,16.66398331972608,4.80909954174067,16.32438157187793,14.677007178128004,29.352107407225873,8.50834051068335,17.126628686932968,15.173413208406334,30.89410212721349,8.945596698169513,19.0488714305463,17.58417592223688,33.181808193115835,9.284075304908528
wheel_imu_disagreement,low,Domega_radps,rad/s,10,10,descriptive_broad_support,0.0031060387618102097,0.002751379671584183,0.004577406052946189,0.001008711072804966,0.008902327881582166,0.009380390837735661,0.011496823523745557,0.002140216734145693,0.020164386046429453,0.02038234203743437,0.02802757996134456,0.006025042789888087,0.0384280505791927,0.04102290663868186,0.04914019731571896,0.008919555331157892,0.22234817184507846,0.2287142922480901,0.31984120262786736,0.0659818037026049
wheel_imu_disagreement,low,Dp_m,m,10,10,descriptive_broad_support,1.5943767212324453,0.8566914143070075,5.086230776843855,2.076536770457138,1.9478830053904825,1.0893479839002544,6.471428355179201,2.67473272558842,3.811095519072763,2.1483788055736786,13.380008315012565,5.561624157999383,4.567547223279204,2.5266538178378948,15.70626618873114,6.622518767784005,5.621851980635772,4.187698559989542,17.96884907225765,7.509559196424113
wheel_imu_disagreement,low,Dtheta_deg,deg,10,10,descriptive_broad_support,2.3362480007908726,0.44128464540340906,10.810404075115802,4.926914072763416,2.607869771727593,0.6461699373343678,11.566649311480534,5.2232553627168485,4.672831417683662,1.6130804553732783,19.740663957723363,8.962095934462557,5.142402984718113,2.1752818088813166,20.50180235591093,9.202204986915406,6.846729815100787,3.8686510921369566,22.11747383605617,9.3961842355307
wheel_imu_disagreement,low,Dv_mps,m/s,10,10,descriptive_broad_support,0.01731879868117777,0.016584237474792915,0.023041831570056508,0.003767835354702689,0.0237418689088044,0.021918508653522104,0.030951900007767236,0.004472280834049379,0.05124285344538896,0.04946447688465318,0.06466898370184929,0.009152135746518797,0.06532846482993279,0.06414997330478697,0.08245321377267815,0.012142576151528852,0.41346200538100675,0.42645628222574783,0.6036143655132036,0.14257374304740397
wheel_imu_disagreement,low,Iomega_abs_deg,deg,10,10,descriptive_broad_support,9.455154080442854,7.95755971296001,16.1095393257496,4.883343008923981,9.449131203468697,8.627141468588352,16.72144059595489,4.8318299727876415,16.681992552512106,14.7083392113429,30.48524338124827,8.762188685353484,17.548196218326506,15.306749730409116,31.99566963629781,9.144212811222658,18.831833377359068,16.54735217337423,33.46685593906644,9.266173348503308
wheel_imu_disagreement,medium,Domega_radps,rad/s,10,10,descriptive_broad_support,0.0040975828776329635,0.003958982012894275,0.006372350996146687,0.0015381392499447754,0.01135205532815103,0.01237589823131686,0.013663094038287556,0.002692991092286059,0.02725126941222695,0.02758109987092515,0.035511767899928014,0.006384473750809607,0.05239610940217966,0.051582230689624885,0.07654002201122524,0.01577354861227632,0.2476464475815495,0.1956737767904997,0.4353349602781236,0.11043439823577696
wheel_imu_disagreement,medium,Dp_m,m,10,10,descriptive_broad_support,1.6983492231977007,0.8856780637182926,5.624517017938109,2.3553819285880975,2.018699545554973,1.189766754509035,6.7305342616969845,2.805478972552507,3.9679492927071394,2.127474158276051,13.693331174929998,5.710130000197968,4.577261789350684,2.5223400364088104,15.66393618343499,6.581112790288594,5.626214288912527,4.189076014833938,17.976064805825043,7.511059993794802
wheel_imu_disagreement,medium,Dtheta_deg,deg,10,10,descriptive_broad_support,2.377391114329791,0.439068470753042,11.083421998120057,5.123620711599229,2.5839371927104415,0.6405145772297827,11.513124457083787,5.220559096514751,4.632762538350028,1.5788927867810656,19.742401782885782,8.98700215351769,5.126780258034996,2.1982998244927336,20.39469268566926,9.168063841368632,6.859295713581877,3.869616733046521,22.136748204132644,9.388017943827359
wheel_imu_disagreement,medium,Dv_mps,m/s,10,10,descriptive_broad_support,0.020044527047139084,0.019441499597936174,0.02535505015597051,0.0035696194192213018,0.027168790327742637,0.027508005015007993,0.03354399289500307,0.00500282216780508,0.05597308483129981,0.05514609933986012,0.07119467821418456,0.011313893606425115,0.07242765143610683,0.0694400144896159,0.09428832138316151,0.015986657109710325,0.4903066902499025,0.5534959202244257,0.6635204057364413,0.16498163384527534
wheel_imu_disagreement,medium,Iomega_abs_deg,deg,10,10,descriptive_broad_support,9.384490562803856,7.362179282124968,16.52239335708111,5.070894723261612,9.348250285201875,8.415191189606015,16.545316559226123,4.790564603096099,16.323957836557533,14.591300837079444,29.949065527557526,8.75620109753584,17.13128661140734,15.053897915426479,31.28079458764893,9.089996162242171,18.648614730858696,16.62667665153441,33.05344257989886,9.211833833527878
