context,condition_bin,component,units,full_sequence_level_p95,loo_min_p95,loo_max_p95,loo_max_abs_delta,loo_most_influential_sequence,without_parking01_02_p95,parking01_02_influence_delta,parking01_02_max_sequence_p95,mean_seed_sd_of_sequence_p95,n_sequences,support_label
speed,high,Dtheta_deg,deg,19.21735111785483,5.6923124178953435,20.271105030032913,13.525038699959484,parking02,2.592624787674067,16.624726330180764,28.701136327457473,1.7091027433574912,10,descriptive_broad_support
speed,high,Dv_mps,m/s,0.10178615762968536,0.09725639561773267,0.10186053723096836,0.0045297620119526955,building00,0.10193491683225135,-0.00014875920256599007,0.06684947727868958,0.0008003866355826266,10,descriptive_broad_support
speed,high,Iomega_abs_deg,deg,27.4305461999959,24.832580574810937,27.573144889008745,2.597965625184962,parking02,24.961253080566394,2.469293119429505,28.713934401111505,6.906552171697948,10,descriptive_broad_support
speed,low,Domega_radps,rad/s,0.08595604526810338,0.07352083211143803,0.08686579002688319,0.012435213156665348,street02,0.087775534785663,-0.0018194895175596137,0.05215459888180093,0.0005640073980386658,10,descriptive_broad_support
speed,low,Dp_m,m,15.811927807010834,6.4682871482839275,16.552475240095077,9.343640658726907,parking02,4.278570004093725,11.53335780291711,22.47685470476893,1.3309567998058254,10,descriptive_broad_support
speed,low,Dtheta_deg,deg,20.61422795329872,6.180733237641057,21.73189158323708,14.433494715657663,parking02,2.8289937694119613,17.785234183886757,30.673200622743824,1.8533060948885687,10,descriptive_broad_support
speed,low,Dv_mps,m/s,0.15008613953754918,0.1287743462591121,0.15200377777839694,0.021311793278437074,parking00,0.15392141601924467,-0.0038352764816954876,0.07362554698872059,0.001146066176524327,10,descriptive_broad_support
speed,low,Iomega_abs_deg,deg,32.20104989477315,27.829142158792386,32.3412751622788,4.371907735980763,street00,30.00574936054316,2.1953005342299896,30.658571952211002,7.670327197780821,10,descriptive_broad_support
speed,medium,Domega_radps,rad/s,0.1221376973576842,0.09969487136229864,0.1227706224471329,0.022442825995385565,street02,0.12340354753658159,-0.001265850178897382,0.05758625610421098,0.0003615754891524515,10,descriptive_broad_support
speed,medium,Dp_m,m,15.64140579191228,6.684430033259215,16.344937884063008,8.956975758653066,parking02,4.453229915391025,11.188175876521257,21.97319462126877,1.2796397077467103,10,descriptive_broad_support
speed,medium,Dtheta_deg,deg,19.438682084684118,5.988917315073059,20.48355311653028,13.449764769611058,parking02,2.8946564214441124,16.544025663240006,28.84252137129946,1.7358020296891747,10,descriptive_broad_support
speed,medium,Dv_mps,m/s,0.10649774911090679,0.09715858015231776,0.10690896192623754,0.009339168958589023,building00,0.1073201747415683,-0.0008224256306615108,0.06305020706107219,0.000986283024652691,10,descriptive_broad_support
speed,medium,Iomega_abs_deg,deg,29.74363156840358,26.74097541492305,29.824473899955308,3.0026561534805296,street00,28.056099538396964,1.687532030006615,28.854365921334562,7.080130524030876,10,descriptive_broad_support
turning,high,Domega_radps,rad/s,0.2393386415500813,0.18737846675639333,0.2396346580361325,0.051960174793687974,street01,0.23993067452218367,-0.0005920329721023632,0.08884235254178442,0.00031755803137902726,10,descriptive_broad_support
turning,high,Dp_m,m,16.55058081141449,6.77618816531463,17.323269631664413,9.774392646099862,parking02,4.365264341537587,12.185316469876904,23.504780193663702,1.3629915739696528,10,descriptive_broad_support
turning,high,Dtheta_deg,deg,20.74713933729779,6.224154939418195,21.87813286226332,14.522984397879593,parking02,2.9592330573574186,17.78790627994037,30.926081061987478,1.80155458209458,10,descriptive_broad_support
turning,high,Dv_mps,m/s,0.14307244297747562,0.12976147441193459,0.14407645034332123,0.013310968565541037,parking01,0.13004483535458952,0.0130276076228861,0.152108509270086,0.001098257308038099,10,descriptive_broad_support
turning,high,Iomega_abs_deg,deg,31.17387090432629,27.812159948687846,31.206387805422512,3.3617109556384435,street00,28.610382793386233,2.5634881109400567,30.816184992267846,7.152692112690092,10,descriptive_broad_support
turning,low,Domega_radps,rad/s,0.01905571990808916,0.01836726768883332,0.019095610059448497,0.0006884522192558418,building00,0.01913550021080783,-7.978030271866762e-05,0.011324622978766734,0.000950147365959586,10,descriptive_broad_support
turning,low,Dp_m,m,15.42527232524401,6.374076987099741,16.132794739941325,9.051195338144268,parking02,4.161862740238391,11.263409585005618,21.792974057519785,1.2292886691211555,10,descriptive_broad_support
turning,low,Dtheta_deg,deg,19.993867939984668,5.825865402829862,21.082826500942364,14.168002537154806,parking02,2.534368373503968,17.4594995664807,29.79449498860384,1.8146869317238608,10,descriptive_broad_support
turning,low,Dv_mps,m/s,0.08130539311096065,0.07413885259379932,0.08187610513220224,0.007166540517161327,building00,0.08244681715344383,-0.0011414240424831856,0.05780391975616409,0.001158686955646811,10,descriptive_broad_support
turning,low,Iomega_abs_deg,deg,31.94738396219979,27.345757765768262,32.142292908621044,4.601626196431528,street00,30.186777542469198,1.7606064197305926,29.803385551566077,7.571776354754583,10,descriptive_broad_support
turning,medium,Domega_radps,rad/s,0.02880007556678411,0.027983606760390016,0.028864082759246176,0.0008164688063940946,building02,0.028928089951708237,-0.0001280143849241265,0.01910205433766043,0.0009822503401836823,10,descriptive_broad_support
turning,medium,Dp_m,m,15.58753531943823,6.554776793829895,16.300181262126642,9.032758525608335,parking02,4.35184404791768,11.23569127152055,22.001348803633856,1.2861576889322701,10,descriptive_broad_support
turning,medium,Dtheta_deg,deg,19.909186698437452,5.908259121406623,20.99310299719892,14.00092757703083,parking02,2.7216546764590266,17.187532021978427,29.66443338729054,1.792825777516163,10,descriptive_broad_support
turning,medium,Dv_mps,m/s,0.08916571077619052,0.08837903827428818,0.08920610550946238,0.0007866725019023413,building01,0.08924650024273426,-8.078946654373198e-05,0.06514971482101818,0.0009645422213468669,10,descriptive_broad_support
turning,medium,Iomega_abs_deg,deg,30.938283933861413,27.211749545577142,31.052645906287882,3.7265343882842714,street00,29.00702427357038,1.9312596602910332,29.68030223717025,7.168729764305089,10,descriptive_broad_support
unconditional,all,Domega_radps,rad/s,0.1277629365585743,0.10328831996768706,0.1282192699735362,0.024474616590887233,street02,0.1286756033884981,-0.0009126668299238028,0.05497269009550412,0.0005272170262950215,10,descriptive_broad_support
unconditional,all,Dp_m,m,15.782825248465382,6.551673276381653,16.51192989588856,9.23115197208373,parking02,4.3272414567202935,11.455583791745088,22.344767075273904,1.3016678712541845,10,descriptive_broad_support
unconditional,all,Dtheta_deg,deg,20.38778246303054,6.014555240576103,21.501953004007234,14.373227222454437,parking02,2.7357009687120004,17.65208149431854,30.415317331820642,1.785223463769998,10,descriptive_broad_support
unconditional,all,Dv_mps,m/s,0.10398711033165443,0.0968111217891175,0.10452020165820906,0.00717598854253694,building00,0.10505329298476368,-0.001066182653109246,0.06835584005651367,0.0008435092606592749,10,descriptive_broad_support
unconditional,all,Iomega_abs_deg,deg,31.476869414219586,27.57974558919481,31.58432483378402,3.8971238250247744,street00,29.31605531975947,2.1608140944601146,30.294859799010794,7.28629776402723,10,descriptive_broad_support
wheel_imu_disagreement,high,Domega_radps,rad/s,0.20387982535952082,0.1467076486783723,0.20618917966882389,0.05717217668114852,street02,0.20849853397812695,-0.004618708618606138,0.08090935672322898,0.0003064241789643366,10,descriptive_broad_support
wheel_imu_disagreement,high,Dp_m,m,15.988672208625117,6.57239767845153,16.736966307215067,9.416274530173586,parking02,4.348050032784524,11.640622175840592,22.723319095934574,1.3069293089715752,10,descriptive_broad_support
wheel_imu_disagreement,high,Dtheta_deg,deg,20.26251098131918,6.009905966136079,21.367734240424916,14.252605015183102,parking02,2.735354964730445,17.527156016588737,30.209520313270687,1.770074691532654,10,descriptive_broad_support
wheel_imu_disagreement,high,Dv_mps,m/s,0.15735358079972975,0.14501015829543265,0.15811830265137045,0.012343422504297097,parking01,0.13542479633664067,0.021928784463089074,0.16423607746449595,0.0010680215555652927,10,descriptive_broad_support
