outer_sequence,sequence,service,ideal_qualified,degraded_qualified,practical_qualified,classification,practical_restores,observability,degraded_delivery_status,ideal_delivery_status,practical_intervention_status,degraded_failure_component,ideal_failure_component,practical_failure_component,degraded_coverage,degraded_physical_satisfaction,degraded_freshness_satisfaction,degraded_joint_satisfaction,degraded_mean_position_discrepancy_m,degraded_p95_position_discrepancy_m,degraded_mean_heading_discrepancy_deg,degraded_p95_heading_discrepancy_deg,ideal_coverage,ideal_physical_satisfaction,ideal_freshness_satisfaction,ideal_joint_satisfaction,ideal_mean_position_discrepancy_m,ideal_p95_position_discrepancy_m,ideal_mean_heading_discrepancy_deg,ideal_p95_heading_discrepancy_deg,practical_coverage,practical_physical_satisfaction,practical_freshness_satisfaction,practical_joint_satisfaction,practical_mean_position_discrepancy_m,practical_p95_position_discrepancy_m,practical_mean_heading_discrepancy_deg,practical_p95_heading_discrepancy_deg,held_minus_ideal_mean_position_m,held_minus_ideal_mean_heading_deg
ordinary_loso,building02,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7111678620589726,1.0,0.7111678620589726,0.0750827275512102,0.1498132598773028,1.364639230462239,5.654558335754936,1.0,0.9700427443309424,1.0,0.9700427443309424,0.0465418345259038,0.0687463958853383,0.1949307079249366,0.6083186326147824,1.0,0.8931753966529016,1.0,0.8931753966529016,0.0527333716880661,0.0872035266918716,0.6178410652666527,2.6465113935905795,0.028540893025306407,1.1697085225373023
ordinary_loso,building02,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6288390328904377,1.0,0.6288390328904377,0.3184366643049458,0.8335696253151069,1.8495585575968192,7.291550975482128,1.0,0.8974261235751108,1.0,0.8974261235751108,0.2047528087450697,0.4864687343505714,0.4768018704927377,1.6570509458045208,1.0,0.8118420097291802,1.0,0.8118420097291802,0.2342714919349685,0.5347785675779786,0.910935280411038,3.48789863826509,0.11368385555987612,1.3727566871040815
ordinary_loso,parking00,global,0,0,0,persistent_under_ideal,0,1,unqualified,unqualified,unqualified,physical_only,physical_only,physical_only,1.0,0.0201938368289975,1.0,0.0201938368289975,2.093879701092986,3.133109168025796,2.050490832016575,7.63409121927176,1.0,0.0213940648723257,1.0,0.0213940648723257,2.0424598016278783,3.5245490922056075,0.8217279604934554,3.413300474880929,1.0,0.019983796921415,1.0,0.019983796921415,2.051926046242464,3.3608629723695937,1.2197016331862929,4.101126333992618,0.05141989946510783,1.2287628715231196
ordinary_loso,parking00,local_10s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6329366881642292,1.0,0.6329366881642292,0.5580926935911812,1.8579717439742252,2.6571388204878565,9.807236226490604,1.0,0.9520997971356768,1.0,0.9520997971356768,0.2183111110569082,0.4769865648216146,0.4208085490419358,1.3657250313805624,1.0,0.8708632331123022,1.0,0.8708632331123022,0.3133316436533163,0.8873226475011607,1.1668825519470671,4.158594456684388,0.339781582534273,2.2363302714459206
ordinary_loso,parking00,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6791602847103343,1.0,0.6791602847103343,0.060039042877032,0.1447340857346425,1.6593519811029296,6.696002500807978,1.0,0.9738715199567528,1.0,0.9738715199567528,0.030979497160653,0.0649286438033583,0.1610753949800046,0.5027672700473217,1.0,0.8784575186953779,1.0,0.8784575186953779,0.0380283724627069,0.0876822970226998,0.7003056978566121,2.7953266805648465,0.029059545716379004,1.498276586122925
ordinary_loso,parking00,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.5707869909877324,1.0,0.5707869909877324,0.2808093762963267,0.8445094309765803,2.429799078952263,9.34390824067526,1.0,0.9447207402718752,1.0,0.9447207402718752,0.1214550618059145,0.2178224812841802,0.3491179603185873,1.1926034624031625,1.0,0.8125207221870573,1.0,0.8125207221870573,0.1632960340000598,0.4288115525288954,1.0447893092389045,3.908042376476556,0.15935431449041218,2.0806811186336756
ordinary_loso,parking01,global,0,0,0,persistent_under_ideal,0,1,unqualified,unqualified,unqualified,physical_only,physical_only,physical_only,1.0,0.1327313331391397,1.0,0.1327313331391397,4.723937741877216,10.865227211699656,8.176222196324135,14.665813971843844,1.0,0.156358222481147,1.0,0.156358222481147,4.651782253208698,11.136476309387056,7.5625092563336755,13.085534130366405,1.0,0.1554843512315111,1.0,0.1554843512315111,4.668975966546205,11.022053318360484,7.7289528692635265,13.196059803368223,0.07215548866851762,0.6137129399904593
ordinary_loso,parking01,local_10s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7330784063797106,1.0,0.7330784063797106,0.3916865676186474,1.235483197902797,2.656751391663526,10.653089347046231,1.0,1.0,1.0,1.0,0.1258291382254802,0.227343542754401,0.2756291849521831,0.8701709220881068,1.0,0.9576102232244992,1.0,0.9576102232244992,0.1844407398705718,0.4668869159462698,0.9845114646036284,3.863533085275455,0.2658574293931672,2.3811222067113427
ordinary_loso,parking01,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.762626753490783,1.0,0.762626753490783,0.0435172759771656,0.1141756035325846,1.258712262900912,5.429137105736214,1.0,0.9998704117666116,1.0,0.9998704117666116,0.0185317704544388,0.0371756448312694,0.0777117860511233,0.2760498066351187,1.0,0.9338452068552175,1.0,0.9338452068552175,0.0233122610768648,0.0538275379890857,0.5116899294676669,2.222673061443197,0.0249855055227268,1.1810004768497886
ordinary_loso,parking01,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6800988714346116,1.0,0.6800988714346116,0.1856219592045557,0.5677171701530259,2.28203903585972,9.62115470530494,1.0,0.9997723355124076,1.0,0.9997723355124076,0.069239952082957,0.1216286331963904,0.1914228638647855,0.6553598451174638,1.0,0.9255211890590952,1.0,0.9255211890590952,0.0933158597071894,0.2266503470505634,0.8436093235549521,3.527874296822921,0.11638200712159871,2.090616171994934
ordinary_loso,parking02,global,0,0,0,persistent_under_ideal,0,1,unqualified,unqualified,unqualified,physical_only,physical_only,physical_only,1.0,0.0,1.0,0.0,13.472450427516256,32.609872175690306,24.526935462576912,44.73023873154333,1.0,0.0,1.0,0.0,13.51528171496708,32.33224833913914,24.58712183787038,44.86432929227093,1.0,0.0,1.0,0.0,13.497698691598671,32.42887509400463,24.534737370721075,44.6034278631516,-0.04283128745082365,-0.06018637529346904
ordinary_loso,parking02,local_10s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7361327964499959,1.0,0.7361327964499959,0.3819218814149298,1.2110616734506718,2.4434167156781004,9.393311695736502,1.0,1.0,1.0,1.0,0.0908145892793078,0.1516513634067298,0.3974587390825069,0.8672568961303382,1.0,0.9559262607171228,1.0,0.9559262607171228,0.1737129690649802,0.47044356080797,1.008316437752245,3.5794947792932583,0.291107292135622,2.0459579765955933
ordinary_loso,parking02,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7124561546618811,1.0,0.7124561546618811,0.0426098640029436,0.1148171436608389,1.61776036801771,6.625306783202896,1.0,0.9999728090926392,1.0,0.9999728090926392,0.0149450130508994,0.0316784672459254,0.0922588399190914,0.3093435830433869,1.0,0.9085841694537344,1.0,0.9085841694537344,0.0211796035803969,0.0540753710114354,0.637787762322462,2.7197114393489863,0.0276648509520442,1.5255015280986186
ordinary_loso,parking02,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6675669040019642,1.0,0.6675669040019642,0.187753304289197,0.626626184187872,2.3547403153223248,9.250777571262454,1.0,1.0,1.0,1.0,0.0474351997489655,0.0823732709060822,0.2390943686459772,0.6193031554465578,1.0,0.9167689663638596,1.0,0.9167689663638596,0.0861936715224848,0.244821173082592,0.90933540699869,3.529117716281904,0.14031810454023153,2.1156459466763478
ordinary_loso,playground00,global,1,1,1,already_qualified_degraded,0,1,qualified,qualified,qualified,none,none,none,1.0,0.9156830980482912,1.0,0.9156830980482912,0.5616878242029322,0.9837201897609724,1.0161384763111627,4.777666464681249,1.0,1.0,1.0,1.0,0.222260982157999,0.3696742191981898,0.227202716959212,0.4829587818773245,1.0,0.996631438195891,1.0,0.996631438195891,0.2933943223563297,0.5074501536177646,0.5008456522519841,2.042104350229991,0.3394268420449332,0.7889357593519507
ordinary_loso,playground00,local_10s,1,1,1,already_qualified_degraded,0,1,qualified,qualified,qualified,none,none,none,1.0,0.8555806058721397,1.0,0.8555806058721397,0.2650552037715171,1.0098866882041433,1.4826741517593458,5.977921505709098,1.0,1.0,1.0,1.0,0.068577129776739,0.127095220770878,0.1746908643145143,0.4563527915849709,1.0,0.959081603565783,1.0,0.959081603565783,0.1206868112920835,0.4428335235789064,0.6295123565671409,2.5663221442731907,0.1964780739947781,1.3079832874448316
ordinary_loso,playground00,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7294835173318922,1.0,0.7294835173318922,0.0386895232074399,0.11237850809322,1.4784011583005725,6.205341246469164,1.0,1.0,1.0,1.0,0.011103483040576,0.0233315204843919,0.1172581598463838,0.338942775925276,1.0,0.9133276718392136,1.0,0.9133276718392136,0.0181947239475356,0.0489730599358222,0.605282080381507,2.661342007292673,0.027586040166863904,1.3611429984541887
ordinary_loso,playground00,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7744908232014249,1.0,0.7744908232014249,0.1467027160316988,0.5286408252986464,1.492339627923312,6.007173518161873,1.0,1.0,1.0,1.0,0.0366642631100462,0.0700878669317613,0.1668408393038151,0.4557564943570464,1.0,0.9355171790701876,1.0,0.9355171790701876,0.0660756750661086,0.22825290320498,0.6235158846923268,2.598301980316153,0.1100384529216526,1.3254987886194969
ordinary_loso,street00,global,1,1,1,already_qualified_degraded,0,1,qualified,qualified,qualified,none,none,none,1.0,0.9148186734137024,1.0,0.9148186734137024,0.5588910772050281,0.9731831423520124,1.0830964766445506,4.9693181488571625,1.0,1.0,1.0,1.0,0.2592079493009891,0.5171615735847742,0.2645841645939185,0.7409801006588522,1.0,0.9984124621719502,1.0,0.9984124621719502,0.3240498914887244,0.5957905995361662,0.5066877254780016,1.937241452024572,0.29968312790403895,0.8185123120506321
ordinary_loso,street00,local_10s,1,1,1,already_qualified_degraded,0,1,qualified,qualified,qualified,none,none,none,1.0,0.818038686459739,1.0,0.818038686459739,0.287261023385902,0.9633124094035388,1.781926715147062,6.887232365864975,1.0,1.0,1.0,1.0,0.0905332662875513,0.217573726873768,0.3506834193827135,0.9997714249928294,1.0,0.9757584845304144,1.0,0.9757584845304144,0.141670721543049,0.393504096619672,0.7570696283176774,2.6378976789068624,0.19672775709835066,1.4312432957643484
ordinary_loso,street00,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7640005957700328,1.0,0.7640005957700328,0.0360701247049409,0.0966342610176039,1.2709850556546514,5.077193012260449,1.0,0.9997765862377124,1.0,0.9997765862377124,0.0153311033010021,0.0375826406939577,0.160160111256766,0.4979209248666871,1.0,0.9465296395591302,1.0,0.9465296395591302,0.0192676595300301,0.0493790663760136,0.5200873884467597,2.039644635442514,0.0207390214039388,1.1108249443978853
ordinary_loso,street00,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7621999800816651,1.0,0.7621999800816651,0.1465252450077867,0.482641819656194,1.5858632497653726,6.236911721712076,1.0,0.9876506324071308,1.0,0.9876506324071308,0.0537121927812071,0.1279211537749794,0.3319170086966695,1.0274885376046263,1.0,0.9426102977791057,1.0,0.9426102977791057,0.0748714333718307,0.2086159102440727,0.6787659842967857,2.346950118684461,0.0928130522265796,1.2539462410687032
ordinary_loso,street01,global,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7783523489014748,1.0,0.7783523489014748,0.7014394712945066,1.2356122061308723,1.284677056753126,6.178247447632846,1.0,0.9983583682180088,1.0,0.9983583682180088,0.3450706952402694,0.7588694340549739,0.3606774293515371,0.8360713740673121,1.0,0.968316506607568,1.0,0.968316506607568,0.4316646551742791,0.9053314008960456,0.6694626734269801,2.944932851139395,0.35636877605423717,0.9239996274015889
ordinary_loso,street01,local_10s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7746144721233689,1.0,0.7746144721233689,0.3884895692613723,1.376076705410614,1.973614887552597,8.877456166382421,1.0,0.9829236668597756,1.0,0.9829236668597756,0.1291837781567262,0.30929932622676,0.3509451445015383,1.0055230901299677,1.0,0.9233909900962786,1.0,0.9233909900962786,0.2075797393684972,0.6926704807750946,0.9127837759672116,4.197238362468551,0.25930579110464613,1.6226697430510586
ordinary_loso,street01,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.695309291053972,1.0,0.695309291053972,0.0600323386868622,0.1772313835247198,1.5606062583934648,7.512179632959285,1.0,0.9918124811741832,1.0,0.9918124811741832,0.0199662865319122,0.0453562192884763,0.1538249912989058,0.5007677201803405,1.0,0.8800624332539226,1.0,0.8800624332539226,0.0295483317150668,0.0817880130507991,0.6830811861665319,3.604516404816381,0.040066052154949995,1.406781267094559
ordinary_loso,street01,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6576829033764664,1.0,0.6576829033764664,0.2167359423139561,0.7131547346748475,1.895288155283276,8.6056057419055,1.0,0.9675815269650266,1.0,0.9675815269650266,0.0710336632467198,0.1761695039565645,0.3132117864417275,0.9418879700759338,1.0,0.8688425506195224,1.0,0.8688425506195224,0.1124145268568471,0.341186731435529,0.8563501675652141,4.0193488738991965,0.14570227906723632,1.5820763688415487
ordinary_loso,street02,global,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6837790453613848,1.0,0.6837790453613848,0.7363552073189252,1.442778359865022,1.5058554756895466,7.056572315886579,1.0,0.9985677951453192,1.0,0.9985677951453192,0.3850633907836084,0.8566019525494651,0.4904159612285007,1.1018083700825358,1.0,0.9172531298614712,1.0,0.9172531298614712,0.468983466322832,1.024589475248056,0.8251719097609668,3.1533991801873165,0.3512918165353168,1.015439514461046
ordinary_loso,street02,local_10s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.7481404084881956,1.0,0.7481404084881956,0.4182960228151335,1.5553629109102358,2.2612635024039918,9.61337202316876,1.0,0.9862427544344105,1.0,0.9862427544344105,0.1361909199399673,0.2879940696652271,0.343550415063891,0.9385603005359804,1.0,0.9146702490235588,1.0,0.9146702490235588,0.2221042874314748,0.7350122358771117,1.004249164062291,4.526192421389981,0.2821051028751662,1.9177130873401007
ordinary_loso,street02,local_1s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6672844539995553,1.0,0.6672844539995553,0.06308054718997,0.1877965936565462,1.7605785264708074,8.462497523880998,1.0,0.9844317592112092,1.0,0.9844317592112092,0.0208071229300855,0.0482439110853981,0.1517319205078932,0.5198961137941708,1.0,0.8555613215706624,1.0,0.8555613215706624,0.0309958927027556,0.0908544071387624,0.7541942051630489,3.910902375682681,0.0422734242598845,1.6088466059629143
ordinary_loso,street02,local_5s,1,0,1,delivery_remediable,1,1,unqualified,qualified,qualified,physical_only,none,none,1.0,0.6405432869854016,1.0,0.6405432869854016,0.2290461616070519,0.8137348244585718,2.098640842215941,9.48431164415966,1.0,0.9620789649788088,1.0,0.9620789649788088,0.0759068438307102,0.1806977322119796,0.3090199829658841,0.9244085901676208,1.0,0.8447963913054254,1.0,0.8447963913054254,0.1210559202414325,0.3705203433797825,0.9308995064002812,4.368708503491035,0.1531393177763417,1.7896208592500569
