base_L,base_R,base_T,base_p,base_r,base_temp,base_v,base_y,imu_T,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_p,imu_r,imu_temp,imu_y,t_edge_rx_ns,t_wall_unix_s
0,0,1001,0.508868337,-1.14647603,49.44444275,12.38467979,-128.8037415,1002,-3.828125,-15.84960938,982.8710938,-0.086250067,-0.096249998,-0.055000007,20,-25,-48,0.218610659,-0.899388313,50,-128.574646,353312343000000,1783454048.13436
0,0,1001,0.278655767,-0.895181358,50,12.38467979,-128.0488129,1002,-7.24609375,-17.80273438,981.8945313,0.226249933,0.591250002,0.069999993,21,-27,-47,0.175889328,-0.865768492,50,-128.0184937,353312656000000,1783454048.4416862
0,0,1001,0.458314478,-1.078012705,50,12.38467979,-127.6180573,1002,-5.29296875,-14.87304688,981.40625,-0.523750067,0.091250002,-0.180000007,22,-27,-46,0.149012312,-0.859055519,50,-127.6064453,353312968000000,1783454048.7695482
0,0,1001,0.44221735,-1.154285669,50,12.38467979,-128.2506256,1002,-7.734375,-17.80273438,981.8945313,-0.398750067,0.403750002,-0.055000007,22,-27,-46,0.38621062,-1.109295845,50.55555725,-128.1988068,353313328000000,1783454049.1228797
0,0,1001,0.174633503,-0.863988757,50,12.38467979,-127.9521179,1002,-5.29296875,-18.29101563,978.9648438,-0.273750067,-0.158749998,-0.242500007,22,-26,-48,0.29450056,-1.008097529,50,-128.1340485,353313625000000,1783454049.4246593
0,0,1001,0.409642309,-1.110146642,50,12.38467979,-127.9569168,1002,-7.734375,-19.26757813,980.9179688,-0.461250067,0.153750002,0.194999993,20,-24,-46,0.581836164,-1.2698071,50,-128.031189,353313968000000,1783454049.7646646
0,0,1001,0.635288775,-1.162597179,50,12.38467979,-127.8227463,1002,-4.8046875,-18.29101563,982.3828125,-0.336250067,0.341250002,0.007499993,21,-25,-47,0.52925992,-1.057456136,50,-127.612442,353314281000000,1783454050.07143
0,0,1001,0.390897959,-1.044833899,50,12.38467979,-128.2699585,1002,-5.78125,-18.77929688,982.8710938,-0.523750067,0.341250002,-0.117500007,20,-26,-47,0.387006551,-1.08585608,50,-127.5608826,353314593000000,1783454050.389635
0,0,1001,0.490764588,-1.103670478,50,12.38467979,-128.075882,1002,-4.8046875,-17.80273438,982.8710938,0.163749933,-0.033749998,0.132499993,21,-25,-47,0.460004538,-1.149286151,50,-128.1684113,353314921000000,1783454050.7183244
0,0,1001,0.888121963,-1.052767873,50,12.38467979,-127.7747421,1002,-6.26953125,-16.82617188,982.8710938,-0.086250067,0.403750002,0.444999993,21,-22,-48,0.782011509,-1.384070277,50,-127.9806595,353315265000000,1783454051.0632253
0,0,1001,0.522718728,-1.197188377,50,12.38467979,-127.9670639,1002,-6.7578125,-17.80273438,979.9414063,-0.148750067,-0.096249998,0.194999993,21,-27,-47,0.429026306,-1.04575789,50,-127.814743,353315593000000,1783454051.3896122
0,0,1001,0.702955365,-1.289972663,50,12.38467979,-127.9767227,1002,-4.31640625,-18.77929688,978.4765625,-0.461250067,0.216250002,-0.242500007,21,-25,-47,0.599805474,-1.19753921,49.44444275,-127.7556686,353315921000000,1783454051.7191474
0,0,1001,0.478542894,-1.068242431,49.44444275,12.38459969,-127.5183411,1002,-4.8046875,-14.87304688,981.40625,-0.461250067,0.091250002,0.069999993,21,-25,-46,0.600698471,-1.135553718,50.55555725,-127.7802048,353316234000000,1783454052.0221725
0,0,1001,0.513431847,-1.162904143,50,12.38459969,-128.1955261,1002,-4.31640625,-17.80273438,980.9179688,-0.523750067,-0.346249998,0.194999993,19,-25,-48,0.040848192,-0.801774204,50,-127.8799973,353316578000000,1783454052.3756764
0,0,1001,0.201075137,-1.055833817,50,12.38459969,-128.4349365,1002,-7.734375,-16.82617188,983.8476563,-0.211250067,-0.408749998,0.194999993,19,-25,-47,-0.385197848,-0.943676174,50,-128.25737,353316921000000,1783454052.718647
0,0,1001,0.381314129,-0.931539416,50,12.38459969,-127.998703,1002,-7.734375,-17.31445313,982.3828125,-0.023750067,0.528750002,-0.055000007,20,-25,-47,0.326677412,-0.935286164,50,-128.0159912,353317234000000,1783454053.034663
0,0,1001,0.32223469,-1.014016151,50,12.38459969,-127.8015442,1002,-4.31640625,-18.29101563,980.9179688,-0.398750067,0.153750002,-0.117500007,19,-25,-49,0.072699673,-0.800619364,50,-127.6408691,353317546000000,1783454053.3393273
0,0,1001,0.170662045,-1.197129846,50.55555725,12.38459969,-127.7775497,1002,-9.6875,-15.36132813,979.453125,-0.586250067,-0.283749998,-0.117500007,21,-26,-48,0.502788305,-1.074992776,50,-127.4223328,353317875000000,1783454053.669243
0,0,1001,0.639741719,-1.231525302,50,12.38459969,-128.0705414,1002,-3.828125,-17.80273438,978.4765625,-0.148750067,0.466250002,0.382499993,21,-26,-48,0.337960482,-0.940955698,50,-127.6766663,353318218000000,1783454054.0124469
0,0,1001,0.079366997,-0.738491237,50,12.38459969,-128.0611572,1002,-7.734375,-17.80273438,981.40625,-0.086250067,0.653750002,-0.117500007,20,-25,-48,0.405072898,-1.077770114,50,-128.723877,353318562000000,1783454054.3548474
0,0,1001,0.562971294,-1.19556129,50,12.38459969,-127.869278,1002,-3.33984375,-18.29101563,981.8945313,-0.273750067,-0.346249998,-0.180000007,21,-24,-46,0.661528528,-1.260977268,50,-127.8523788,353318906000000,1783454054.699221
0,0,1001,0.381648242,-0.947125852,49.44444275,12.38459969,-127.6957245,1002,-7.734375,-17.31445313,979.9414063,-0.211250067,0.466250002,0.069999993,21,-25,-46,0.461315006,-1.022657394,50,-127.7644806,353319234000000,1783454055.0205417
0,0,1001,0.424355865,-0.972736359,50,12.38459969,-127.4167709,1002,-4.31640625,-16.82617188,981.40625,-0.336250067,0.341250002,0.194999993,20,-25,-47,0.322023869,-0.963496923,50,-127.7116089,353319531000000,1783454055.3225658
0,0,1001,0.241051823,-0.9260692,50.55555725,12.38459969,-128.1232758,1002,-6.7578125,-18.29101563,982.8710938,-0.648750067,-1.033750057,0.069999993,21,-24,-47,0.515400946,-1.195020199,50,-128.3225403,353319859000000,1783454055.6550634
0,0,1001,0.464832604,-1.08595264,50,12.38459969,-127.3634491,1002,-3.828125,-14.87304688,978.9648438,-0.023750067,-1.033750057,-0.180000007,20,-26,-46,0.379791766,-0.880069435,50,-127.2453613,353320171000000,1783454055.967979
0,0,1001,0.304685026,-1.031806231,50,12.38459969,-127.6442871,1002,-6.26953125,-17.80273438,979.453125,-0.273750067,0.091250002,0.007499993,20,-26,-47,0.164591089,-0.954958737,50,-127.3690491,353320500000000,1783454056.2915146
0,0,1001,0.330392808,-0.904927135,50,12.38459969,-127.6935654,1002,-7.24609375,-17.31445313,980.4296875,0.038749933,0.403750002,0.007499993,19,-24,-46,0.264805675,-0.860719025,50,-127.8504791,353320843000000,1783454056.6436996
0,0,1001,0.484400451,-1.19100368,50,12.38459969,-127.9582825,1002,-6.26953125,-18.29101563,982.3828125,-0.211250067,0.466250002,0.132499993,20,-25,-47,0.261987984,-1.038617492,50,-127.6983871,353321187000000,1783454056.9731338
0,0,1001,0.848276556,-0.996767938,50,12.38459969,-127.6664734,1002,-6.7578125,-17.31445313,980.4296875,-0.023750067,0.341250002,-0.367500007,20,-27,-47,0.089326963,-0.774561048,50,-127.4965897,353321515000000,1783454057.314184
0,0,1001,0.127684534,-0.79301995,50,12.38459969,-127.9788132,1002,-4.8046875,-15.36132813,981.8945313,-0.586250067,-0.158749998,0.007499993,21,-23,-45,0.653525889,-1.290432096,50,-128.3072052,353321859000000,1783454057.651873
0,0,1001,0.161890194,-0.906035542,49.44444275,12.38459969,-127.6207581,1002,-4.8046875,-16.82617188,981.8945313,-0.148750067,-0.408749998,0.132499993,21,-25,-46,0.504737198,-1.155822635,50,-127.9708328,353322265000000,1783454058.0592554
0,0,1001,0.508380651,-1.100925565,50,12.38459969,-128.0436401,1002,-3.33984375,-16.82617188,982.3828125,-0.023750067,0.466250002,15.44499969,21,-25,-45,0.46205461,-1.072264194,50,-127.2509613,353322578000000,1783454058.37679
0,0,1001,0.198128015,-0.682205021,50,12.38459969,-127.3431473,1002,-5.78125,-19.26757813,981.8945313,-0.273750067,0.403750002,0.132499993,22,-26,-46,0.902311265,-1.006626368,50,-127.8391113,353322906000000,1783454058.6927266
0,0,1001,0.12655358,-0.889006257,50,12.38459969,-127.5368805,1002,-5.78125,-19.26757813,979.9414063,-0.461250067,0.403750002,0.194999993,21,-27,-47,0.433053792,-1.112820625,50,-127.796814,353323203000000,1783454059.000623
0,0,1001,0.582239449,-1.220216751,50,12.38459969,-128.4506836,1002,-7.24609375,-17.80273438,983.359375,-0.336250067,0.216250002,-0.242500007,21,-24,-46,0.428682655,-1.061471701,50,-128.2112732,353323531000000,1783454059.3292236
0,0,1001,0.132858098,-0.934124053,50,12.38459969,-127.8746567,1002,-6.26953125,-20.24414063,981.40625,-0.211250067,-0.033749998,0.069999993,21,-25,-47,0.194635034,-0.915042877,50,-128.0974274,353323859000000,1783454059.6513355
0,0,1001,0.617628574,-1.205648899,50,12.38459969,-127.799263,1002,-3.828125,-17.31445313,979.9414063,0.163749933,0.216250002,15.63249969,21,-23,-47,0.768447697,-1.321380615,50.55555725,-127.7444,353324171000000,1783454059.9709313
0,0,1001,0.712797225,-1.275457501,50,12.38459969,-127.9349213,1002,-5.78125,-18.77929688,982.3828125,-0.523750067,-0.283749998,-0.055000007,20,-26,-47,0.294369638,-0.977390647,50.55555725,-127.4479828,353324484000000,1783454060.2786016
0,0,1001,0.451452196,-1.065315366,50,12.38459969,-127.6206131,1002,-6.26953125,-19.26757813,980.9179688,-0.148750067,0.903750002,0.194999993,20,-25,-46,0.187597513,-0.878693104,50,-127.3111801,353324812000000,1783454060.6029458
0,0,1001,0.312799513,-1.075243115,50,12.38459969,-128.0438843,1002,-4.31640625,-16.33789063,981.8945313,-0.148750067,0.466250002,-0.055000007,21,-25,-47,0.513322532,-1.115237474,50,-128.196991,353325140000000,1783454060.927746
0,0,1001,0.688768983,-1.309556961,50,12.38459969,-127.9807129,1002,-5.78125,-16.33789063,981.40625,-0.773750067,1.028749943,0.382499993,21,-26,-46,0.332076669,-0.92875725,50,-127.5144043,353325468000000,1783454061.259707
0,0,1001,0.48553437,-1.155054212,50,12.38459969,-128.21875,1002,-6.7578125,-17.80273438,979.9414063,-0.523750067,-0.721249998,0.007499993,20,-27,-45,-0.075093798,-0.849781871,50,-127.9461746,353325781000000,1783454061.5757532
0,0,1001,0.555406272,-1.18406713,50,12.38055992,-127.8293839,1002,-7.24609375,-17.80273438,981.8945313,-0.086250067,0.653750002,0.194999993,20,-26,-47,0.2760337,-0.901975393,50,-127.6553955,353326140000000,1783454061.9285758
0,0,1001,0.369997323,-1.019322991,50,12.38055992,-128.1130981,1002,-7.24609375,-17.80273438,979.453125,-0.211250067,0.466250002,-0.055000007,19,-25,-46,0.147840574,-0.822651684,50,-128.0628357,353326500000000,1783454062.2894561
0,0,1001,-0.013264745,-0.708767831,50,12.38055992,-127.8535385,1002,-7.734375,-16.82617188,981.40625,-0.211250067,-0.533749998,-0.055000007,21,-23,-48,0.351367116,-1.023674369,50,-128.2653503,353326859000000,1783454062.6477737
0,0,1001,0.207597718,-0.811889708,50,12.38055992,-127.1446915,1002,-6.26953125,-18.29101563,980.4296875,-0.211250067,-0.533749998,-0.242500007,20,-25,-47,0.683069289,-0.975408971,50,-127.5408554,353327171000000,1783454062.9659398
0,0,1001,0.061880384,-0.906702995,50,12.38055992,-127.7077713,1002,-5.78125,-18.29101563,979.453125,-0.398750067,-1.158750057,0.319999993,20,-25,-47,0.201527566,-1.132930756,50,-128.6481628,353327515000000,1783454063.3061123
0,0,1001,0.457603186,-1.18570292,50,12.38055992,-128.2919312,1002,-8.22265625,-19.26757813,978.4765625,0.038749933,0.903750002,0.382499993,19,-24,-46,0.201047435,-1.006114483,50,-128.0973053,353327828000000,1783454063.6143646
0,0,1001,0.494723558,-1.171537161,50.55555725,12.38055992,-127.5037537,1002,-8.22265625,-20.24414063,978.4765625,0.038749933,-0.471249998,0.069999993,20,-25,-46,0.324267358,-1.01848495,50,-127.3212051,353328140000000,1783454063.9340703
0,0,1001,0.385022789,-1.045485497,50,12.38055992,-128.0364685,1002,-6.7578125,-17.31445313,980.9179688,0.038749933,0.278750002,0.132499993,21,-26,-47,0.277479887,-0.984424829,51.11111069,-127.9578018,353328468000000,1783454064.2611659
0,0,1001,0.671538174,-1.155890465,50,12.38055992,-127.8712845,1002,-6.7578125,-18.29101563,981.8945313,-0.961250067,-1.283750057,0.194999993,20,-24,-44,0.431905359,-0.962051749,50,-127.4881744,353328781000000,1783454064.582008
0,0,1001,0.808691502,-1.23237443,50,12.38055992,-127.8988419,1002,-7.24609375,-19.26757813,979.9414063,-0.336250067,0.778750002,0.132499993,19,-24,-48,0.71235913,-1.001088381,50,-127.6249847,353329125000000,1783454064.9140472
0,0,1001,0.589035988,-1.141772151,50,12.38055992,-127.8065262,1002,-8.7109375,-19.26757813,981.8945313,0.163749933,0.591250002,0.007499993,21,-25,-48,0.575152874,-1.120637059,50,-127.6926193,353329453000000,1783454065.2393193
0,0,1001,0.257820427,-0.96470201,50,12.38055992,-127.7658463,1002,-7.24609375,-17.80273438,982.3828125,-0.398750067,-0.221249998,0.069999993,21,-27,-48,0.346942276,-0.981125414,50,-127.8445587,353329781000000,1783454065.5734735
0,0,1001,0.206452698,-1.14069593,50,12.38055992,-128.1164856,1002,-7.734375,-17.80273438,981.40625,-0.273750067,1.153749943,0.069999993,21,-24,-47,0.574567676,-1.091255903,50,-128.0919495,353330109000000,1783454065.9033344
0,0,1001,0.408479542,-1.079938054,51.11111069,12.38055992,-127.6612549,1002,-4.31640625,-19.26757813,980.4296875,-0.148750067,0.216250002,0.319999993,19,-24,-48,0.22979793,-0.917142093,50,-127.7733841,353330468000000,1783454066.2543976
0,0,1001,0.661821187,-1.300852299,50,12.38055992,-128.3820953,1002,-4.8046875,-17.80273438,980.4296875,-0.398750067,0.216250002,-0.055000007,22,-25,-49,0.723384619,-1.296981812,50,-128.1198273,353330812000000,1783454066.6028686
0,0,1001,0.338481694,-1.055574298,50,12.38055992,-128.354599,1002,-5.29296875,-18.29101563,980.4296875,-0.336250067,0.091250002,-0.117500007,20,-25,-48,0.32915929,-0.958400428,50,-128.3255463,353331140000000,1783454066.9297588
0,0,1001,0.376509547,-0.972078621,50,12.38055992,-127.8972015,1002,-6.7578125,-17.31445313,978.9648438,-0.023750067,1.028749943,-0.242500007,20,-25,-47,0.464817077,-0.964047968,50,-128.0132599,353331453000000,1783454067.2421114
0,0,1001,0.591406941,-1.226848364,50,12.38055992,-127.9584427,1002,-5.78125,-18.29101563,981.8945313,-0.211250067,0.028750002,0.007499993,21,-27,-48,0.397797942,-1.236327529,50,-128.0310059,353331796000000,1783454067.5867639
0,0,1001,0.607013762,-1.271369696,50,12.38055992,-127.9372406,1002,-6.7578125,-18.29101563,983.359375,-0.523750067,0.841250002,0.569999993,22,-24,-48,1.016913056,-1.544662833,50,-128.0888214,353332125000000,1783454067.920384
0,0,1001,0.515972555,-1.16489923,50,12.38055992,-128.1073303,1002,-7.734375,-18.29101563,981.8945313,-0.148750067,0.466250002,0.132499993,21,-25,-47,0.649350643,-1.202178955,50,-127.9683228,353332468000000,1783454068.254399
0,0,1001,0.471456349,-1.097561121,50,12.38055992,-127.7821121,1002,-4.8046875,-17.31445313,982.3828125,-0.086250067,0.216250002,-0.180000007,21,-27,-47,0.299576789,-1.024500012,50,-127.6747665,353332796000000,1783454068.5975382
0,0,1001,0.213585809,-0.951084673,50,12.38055992,-128.1385956,1002,-6.7578125,-19.75585938,981.8945313,-0.398750067,0.216250002,-0.117500007,23,-25,-46,0.930545986,-1.440471411,51.11111069,-128.4591217,353333109000000,1783454068.9053905
0,0,1001,0.511464417,-1.175674319,50,12.38055992,-128.3592072,1002,-5.78125,-15.84960938,980.9179688,-0.086250067,-0.096249998,0.007499993,22,-26,-45,0.434378684,-1.058642149,50,-128.0957642,353333437000000,1783454069.2310162
0,0,1001,0.218989894,-0.941944659,50,12.38055992,-128.3410645,1002,-2.8515625,-16.82617188,982.8710938,-0.523750067,0.028750002,0.069999993,22,-24,-49,0.579872549,-1.236277699,50,-128.6296997,353333765000000,1783454069.5569408
0,0,1001,0.515442014,-1.203631759,50,12.38055992,-128.0839081,1002,-4.8046875,-16.33789063,979.9414063,-0.461250067,0.028750002,-0.180000007,20,-25,-48,0.104121052,-0.796405196,50,-127.7166748,353334109000000,1783454069.8954008
0,0,1001,0.052111879,-1.087499976,50,12.38055992,-128.2088776,1002,-5.29296875,-17.31445313,983.8476563,-0.086250067,-15.53374958,-0.430000007,21,-24,-46,-0.126383677,-1.23715353,50,-128.2646332,353334437000000,1783454070.2250495
0,0,1001,0.442074299,-1.026798606,50,12.38055992,-127.9237595,1002,-5.78125,-16.82617188,978.9648438,-0.461250067,0.153750002,-0.242500007,21,-26,-46,0.575903893,-1.202043653,50,-128.0044098,353334781000000,1783454070.5713754
0,0,1001,-0.031344373,-1.163220167,50,12.38055992,-128.2234802,1002,-5.78125,-17.80273438,978.9648438,-0.211250067,0.091250002,0.069999993,21,-25,-47,0.397241861,-1.019734621,50,-128.0967407,353335109000000,1783454070.8957958
0,0,1001,0.363953352,-0.982334018,50.55555725,12.38055992,-127.8291779,1002,-6.7578125,-18.29101563,982.8710938,-0.211250067,0.278750002,-0.055000007,20,-25,-47,0.395168453,-1.023612738,50,-127.94384,353335437000000,1783454071.2355177
0,0,1001,0.495554507,-1.192674398,50,12.38055992,-128.8376465,1002,-3.828125,-17.80273438,979.9414063,-0.461250067,-0.221249998,0.194999993,23,-27,-47,0.407340854,-1.091369748,50,-128.6877899,353335796000000,1783454071.5915072
0,0,1001,0.316817582,-0.922640741,50.55555725,12.40209007,-128.8312073,1002,-5.29296875,-17.31445313,982.8710938,-0.086250067,0.466250002,0.132499993,21,-25,-49,0.289520264,-0.894904613,51.11111069,-128.8319092,353336140000000,1783454071.9312043
0,0,1001,0.40569967,-1.075240374,50,12.40209007,-127.7347412,1002,-2.8515625,-19.26757813,978.9648438,-0.586250067,-0.721249998,0.194999993,20,-25,-47,0.450479716,-1.182300687,50,-127.838356,353336500000000,1783454072.2941852
0,0,1001,0.404904425,-1.002549171,50,12.40209007,-128.3221741,1002,-6.7578125,-17.80273438,979.453125,-0.398750067,0.028750002,0.069999993,21,-26,-48,0.385798186,-1.035710216,50,-128.359787,353336828000000,1783454072.6237319
0,0,1001,0.837144971,-1.429795623,50,12.40209007,-128.3160248,1002,-5.78125,-16.82617188,980.4296875,-0.273750067,-0.158749998,0.194999993,20,-26,-46,0.162952036,-0.941404819,50,-127.7880707,353337156000000,1783454072.9566643
0,0,1001,0.698321521,-1.335058808,50,12.40209007,-128.1311951,1002,-6.7578125,-16.82617188,981.8945313,-0.461250067,-0.283749998,0.069999993,20,-26,-47,0.17388019,-0.90076828,50,-127.7115707,353337484000000,1783454073.2792227
0,0,1001,0.390893757,-1.017762899,50,12.40209007,-128.0932617,1002,-6.26953125,-19.26757813,981.8945313,-0.773750067,-0.533749998,-0.367500007,21,-25,-47,0.378192157,-1.117305279,50,-128.0979156,353337828000000,1783454073.61352
0,0,1001,0.533249915,-1.129929543,50,12.40209007,-128.3377838,1002,-3.828125,-17.80273438,983.359375,-0.398750067,0.278750002,-0.180000007,21,-25,-49,0.457396239,-1.098598123,50,-128.2694244,353338156000000,1783454073.9560792
0,0,1001,0.677809179,-1.182717204,50.55555725,12.40209007,-128.1599426,1002,-5.78125,-16.82617188,984.3359375,-0.023750067,-0.846249998,0.132499993,21,-24,-47,0.993865073,-1.072554827,50,-127.840271,353338515000000,1783454074.3130624
0,0,1001,0.200993821,-0.877295375,50,12.40209007,-127.9004364,1002,-5.78125,-17.80273438,980.4296875,0.038749933,-0.533749998,-0.180000007,22,-25,-46,0.519436419,-1.122109056,50,-128.0729065,353338906000000,1783454074.6972976
0,0,1001,0.329363108,-0.960257471,50,12.40209007,-128.2286377,1002,-6.7578125,-17.31445313,982.3828125,-0.148750067,0.591250002,-0.180000007,20,-24,-47,0.745758295,-1.219682932,50,-128.4481964,353339234000000,1783454075.0329185
0,0,1001,0.131015822,-0.905108988,50,12.40209007,-127.5543823,1002,-4.31640625,-17.80273438,982.3828125,-0.648750067,-0.283749998,0.069999993,23,-25,-47,0.674913764,-1.36104548,50,-127.9747391,353339578000000,1783454075.3696852
0,0,1001,0.604783058,-1.262975574,50.55555725,12.40209007,-127.8541641,1002,-4.31640625,-16.33789063,980.4296875,-0.398750067,0.778750002,-0.180000007,21,-25,-49,0.226824775,-0.959773183,50.55555725,-127.6285172,353339906000000,1783454075.7026932
0,0,1001,0.195637107,-0.755458415,50,12.40209007,-128.0627747,1002,-3.828125,-18.29101563,982.3828125,-0.648750067,0.528750002,0.132499993,21,-25,-48,0.477625072,-1.070745826,50,-128.4017334,353340250000000,1783454076.0397923
0,0,1001,0.507967114,-0.982584178,50,12.40209007,-127.9885406,1002,-3.33984375,-18.77929688,981.8945313,-0.336250067,0.278750002,0.194999993,21,-26,-48,0.914977193,-1.107897758,50,-128.1417084,353340562000000,1783454076.3579016
0,0,1001,0.395785391,-0.97591424,50,12.40209007,-128.4577789,1002,-4.31640625,-17.31445313,981.40625,0.226249933,0.028750002,0.194999993,21,-25,-48,0.612347305,-0.872030377,50,-128.5201721,353340890000000,1783454076.6851385
0,0,1001,0.452992558,-1.066294312,50,12.40209007,-127.4166336,1002,-6.26953125,-16.82617188,980.9179688,-0.523750067,-0.158749998,0.194999993,19,-26,-47,0.114741556,-0.883527756,50,-127.3355103,353341203000000,1783454077.0035138
0,0,1001,-0.237228259,-1.188765287,50,12.40209007,-127.8011475,1002,-4.31640625,-16.33789063,980.9179688,-0.023750067,0.778750002,0.069999993,20,-26,-46,0.1644786,-0.819796264,50.55555725,-127.5532227,353341546000000,1783454077.3370612
0,0,1001,0.13957572,-1.012212634,50,12.40209007,-128.8555908,1002,-6.7578125,-18.29101563,979.9414063,-0.398750067,0.278750002,0.132499993,21,-25,-45,0.343663782,-1.00952208,50,-128.8031464,353341859000000,1783454077.6447232
0,0,1001,0.168944627,-0.864916384,50,12.40209007,-127.9073944,1002,-7.24609375,-17.80273438,980.4296875,-0.586250067,0.216250002,-0.180000007,20,-25,-48,0.388319343,-0.985091269,50,-128.1860199,353342187000000,1783454077.978438
0,0,1001,0.071829334,-0.881228149,50,12.40209007,-128.0488739,1002,-6.7578125,-18.77929688,981.8945313,-0.461250067,-0.346249998,0.257499993,21,-23,-48,0.42691651,-1.138615012,50,-128.3755188,353342515000000,1783454078.315403
0,0,1001,0.408375919,-1.04021728,50,12.40209007,-128.2495728,1002,-5.29296875,-17.31445313,982.3828125,-0.461250067,-0.346249998,0.007499993,20,-26,-46,0.172771797,-0.97670573,50,-128.1127167,353342859000000,1783454078.6500328
0,0,1001,0.169977352,-0.923226655,50,12.40209007,-127.3563843,1002,-6.7578125,-17.31445313,980.4296875,-0.711250067,0.216250002,0.194999993,21,-24,-48,0.772125661,-1.148873806,50,-127.7778931,353343171000000,1783454078.957826
0,0,1001,0.325109065,-1.06634903,50,12.40209007,-128.6466827,1002,-5.78125,-18.29101563,980.4296875,-0.398750067,0.653750002,-0.242500007,22,-26,-45,0.387209654,-1.061797619,50,-128.7397614,353343484000000,1783454079.2814798
0,0,1001,0.210441828,-1.166981101,50,12.40209007,-128.3074951,1002,-5.78125,-15.36132813,982.8710938,-0.148750067,-15.15874958,0.132499993,21,-26,-46,-0.365139395,-1.024272203,50,-128.2282715,353343828000000,1783454079.625531
0,0,1001,0.454381853,-1.034299135,50,12.40209007,-128.1226196,1002,-3.828125,-15.84960938,981.40625,-0.586250067,0.966250002,0.194999993,21,-25,-48,0.548169076,-0.927593708,50,-128.0358887,353344156000000,1783454079.9483113
0,0,1001,0.840021551,-1.186462522,50,12.40209007,-127.8805313,1002,-5.78125,-20.73242188,982.3828125,-0.336250067,0.341250002,0.319999993,21,-25,-46,0.365097642,-1.125649095,50,-127.6734543,353344500000000,1783454080.289665
0,0,1001,0.617208898,-1.290917516,50.55555725,12.40209007,-127.9026642,1002,-4.8046875,-20.24414063,981.8945313,-0.336250067,-0.033749998,-0.430000007,21,-25,-46,0.238797858,-0.966626406,50,-127.5256119,353344828000000,1783454080.614978
0,0,1001,0.768530011,-1.314855099,50,12.40209007,-127.5796814,1002,-6.7578125,-16.33789063,985.8007813,-0.211250067,0.091250002,0.319999993,21,-25,-46,0.6908167,-1.194797873,50,-127.182106,353345140000000,1783454080.9412162
0,0,1001,0.305570662,-1.005278707,50,12.40209007,-127.4798737,1002,-6.26953125,-17.80273438,982.8710938,-0.398750067,-0.408749998,0.132499993,21,-27,-47,0.215501204,-0.909558773,50,-127.4111557,353345484000000,1783454081.2700648
0,0,1001,0.452840477,-1.103935242,50,12.40209007,-128.0961151,1002,-4.31640625,-18.77929688,982.3828125,-0.398750067,-0.533749998,0.007499993,20,-24,-48,0.244880959,-1.034459472,50,-128.0705109,353345812000000,1783454081.612141
0,0,1001,0.253894269,-0.942807078,50,12.40209007,-127.8682404,1002,-4.8046875,-18.29101563,981.40625,-0.398750067,0.278750002,0.007499993,21,-25,-47,0.579495072,-1.210607886,50,-128.1202698,353346125000000,1783454081.9220438
0,0,1001,0.615092576,-1.281201005,50,12.39256001,-127.8790741,1002,-6.26953125,-17.80273438,980.9179688,-0.648750067,-0.033749998,0.069999993,22,-25,-46,0.563783228,-1.258762002,50,-127.7388382,353346437000000,1783454082.2326515
0,0,1001,0.545639634,-1.177316427,50,12.39256001,-128.0392609,1002,-5.29296875,-18.29101563,978.4765625,-0.336250067,0.278750002,0.007499993,21,-25,-47,0.389867693,-1.033775449,50,-127.867569,353346750000000,1783454082.540082
0,0,1001,-0.235515222,-1.104133368,50,12.39256001,-128.1391449,1002,-7.24609375,-19.75585938,978.9648438,-0.461250067,-0.783749998,-0.055000007,19,-24,-48,0.31472379,-1.031553388,50,-128.2175903,353347062000000,1783454082.8581414
0,0,1001,0.21701318,-0.939888954,50,12.39256001,-127.5774307,1002,-7.24609375,-17.31445313,983.359375,-0.461250067,0.028750002,-0.055000007,21,-25,-47,0.528828859,-1.075543761,49.44444275,-127.7918549,353347406000000,1783454083.1970718
0,0,1001,0.699522853,-1.222058892,50,12.39256001,-128.2176666,1002,-4.8046875,-15.84960938,979.9414063,0.351249933,0.841250002,0.257499993,19,-23,-47,0.453400373,-0.988308847,50.55555725,-127.8352585,353347703000000,1783454083.4991903
0,0,1001,0.530715406,-1.109386683,50,12.39256001,-127.9811325,1002,-5.29296875,-18.29101563,981.40625,-0.273750067,0.091250002,-0.367500007,20,-25,-46,0.234333083,-0.96776706,50,-127.7670898,353348062000000,1783454083.8540967
0,0,1001,0.685812473,-1.253685951,50,12.39256001,-127.871788,1002,-7.24609375,-17.80273438,982.3828125,-0.461250067,-0.221249998,-0.180000007,21,-24,-47,0.777752638,-1.223127961,50,-127.7612686,353348390000000,1783454084.1785529
0,0,1001,0.27156049,-0.910774529,50,12.39256001,-128.0349274,1002,-5.78125,-16.82617188,982.3828125,-0.336250067,-0.096249998,0.132499993,22,-25,-48,0.503309608,-1.155889153,50,-128.2893829,353348718000000,1783454084.5118067
0,0,1001,0.509533226,-1.014532804,50.55555725,12.39256001,-128.1719513,1002,-7.24609375,-15.84960938,983.8476563,-0.211250067,0.153750002,-0.305000007,21,-25,-47,0.681730449,-1.214979291,50,-128.3164673,353349046000000,1783454084.8417292
0,0,1001,0.284246385,-0.828431606,50,12.39256001,-127.5174713,1002,-5.29296875,-16.82617188,981.8945313,-0.461250067,0.028750002,0.007499993,20,-24,-46,0.938287795,-0.995928288,50,-128.0924377,353349359000000,1783454085.1505926
