sample_idx,t_cycle_start_ns,t_edge_rx_ns,t_wall_unix_s,cycle_ok,error,imu_http_latency_ms,base_http_latency_ms,gps_http_latency_ms,imu_T,imu_r,imu_p,imu_y,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_temp,base_T,base_L,base_R,base_r,base_p,base_y,base_temp,base_v,gps_T,gps_valid,gps_age_ms,gps_lat,gps_lon,gps_sat,gps_hdop,gps_alt_m,gps_speed_mps,gps_course_deg,gps_chars,gps_sentences,gps_failed_checksums
79,422905718000000,422906156000000,1783523641.510549,True,,125.0,157.0,156.0,1002,-0.099666,-0.237571,-121.9483,3.486328,1.09375,980.3418,-0.255,-1.14875,-0.14125,27,-43,-47,46.66667,1001,0,0,0.032374,-0.378171,-121.725,46.66667,12.3651,1006,True,24,37.24884217,-80.4181895,6,1.86,693.5,0.041155555,0,73429,6,1
80,422908156000000,422908625000000,1783523643.9491665,True,,156.0,47.0,266.0,1002,-0.16445,-0.392805,-122.347,3.486328,-0.859375,980.8301,-0.4425,-1.52375,0.04625,28,-42,-48,47.22222,1001,0,0,0.040943,-0.555231,-121.7771,46.66667,12.3651,1006,True,408,37.2488525,-80.418182,6,1.86,690.1,0.015433333,0,74968,10,1
81,422910640000000,422911062000000,1783523646.426487,True,,125.0,31.0,266.0,1002,-0.007953,-0.178885,-121.5029,1.533203,-1.835938,981.8066,-0.255,0.22625,0.42125,26,-45,-47,47.22222,1001,0,0,-0.033513,-0.103889,-121.5691,46.66667,12.3651,1006,True,831,37.24886133,-80.41817683,6,1.86,687.8,0.149188888,0,76204,14,1
82,422913062000000,422913484000000,1783523648.8578596,True,,156.0,141.0,125.0,1002,-0.191596,-0.098803,-121.5188,4.462891,-3.300781,982.7832,-0.8175,-0.52375,0.04625,29,-45,-46,47.22222,1001,0,0,-0.178814,-0.216397,-121.4923,46.66667,12.35376,1006,True,384,37.248869,-80.41817033,6,1.86,686,0.025722222,0,77936,20,1
83,422915500000000,422915921000000,1783523651.2891977,True,,140.0,125.0,156.0,1002,-0.099559,-0.055133,-122.3986,2.998047,-2.8125,982.2949,0.1825,-1.27375,-0.07875,28,-43,-48,47.22222,1001,0,0,-0.00926,-0.188892,-122.1814,46.66667,12.35376,1006,True,813,37.24887167,-80.41816667,6,1.87,685,0.025722222,0,79185,24,1
84,422917921000000,422918343000000,1783523653.7190034,True,,157.0,140.0,125.0,1002,-0.047992,-0.280991,-121.3357,2.509766,-1.835938,981.3184,-0.0675,-0.02375,-0.14125,27,-43,-49,47.22222,1001,0,0,-0.093702,-0.057865,-121.4912,47.22222,12.35376,1006,True,153,37.24887833,-80.41815967,6,1.87,682.6,0.061733333,0,80806,30,1
85,422920375000000,422920796000000,1783523656.1599724,True,,140.0,125.0,156.0,1002,-0.033493,-0.157202,-121.5836,2.998047,-2.324219,981.3184,-0.505,-1.08625,0.23375,27,-44,-50,47.22222,1001,0,0,0.00776,-0.233887,-121.4584,47.22222,12.35376,1006,True,684,37.248881,-80.41815533,6,1.87,681,0.154333332,0,82187,34,1
86,422922796000000,422923250000000,1783523658.5860653,True,,141.0,31.0,282.0,1002,-0.077287,0.116053,-121.0898,2.998047,-0.859375,981.3184,-0.005,-0.52375,-0.26625,28,-45,-49,47.22222,1001,0,0,0.008068,0.035071,-120.922,47.22222,12.36518,1006,True,9,37.24888117,-80.41815217,6,1.87,680.2,0.360111108,0,83589,40,1
87,422925250000000,422925687000000,1783523661.039342,True,,140.0,141.0,156.0,1002,-0.220038,0.150574,-121.8002,2.998047,-0.859375,979.3652,-0.4425,0.85125,-0.39125,28,-43,-47,48.33333,1001,0,0,-0.148084,0.083976,-121.7305,47.22222,12.36518,1006,True,574,37.24887617,-80.41815133,6,1.87,680,0.0463,0,85217,44,1
88,422927687000000,422928109000000,1783523663.478664,True,,141.0,31.0,250.0,1002,0.042409,-0.008113,-121.6447,2.021484,-1.347656,980.8301,-0.38,-0.71125,-0.26625,27,-44,-47,47.22222,1001,0,0,0.028288,-0.104003,-121.6182,47.22222,12.36518,1006,True,2,37.24886933,-80.41815067,6,1.87,680.1,0.077166666,0,86499,49,1
89,422930125000000,422930562000000,1783523665.910585,True,,156.0,15.0,266.0,1002,0.0178,-0.20687,-120.9961,2.021484,-1.835938,980.8301,0.245,1.53875,-0.20375,27,-45,-47,47.22222,1001,0,0,-0.059294,0.088941,-121.1262,47.22222,12.36518,1006,True,338,37.248865,-80.4181505,6,1.87,679.5,0.108033332,0,88142,54,1
90,422932562000000,422932984000000,1783523668.3563044,True,,125.0,141.0,156.0,1002,-0.087159,0.067697,-122.0026,3.486328,0.117188,980.3418,-0.255,1.97625,-0.07875,27,-44,-48,47.22222,1001,0,0,-0.186029,0.01453,-122.1104,47.22222,12.36101,1006,True,888,37.24886367,-80.41814967,6,1.87,679.2,0.036011111,0,89523,58,1
91,422935000000000,422935437000000,1783523670.7849183,True,,140.0,31.0,266.0,1002,-0.06305,-0.275018,-121.5019,2.509766,-2.324219,983.2715,-0.0675,0.03875,-0.01625,26,-46,-49,48.33333,1001,0,0,-0.133903,0.069471,-121.7451,47.77778,12.36101,1006,True,212,37.2488625,-80.41814917,6,1.87,678.5,0.020577778,0,91054,64,1
92,422937437000000,422937890000000,1783523673.2339296,True,,156.0,141.0,156.0,1002,0.051599,-0.458005,-121.3814,5.927734,-2.324219,981.8066,-0.5675,-1.02375,-0.26625,26,-45,-49,47.22222,1001,0,0,-0.055061,-0.235442,-121.4338,47.22222,12.36101,1006,True,785,37.24886083,-80.41814817,6,1.87,678.2,0.164622221,0,92489,68,1
93,422939890000000,422940343000000,1783523675.6838424,True,,156.0,32.0,265.0,1002,-0.012473,-0.050594,-121.2782,2.021484,-0.371094,982.7832,-0.3175,1.28875,0.04625,26,-44,-48,47.22222,1001,0,0,-0.161349,-0.032675,-121.5341,47.22222,12.36101,1006,True,34,37.24885633,-80.418148,6,1.87,678,0.077166666,0,93988,74,1
94,422942343000000,422942812000000,1783523678.134474,True,,188.0,140.0,141.0,1002,0.019542,-0.141446,-121.2073,3.974609,-2.324219,980.3418,-0.13,0.91375,-0.32875,27,-45,-48,47.77778,1001,0,0,0.067354,-0.155977,-121.0934,47.22222,12.37718,1006,True,711,37.24885333,-80.418148,6,1.87,677.9,0.221211109,0,95519,78,1
95,422944828000000,422945250000000,1783523680.6184807,True,,140.0,16.0,266.0,1002,0.003479,0.060196,-121.3676,1.044922,-1.835938,981.8066,-0.255,1.53875,0.35875,27,-43,-47,47.22222,1001,0,0,0.130329,-0.829929,-121.2196,47.77778,12.37718,1006,True,25,37.24885017,-80.4181475,6,1.87,678,0.12861111,0,96931,84,1
96,422947250000000,422947687000000,1783523683.0492094,True,,140.0,141.0,156.0,1002,-0.325446,-0.180116,-122.1684,1.533203,-0.859375,977.4121,-0.9425,0.03875,-0.07875,28,-43,-49,47.22222,1001,0,0,-0.122532,-0.450816,-121.7798,47.22222,12.37718,1006,True,576,37.2488485,-80.41814767,6,1.87,677.9,0.066877777,0,98571,88,1
97,422949687000000,422950109000000,1783523685.4797294,True,,141.0,140.0,141.0,1002,-0.048802,-0.057845,-121.2475,2.021484,0.605469,979.3652,0.12,3.41375,0.04625,27,-46,-48,47.22222,1001,0,0,-0.015074,-0.147811,-121.1737,48.88889,12.37718,1006,True,2,37.24884383,-80.41814833,6,1.87,678,0.015433333,0,99982,94,1
98,422952109000000,422952546000000,1783523687.89802,True,,125.0,47.0,265.0,1002,-0.087666,-0.19758,-121.9702,2.998047,0.605469,980.8301,-0.8175,-1.77375,0.17125,27,-43,-49,47.22222,1001,0,0,-0.09249,-0.217109,-121.241,47.22222,12.35701,1006,True,319,37.24884033,-80.4181485,6,1.87,678.1,0.0463,0,101525,98,1
99,422954546000000,422955015000000,1783523690.3434045,True,,157.0,140.0,172.0,1002,-0.038398,0.006186,-121.5066,2.998047,0.117188,983.2715,0.12,1.60125,0.23375,27,-44,-47,47.77778,1001,0,0,-0.142841,0.002672,-121.5092,47.77778,12.35701,1006,True,24,37.24883833,-80.41814733,6,1.87,677.8,0.036011111,0,102977,103,1
100,422957015000000,422957453000000,1783523692.8150716,True,,141.0,140.0,157.0,1002,-0.134529,-0.060283,-121.2502,4.462891,0.117188,980.8301,-0.63,-1.27375,0.23375,28,-43,-48,47.22222,1001,0,0,-0.064897,-0.084987,-121.1381,47.77778,12.35701,1006,True,341,37.24883867,-80.41814667,6,1.87,677.2,0.200633332,0,104627,108,1
101,422959453000000,422959875000000,1783523695.2464356,True,,156.0,125.0,141.0,1002,-0.010101,-0.104778,-121.4401,2.509766,-0.371094,981.3184,0.0575,-1.21125,-0.07875,27,-45,-46,47.77778,1001,0,0,-0.037861,-0.022277,-121.5046,47.77778,12.35701,1006,True,771,37.24883867,-80.41814633,6,1.87,676.9,0.015433333,0,105973,112,1
102,422961875000000,422962296000000,1783523697.6718743,True,,140.0,141.0,140.0,1002,-0.046339,-0.102655,-121.7867,4.951172,-1.835938,981.3184,0.245,1.72625,-0.07875,27,-45,-47,47.77778,1001,0,0,-0.0617,-0.163429,-121.8167,47.77778,12.37668,1006,True,145,37.24883883,-80.41814567,6,1.87,676.7,0.0463,0,107573,118,1
103,422964296000000,422964734000000,1783523700.093647,True,,141.0,141.0,156.0,1002,0.095576,-0.647428,-121.4669,4.462891,-2.8125,980.3418,-0.63,-2.89875,0.42125,27,-47,-49,47.77778,1001,0,0,0.084759,-0.756255,-121.4046,47.22222,12.37668,1006,True,629,37.24883883,-80.4181455,6,1.87,676.8,0.020577778,0,109058,122,1
104,422966734000000,422967218000000,1783523702.5279806,True,,141.0,46.0,297.0,1002,-0.099614,0.107164,-121.4793,2.509766,-2.324219,979.8535,-0.505,-1.33625,-0.20375,28,-45,-47,47.77778,1001,0,0,-0.035168,0.319658,-121.4712,47.77778,12.37668,1006,True,87,37.24883883,-80.418145,6,1.87,677,0.010288889,0,110463,127,1
105,422969218000000,422969656000000,1783523705.0103443,True,,141.0,31.0,266.0,1002,-0.062368,-0.740238,-121.9297,0.556641,-0.371094,979.3652,0.0575,-0.46125,0.10875,28,-45,-49,47.77778,1001,0,0,0.02015,-0.462695,-121.5609,47.77778,12.37668,1006,True,435,37.24883983,-80.418144,6,1.87,676.8,0.030866666,0,112129,132,1
106,422971656000000,422972109000000,1783523707.4538107,True,,140.0,32.0,281.0,1002,-0.105225,0.221369,-121.4128,2.021484,-1.835938,982.7832,-0.38,0.22625,-0.20375,27,-42,-49,47.77778,1001,0,0,-0.136167,0.038302,-121.5322,47.77778,12.36922,1006,True,886,37.248841,-80.41814383,6,1.87,676.9,0.030866666,0,113451,136,1
107,422974109000000,422974531000000,1783523709.9037318,True,,141.0,140.0,141.0,1002,-0.092708,-0.144359,-121.5523,4.951172,-1.835938,981.8066,0.37,-0.39875,-0.14125,28,-45,-47,47.77778,1001,0,0,-0.114409,-0.016538,-121.6026,47.77778,12.36922,1006,True,434,37.24884117,-80.41814233,7,1.71,676.8,0.077166666,0,115228,142,1
108,422976546000000,422976953000000,1783523712.3319654,True,,125.0,157.0,125.0,1002,-0.110047,-0.162465,-121.5182,2.998047,-0.859375,980.8301,-0.505,-2.27375,-0.07875,27,-45,-47,47.77778,1001,0,0,-0.176144,-0.170531,-121.572,47.77778,12.36922,1006,True,856,37.24884117,-80.4181415,7,1.71,677,0.061733333,0,116537,146,1
109,422978968000000,422979421000000,1783523714.7553039,True,,125.0,47.0,281.0,1002,0.091124,-0.560539,-121.2699,2.509766,0.117188,979.8535,-0.38,-0.71125,-0.01625,26,-45,-46,47.77778,1001,0,0,-0.002932,-0.441393,-121.1193,47.77778,12.36922,1006,True,205,37.24884083,-80.418141,7,1.71,677.4,0.005144444,0,118112,152,1
110,422981437000000,422981875000000,1783523717.2286859,True,,141.0,31.0,266.0,1002,0.03409,-0.33221,-121.6493,4.462891,-1.347656,980.3418,-0.5675,0.47625,-0.14125,26,-44,-48,47.77778,1001,0,0,0.069574,-0.411897,-121.1939,47.77778,12.37293,1006,True,647,37.24884233,-80.41814033,7,1.71,677.6,0.077166666,0,119601,156,1
111,422983875000000,422984328000000,1783523719.671776,True,,140.0,31.0,282.0,1002,-0.090165,0.60927,-121.9461,2.021484,0.605469,983.7598,0.245,0.66375,0.04625,27,-43,-46,47.77778,1001,0,0,0.176191,-0.15097,-121.3098,47.77778,12.37293,1006,True,60,37.248843,-80.418139,7,1.71,678.1,0.0463,0,121123,162,1
112,422986328000000,422986781000000,1783523722.1280663,True,,156.0,16.0,281.0,1002,-0.048481,-0.107721,-121.7041,1.533203,-1.347656,983.2715,-0.005,0.35125,0.04625,26,-42,-50,47.77778,1001,0,0,-0.057706,-0.063436,-121.7817,48.33333,12.37293,1006,True,556,37.24884433,-80.418138,7,1.71,678.2,0.041155555,0,122706,166,1
113,422988781000000,422989218000000,1783523724.5709896,True,,140.0,125.0,172.0,1002,-0.179093,-0.280174,-122.1284,4.462891,-2.8125,976.9238,-0.3175,-1.89875,-0.20375,29,-45,-49,48.33333,1001,0,0,-0.112193,-0.290001,-122.0768,47.77778,12.37293,1006,True,27,37.24884683,-80.418136,7,1.72,678.7,0,0,124238,172,1
114,422991218000000,422991656000000,1783523727.011355,True,,141.0,31.0,266.0,1002,-0.030975,-0.001145,-121.1947,6.416016,-3.789063,980.3418,-0.505,1.97625,-0.20375,27,-45,-48,48.33333,1001,0,0,0.044941,-0.284,-120.9876,47.77778,12.31442,1006,True,447,37.24884867,-80.41813567,7,1.72,678.8,0.030866666,0,125796,176,1
115,422993671000000,422994125000000,1783523729.4646235,True,,157.0,31.0,266.0,1002,0.027987,0.001033,-121.6013,3.486328,-1.347656,982.7832,0.3075,0.66375,0.23375,28,-45,-48,48.33333,1001,0,0,-0.070591,-0.124432,-121.7699,47.77778,12.31442,1006,True,17,37.24885183,-80.41813367,7,1.72,678.7,0.010288889,0,127136,181,1
116,422996125000000,422996593000000,1783523731.9230397,True,,140.0,63.0,265.0,1002,-0.077117,-0.235396,-121.8682,3.486328,-1.835938,978.3887,0.0575,1.16375,0.29625,28,-45,-48,47.77778,1001,0,0,0.011325,-0.328929,-121.5895,48.33333,12.31442,1006,True,364,37.24885367,-80.41813267,7,1.72,678.6,0.025722222,0,128823,186,1
117,422998593000000,422999031000000,1783523734.3935194,True,,125.0,47.0,266.0,1002,-0.033269,-0.089169,-122.1814,2.021484,-1.347656,981.3184,0.5575,1.35125,-0.20375,27,-43,-48,48.33333,1001,0,0,0.12399,-0.389556,-121.7367,47.77778,12.31442,1006,True,817,37.248856,-80.41813183,7,1.72,678.5,0.051444444,0,130164,190,1
118,423001046000000,423001500000000,1783523736.8396876,True,,157.0,31.0,266.0,1002,0.036843,-0.389098,-121.8347,5.439453,-0.859375,980.3418,0.12,-0.21125,-0.51625,26,-45,-48,48.33333,1001,0,0,-0.081647,-0.20545,-122.0082,48.33333,12.36885,1006,True,279,37.24885917,-80.41813083,7,1.72,678.2,0.030866666,0,131845,196,1
119,423003500000000,423004000000000,1783523739.2972946,True,,140.0,94.0,266.0,1002,-0.150738,-0.103567,-122.0918,2.021484,-1.835938,981.8066,-0.1925,0.35125,0.04625,29,-46,-48,48.33333,1001,0,0,-0.188978,-0.399152,-121.9247,48.33333,12.36885,1006,True,769,37.248861,-80.41813017,7,1.72,678.1,0,0,133263,200,1
120,423006000000000,423006437000000,1783523741.7984302,True,,140.0,156.0,141.0,1002,0.014871,-0.294537,-121.5489,4.462891,-0.859375,981.3184,-0.505,-0.46125,0.04625,27,-45,-49,48.33333,1001,0,0,-0.059885,-0.295683,-121.5345,48.33333,12.36885,1006,True,334,37.24886,-80.41812917,7,1.72,677.9,0.159477776,0,135007,206,1
121,423008437000000,423008890000000,1783523744.2349048,True,,141.0,47.0,265.0,1002,0.066326,-0.124365,-121.6762,1.044922,-2.324219,982.2949,0.245,-0.33625,-0.26625,28,-46,-49,48.33333,1001,0,0,-0.024057,-0.165728,-122.3581,48.33333,12.36885,1006,True,663,37.24885833,-80.41812833,7,1.72,677.6,0.036011111,0,136368,210,1
122,423010890000000,423011312000000,1783523746.68605,True,,141.0,31.0,250.0,1002,-0.129362,0.119197,-122.4461,3.486328,-2.8125,983.2715,-0.38,1.78875,-0.14125,29,-45,-48,48.33333,1001,0,0,0.012502,-0.32375,-122.1972,48.33333,12.36885,1006,True,40,37.248862,-80.418127,7,1.72,677.2,0.087455555,0,137888,216,1
123,423013328000000,423013765000000,1783523749.1242297,True,,140.0,32.0,265.0,1002,-0.09997,0.47487,-121.82,2.998047,-1.347656,982.2949,1.245,0.35125,-0.20375,29,-44,-47,48.33333,1001,0,0,0.007821,-0.110618,-121.6362,48.33333,12.35714,1006,True,533,37.2488655,-80.41812617,7,1.72,676.9,0.149188888,0,139473,220,1
124,423015765000000,423016218000000,1783523751.5534687,True,,156.0,32.0,265.0,1002,-0.059876,0.220971,-121.8161,2.021484,-1.835938,979.3652,0.1825,-0.02375,-0.45375,28,-45,-47,48.33333,1001,0,0,-0.254706,0.160971,-122.0535,48.33333,12.35714,1006,True,46,37.2488635,-80.41812367,7,1.72,676.2,0.015433333,0,140904,225,1
125,423018218000000,423018671000000,1783523754.0142589,True,,157.0,31.0,265.0,1002,-0.084318,-0.327157,-121.8495,5.927734,-3.300781,981.8066,-0.13,-0.64875,-0.14125,27,-45,-48,48.33333,1001,0,0,-0.175262,-0.020711,-122.1941,48.33333,12.35714,1006,True,440,37.2488625,-80.41812317,7,1.72,675.9,0.066877777,0,142590,230,1
126,423020671000000,423021062000000,1783523756.4600642,True,,141.0,125.0,125.0,1002,-0.066493,-0.216047,-121.5677,3.974609,-0.859375,982.7832,-0.255,0.91375,0.04625,27,-44,-47,48.33333,1001,0,0,-0.052643,-0.923006,-121.601,48.33333,12.35714,1006,True,5,37.248861,-80.41812117,7,1.72,675.5,0.123466666,0,144034,235,1
127,423023078000000,423023500000000,1783523758.8750017,True,,140.0,141.0,141.0,1002,-0.098798,-0.215755,-121.6585,2.998047,-1.347656,980.3418,-0.13,-0.83625,0.04625,27,-43,-47,48.33333,1001,0,0,-0.022148,-0.258478,-121.5632,48.33333,12.37301,1006,True,394,37.24885717,-80.41812017,7,1.72,675,0.190344443,0,145692,240,1
128,423025500000000,423025968000000,1783523761.296427,True,,156.0,31.0,281.0,1002,-0.069776,-0.26582,-122.3558,4.462891,-1.347656,980.8301,0.4325,-1.71125,0.23375,27,-43,-46,48.88889,1001,0,0,0.194405,-0.507419,-121.602,48.33333,12.37301,1006,True,753,37.248859,-80.4181195,7,1.72,674.9,0.08231111,0,147021,244,1
129,423027984000000,423028406000000,1783523763.7701974,True,,141.0,140.0,141.0,1002,-0.100419,0.082441,-121.1634,1.044922,-2.8125,983.2715,-0.755,0.97625,-0.07875,27,-45,-49,48.33333,1001,0,0,-0.17064,0.041213,-121.2991,48.33333,12.37301,1006,True,310,37.24885867,-80.4181175,7,1.72,674.7,0.180055554,0,148754,250,1
130,423030421000000,423030859000000,1783523766.2069461,True,,141.0,31.0,266.0,1002,-0.255499,0.042885,-122.303,3.486328,-2.324219,980.8301,0.0575,-0.08625,-0.14125,28,-43,-49,48.88889,1001,0,0,-0.125794,-0.096364,-122.2915,48.88889,12.37301,1006,True,649,37.24886133,-80.41811683,7,1.72,674.5,0.056588888,0,150156,254,1
131,423032875000000,423033312000000,1783523768.6680477,True,,140.0,141.0,156.0,1002,-0.062327,-0.158531,-121.5216,2.998047,-0.859375,981.3184,-0.63,-1.27375,-0.45375,26,-44,-48,49.44444,1001,0,0,-0.142582,-0.127752,-121.6994,48.33333,12.38526,1006,True,153,37.24886217,-80.41811583,7,1.72,673.9,0.010288889,0,151795,260,1
132,423035328000000,423035781000000,1783523771.1145172,True,,156.0,125.0,172.0,1002,-0.05206,-0.646036,-121.4016,3.974609,-1.835938,980.8301,0.1825,0.10125,-0.07875,27,-45,-46,48.88889,1001,0,0,-0.096773,-0.49286,-121.4749,48.88889,12.38526,1006,True,675,37.2488615,-80.418115,7,1.72,673.1,0.010288889,0,153291,264,1
133,423037781000000,423038234000000,1783523773.5735738,True,,156.0,141.0,156.0,1002,0.028083,-0.278783,-121.3126,2.998047,-2.324219,981.8066,0.0575,-1.08625,0.10875,27,-45,-47,48.33333,1001,0,0,0.043234,-0.201742,-121.2381,48.33333,12.38526,1006,True,13,37.24886017,-80.418114,7,1.72,673,0.144044443,0,154859,270,1
134,423040250000000,423040671000000,1783523776.0349874,True,,125.0,140.0,156.0,1002,-0.116249,-0.198697,-122.0304,4.462891,0.117188,979.3652,-0.505,-1.96125,0.04625,28,-44,-49,48.88889,1001,0,0,-0.093339,0.0227,-122.019,48.33333,12.38526,1006,True,567,37.24885733,-80.41811233,7,1.72,672.3,0.282944442,0,156426,274,1
135,423042671000000,423043125000000,1783523778.4629729,True,,157.0,15.0,282.0,1002,-0.078553,-0.384506,-121.9778,4.951172,-1.835938,980.3418,-0.5675,-1.71125,0.29625,26,-44,-49,48.33333,1001,0,0,-0.154762,-0.047609,-122.236,48.33333,12.3691,1006,True,3,37.24885183,-80.418111,7,1.72,671.7,0.036011111,0,157753,279,1
136,423045125000000,423045562000000,1783523780.9241815,True,,156.0,140.0,141.0,1002,-0.100416,-0.338898,-121.7401,4.951172,-2.8125,982.2949,-0.005,1.28875,0.10875,26,-43,-49,48.33333,1001,0,0,-0.094953,-0.167819,-121.83,48.88889,12.3691,1006,True,465,37.24884733,-80.41811017,7,1.72,671.1,0.12861111,0,159558,284,1
137,423047578000000,423048000000000,1783523783.3629875,True,,125.0,140.0,157.0,1002,-0.313154,0.065313,-122.1065,3.974609,-4.277344,980.3418,-0.38,-0.02375,0.10875,28,-42,-48,48.33333,1001,0,0,-0.041289,-0.281331,-121.8756,48.33333,12.3691,1006,True,3,37.248846,-80.418109,7,1.72,670.7,0.066877777,0,160896,289,1
138,423050000000000,423050437000000,1783523785.7961283,True,,156.0,31.0,250.0,1002,-0.171305,-0.283612,-121.9866,2.998047,-6.230469,980.3418,0.0575,-0.02375,-0.32875,28,-45,-47,48.33333,1001,0,0,-0.215931,-0.272126,-121.943,49.44444,12.3691,1006,True,227,37.248846,-80.41810833,8,1.65,670.6,0.092599999,0,162478,294,1
139,423052453000000,423052906000000,1783523788.2474756,True,,156.0,31.0,266.0,1002,-0.214322,-0.018774,-121.8376,5.439453,-0.859375,979.8535,-0.13,0.03875,-0.39125,28,-44,-48,48.33333,1001,0,0,0.004179,-0.170576,-121.5667,48.88889,12.36518,1006,True,682,37.24884633,-80.41810833,8,1.65,670.5,0.08231111,0,163985,298,1
140,423054906000000,423055328000000,1783523790.7020562,True,,125.0,140.0,157.0,1002,0.239571,-0.677774,-121.8951,1.533203,-1.347656,979.8535,0.245,-1.02375,0.23375,27,-45,-47,48.33333,1001,0,0,0.156985,-0.638741,-121.8303,48.33333,12.36518,1006,True,160,37.24884667,-80.41810683,8,1.65,670.2,0.0463,0,165660,304,1
141,423057343000000,423057781000000,1783523793.1349633,True,,141.0,31.0,266.0,1002,-0.181956,0.152801,-121.2183,3.974609,-1.347656,981.3184,0.0575,-0.02375,-0.01625,27,-43,-49,48.88889,1001,0,0,-0.13717,0.140139,-121.2285,48.33333,12.36518,1006,True,556,37.24884617,-80.41810567,8,1.65,670.1,0.164622221,0,167155,308,1
142,423059781000000,423060203000000,1783523795.579273,True,,156.0,125.0,141.0,1002,-0.053485,-0.419396,-121.7579,3.974609,-3.300781,981.8066,-0.005,0.35125,0.17125,26,-43,-48,48.88889,1001,0,0,0.051241,-0.661854,-121.4442,48.33333,12.36518,1006,True,6,37.24884383,-80.418104,8,1.65,670.8,0.087455555,0,168712,314,1
143,423062218000000,423062656000000,1783523798.0109766,True,,157.0,15.0,266.0,1002,-0.119568,-0.279092,-121.9299,4.462891,-0.859375,978.3887,-0.9425,0.53875,0.17125,26,-45,-48,48.88889,1001,0,0,0.004715,-0.400597,-120.7765,48.33333,12.36497,1006,True,440,37.24884333,-80.41810133,8,1.65,670.4,0.036011111,0,170292,318,1
144,423064671000000,423065109000000,1783523800.4661682,True,,141.0,31.0,266.0,1002,-0.108222,-0.653022,-121.9301,5.439453,-1.347656,980.3418,-0.5675,-2.46125,0.10875,28,-45,-49,48.33333,1001,0,0,-0.102539,-0.389068,-121.8942,48.88889,12.36497,1006,True,3,37.24884367,-80.41809867,8,1.65,670.1,0.025722222,0,171664,323,1
145,423067109000000,423067531000000,1783523802.9088252,True,,141.0,140.0,141.0,1002,-0.203557,0.197072,-121.5495,4.462891,-0.859375,980.3418,-0.255,3.41375,0.23375,28,-43,-49,48.88889,1001,0,0,-0.257021,0.296314,-120.9259,48.88889,12.36497,1006,True,431,37.24884183,-80.4180965,8,1.66,669.8,0.066877777,0,173455,328,1
146,423069546000000,423069984000000,1783523805.333056,True,,157.0,140.0,141.0,1002,-0.003977,-0.490115,-121.6376,5.439453,-1.835938,981.3184,-0.8175,-0.33625,0.04625,27,-44,-48,48.88889,1001,0,0,-0.11992,-0.1028,-121.8471,48.88889,12.36497,1006,True,17,37.24884367,-80.41809383,8,1.66,669.3,0.066877777,0,174846,333,1
147,423072000000000,423072437000000,1783523807.7968462,True,,140.0,31.0,266.0,1002,-0.048847,0.15543,-121.6191,4.462891,-1.347656,981.3184,-0.005,-0.14875,-0.14125,27,-45,-48,48.88889,1001,0,0,-0.148603,0.154119,-121.7862,48.88889,12.3691,1006,True,205,37.24884467,-80.418093,8,1.66,669.2,0.015433333,0,176405,338,1
148,423074437000000,423074640000000,1783523810.2247255,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001ED2AC7AD80>: Failed to establish a new connection: [WinError 10053] An established connection was aborted by the software in your host machine'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,423076656000000,423076656000000,1783523812.4438205,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001ED2ACB66F0>: Failed to establish a new connection: [WinError 10051] A socket operation was attempted to an unreachable network'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,423078656000000,423078671000000,1783523814.4475305,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001ED2AC5B170>: Failed to establish a new connection: [WinError 10051] A socket operation was attempted to an unreachable network'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,423080687000000,423081156000000,1783523816.4788132,True,,156.0,157.0,156.0,1002,-0.120946,-0.148108,-121.4509,2.998047,-3.300781,983.7598,-0.0675,0.66375,0.10875,28,-43,-49,48.88889,1001,0,0,-0.325059,-0.026421,-121.886,48.88889,12.3691,1006,True,32,37.2488475,-80.41809167,8,1.66,670,0.123466666,0,181971,356,1
152,423083187000000,423083625000000,1783523818.9770572,True,,141.0,140.0,157.0,1002,-0.26998,-0.007383,-121.9047,5.439453,1.09375,980.8301,-1.0675,0.97625,-0.07875,28,-43,-48,48.88889,1001,0,0,-0.345134,0.214629,-122.1752,48.88889,12.38918,1006,True,526,37.24884817,-80.418092,8,1.66,670.1,0.025722222,0,183649,360,1
153,423085640000000,423086078000000,1783523821.4310308,True,,125.0,172.0,141.0,1002,-0.077278,-0.310438,-121.6799,2.509766,-2.324219,982.2949,-0.505,-1.46125,-0.14125,28,-44,-48,48.88889,1001,0,0,-0.14244,-0.237123,-121.7339,48.33333,12.38918,1006,True,40,37.24884983,-80.41809333,8,1.66,670.3,0,0,185080,365,1
