sample_idx,t_cycle_start_ns,t_edge_rx_ns,t_wall_unix_s,cycle_ok,error,imu_http_latency_ms,base_http_latency_ms,gps_http_latency_ms,imu_T,imu_r,imu_p,imu_y,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,imu_temp,base_T,base_L,base_R,base_r,base_p,base_y,base_temp,base_v,gps_T,gps_valid,gps_age_ms,gps_lat,gps_lon,gps_sat,gps_hdop,gps_alt_m,gps_speed_mps,gps_course_deg,gps_chars,gps_sentences,gps_failed_checksums
73,421719203000000,421719734000000,1783522454.9939878,True,,172.0,62.0,297.0,1002,-0.072847,-0.087985,-124.3383,3.203125,-2.021484,981.25,0.0125,-0.07375,0.3225,30,-44,-49,48.33333,1001,0,0,0.114671,-0.068386,-124.035,48.88889,12.36089,1006,True,480,37.24890583,-80.4181245,11,1.09,666.7,0.097744444,146.11,148901,408,1
74,421721734000000,421722421000000,1783522457.5220423,True,,156.0,250.0,281.0,1002,0.04982,-1.028889,-124.0801,1.25,-1.044922,980.2734,0.3875,-14.51125,0.26,31,-47,-51,48.33333,1001,0,0,0.107204,-0.365072,-124.4571,48.33333,12.36089,1006,True,288,37.24891117,-80.41812467,12,0.87,667.3,0.354966664,146.11,150942,414,1
75,421724421000000,421724875000000,1783522460.2077568,True,,141.0,172.0,141.0,1002,-0.016571,-0.344716,-124.1781,4.179688,-1.044922,979.2969,-0.3625,-1.63625,0.01,30,-45,-51,48.33333,1001,0,0,-0.078129,-0.175444,-124.3226,48.33333,12.36089,1006,True,736,37.248912,-80.41812467,11,1.09,667.3,0.072022222,146.11,152716,418,1
76,421726875000000,421727375000000,1783522462.665419,True,,156.0,62.0,282.0,1002,-0.106859,0.046508,-124.6887,2.226563,-0.068359,983.2031,0.325,0.92625,-0.0525,33,-46,-51,48.33333,1001,0,0,0.07449,-0.550928,-124.4794,48.33333,12.3411,1006,True,83,37.2489095,-80.418124,10,1.15,667,0.159477776,146.11,154491,424,1
77,421729375000000,421729843000000,1783522465.1686413,True,,156.0,31.0,281.0,1002,-0.020571,-0.135952,-124.384,7.109375,5.302734,980.2734,0.2,0.30125,0.135,32,-46,-51,48.88889,1001,0,0,0.000798,-0.491287,-124.3318,48.33333,12.3411,1006,True,598,37.24890683,-80.41812317,11,1.15,667,0.226355554,146.11,156408,428,1
78,421731843000000,421732312000000,1783522467.6393454,True,,157.0,31.0,281.0,1002,-0.103508,-0.323,-124.465,5.15625,-1.533203,979.2969,-0.6125,-1.26125,0.01,31,-46,-50,48.33333,1001,0,0,-0.095886,-0.435943,-124.5408,48.33333,12.3411,1006,True,53,37.24890167,-80.41812283,11,0.93,666.8,0.072022222,146.11,158131,434,1
79,421734312000000,421734812000000,1783522470.1126058,True,,172.0,47.0,281.0,1002,-0.016902,0.115962,-124.2069,3.203125,0.419922,979.7852,-0.1125,-0.19875,-0.1775,31,-46,-52,48.33333,1001,0,0,-0.130292,0.05474,-124.3039,48.33333,12.3411,1006,True,568,37.24889767,-80.41812117,11,0.93,666.1,0.252077776,146.11,160090,438,1
80,421736812000000,421737328000000,1783522472.6089754,True,,172.0,62.0,282.0,1002,0.057984,-0.44805,-124.0597,2.226563,-3.974609,982.7148,-0.2375,-0.63625,0.135,30,-46,-52,48.33333,1001,0,0,-0.043288,-0.340067,-124.0554,48.33333,12.37293,1006,True,79,37.24890417,-80.4181185,11,0.93,666.7,0.30352222,146.11,161851,444,1
81,421739328000000,421739781000000,1783522475.126855,True,,156.0,16.0,281.0,1002,-0.006455,-0.085359,-124.0988,3.203125,-3.486328,979.2969,0.575,2.42625,0.4475,30,-46,-49,48.33333,1001,0,0,-0.050325,0.022237,-124.1906,48.88889,12.37293,1006,True,530,37.24890533,-80.41811817,12,0.88,666.8,0.056588888,146.11,163765,448,1
82,421741796000000,421742250000000,1783522477.5874221,True,,141.0,31.0,282.0,1002,-0.140219,-0.052977,-123.9687,2.226563,-1.533203,982.2266,-0.1125,1.36375,0.0725,30,-43,-52,48.33333,1001,0,0,-0.095342,-0.307944,-123.8381,48.33333,12.37293,1006,True,41,37.24890533,-80.41811833,10,1.12,667.5,0.154333332,146.11,165474,453,1
83,421744250000000,421744703000000,1783522480.0447123,True,,156.0,140.0,157.0,1002,-0.061171,-0.766214,-124.4603,1.738281,-2.509766,979.2969,-0.3625,-1.82375,0.4475,31,-45,-49,48.88889,1001,0,0,-0.117814,-0.575844,-124.5202,48.88889,12.37293,1006,True,577,37.24890367,-80.41811833,11,1.09,668,0.262366664,146.11,167516,458,1
84,421746703000000,421747140000000,1783522482.496921,True,,140.0,157.0,140.0,1002,-0.17391,-0.427324,-124.1541,1.738281,-1.533203,978.8086,-0.7375,-1.13625,0.1975,31,-46,-52,48.33333,1001,0,0,-0.140109,-0.350517,-124.1726,48.33333,12.39318,1006,True,10,37.24890183,-80.41811933,11,1.09,668.8,0.036011111,146.11,169199,464,1
85,421749156000000,421749609000000,1783522484.9427872,True,,125.0,47.0,281.0,1002,0.170013,0.029817,-124.2774,0.273438,0.908203,981.25,-0.2375,0.86375,-0.115,29,-45,-50,48.33333,1001,0,0,0.030951,-0.090113,-124.5624,48.88889,12.39318,1006,True,347,37.24890317,-80.41812033,12,0.88,670,0.092599999,146.11,171007,468,1
86,421751609000000,421752078000000,1783522487.398216,True,,141.0,171.0,157.0,1002,-0.015025,-0.76934,-124.4812,2.226563,-2.998047,982.7148,0.6375,-1.26125,0.135,31,-47,-51,48.33333,1001,0,0,-0.182958,0.000887,-124.2634,48.33333,12.39318,1006,True,25,37.24890417,-80.418122,12,0.88,670.9,0.020577778,146.11,172854,473,1
87,421754078000000,421754562000000,1783522489.87568,True,,172.0,31.0,265.0,1002,-0.042466,-0.227416,-124.4407,2.714844,-1.533203,980.2734,-0.05,-0.51125,0.01,30,-44,-51,48.88889,1001,0,0,0.015967,-0.109236,-124.3433,48.88889,12.39318,1006,True,308,37.248904,-80.41812467,12,0.88,672.2,0.010288889,146.11,174685,478,1
88,421756562000000,421757140000000,1783522492.3571243,True,,156.0,157.0,265.0,1002,-0.066001,-0.205773,-124.3533,3.203125,-2.509766,982.2266,-0.1125,-0.94875,0.0725,31,-45,-52,48.33333,1001,0,0,-0.035192,-0.283556,-124.3225,49.44444,12.3613,1006,True,10,37.2489015,-80.4181285,12,0.88,673,0.020577778,146.11,176524,483,1
89,421759140000000,421759609000000,1783522494.9379187,True,,172.0,31.0,266.0,1002,0.14384,0.04219,-124.2046,3.691406,-0.556641,979.7852,0.2,-0.63625,-0.115,30,-46,-51,48.33333,1001,0,0,-0.180257,0.14811,-124.5571,48.88889,12.3613,1006,True,358,37.24890017,-80.41812933,12,0.88,673.8,0.020577778,146.11,178465,488,1
90,421761609000000,421762125000000,1783522497.4060636,True,,172.0,172.0,172.0,1002,0.10854,-0.466896,-124.1807,1.738281,-1.533203,981.7383,-0.6125,-1.01125,-0.1775,30,-46,-50,48.33333,1001,0,0,-0.148403,-0.243824,-125.1011,48.33333,12.3613,1006,True,32,37.248898,-80.41813117,12,0.88,674.5,0.061733333,146.11,180366,493,1
91,421764125000000,421764578000000,1783522499.9157588,True,,156.0,31.0,266.0,1002,0.029525,-0.310759,-124.4116,-5.097656,6.279297,980.7617,-0.925,-2.07375,-0.365,31,-46,-50,48.88889,1001,0,0,-0.309505,-0.547615,-124.6393,48.88889,12.3613,1006,True,333,37.24889833,-80.41813117,12,0.88,675.4,0.077166666,146.11,182207,498,1
92,421766593000000,421767171000000,1783522502.3836672,True,,157.0,140.0,281.0,1002,0.074673,-1.253854,-124.5734,17.36328,6.279297,975.8789,-0.3625,-2.57375,0.135,30,-46,-50,49.44444,1001,0,0,-0.176201,-0.965403,-124.7738,48.88889,12.36901,1006,True,18,37.24889933,-80.4181325,12,0.92,676.4,0.056588888,146.11,184062,503,1
93,421769171000000,421769609000000,1783522504.9645379,True,,141.0,16.0,281.0,1002,-0.149664,-0.810698,-124.3363,5.644531,-5.927734,978.3203,0.575,1.55125,-0.615,30,-47,-52,48.88889,1001,0,0,-0.104491,-0.432134,-124.2872,48.33333,12.36901,1006,True,356,37.24890167,-80.41813233,12,0.88,677.2,0.056588888,146.11,185994,508,1
94,421771609000000,421772093000000,1783522507.4052985,True,,156.0,156.0,172.0,1002,-0.008926,-0.264718,-124.5083,2.714844,-4.951172,981.7383,0.6375,-0.26125,-0.115,30,-46,-51,48.88889,1001,0,0,0.223611,-0.479254,-124.0079,48.33333,12.36901,1006,True,31,37.24890117,-80.41813117,12,0.88,677.2,0.020577778,146.11,187869,513,1
95,421774093000000,421774546000000,1783522509.882591,True,,157.0,31.0,265.0,1002,-0.301154,-0.186246,-124.0778,3.691406,-4.462891,982.2266,-0.925,1.17625,0.135,30,-44,-51,48.88889,1001,0,0,0.255877,-0.332426,-123.9864,48.33333,12.36901,1006,True,310,37.24890383,-80.41813133,12,0.88,677.9,0.072022222,146.11,189720,518,1
96,421776562000000,421777140000000,1783522512.355969,True,,141.0,172.0,265.0,1002,-0.118865,-0.473187,-124.2593,9.550781,-5.439453,980.7617,0.3875,1.48875,-0.365,30,-46,-49,48.88889,1001,0,0,-0.222824,-0.356699,-124.4412,48.88889,12.3611,1006,True,10,37.24890533,-80.41813183,12,0.88,678.6,0.051444444,146.11,191581,523,1
97,421779156000000,421779609000000,1783522514.9429235,True,,140.0,32.0,281.0,1002,-0.081976,0.057076,-124.2084,6.132813,-2.509766,982.2266,0.45,-0.51125,-0.3025,30,-45,-51,48.88889,1001,0,0,-0.271825,-0.172127,-124.3637,48.33333,12.3611,1006,True,354,37.24890617,-80.41813067,12,0.88,678.9,0.0463,146.11,193532,528,1
98,421781609000000,421782046000000,1783522517.4032645,True,,141.0,140.0,156.0,1002,0.09825,-0.441596,-123.9695,5.15625,-1.044922,979.7852,-0.3625,-1.44875,0.26,31,-46,-51,48.88889,1001,0,0,-0.064122,0.027264,-124.2251,48.88889,12.3611,1006,True,11,37.24890383,-80.418132,12,0.88,679.5,0.066877777,146.11,195380,533,1
99,421784062000000,421787281000000,1783522519.8544412,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Read timed out. (read timeout=3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,421789281000000,421789406000000,1783522525.0769973,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000249CDCE7C50>: Failed to establish a new connection: [WinError 10053] An established connection was aborted by the software in your host machine'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,421791406000000,421791406000000,1783522527.1999998,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000249CDD08590>: Failed to establish a new connection: [WinError 10051] A socket operation was attempted to an unreachable network'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,421793406000000,421796421000000,1783522529.203011,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDD08E90>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,421798421000000,421801437000000,1783522534.216467,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDCE7A40>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,421803437000000,421806453000000,1783522539.2364507,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDCE6150>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,421808453000000,421811453000000,1783522544.2501056,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDCE6750>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,421813468000000,421816468000000,1783522549.2555192,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CD96C980>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,421818484000000,421821484000000,1783522554.2694523,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDD084D0>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,421823500000000,421826500000000,1783522559.2854095,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDD09730>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,421828500000000,421831515000000,1783522564.296145,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDCE6FC0>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,421833531000000,421836531000000,1783522569.31777,False,"HTTPConnectionPool(host='192.168.4.1', port=80): Max retries exceeded with url: /js?cmd=%7B%22T%22%3A126%7D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000249CDCE6420>, 'Connection to 192.168.4.1 timed out. (connect timeout=3)'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
