packet_id,source_elapsed_s,send_monotonic_ns,receive_monotonic_ns,datagram_bytes
3,3.0,3324755920519,3325180852034,1124
4,4.0,3325754473454,3326196490941,1124
5,5.0,3326748462450,3326979892113,1124
6,6.0,3327750531548,3328013738387,1124
7,7.0,3328751783886,3329236508864,1124
8,8.0,3329748622560,3329816372956,1124
9,9.0,3330751612288,3331200670011,1124
10,10.0,3331748260755,3332068593282,1126
11,11.0,3332750153936,3333082764949,1126
12,12.0,3333748204746,3334139686551,1126
13,13.0,3334748355085,3335030571643,1126
14,14.0,3335748863736,3336150379895,1126
15,15.0,3336749359814,3337104648533,1126
16,16.0,3337748435756,3338119677953,1126
17,17.0,3338748293952,3338982540484,1126
18,18.0,3339748194085,3340124536107,1126
19,19.0,3340748214484,3340880805322,1126
20,20.0,3341749136923,3342043369107,1126
21,21.0,3342751792145,3342957330068,1126
22,22.0,3343751220796,3344199801085,1126
23,23.0,3344750404340,3345083747109,1126
24,24.0,3345754137120,3346193644183,1126
25,25.0,3346749972428,3347050782006,1126
26,26.0,3347751183644,3347931747409,1126
27,27.0,3348748550201,3349089348123,1126
28,28.0,3349749926453,3350069842669,1126
31,31.0,3352752063537,3353001969814,1126
32,32.0,3353749625475,3354208498469,1126
33,33.0,3354748222254,3354957435039,1126
34,34.0,3355751017889,3355976824926,1126
35,35.0,3356750565138,3357123037403,1126
36,36.0,3357748444674,3358020780607,1126
37,37.0,3358750583945,3359159754940,1126
38,38.0,3359748334795,3360265593423,1126
39,39.0,3360748969759,3361200739317,1126
40,40.0,3361748868389,3362185142115,1126
41,41.0,3362751624524,3363077273201,1126
42,42.0,3363748251611,3364175401294,1126
43,43.0,3364748526476,3365121237469,1126
44,44.0,3365748183478,3366084470945,1126
45,45.0,3366749872825,3367086536643,1126
46,46.0,3367750828847,3367941520531,1126
48,48.0,3369771531015,3370010921838,1126
49,49.0,3370749933773,3371053435022,1126
50,50.0,3371748198717,3372148736943,1126
51,51.0,3372748265520,3373004376169,1126
52,52.0,3373750504526,3373985374997,1126
53,53.0,3374748364067,3375092833014,1126
55,55.0,3376749711094,3377105400392,1126
56,56.0,3377748170101,3378057943760,1126
57,57.0,3378748601255,3378935978262,1126
58,58.0,3379754856406,3380141193204,1126
59,59.0,3380750298176,3381052505203,1126
60,60.0,3381748074058,3381966003093,1126
61,61.0,3382752632675,3383124035446,1126
62,62.0,3383748482071,3384155608807,1126
63,63.0,3384748714256,3385122788169,1126
64,64.0,3385750306620,3386163715053,1126
65,65.0,3386748823021,3387200715439,1126
67,67.0,3388749645640,3388840134187,1126
68,68.0,3389752552564,3390175375107,1126
69,69.0,3390748907080,3391092422408,1126
70,70.0,3391748771923,3392178474810,1126
71,71.0,3392750207655,3393027679613,1126
72,72.0,3393749351777,3394087201595,1126
73,73.0,3394751942578,3394886509906,1126
74,74.0,3395776253847,3396022374952,1126
75,75.0,3396749766951,3397185486476,1126
77,77.0,3398751107532,3398956563505,1126
78,78.0,3399748728501,3400160078458,1126
79,79.0,3400750998379,3401180076246,1126
80,80.0,3401750837349,3402046600858,1126
81,81.0,3402753522562,3403168787146,1126
82,82.0,3403749152790,3404183595156,1126
83,83.0,3404754481539,3405106778568,1126
84,84.0,3405751757640,3406054086799,1126
85,85.0,3406750277141,3407174367022,1126
86,86.0,3407751969208,3408041352532,1126
87,87.0,3408750370819,3409063289472,1126
88,88.0,3409748279773,3410130809379,1126
89,89.0,3410783951391,3411337947766,1126
90,90.0,3411753309434,3411894666165,1126
91,91.0,3412748185006,3413079215208,1126
92,92.0,3413748726124,3414039250481,1126
93,93.0,3414748754485,3415205935268,1126
94,94.0,3415752443186,3416111769045,1126
95,95.0,3416752345695,3417252078306,1126
96,96.0,3417755211768,3418061240320,1126
97,97.0,3418750731521,3419022114115,1126
98,98.0,3419756198527,3420011531031,1126
99,99.0,3420752011058,3421338879828,1126
100,100.0,3421752247930,3421754900777,1128
101,101.0,3422751636040,3423151607072,1128
102,102.0,3423751891501,3424236885298,1128
103,103.0,3424752879314,3425219269420,1128
104,104.0,3425753880482,3426132488369,1128
105,105.0,3426749114835,3427106132251,1128
106,106.0,3427756214760,3427963510766,1128
107,107.0,3428751841645,3429104608468,1128
108,108.0,3429749168310,3430074558872,1128
109,109.0,3430748869872,3431056071717,1128
110,110.0,3431752661195,3431941258149,1128
112,112.0,3433748501045,3433949291461,1128
115,115.0,3436751682929,3436997560648,1128
116,116.0,3437756470633,3437926409266,1128
117,117.0,3438749188074,3438944903859,1128
118,118.0,3439753657231,3440044478773,1128
119,119.0,3440758081061,3441098196305,1128
120,120.0,3441748258066,3441987664516,1128
121,121.0,3442749131932,3442955763931,1128
122,122.0,3443748678644,3444531609994,1128
123,123.0,3444749085938,3445008530336,1128
124,124.0,3445778197068,3446061667465,1128
125,125.0,3446750784261,3447191998779,1128
126,126.0,3447748192855,3447976328922,1128
127,127.0,3448749184764,3449049989401,1128
128,128.0,3449748178360,3449992602544,1128
129,129.0,3450749188561,3450979390982,1128
130,130.0,3451749897042,3452195494901,1128
131,131.0,3452748114475,3453178507648,1128
132,132.0,3453748259490,3454173795838,1128
133,133.0,3454748389949,3455016963282,1128
