outer_sequence,sequence,replicate,source,service,family,horizon_s,pos_tol_m,heading_tol_deg,aoi_limit_s,rate_hz,interval_s,delay_ms,speed_mean,speed_p95,yaw_abs_mean,yaw_abs_p95,accel_abs_p95,turn_fraction,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,failure_episodes,failure_duration_s,max_failure_episode_s,mean_position_discrepancy_m,p95_position_discrepancy_m,mean_heading_discrepancy_deg,p95_heading_discrepancy_deg,mean_aoi_s,max_aoi_s,eligible_samples,observable_samples,qualified,calibration_coverage,calibration_physical_satisfaction,calibration_freshness_satisfaction,calibration_joint_satisfaction
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.8134253792351712,1.0,0.8134253792351712,748,205.40000000000003,10.3,0.3753363721659368,1.1910639131395728,1.4354995257704002,5.743617635699222,0.19998183304568992,0.4,11009,11009,1,1.0,0.34,1.0,0.34
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.7324915977836316,1.0,0.7324915977836316,879,294.5,10.4,0.46065510901602796,1.4676532657621286,1.9847848004732906,7.678599296638786,0.29999091652284493,0.5,11009,11009,0,0.995,0.32663316582914576,1.0,0.32663316582914576
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.7324915977836316,1.0,0.7324915977836316,879,294.5,10.4,0.46065510901602796,1.4676532657621286,1.9847848004732906,7.678599296638786,0.29999091652284493,0.5,11009,11009,0,0.995,0.32663316582914576,1.0,0.32663316582914576
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.7324915977836316,1.0,0.7324915977836316,879,294.5,10.4,0.46065510901602796,1.4676532657621286,1.9847848004732906,7.678599296638786,0.29999091652284493,0.5,11009,11009,0,0.995,0.32663316582914576,1.0,0.32663316582914576
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.6444727041511491,1.0,0.6444727041511491,806,391.40000000000003,13.4,0.5569822739944773,1.7818572418302407,2.580649293975761,9.561828738210904,0.4,0.6,11009,11009,0,0.99,0.31313131313131315,1.0,0.31313131313131315
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.6374784267417567,1.0,0.6374784267417567,680,399.1,10.8,0.6063442243889697,2.152271529345703,2.8544066481947463,11.589860864311962,0.4499591243528023,0.9,11009,11009,0,1.0,0.28,1.0,0.28
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.5763466254882369,1.0,0.5763466254882369,702,466.40000000000003,10.9,0.6961730483418586,2.436416453839447,3.41079317314215,13.017744767756989,0.5499682078299574,1.0,11009,11009,0,0.995,0.2613065326633166,1.0,0.2613065326633166
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.5763466254882369,1.0,0.5763466254882369,702,466.40000000000003,10.9,0.6961730483418586,2.436416453839447,3.41079317314215,13.017744767756989,0.5499682078299574,1.0,11009,11009,0,0.995,0.2613065326633166,1.0,0.2613065326633166
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.5763466254882369,1.0,0.5763466254882369,702,466.40000000000003,10.9,0.6961730483418586,2.436416453839447,3.41079317314215,13.017744767756989,0.5499682078299574,1.0,11009,11009,0,0.995,0.2613065326633166,1.0,0.2613065326633166
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.5150331546916159,1.0,0.5150331546916159,620,533.9,13.9,0.7908001569422661,2.686630552460117,3.9858998909878114,14.731410041292948,0.6499772913071123,1.1,11009,11009,0,0.99,0.23737373737373738,1.0,0.23737373737373738
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,10.0,0.1,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.185303897007514,3.5181214010685347,0.7167770117422793,2.9496661836847093,0.0,0.0,11109,11109,0,1.0,0.8966666666666666,1.0,0.8966666666666666
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,10.0,0.1,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.190471397942293,3.4163672988018967,0.930331912146693,3.14355736256824,0.09999999999999999,0.1,11109,11109,0,0.9966666666666667,0.6755852842809364,1.0,0.6755852842809364
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,10.0,0.1,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.190471397942293,3.4163672988018967,0.930331912146693,3.14355736256824,0.09999999999999999,0.1,11109,11109,0,0.9966666666666667,0.6755852842809364,1.0,0.6755852842809364
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,10.0,0.1,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.190471397942293,3.4163672988018967,0.930331912146693,3.14355736256824,0.09999999999999999,0.1,11109,11109,0,0.9966666666666667,0.6755852842809364,1.0,0.6755852842809364
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,10.0,0.1,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.2001323581006536,3.336369712843166,1.2599173881934187,4.246121232399915,0.19999999999999998,0.2,11109,11109,0,0.9933333333333333,0.610738255033557,1.0,0.610738255033557
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,5.0,0.2,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.1882682061362395,3.4715212893554135,0.8240457396395212,3.048968753620713,0.04999549914483751,0.1,11109,11109,0,1.0,0.7866666666666666,1.0,0.7866666666666666
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,5.0,0.2,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.1957016518563184,3.380026255253546,1.095449012055108,3.768685741040745,0.15000450085516248,0.2,11109,11109,0,0.9966666666666667,0.6421404682274248,1.0,0.6421404682274248
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,5.0,0.2,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.1957016518563184,3.380026255253546,1.095449012055108,3.768685741040745,0.15000450085516248,0.2,11109,11109,0,0.9966666666666667,0.6421404682274248,1.0,0.6421404682274248
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,5.0,0.2,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.1957016518563184,3.380026255253546,1.095449012055108,3.768685741040745,0.15000450085516248,0.2,11109,11109,0,0.9966666666666667,0.6421404682274248,1.0,0.6421404682274248
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,5.0,0.2,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.207643472168243,3.3063620562186684,1.4314473412323108,5.06153420431618,0.2499954991448375,0.3,11109,11109,0,0.9933333333333333,0.5704697986577181,1.0,0.5704697986577181
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,2.0,0.5,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.0,1.0,0.0,1,1110.9,1110.9,2.203879390096763,3.3828867915076386,1.2859663286803353,4.728955648218435,0.19998199657935012,0.4,11109,11109,0,1.0,0.63,1.0,0.63
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,2.0,0.5,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.001080205238995409,1.0,0.001080205238995409,13,1109.7,1042.8,2.2181433790690344,3.300214194122828,1.601419186985447,6.090573485478033,0.299990998289675,0.5,11109,11109,0,0.9966666666666667,0.5384615384615384,1.0,0.5384615384615384
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,2.0,0.5,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.001080205238995409,1.0,0.001080205238995409,13,1109.7,1042.8,2.2181433790690344,3.300214194122828,1.601419186985447,6.090573485478033,0.299990998289675,0.5,11109,11109,0,0.9966666666666667,0.5384615384615384,1.0,0.5384615384615384
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,2.0,0.5,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.001080205238995409,1.0,0.001080205238995409,13,1109.7,1042.8,2.2181433790690344,3.300214194122828,1.601419186985447,6.090573485478033,0.299990998289675,0.5,11109,11109,0,0.9966666666666667,0.5384615384615384,1.0,0.5384615384615384
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,2.0,0.5,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.00594112881447475,1.0,0.00594112881447475,56,1104.3,378.40000000000003,2.236992930378981,3.2489336842471563,1.940769493354256,7.511111969959912,0.4,0.6,11109,11109,0,0.9933333333333333,0.4395973154362416,1.0,0.4395973154362416
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,1.0,1.0,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.02097398505716086,1.0,0.02097398505716086,81,1087.6000000000001,296.1,2.2588146939429206,3.453443118957633,2.1114865421151987,8.976021780188036,0.4499594923035377,0.9,11109,11109,0,1.0,0.37333333333333335,1.0,0.37333333333333335
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,1.0,1.0,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.02826537042037987,1.0,0.02826537042037987,88,1079.5,293.2,2.2848035409259,3.5310179407864575,2.4377275942397074,10.190428464151541,0.5499684940138627,1.0,11109,11109,0,0.9966666666666667,0.2842809364548495,1.0,0.2842809364548495
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,1.0,1.0,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.02826537042037987,1.0,0.02826537042037987,88,1079.5,293.2,2.2848035409259,3.5310179407864575,2.4377275942397074,10.190428464151541,0.5499684940138627,1.0,11109,11109,0,0.9966666666666667,0.2842809364548495,1.0,0.2842809364548495
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,1.0,1.0,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.02826537042037987,1.0,0.02826537042037987,88,1079.5,293.2,2.2848035409259,3.5310179407864575,2.4377275942397074,10.190428464151541,0.5499684940138627,1.0,11109,11109,0,0.9966666666666667,0.2842809364548495,1.0,0.2842809364548495
parking00,parking00,replicate_01_base42,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_01_base42\fold_04_parking00\v2_evaluated_trajectory.csv,global,global,0.0,1.0,5.0,1.0,1.0,1.0,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.03573678999009812,0.899990998289675,0.02826537042037987,88,1079.5,293.2,2.31561543394147,3.6367230861462057,2.7745618653894795,11.601033086333993,0.6499774957241876,1.1,11109,11109,0,0.9933333333333333,0.21476510067114093,0.9026845637583892,0.21476510067114093
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.974412109199027,1.0,0.974412109199027,39,28.400000000000002,3.8000000000000003,0.027573441232859604,0.05980209187751078,0.15496315396896043,0.525461678309016,0.0,0.0,11099,11099,1,1.0,0.9275862068965517,1.0,0.9275862068965517
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.9507162807460131,1.0,0.9507162807460131,187,54.7,5.0,0.02918582611287367,0.06910436512129446,0.39278783860572286,1.5789968767907867,0.09999999999999999,0.1,11099,11099,1,0.996551724137931,0.903114186851211,1.0,0.903114186851211
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.9507162807460131,1.0,0.9507162807460131,187,54.7,5.0,0.02918582611287367,0.06910436512129446,0.39278783860572286,1.5789968767907867,0.09999999999999999,0.1,11099,11099,1,0.996551724137931,0.903114186851211,1.0,0.903114186851211
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.9507162807460131,1.0,0.9507162807460131,187,54.7,5.0,0.02918582611287367,0.06910436512129446,0.39278783860572286,1.5789968767907867,0.09999999999999999,0.1,11099,11099,1,0.996551724137931,0.903114186851211,1.0,0.903114186851211
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.8398053878727814,1.0,0.8398053878727814,485,177.8,3.4000000000000004,0.037714048740242125,0.08892362556027597,0.8182129211645814,3.388865947598129,0.19999999999999998,0.2,11099,11099,1,0.993103448275862,0.7951388888888888,1.0,0.7951388888888888
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.9629696369042257,1.0,0.9629696369042257,183,41.100000000000016,3.5,0.028534959941245767,0.06542656748162126,0.2727568297952709,1.154648234493892,0.04999549508964771,0.1,11099,11099,1,1.0,0.9137931034482759,1.0,0.9137931034482759
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.8971078475538337,1.0,0.8971078475538337,684,114.20000000000002,5.0,0.03359935421098869,0.08076069940945838,0.6033956701912693,2.5414574784130255,0.15000450491035228,0.2,11099,11099,1,0.996551724137931,0.8408304498269896,1.0,0.8408304498269896
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.8971078475538337,1.0,0.8971078475538337,684,114.20000000000002,5.0,0.03359935421098869,0.08076069940945838,0.6033956701912693,2.5414574784130255,0.15000450491035228,0.2,11099,11099,1,0.996551724137931,0.8408304498269896,1.0,0.8408304498269896
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.8971078475538337,1.0,0.8971078475538337,684,114.20000000000002,5.0,0.03359935421098869,0.08076069940945838,0.6033956701912693,2.5414574784130255,0.15000450491035228,0.2,11099,11099,1,0.996551724137931,0.8408304498269896,1.0,0.8408304498269896
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.7967384449049464,1.0,0.7967384449049464,705,225.60000000000002,5.0,0.04266721098629746,0.10344098720777671,1.020980599253647,4.254396274224508,0.2499954950896477,0.3,11099,11099,0,0.993103448275862,0.7222222222222222,1.0,0.7222222222222222
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.8383638165600504,1.0,0.8383638165600504,702,179.4,3.6,0.03950578516889279,0.10271950130144099,0.8363642686063897,3.938825195581899,0.1999819803585909,0.4,11099,11099,1,1.0,0.7793103448275862,1.0,0.7793103448275862
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,25,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.7685377060996487,1.0,0.7685377060996487,800,256.90000000000003,3.5,0.047099004672639375,0.12255429272069296,1.2003140805598516,5.154375932844824,0.2999909901792955,0.5,11099,11099,0,0.996551724137931,0.6920415224913494,1.0,0.6920415224913494
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,50,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.7685377060996487,1.0,0.7685377060996487,800,256.90000000000003,3.5,0.047099004672639375,0.12255429272069296,1.2003140805598516,5.154375932844824,0.2999909901792955,0.5,11099,11099,0,0.996551724137931,0.6920415224913494,1.0,0.6920415224913494
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,100,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.7685377060996487,1.0,0.7685377060996487,800,256.90000000000003,3.5,0.047099004672639375,0.12255429272069296,1.2003140805598516,5.154375932844824,0.2999909901792955,0.5,11099,11099,0,0.996551724137931,0.6920415224913494,1.0,0.6920415224913494
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,200,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.6924047211460492,1.0,0.6924047211460492,717,341.40000000000003,4.0,0.055876447410797676,0.1425670147414664,1.5826473094674431,6.4767179823066705,0.4,0.6,11099,11099,0,0.993103448275862,0.5972222222222222,1.0,0.5972222222222222
parking00,parking00,replicate_02_base1042,results\doubly_nested_loso_slurm\outer_parking00\outer_test\target_parking00\v2\replicate_02_base1042\fold_04_parking00\v2_evaluated_trajectory.csv,local_1s,local,1.0,0.1,2.0,0.6,1.0,1.0,0,1.4944448366416831,1.6932101684591776,0.1042589410222601,0.3859364152964437,0.8623936667318097,0.3654485049833887,1.0,0.6886205964501306,0.700063068744932,0.5406793404811244,1127,509.8,5.4,0.058730586703787856,0.15928580326673594,1.665080740063509,7.349259587605404,0.4499594558068295,0.9,11099,11099,0,1.0,0.6172413793103448,0.7,0.503448275862069
