outer_sequence,sequence,service,family,horizon_s,pos_tol_m,heading_tol_deg,aoi_limit_s,rate_hz,interval_s,delay_ms,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,failure_duration_s,max_failure_episode_s,mean_aoi_s,max_aoi_s,calibration_coverage,calibration_physical_satisfaction,calibration_freshness_satisfaction,calibration_joint_satisfaction,speed_mean,speed_p95,yaw_abs_mean,yaw_abs_p95,accel_abs_p95,turn_fraction,mean_position_discrepancy_m,p95_position_discrepancy_m,mean_heading_discrepancy_deg,p95_heading_discrepancy_deg,qualified
building02,parking02,global,global,0.0,1.0,5.0,1.0,1.0,1.0,0,1.0,0.0,1.0,0.0,1226.9,1226.9,0.44996332219414786,0.9,1.0,0.24666666666666667,1.0,0.24666666666666667,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.104659031423457,27.472674227244983,20.025767174790218,36.805178054995714,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,1.0,1.0,25,1.0,0.0,1.0,0.0,1226.9,1226.9,0.5499714728176706,1.0,0.9966666666666667,0.21739130434782608,1.0,0.21739130434782608,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.096946330328313,27.52915043734536,20.064436849971813,36.925473118802245,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,1.0,1.0,50,1.0,0.0,1.0,0.0,1226.9,1226.9,0.5499714728176706,1.0,0.9966666666666667,0.21739130434782608,1.0,0.21739130434782608,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.096946330328313,27.52915043734536,20.064436849971813,36.925473118802245,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,1.0,1.0,100,1.0,0.0,1.0,0.0,1226.9,1226.9,0.5499714728176706,1.0,0.9966666666666667,0.21739130434782608,1.0,0.21739130434782608,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.096946330328313,27.52915043734536,20.064436849971813,36.925473118802245,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,1.0,1.0,200,1.0,5.433749015132991e-05,0.8999918493764772,0.0,1226.9,1226.9,0.6499796234411933,1.1,0.9933333333333333,0.1912751677852349,0.9026845637583892,0.18120805369127516,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.090041668690418,27.571438464638465,20.117638721078276,37.05215197138086,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,2.0,0.5,0,1.0,0.0,1.0,0.0,1226.9,1226.9,0.19998369875295463,0.4000000000000001,1.0,0.3055555555555555,1.0,0.3055555555555555,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.12483597834091,27.33192702468031,19.93925834743352,36.49952130434921,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,2.0,0.5,25,1.0,0.0,1.0,0.0,1226.9,1226.9,0.2999918493764773,0.5,0.9966666666666667,0.26421404682274247,1.0,0.26421404682274247,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.115096645862545,27.381058860506403,19.935470087675426,36.50395690814805,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,2.0,0.5,50,1.0,0.0,1.0,0.0,1226.9,1226.9,0.2999918493764773,0.5,0.9966666666666667,0.26421404682274247,1.0,0.26421404682274247,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.115096645862545,27.381058860506403,19.935470087675426,36.50395690814805,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,2.0,0.5,100,1.0,0.0,1.0,0.0,1226.9,1226.9,0.2999918493764773,0.5,0.9966666666666667,0.26421404682274247,1.0,0.26421404682274247,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.115096645862545,27.381058860506403,19.935470087675426,36.50395690814805,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,2.0,0.5,200,1.0,0.0,1.0,0.0,1226.9,1226.9,0.4000000000000001,0.6,0.9933333333333333,0.22483221476510065,1.0,0.22483221476510065,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.106139046119424,27.42925930966284,19.950570845445462,36.62548401646597,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,5.0,0.2,0,1.0,0.0,1.0,0.0,1226.9,1226.9,0.04999592468823865,0.10000000000000002,1.0,0.37333333333333335,1.0,0.37333333333333335,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.140244261367371,27.253149629380317,19.966099018619534,36.55872031048064,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,5.0,0.2,25,1.0,0.0,1.0,0.0,1226.9,1226.9,0.15000407531176133,0.20000000000000004,0.9966666666666667,0.32441471571906355,1.0,0.32441471571906355,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.129314798844348,27.299474156699812,19.9345973652584,36.400883920461034,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,5.0,0.2,50,1.0,0.0,1.0,0.0,1226.9,1226.9,0.15000407531176133,0.20000000000000004,0.9966666666666667,0.32441471571906355,1.0,0.32441471571906355,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.129314798844348,27.299474156699812,19.9345973652584,36.400883920461034,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,5.0,0.2,100,1.0,0.0,1.0,0.0,1226.9,1226.9,0.15000407531176133,0.20000000000000004,0.9966666666666667,0.32441471571906355,1.0,0.32441471571906355,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.129314798844348,27.299474156699812,19.9345973652584,36.400883920461034,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,5.0,0.2,200,1.0,0.0,1.0,0.0,1226.9,1226.9,0.24999592468823864,0.3,0.9933333333333333,0.26733780760626397,1.0,0.26733780760626397,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.119172038877565,27.353240636740612,19.92013877290829,36.43348106676538,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,10.0,0.1,0,1.0,0.0,1.0,0.0,1226.9,1226.9,0.0,0.0,1.0,0.3855555555555556,1.0,0.3855555555555556,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.145911450685375,27.224623005269905,19.984681413594704,36.66697218325348,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,10.0,0.1,25,1.0,0.0,1.0,0.0,1226.9,1226.9,0.09999999999999999,0.10000000000000002,0.9966666666666667,0.3612040133779264,1.0,0.3612040133779264,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.134583652708827,27.275569262037326,19.945867787799028,36.432855074318816,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,10.0,0.1,50,1.0,0.0,1.0,0.0,1226.9,1226.9,0.09999999999999999,0.10000000000000002,0.9966666666666667,0.3612040133779264,1.0,0.3612040133779264,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.134583652708827,27.275569262037326,19.945867787799028,36.432855074318816,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,10.0,0.1,100,1.0,0.0,1.0,0.0,1226.9,1226.9,0.09999999999999999,0.10000000000000002,0.9966666666666667,0.3612040133779264,1.0,0.3612040133779264,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.134583652708827,27.275569262037326,19.945867787799028,36.432855074318816,0
building02,parking02,global,global,0.0,1.0,5.0,1.0,10.0,0.1,200,1.0,0.0,1.0,0.0,1226.9,1226.9,0.19999999999999998,0.20000000000000004,0.9933333333333333,0.28523489932885904,1.0,0.28523489932885904,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,11.124049347401936,27.321764600625386,19.921762797827338,36.379103161528654,0
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,0,1.0,0.7310104911386858,1.0,0.7310104911386858,327.33333333333337,0.9,0.44996302079053335,0.9,1.0,0.5366666666666667,1.0,0.5366666666666667,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.4007387234334134,1.4646107954296668,2.623425378301179,11.378600820831133,0
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,25,1.0,0.6785547977100282,1.0,0.6785547977100282,391.1666666666667,1.1,0.5499712383926371,1.0,0.995,0.5108877721943048,1.0,0.5108877721943048,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.4782204623718272,1.6776142441550244,3.1335136794642846,13.172313685231524,0
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,50,1.0,0.6785547977100282,1.0,0.6785547977100282,391.1666666666667,1.1,0.5499712383926371,1.0,0.995,0.5108877721943048,1.0,0.5108877721943048,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.4782204623718272,1.6776142441550244,3.1335136794642846,13.172313685231524,0
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,100,1.0,0.6785547977100282,1.0,0.6785547977100282,391.1666666666667,1.1,0.5499712383926371,1.0,0.995,0.5108877721943048,1.0,0.5108877721943048,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.4782204623718272,1.6776142441550244,3.1335136794642846,13.172313685231524,0
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,1.0,1.0,200,1.0,0.6238529597063577,1.0,0.6238529597063577,457.7333333333334,3.9000000000000004,0.6499794559947407,1.1,0.9899999999999999,0.4646464646464647,1.0,0.4646464646464647,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.5599392510939288,1.881363615835182,3.671331055188988,14.95023060268816,0
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,0,1.0,0.8971977976826362,1.0,0.8971977976826362,125.10000000000002,0.4000000000000001,0.19998356479579257,0.4000000000000001,1.0,0.5916666666666667,1.0,0.5916666666666667,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.19379692227503173,0.7019084190850156,1.270131399689657,5.45629798250311,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,25,1.0,0.8277590599063194,1.0,0.8277590599063194,209.60000000000002,0.8000000000000002,0.2999917823978963,0.5,0.995,0.5711892797319934,1.0,0.5711892797319934,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.2690420746975446,0.9355016419341284,1.7749129017787177,7.248396941359707,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,50,1.0,0.8277590599063194,1.0,0.8277590599063194,209.60000000000002,0.8000000000000002,0.2999917823978963,0.5,0.995,0.5711892797319934,1.0,0.5711892797319934,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.2690420746975446,0.9355016419341284,1.7749129017787177,7.248396941359707,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,100,1.0,0.8277590599063194,1.0,0.8277590599063194,209.60000000000002,0.8000000000000002,0.2999917823978963,0.5,0.995,0.5711892797319934,1.0,0.5711892797319934,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.2690420746975446,0.9355016419341284,1.7749129017787177,7.248396941359707,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,2.0,0.5,200,1.0,0.7485687676336045,1.0,0.7485687676336045,305.9666666666667,3.7000000000000006,0.4000000000000001,0.6,0.9899999999999999,0.5151515151515151,1.0,0.5151515151515151,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.35470126768442994,1.1820019074515302,2.3466510278617068,9.176095301291431,0
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,5.0,0.2,0,1.0,0.9993151998246912,1.0,0.9993151998246912,0.8333333333333334,0.10000000000000002,0.04999589119894814,0.10000000000000002,1.0,0.6433333333333334,1.0,0.6433333333333334,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.07974685847594319,0.20704023624542559,0.49385292570860767,1.5064677243041584,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,5.0,0.2,25,1.0,0.9641712548278413,1.0,0.9641712548278413,43.6,0.43333333333333335,0.15000410880105183,0.20000000000000004,0.995,0.6817420435510888,1.0,0.6817420435510888,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.13787928415794473,0.43204304769222174,0.8978054340821758,3.3265303993405237,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,5.0,0.2,50,1.0,0.9641712548278413,1.0,0.9641712548278413,43.6,0.43333333333333335,0.15000410880105183,0.20000000000000004,0.995,0.6817420435510888,1.0,0.6817420435510888,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.13787928415794473,0.43204304769222174,0.8978054340821758,3.3265303993405237,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,5.0,0.2,100,1.0,0.9641712548278413,1.0,0.9641712548278413,43.6,0.43333333333333335,0.15000410880105183,0.20000000000000004,0.995,0.6817420435510888,1.0,0.6817420435510888,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.13787928415794473,0.43204304769222174,0.8978054340821758,3.3265303993405237,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,5.0,0.2,200,1.0,0.8867888350179417,1.0,0.8867888350179417,137.76666666666668,2.8333333333333335,0.24999589119894813,0.3,0.9899999999999999,0.5993265993265994,1.0,0.5993265993265994,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.223973754268318,0.729918723009103,1.4814541479171242,5.42752347821363,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,10.0,0.1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5816666666666667,1.0,0.5816666666666667,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.06402607123013983,0.14683262370498942,0.3820913984483863,0.9844071829146696,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,10.0,0.1,25,1.0,0.9983290875722464,1.0,0.9983290875722464,2.0333333333333337,0.26666666666666666,0.10000000000000002,0.10000000000000002,0.995,0.695142378559464,1.0,0.695142378559464,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.09531747772290124,0.2582294819733702,0.6065195940378382,1.9151912766524681,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,10.0,0.1,50,1.0,0.9983290875722464,1.0,0.9983290875722464,2.0333333333333337,0.26666666666666666,0.10000000000000002,0.10000000000000002,0.995,0.695142378559464,1.0,0.695142378559464,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.09531747772290124,0.2582294819733702,0.6065195940378382,1.9151912766524681,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,10.0,0.1,100,1.0,0.9983290875722464,1.0,0.9983290875722464,2.0333333333333337,0.26666666666666666,0.10000000000000002,0.10000000000000002,0.995,0.695142378559464,1.0,0.695142378559464,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.09531747772290124,0.2582294819733702,0.6065195940378382,1.9151912766524681,1
building02,parking02,local_10s,local,10.0,0.5,10.0,1.5,10.0,0.1,200,1.0,0.9295751499712384,1.0,0.9295751499712384,85.7,2.6666666666666665,0.20000000000000004,0.20000000000000004,0.9899999999999999,0.6464646464646465,1.0,0.6464646464646465,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.18017709617520353,0.5776825321727821,1.1895536970086587,4.273716426125159,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,1.0,1.0,0,1.0,0.7153111999347418,0.7000571009054571,0.5535796829540202,547.2666666666667,0.9,0.4499632922750633,0.9,1.0,0.6298850574712644,0.6999999999999998,0.4942528735632184,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.04388549097452713,0.1312202487280252,1.710547022267501,7.573945652380612,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,1.0,1.0,25,1.0,0.6624520760257769,0.600048943633249,0.453571525681812,669.8666666666668,2.9000000000000004,0.5499714495472714,1.0,0.996551724137931,0.5767012687427912,0.6020761245674741,0.40945790080738176,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.05059760225345986,0.14811983088008465,2.03454043759922,8.513504902880427,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,1.0,1.0,50,1.0,0.6624520760257769,0.600048943633249,0.453571525681812,669.8666666666668,2.9000000000000004,0.5499714495472714,1.0,0.996551724137931,0.5767012687427912,0.6020761245674741,0.40945790080738176,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.05059760225345986,0.14811983088008465,2.03454043759922,8.513504902880427,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,1.0,1.0,100,1.0,0.6624520760257769,0.600048943633249,0.453571525681812,669.8666666666668,2.9000000000000004,0.5499714495472714,1.0,0.996551724137931,0.5767012687427912,0.6020761245674741,0.40945790080738176,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.05059760225345986,0.14811983088008465,2.03454043759922,8.513504902880427,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,1.0,1.0,200,1.0,0.6087772248959947,0.5000407863610409,0.3560377409794165,789.4333333333334,5.933333333333334,0.6499796068194796,1.1,0.9931034482758619,0.5196759259259259,0.5034722222222222,0.32060185185185186,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.05775256695301123,0.1645783659425066,2.356222554286186,9.498409801055814,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,0,1.0,0.8670636539141311,1.0,0.8670636539141311,162.9666666666667,0.4000000000000001,0.19998368545558368,0.4000000000000001,1.0,0.7482758620689656,1.0,0.7482758620689656,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.02485932798475869,0.07304062636478932,0.8172674373325105,3.855365109320578,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,25,1.0,0.7978084128667374,1.0,0.7978084128667374,247.86666666666667,1.4000000000000001,0.29999184272779184,0.5,0.996551724137931,0.6758938869665513,1.0,0.6758938869665513,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.03205026725279649,0.09251352488402843,1.176177566676608,5.132770442587195,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,50,1.0,0.7978084128667374,1.0,0.7978084128667374,247.86666666666667,1.4000000000000001,0.29999184272779184,0.5,0.996551724137931,0.6758938869665513,1.0,0.6758938869665513,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.03205026725279649,0.09251352488402843,1.176177566676608,5.132770442587195,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,100,1.0,0.7978084128667374,1.0,0.7978084128667374,247.86666666666667,1.4000000000000001,0.29999184272779184,0.5,0.996551724137931,0.6758938869665513,1.0,0.6758938869665513,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.03205026725279649,0.09251352488402843,1.176177566676608,5.132770442587195,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,2.0,0.5,200,1.0,0.7219457813307231,1.0,0.7219457813307231,340.86666666666673,2.8000000000000003,0.4000000000000001,0.6,0.9931034482758619,0.5879629629629629,1.0,0.5879629629629629,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.04065184227739169,0.1117810461636211,1.5600942369141748,6.406231677757248,0
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,0,1.0,0.9895858824808984,1.0,0.9895858824808984,12.766666666666666,0.20000000000000004,0.04999592136389591,0.10000000000000002,1.0,0.8827586206896552,1.0,0.8827586206896552,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.013574535790081119,0.032315739443316845,0.25329624626093655,1.0909702341821874,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,25,1.0,0.922125241319303,1.0,0.922125241319303,95.46666666666668,1.0333333333333334,0.15000407863610407,0.20000000000000004,0.996551724137931,0.7923875432525952,1.0,0.7923875432525952,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.018364837655597432,0.05062172764396039,0.5739901841462641,2.4945277336080824,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,50,1.0,0.922125241319303,1.0,0.922125241319303,95.46666666666668,1.0333333333333334,0.15000407863610407,0.20000000000000004,0.996551724137931,0.7923875432525952,1.0,0.7923875432525952,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.018364837655597432,0.05062172764396039,0.5739901841462641,2.4945277336080824,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,100,1.0,0.922125241319303,1.0,0.922125241319303,95.46666666666668,1.0333333333333334,0.15000407863610407,0.20000000000000004,0.996551724137931,0.7923875432525952,1.0,0.7923875432525952,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.018364837655597432,0.05062172764396039,0.5739901841462641,2.4945277336080824,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,5.0,0.2,200,1.0,0.8223346113059793,1.0,0.8223346113059793,217.80000000000004,2.7000000000000006,0.2499959213638959,0.3,0.9931034482758619,0.6631944444444444,1.0,0.6631944444444444,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.02785600607390877,0.0743099585227259,0.9909185649695061,4.129599857316425,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,0,1.0,0.999864045463197,1.0,0.999864045463197,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,0.8724137931034482,1.0,0.8724137931034482,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.013403565365816952,0.0312856722459735,0.1454663127755125,0.5174784767887309,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,25,1.0,0.9800146830899749,1.0,0.9800146830899749,24.50000000000001,0.9666666666666668,0.09999999999999999,0.10000000000000002,0.996551724137931,0.889273356401384,1.0,0.889273356401384,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.013735866592476137,0.03323785954143026,0.36026224805933765,1.5033401928862806,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,50,1.0,0.9800146830899749,1.0,0.9800146830899749,24.50000000000001,0.9666666666666668,0.09999999999999999,0.10000000000000002,0.996551724137931,0.889273356401384,1.0,0.889273356401384,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.013735866592476137,0.03323785954143026,0.36026224805933765,1.5033401928862806,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,100,1.0,0.9800146830899749,1.0,0.9800146830899749,24.50000000000001,0.9666666666666668,0.09999999999999999,0.10000000000000002,0.996551724137931,0.889273356401384,1.0,0.889273356401384,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.013735866592476137,0.03323785954143026,0.36026224805933765,1.5033401928862806,1
building02,parking02,local_1s,local,1.0,0.1,2.0,0.6,10.0,0.1,200,1.0,0.8657041085461022,1.0,0.8657041085461022,164.63333333333333,1.5,0.19999999999999998,0.20000000000000004,0.9931034482758619,0.6979166666666666,1.0,0.6979166666666666,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.02295706661198937,0.05933943454709648,0.7862249896879475,3.2967547359990266,1
building02,parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,0,1.0,0.6790244700875685,1.0,0.6790244700875685,392.20000000000005,0.9,0.44996317210901066,0.9,1.0,0.4706666666666666,1.0,0.4706666666666666,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.19672654179379767,0.7454445477355683,2.553662956736525,11.349532219459912,0
building02,parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,25,1.0,0.618408489510871,1.0,0.618408489510871,466.2666666666667,1.9000000000000001,0.549971356084786,1.0,0.996,0.4431057563587684,1.0,0.4431057563587684,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.23400609939869196,0.8481887722119051,3.073424476132186,13.019204674289222,0
building02,parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,50,1.0,0.618408489510871,1.0,0.618408489510871,466.2666666666667,1.9000000000000001,0.549971356084786,1.0,0.996,0.4431057563587684,1.0,0.4431057563587684,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.23400609939869196,0.8481887722119051,3.073424476132186,13.019204674289222,0
building02,parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,100,1.0,0.618408489510871,1.0,0.618408489510871,466.2666666666667,1.9000000000000001,0.549971356084786,1.0,0.996,0.4431057563587684,1.0,0.4431057563587684,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.23400609939869196,0.8481887722119051,3.073424476132186,13.019204674289222,0
building02,parking02,local_5s,local,5.0,0.2,5.0,1.0,1.0,1.0,200,1.0,0.5556101153940584,0.8999918160242246,0.5194369424666503,587.2,7.7,0.6499795400605615,1.1,0.992,0.4005376344086022,0.9032258064516129,0.3803763440860215,1.2879678960735652,1.5726486351442093,0.07975058563246318,0.42720115364640404,1.044363342680681,0.23588039867109634,0.2735133072608584,0.9508722682925499,3.6165585479797344,14.721029917285518,0
