sequence,model_replicate,transport_replicate,condition,service,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,eligible_samples,observable_samples,mean_aoi_s,max_aoi_s,qualified
street00,seed_2042,3,degraded,local_1s,1.0,0.5892910336610069,0.839142091152815,0.5504170390229371,13428,13428,0.48162794160871647,1.3999999999941792,0
street00,seed_2042,3,degraded,local_5s,1.0,0.58014639976098,0.9853600239020018,0.5799223184941739,13388,13388,0.4817224379983625,1.3999999999941792,0
street00,seed_2042,3,degraded,local_10s,1.0,0.6502474134053081,1.0,0.6502474134053081,13338,13338,0.4817288948809693,1.3999999999941792,0
street00,seed_2042,3,degraded,global,1.0,0.8344991814258074,0.9854144962047924,0.8330108647120107,13438,13438,0.4816416133294974,1.3999999999941792,1
street01,seed_42,3,degraded,local_1s,1.0,0.5299433171773598,0.8384950299843917,0.4960979216298365,12173,12173,0.4821572332181524,1.3999999999941792,0
street01,seed_42,3,degraded,local_5s,1.0,0.4809198054891618,0.9849171680540674,0.48067254594906456,12133,12133,0.48226324898744627,1.3999999999941792,0
street01,seed_42,3,degraded,local_10s,1.0,0.6051477282131921,1.0,0.6051477282131921,12083,12083,0.4822726144140388,1.3999999999941792,0
street01,seed_42,3,degraded,global,1.0,0.684150045144874,0.9849790691947796,0.6839038003775753,12183,12183,0.4821718788446639,1.3999999999941792,0
street01,seed_1042,3,degraded,local_1s,1.0,0.5281360387743367,0.8384950299843917,0.4942084942084942,12173,12173,0.4821572332181524,1.3999999999941792,0
street01,seed_1042,3,degraded,local_5s,1.0,0.48462869859062063,0.9849171680540674,0.4843814390505234,12133,12133,0.48226324898744627,1.3999999999941792,0
street01,seed_1042,3,degraded,local_10s,1.0,0.6069684680956716,1.0,0.6069684680956716,12083,12083,0.4822726144140388,1.3999999999941792,0
street01,seed_1042,3,degraded,global,1.0,0.682262168595584,0.9849790691947796,0.6820159238282854,12183,12183,0.4821718788446639,1.3999999999941792,0
street01,seed_2042,3,degraded,local_1s,1.0,0.5292861250308059,0.8384950299843917,0.4955228785016019,12173,12173,0.4821572332181524,1.3999999999941792,0
street01,seed_2042,3,degraded,local_5s,1.0,0.48561773675100967,0.9849171680540674,0.48537047721091237,12133,12133,0.48226324898744627,1.3999999999941792,0
street01,seed_2042,3,degraded,local_10s,1.0,0.6089547297856492,1.0,0.6089547297856492,12083,12083,0.4822726144140388,1.3999999999941792,0
street01,seed_2042,3,degraded,global,1.0,0.6858737585159649,0.9849790691947796,0.6856275137486662,12183,12183,0.4821718788446639,1.3999999999941792,0
street02,seed_42,3,degraded,local_1s,1.0,0.5060419601156498,0.8389057750759878,0.47401586477870855,13489,13489,0.481696196895358,1.3999999999941792,0
street02,seed_42,3,degraded,local_5s,1.0,0.46799018514387686,0.985352070785932,0.46799018514387686,13449,13449,0.4817904676869445,1.3999999999941792,0
street02,seed_42,3,degraded,local_10s,1.0,0.586088514068214,1.0,0.586088514068214,13399,13399,0.4817971490351524,1.3999999999941792,0
street02,seed_42,3,degraded,global,1.0,0.6036743462478702,0.9854063263945477,0.6032298688791763,13499,13499,0.4817097562724221,1.3999999999941792,0
street02,seed_1042,3,degraded,local_1s,1.0,0.5093780117132478,0.8389057750759878,0.4769071094966269,13489,13489,0.481696196895358,1.3999999999941792,0
street02,seed_1042,3,degraded,local_5s,1.0,0.4822663395047959,0.985352070785932,0.4822663395047959,13449,13449,0.4817904676869445,1.3999999999941792,0
street02,seed_1042,3,degraded,local_10s,1.0,0.5889991790432122,1.0,0.5889991790432122,13399,13399,0.4817971490351524,1.3999999999941792,0
street02,seed_1042,3,degraded,global,1.0,0.607007926513075,0.9854063263945477,0.6065634491443811,13499,13499,0.4817097562724221,1.3999999999941792,0
street02,seed_2042,3,degraded,local_1s,1.0,0.5072281117947958,0.8389057750759878,0.4753502854177478,13489,13489,0.481696196895358,1.3999999999941792,0
street02,seed_2042,3,degraded,local_5s,1.0,0.47260019332292363,0.985352070785932,0.47260019332292363,13449,13449,0.4817904676869445,1.3999999999941792,0
street02,seed_2042,3,degraded,local_10s,1.0,0.5910888872303903,1.0,0.5910888872303903,13399,13399,0.4817971490351524,1.3999999999941792,0
street02,seed_2042,3,degraded,global,1.0,0.628416919771835,0.9854063263945477,0.627972442403141,13499,13499,0.4817097562724221,1.3999999999941792,0
building00,seed_42,1,ideal,local_1s,1.0,0.9199931618087016,1.0,0.9199931618087016,11699,11699,0.10101718095563655,0.3000000000010914,1
building00,seed_42,1,ideal,local_5s,1.0,0.797752808988764,1.0,0.797752808988764,11659,11659,0.10102067072647672,0.3000000000010914,0
building00,seed_42,1,ideal,local_10s,1.0,0.8147988629511586,1.0,0.8147988629511586,11609,11609,0.1010250667585487,0.3000000000010914,1
building00,seed_42,1,ideal,global,1.0,0.019984627209838585,1.0,0.019984627209838585,11709,11709,0.10101631223844837,0.3000000000010914,0
building00,seed_1042,1,ideal,local_1s,1.0,0.9205915035473118,1.0,0.9205915035473118,11699,11699,0.10101718095563655,0.3000000000010914,1
building00,seed_1042,1,ideal,local_5s,1.0,0.8076164336564028,1.0,0.8076164336564028,11659,11659,0.10102067072647672,0.3000000000010914,1
building00,seed_1042,1,ideal,local_10s,1.0,0.8315100353174262,1.0,0.8315100353174262,11609,11609,0.1010250667585487,0.3000000000010914,1
building00,seed_1042,1,ideal,global,1.0,0.0190451789221966,1.0,0.0190451789221966,11709,11709,0.10101631223844837,0.3000000000010914,0
building00,seed_2042,1,ideal,local_1s,1.0,0.9190529105051713,1.0,0.9190529105051713,11699,11699,0.10101718095563655,0.3000000000010914,1
building00,seed_2042,1,ideal,local_5s,1.0,0.8060725619692941,1.0,0.8060725619692941,11659,11659,0.10102067072647672,0.3000000000010914,1
building00,seed_2042,1,ideal,local_10s,1.0,0.8123869411663365,1.0,0.8123869411663365,11609,11609,0.1010250667585487,0.3000000000010914,1
building00,seed_2042,1,ideal,global,1.0,0.019984627209838585,1.0,0.019984627209838585,11709,11709,0.10101631223844837,0.3000000000010914,0
building01,seed_42,1,ideal,local_1s,1.0,0.9121757978922191,1.0,0.9121757978922191,13379,13379,0.10101651842439577,0.3000000000010914,1
building01,seed_42,1,ideal,local_5s,1.0,0.8204513081940176,1.0,0.8204513081940176,13339,13339,0.10101956668415855,0.3000000000010914,1
building01,seed_42,1,ideal,local_10s,1.0,0.8729776506885394,1.0,0.8729776506885394,13289,13289,0.10102340281435705,0.3000000000010914,1
building01,seed_42,1,ideal,global,1.0,0.10008215699454777,1.0,0.10008215699454777,13389,13389,0.10101575920531712,0.3000000000010914,0
building01,seed_1042,1,ideal,local_1s,1.0,0.9142686299424471,1.0,0.9142686299424471,13379,13379,0.10101651842439577,0.3000000000010914,1
building01,seed_1042,1,ideal,local_5s,1.0,0.8203013719169353,1.0,0.8203013719169353,13339,13339,0.10101956668415855,0.3000000000010914,1
building01,seed_1042,1,ideal,local_10s,1.0,0.8803521709684702,1.0,0.8803521709684702,13289,13289,0.10102340281435705,0.3000000000010914,1
building01,seed_1042,1,ideal,global,1.0,0.09911121069534692,1.0,0.09911121069534692,13389,13389,0.10101575920531712,0.3000000000010914,0
building01,seed_2042,1,ideal,local_1s,1.0,0.9194259660662232,1.0,0.9194259660662232,13379,13379,0.10101651842439577,0.3000000000010914,1
building01,seed_2042,1,ideal,local_5s,1.0,0.8412174825699078,1.0,0.8412174825699078,13339,13339,0.10101956668415855,0.3000000000010914,1
building01,seed_2042,1,ideal,local_10s,1.0,0.9089472496049364,1.0,0.9089472496049364,13289,13289,0.10102340281435705,0.3000000000010914,1
building01,seed_2042,1,ideal,global,1.0,0.08380013443871835,1.0,0.08380013443871835,13389,13389,0.10101575920531712,0.3000000000010914,0
building02,seed_42,1,ideal,local_1s,1.0,0.950228211258422,1.0,0.950228211258422,18404,18404,0.101016083460124,0.3000000000174623,1
building02,seed_42,1,ideal,local_5s,1.0,0.872413417556088,1.0,0.872413417556088,18364,18364,0.10101829666739938,0.3000000000174623,1
building02,seed_42,1,ideal,local_10s,1.0,0.8881729824178224,1.0,0.8881729824178224,18314,18314,0.10102107677187519,0.3000000000174623,1
building02,seed_42,1,ideal,global,1.0,0.7733789507983057,1.0,0.7733789507983057,18414,18414,0.10101553166069958,0.3000000000174623,0
building02,seed_1042,1,ideal,local_1s,1.0,0.9456639860899805,1.0,0.9456639860899805,18404,18404,0.101016083460124,0.3000000000174623,1
building02,seed_1042,1,ideal,local_5s,1.0,0.8585820082770638,1.0,0.8585820082770638,18364,18364,0.10101829666739938,0.3000000000174623,1
building02,seed_1042,1,ideal,local_10s,1.0,0.8729933384296167,1.0,0.8729933384296167,18314,18314,0.10102107677187519,0.3000000000174623,1
building02,seed_1042,1,ideal,global,1.0,0.7759313565765179,1.0,0.7759313565765179,18414,18414,0.10101553166069958,0.3000000000174623,0
building02,seed_2042,1,ideal,local_1s,1.0,0.9524559878287329,1.0,0.9524559878287329,18404,18404,0.101016083460124,0.3000000000174623,1
building02,seed_2042,1,ideal,local_5s,1.0,0.8779133086473535,1.0,0.8779133086473535,18364,18364,0.10101829666739938,0.3000000000174623,1
building02,seed_2042,1,ideal,local_10s,1.0,0.9036256415856722,1.0,0.9036256415856722,18314,18314,0.10102107677187519,0.3000000000174623,1
building02,seed_2042,1,ideal,global,1.0,0.7869555772781579,1.0,0.7869555772781579,18414,18414,0.10101553166069958,0.3000000000174623,0
parking00,seed_42,1,ideal,local_1s,1.0,0.9372015496891611,1.0,0.9372015496891611,11099,11099,0.10106315884312696,0.3000000000174623,1
parking00,seed_42,1,ideal,local_5s,1.0,0.8875124333122344,1.0,0.8875124333122344,11059,11059,0.10106700424992007,0.3000000000174623,1
parking00,seed_42,1,ideal,local_10s,1.0,0.93223726042329,1.0,0.93223726042329,11009,11009,0.10107185030428432,0.3000000000174623,1
parking00,seed_42,1,ideal,global,1.0,0.0,1.0,0.0,11109,11109,0.10106220181833343,0.3000000000174623,0
parking00,seed_1042,1,ideal,local_1s,1.0,0.9390936120371205,1.0,0.9390936120371205,11099,11099,0.10106315884312696,0.3000000000174623,1
parking00,seed_1042,1,ideal,local_5s,1.0,0.8979112035446243,1.0,0.8979112035446243,11059,11059,0.10106700424992007,0.3000000000174623,1
parking00,seed_1042,1,ideal,local_10s,1.0,0.9429557634662549,1.0,0.9429557634662549,11009,11009,0.10107185030428432,0.3000000000174623,1
parking00,seed_1042,1,ideal,global,1.0,0.0,1.0,0.0,11109,11109,0.10106220181833343,0.3000000000174623,0
parking00,seed_2042,1,ideal,local_1s,1.0,0.938102531759618,1.0,0.938102531759618,11099,11099,0.10106315884312696,0.3000000000174623,1
parking00,seed_2042,1,ideal,local_5s,1.0,0.8939325436296229,1.0,0.8939325436296229,11059,11059,0.10106700424992007,0.3000000000174623,1
parking00,seed_2042,1,ideal,local_10s,1.0,0.9329639385956945,1.0,0.9329639385956945,11009,11009,0.10107185030428432,0.3000000000174623,1
parking00,seed_2042,1,ideal,global,1.0,0.0,1.0,0.0,11109,11109,0.10106220181833343,0.3000000000174623,0
parking01,seed_42,1,ideal,local_1s,1.0,0.97618816211488,1.0,0.97618816211488,10289,10289,0.10099134998541058,0.3000000000174623,1
parking01,seed_42,1,ideal,local_5s,1.0,0.9775587862230461,1.0,0.9775587862230461,10249,10249,0.10099521904574978,0.3000000000174623,1
parking01,seed_42,1,ideal,local_10s,1.0,0.9951956074124915,1.0,0.9951956074124915,10199,10199,0.10100009804881747,0.3000000000174623,1
parking01,seed_42,1,ideal,global,1.0,0.09534906301582678,1.0,0.09534906301582678,10299,10299,0.10099038741624326,0.3000000000174623,0
parking01,seed_1042,1,ideal,local_1s,1.0,0.9779376032656235,1.0,0.9779376032656235,10289,10289,0.10099134998541058,0.3000000000174623,1
parking01,seed_1042,1,ideal,local_5s,1.0,0.980388330568836,1.0,0.980388330568836,10249,10249,0.10099521904574978,0.3000000000174623,1
parking01,seed_1042,1,ideal,local_10s,1.0,0.9961760956956565,1.0,0.9961760956956565,10199,10199,0.10100009804881747,0.3000000000174623,1
parking01,seed_1042,1,ideal,global,1.0,0.6723953781920575,1.0,0.6723953781920575,10299,10299,0.10099038741624326,0.3000000000174623,0
parking01,seed_2042,1,ideal,local_1s,1.0,0.9760909709398387,1.0,0.9760909709398387,10289,10289,0.10099134998541058,0.3000000000174623,1
parking01,seed_2042,1,ideal,local_5s,1.0,0.9798029076007415,1.0,0.9798029076007415,10249,10249,0.10099521904574978,0.3000000000174623,1
parking01,seed_2042,1,ideal,local_10s,1.0,0.9957839003823904,1.0,0.9957839003823904,10199,10199,0.10100009804881747,0.3000000000174623,1
parking01,seed_2042,1,ideal,global,1.0,0.16302553645985046,1.0,0.16302553645985046,10299,10299,0.10099038741624326,0.3000000000174623,0
parking02,seed_42,1,ideal,local_1s,1.0,0.9708785382168202,1.0,0.9708785382168202,12259,12259,0.10097071539276221,0.3000000000174623,1
parking02,seed_42,1,ideal,local_5s,1.0,0.9869056387593093,1.0,0.9869056387593093,12219,12219,0.10097389311726589,0.3000000000174623,1
parking02,seed_42,1,ideal,local_10s,1.0,0.9976168953899253,1.0,0.9976168953899253,12169,12169,0.10097789465033051,0.3000000000174623,1
parking02,seed_42,1,ideal,global,1.0,0.0,1.0,0.0,12269,12269,0.1009699241991908,0.3000000000174623,0
parking02,seed_1042,1,ideal,local_1s,1.0,0.9725099926584551,1.0,0.9725099926584551,12259,12259,0.10097071539276221,0.3000000000174623,1
parking02,seed_1042,1,ideal,local_5s,1.0,0.9873966773058351,1.0,0.9873966773058351,12219,12219,0.10097389311726589,0.3000000000174623,1
parking02,seed_1042,1,ideal,local_10s,1.0,0.9976168953899253,1.0,0.9976168953899253,12169,12169,0.10097789465033051,0.3000000000174623,1
parking02,seed_1042,1,ideal,global,1.0,0.0,1.0,0.0,12269,12269,0.1009699241991908,0.3000000000174623,0
parking02,seed_2042,1,ideal,local_1s,1.0,0.971612692715556,1.0,0.971612692715556,12259,12259,0.10097071539276221,0.3000000000174623,1
parking02,seed_2042,1,ideal,local_5s,1.0,0.9870693182748179,1.0,0.9870693182748179,12219,12219,0.10097389311726589,0.3000000000174623,1
parking02,seed_2042,1,ideal,local_10s,1.0,0.9979455994740735,1.0,0.9979455994740735,12169,12169,0.10097789465033051,0.3000000000174623,1
parking02,seed_2042,1,ideal,global,1.0,0.0,1.0,0.0,12269,12269,0.1009699241991908,0.3000000000174623,0
playground00,seed_42,1,ideal,local_1s,1.0,0.9678066857098742,1.0,0.9678066857098742,12953,12953,0.1010422295993332,0.30000000004656613,1
playground00,seed_42,1,ideal,local_5s,1.0,0.9721985595911097,1.0,0.9721985595911097,12913,12913,0.10104545806552799,0.30000000004656613,1
playground00,seed_42,1,ideal,local_10s,1.0,0.9898934929643163,1.0,0.9898934929643163,12863,12863,0.10104952188448751,0.30000000004656613,1
playground00,seed_42,1,ideal,global,1.0,0.9997685720897941,1.0,0.9997685720897941,12963,12963,0.10104142559593944,0.30000000004656613,1
playground00,seed_1042,1,ideal,local_1s,1.0,0.966880259399367,1.0,0.966880259399367,12953,12953,0.1010422295993332,0.30000000004656613,1
playground00,seed_1042,1,ideal,local_5s,1.0,0.9721985595911097,1.0,0.9721985595911097,12913,12913,0.10104545806552799,0.30000000004656613,1
playground00,seed_1042,1,ideal,local_10s,1.0,0.9897380082406904,1.0,0.9897380082406904,12863,12863,0.10104952188448751,0.30000000004656613,1
playground00,seed_1042,1,ideal,global,1.0,0.9997685720897941,1.0,0.9997685720897941,12963,12963,0.10104142559593944,0.30000000004656613,1
playground00,seed_2042,1,ideal,local_1s,1.0,0.967189068169536,1.0,0.967189068169536,12953,12953,0.1010422295993332,0.30000000004656613,1
playground00,seed_2042,1,ideal,local_5s,1.0,0.9715790288856191,1.0,0.9715790288856191,12913,12913,0.10104545806552799,0.30000000004656613,1
playground00,seed_2042,1,ideal,local_10s,1.0,0.9895047811552515,1.0,0.9895047811552515,12863,12863,0.10104952188448751,0.30000000004656613,1
playground00,seed_2042,1,ideal,global,1.0,0.9997685720897941,1.0,0.9997685720897941,12963,12963,0.10104142559593944,0.30000000004656613,1
street00,seed_42,1,ideal,local_1s,1.0,0.9847333929103366,1.0,0.9847333929103366,13428,13428,0.10101280905568565,0.3000000000029104,1
street00,seed_42,1,ideal,local_5s,1.0,0.9876008365700627,1.0,0.9876008365700627,13388,13388,0.10101583507616872,0.3000000000029104,1
street00,seed_42,1,ideal,local_10s,1.0,0.9981256560203928,1.0,0.9981256560203928,13338,13338,0.1010196431248873,0.3000000000029104,1
street00,seed_42,1,ideal,global,1.0,0.999107009971722,1.0,0.999107009971722,13438,13438,0.10101205536536291,0.3000000000029104,1
street00,seed_1042,1,ideal,local_1s,1.0,0.985254691689008,1.0,0.985254691689008,13428,13428,0.10101280905568565,0.3000000000029104,1
street00,seed_1042,1,ideal,local_5s,1.0,0.9867792052584404,1.0,0.9867792052584404,13388,13388,0.10101583507616872,0.3000000000029104,1
street00,seed_1042,1,ideal,local_10s,1.0,0.9975258659469186,1.0,0.9975258659469186,13338,13338,0.1010196431248873,0.3000000000029104,1
street00,seed_1042,1,ideal,global,1.0,0.999107009971722,1.0,0.999107009971722,13438,13438,0.10101205536536291,0.3000000000029104,1
street00,seed_2042,1,ideal,local_1s,1.0,0.9845844504021448,1.0,0.9845844504021448,13428,13428,0.10101280905568565,0.3000000000029104,1
street00,seed_2042,1,ideal,local_5s,1.0,0.98603226770242,1.0,0.98603226770242,13388,13388,0.10101583507616872,0.3000000000029104,1
street00,seed_2042,1,ideal,local_10s,1.0,0.9972259709101814,1.0,0.9972259709101814,13338,13338,0.1010196431248873,0.3000000000029104,1
street00,seed_2042,1,ideal,global,1.0,0.999107009971722,1.0,0.999107009971722,13438,13438,0.10101205536536291,0.3000000000029104,1
street01,seed_42,1,ideal,local_1s,1.0,0.9159615542594266,1.0,0.9159615542594266,12173,12173,0.10097757331800579,0.3000000000029104,1
street01,seed_42,1,ideal,local_5s,1.0,0.9157669166735349,1.0,0.9157669166735349,12133,12133,0.10098079617572607,0.3000000000029104,1
street01,seed_42,1,ideal,local_10s,1.0,0.9511710667880493,1.0,0.9511710667880493,12083,12083,0.1009848547546209,0.3000000000029104,1
street01,seed_42,1,ideal,global,1.0,0.995649675777723,1.0,0.995649675777723,12183,12183,0.10097677091029175,0.3000000000029104,1
street01,seed_1042,1,ideal,local_1s,1.0,0.9155508091678305,1.0,0.9155508091678305,12173,12173,0.10097757331800579,0.3000000000029104,1
street01,seed_1042,1,ideal,local_5s,1.0,0.9153548174400395,1.0,0.9153548174400395,12133,12133,0.10098079617572607,0.3000000000029104,1
street01,seed_1042,1,ideal,local_10s,1.0,0.9499296532318133,1.0,0.9499296532318133,12083,12083,0.1009848547546209,0.3000000000029104,1
street01,seed_1042,1,ideal,global,1.0,0.9963884100796191,1.0,0.9963884100796191,12183,12183,0.10097677091029175,0.3000000000029104,1
street01,seed_2042,1,ideal,local_1s,1.0,0.9148114680029573,1.0,0.9148114680029573,12173,12173,0.10097757331800579,0.3000000000029104,1
street01,seed_2042,1,ideal,local_5s,1.0,0.9241737410368417,1.0,0.9241737410368417,12133,12133,0.10098079617572607,0.3000000000029104,1
street01,seed_2042,1,ideal,local_10s,1.0,0.9500951750393114,1.0,0.9500951750393114,12083,12083,0.1009848547546209,0.3000000000029104,1
street01,seed_2042,1,ideal,global,1.0,0.9966346548469178,1.0,0.9966346548469178,12183,12183,0.10097677091029175,0.3000000000029104,1
street02,seed_42,1,ideal,local_1s,1.0,0.900437393431685,1.0,0.900437393431685,13489,13489,0.10100822892725465,0.3000000000029104,1
street02,seed_42,1,ideal,local_5s,1.0,0.8977619153840434,1.0,0.8977619153840434,13449,13449,0.10101122760054562,0.3000000000029104,1
street02,seed_42,1,ideal,local_10s,1.0,0.947085603403239,1.0,0.947085603403239,13399,13399,0.10101500111946699,0.3000000000029104,1
street02,seed_42,1,ideal,global,1.0,0.9769612563893622,1.0,0.9769612563893622,13499,13499,0.10100748203568695,0.3000000000029104,1
street02,seed_1042,1,ideal,local_1s,1.0,0.9010304692712581,1.0,0.9010304692712581,13489,13489,0.10100822892725465,0.3000000000029104,1
street02,seed_1042,1,ideal,local_5s,1.0,0.9202914714848688,1.0,0.9202914714848688,13449,13449,0.10101122760054562,0.3000000000029104,1
street02,seed_1042,1,ideal,local_10s,1.0,0.9499962683782371,1.0,0.9499962683782371,13399,13399,0.10101500111946699,0.3000000000029104,1
street02,seed_1042,1,ideal,global,1.0,0.9814801096377509,1.0,0.9814801096377509,13499,13499,0.10100748203568695,0.3000000000029104,1
street02,seed_2042,1,ideal,local_1s,1.0,0.9002891244717919,1.0,0.9002891244717919,13489,13489,0.10100822892725465,0.3000000000029104,1
street02,seed_2042,1,ideal,local_5s,1.0,0.9031898282400178,1.0,0.9031898282400178,13449,13449,0.10101122760054562,0.3000000000029104,1
street02,seed_2042,1,ideal,local_10s,1.0,0.949548473766699,1.0,0.949548473766699,13399,13399,0.10101500111946699,0.3000000000029104,1
street02,seed_2042,1,ideal,global,1.0,0.9831098599896289,1.0,0.9831098599896289,13499,13499,0.10100748203568695,0.3000000000029104,1
building00,seed_42,2,ideal,local_1s,1.0,0.9298230618001538,1.0,0.9298230618001538,11699,11699,0.09999999999999996,0.1000000000003638,1
building00,seed_42,2,ideal,local_5s,1.0,0.8038425250879149,1.0,0.8038425250879149,11659,11659,0.09999999999999996,0.1000000000003638,1
building00,seed_42,2,ideal,local_10s,1.0,0.8153157033336205,1.0,0.8153157033336205,11609,11609,0.09999999999999996,0.1000000000003638,1
building00,seed_42,2,ideal,global,1.0,0.018276539414125888,1.0,0.018276539414125888,11709,11709,0.09999999999999996,0.1000000000003638,0
building00,seed_1042,2,ideal,local_1s,1.0,0.9312761774510642,1.0,0.9312761774510642,11699,11699,0.09999999999999996,0.1000000000003638,1
building00,seed_1042,2,ideal,local_5s,1.0,0.8136203791062698,1.0,0.8136203791062698,11659,11659,0.09999999999999996,0.1000000000003638,1
building00,seed_1042,2,ideal,local_10s,1.0,0.8321991558273754,1.0,0.8321991558273754,11609,11609,0.09999999999999996,0.1000000000003638,1
building00,seed_1042,2,ideal,global,1.0,0.017678708685626442,1.0,0.017678708685626442,11709,11709,0.09999999999999996,0.1000000000003638,0
building00,seed_2042,2,ideal,local_1s,1.0,0.9288828104966237,1.0,0.9288828104966237,11699,11699,0.09999999999999996,0.1000000000003638,1
building00,seed_2042,2,ideal,local_5s,1.0,0.8122480487177288,1.0,0.8122480487177288,11659,11659,0.09999999999999996,0.1000000000003638,1
building00,seed_2042,2,ideal,local_10s,1.0,0.8129037815487984,1.0,0.8129037815487984,11609,11609,0.09999999999999996,0.1000000000003638,1
building00,seed_2042,2,ideal,global,1.0,0.018361943803911523,1.0,0.018361943803911523,11709,11709,0.09999999999999996,0.1000000000003638,0
building01,seed_42,2,ideal,local_1s,1.0,0.9229389341505344,1.0,0.9229389341505344,13379,13379,0.09999999999999998,0.1000000000003638,1
building01,seed_42,2,ideal,local_5s,1.0,0.8263737911387661,1.0,0.8263737911387661,13339,13339,0.09999999999999998,0.1000000000003638,1
building01,seed_42,2,ideal,local_10s,1.0,0.8741064037926104,1.0,0.8741064037926104,13289,13289,0.09999999999999998,0.1000000000003638,1
building01,seed_42,2,ideal,global,1.0,0.09948465157965494,1.0,0.09948465157965494,13389,13389,0.09999999999999998,0.1000000000003638,0
building01,seed_1042,2,ideal,local_1s,1.0,0.9250317662007624,1.0,0.9250317662007624,13379,13379,0.09999999999999998,0.1000000000003638,1
building01,seed_1042,2,ideal,local_5s,1.0,0.8266736636929305,1.0,0.8266736636929305,13339,13339,0.09999999999999998,0.1000000000003638,1
building01,seed_1042,2,ideal,local_10s,1.0,0.881255173451727,1.0,0.881255173451727,13289,13289,0.09999999999999998,0.1000000000003638,1
building01,seed_1042,2,ideal,global,1.0,0.0985137052804541,1.0,0.0985137052804541,13389,13389,0.09999999999999998,0.1000000000003638,0
building01,seed_2042,2,ideal,local_1s,1.0,0.9303385903281262,1.0,0.9303385903281262,13379,13379,0.09999999999999998,0.1000000000003638,1
building01,seed_2042,2,ideal,local_5s,1.0,0.8477397106229853,1.0,0.8477397106229853,13339,13339,0.09999999999999998,0.1000000000003638,1
building01,seed_2042,2,ideal,local_10s,1.0,0.9104522537436978,1.0,0.9104522537436978,13289,13289,0.09999999999999998,0.1000000000003638,1
building01,seed_2042,2,ideal,global,1.0,0.08267981178579431,1.0,0.08267981178579431,13389,13389,0.09999999999999998,0.1000000000003638,0
building02,seed_42,2,ideal,local_1s,1.0,0.9588676374701152,1.0,0.9588676374701152,18404,18404,0.09999999999999969,0.1000000000349246,1
building02,seed_42,2,ideal,local_5s,1.0,0.8780222173818341,1.0,0.8780222173818341,18364,18364,0.09999999999999969,0.1000000000349246,1
building02,seed_42,2,ideal,local_10s,1.0,0.8887190127771104,1.0,0.8887190127771104,18314,18314,0.09999999999999969,0.1000000000349246,1
building02,seed_42,2,ideal,global,1.0,0.7733789507983057,1.0,0.7733789507983057,18414,18414,0.09999999999999969,0.1000000000349246,0
building02,seed_1042,2,ideal,local_1s,1.0,0.9540860682460335,1.0,0.9540860682460335,18404,18404,0.09999999999999969,0.1000000000349246,1
building02,seed_1042,2,ideal,local_5s,1.0,0.8650620779786539,1.0,0.8650620779786539,18364,18364,0.09999999999999969,0.1000000000349246,1
building02,seed_1042,2,ideal,local_10s,1.0,0.8737577809326198,1.0,0.8737577809326198,18314,18314,0.09999999999999969,0.1000000000349246,1
building02,seed_1042,2,ideal,global,1.0,0.7763115021179537,1.0,0.7763115021179537,18414,18414,0.09999999999999969,0.1000000000349246,0
building02,seed_2042,2,ideal,local_1s,1.0,0.961095414040426,1.0,0.961095414040426,18404,18404,0.09999999999999969,0.1000000000349246,1
building02,seed_2042,2,ideal,local_5s,1.0,0.884284469614463,1.0,0.884284469614463,18364,18364,0.09999999999999969,0.1000000000349246,1
building02,seed_2042,2,ideal,local_10s,1.0,0.9042808780168178,1.0,0.9042808780168178,18314,18314,0.09999999999999969,0.1000000000349246,1
building02,seed_2042,2,ideal,global,1.0,0.7869555772781579,1.0,0.7869555772781579,18414,18414,0.09999999999999969,0.1000000000349246,0
parking00,seed_42,2,ideal,local_1s,1.0,0.9486440219839625,1.0,0.9486440219839625,11099,11099,0.09999999999999948,0.10000000000582077,1
parking00,seed_42,2,ideal,local_5s,1.0,0.8961027217650782,1.0,0.8961027217650782,11059,11059,0.09999999999999948,0.10000000000582077,1
parking00,seed_42,2,ideal,local_10s,1.0,0.9346897992551548,1.0,0.9346897992551548,11009,11009,0.09999999999999948,0.10000000000582077,1
parking00,seed_42,2,ideal,global,1.0,0.0,1.0,0.0,11109,11109,0.09999999999999948,0.10000000000582077,0
parking00,seed_1042,2,ideal,local_1s,1.0,0.9507162807460131,1.0,0.9507162807460131,11099,11099,0.09999999999999948,0.10000000000582077,1
parking00,seed_1042,2,ideal,local_5s,1.0,0.9056876751966724,1.0,0.9056876751966724,11059,11059,0.09999999999999948,0.10000000000582077,1
parking00,seed_1042,2,ideal,local_10s,1.0,0.945135797983468,1.0,0.945135797983468,11009,11009,0.09999999999999948,0.10000000000582077,1
parking00,seed_1042,2,ideal,global,1.0,0.0,1.0,0.0,11109,11109,0.09999999999999948,0.10000000000582077,0
parking00,seed_2042,2,ideal,local_1s,1.0,0.949635102261465,1.0,0.949635102261465,11099,11099,0.09999999999999948,0.10000000000582077,1
parking00,seed_2042,2,ideal,local_5s,1.0,0.901709015281671,1.0,0.901709015281671,11059,11059,0.09999999999999948,0.10000000000582077,1
parking00,seed_2042,2,ideal,local_10s,1.0,0.9345081297120538,1.0,0.9345081297120538,11009,11009,0.09999999999999948,0.10000000000582077,1
parking00,seed_2042,2,ideal,global,1.0,0.0,1.0,0.0,11109,11109,0.09999999999999948,0.10000000000582077,0
