actual_update_rate_hz_mean,actual_update_rate_hz_sd,aoi_p95_s_mean,aoi_p95_s_sd,contract_observable_fraction_mean,contract_observable_fraction_sd,contract_qualified_fraction_mean,contract_qualified_fraction_sd,contract_withdrawn_fraction_mean,contract_withdrawn_fraction_sd,economy_fraction_mean,economy_fraction_sd,high_fraction_mean,high_fraction_sd,latency_p95_ms_mean,latency_p95_ms_sd,normal_fraction_mean,normal_fraction_sd,payload_bytes_per_s_mean,payload_bytes_per_s_sd,policy,requested_update_rate_mean_hz_mean,requested_update_rate_mean_hz_sd,run_count
1.5161759129371222,0.02071349778201972,0.1814269518852234,0.040360403905539556,0.20114618233972587,0.030388906047502606,0.0028674948240165633,0.00267545777762144,0.19827868751570935,0.030649378542215718,0.7439714109510595,0.22829037412818642,0.0,0.0,749.6257400512695,37.94712905017042,0.25602858904894055,0.22829037412818642,935.7759050082107,17.569569397360382,aoi-only,2.7680857671468218,0.6848711223845593,5
1.5205251543641973,0.00588748235193717,0.1476305079460144,0.002423780742253424,0.17985008266678584,0.03604471224382942,0.0014388489208633094,0.0017622228365346607,0.1776865960647631,0.03651769497858636,0.0,0.0,0.7222884549503255,0.17928743466363878,719.4620299339294,2.0341153997774137,0.27771154504967455,0.17928743466363875,948.7072570889109,1.3812612646194093,contract-aware,8.611442274751628,0.8964371733181937,5
1.4932972357845467,0.0041047853190297615,0.14918468475341795,0.0010914903523674472,0.2340375137678048,0.0422752748418534,0.0018275010734220695,0.0011541284139278683,0.2318450491907331,0.04176147922174233,0.0,0.0,1.0,0.0,728.4625744819641,5.6527885221606775,0.0,0.0,942.8087365001252,2.7783422799465067,static-high,10.0,0.0,5
1.4093476027954275,0.04977823715316692,0.1631982111930847,0.017466901924726237,0.2041139494954412,0.046901702760670835,0.0015871592539454806,0.002364909569556304,0.20213919334227093,0.04605107359232736,1.0,0.0,0.0,0.0,799.5715808868407,100.76277267663868,0.0,0.0,886.3771579823904,33.47862389454086,static-low,2.0,0.0,5
