condition_id,surface_condition,route_or_motion,evidence_role,surface_confidence,source_path,tracking_source,telemetry_source,samples,directly_decoded_fraction,sync_method,sync_correlation,sync_uncertainty_s,ate_rmse_m,position_median_m,position_p95_m,position_max_m,rpe1_rmse_m,heading_mae_deg,heading_p95_deg,truth_path_length_m,estimated_path_length_m,path_length_ratio,interpretation_limit
carpet_strict_headline,low-speed carpet,"2.0 m x 1.0 m reference area, mixed low-speed motion",strict headline,explicit in filename/docs,DigitalTwin/datasets/analysis/ugv01_apriltag_finetuned_full_142023_continuity_repaired,DigitalTwin\datasets\analysis\validation_carpet_142023_four_tag_continuity_repaired\apriltag_still_summary.json,raw_logs\telemetry\ugv_t147_interactive_20260812_142023.csv,2153,0.2805387830933581,full_motion_activity_correlation,0.9331274030226201,0.02499999999999858,0.11365975946173017,0.08977008557685154,0.20714640105023324,0.22218122580981128,0.03041510538369163,6.6913286620781,19.265245022079085,8.937322470468665,9.120590155271088,1.0205058825400997,Preliminary prediction-only fidelity. The run has no GPS updates and no hardware camera/telemetry synchronization pulse; the scalar time offset was estimated from the recorded motion sequence.
smooth_floor_trapezoid,smooth/kitchen-floor-like indoor surface,trapezoid / turn-calibration motion,supplemental condition evidence,docs/apriltag_turn_calibration.md calls this the recorded kitchen-floor run,DigitalTwin/datasets/analysis/apriltag_trapezoid_fidelity_calibrated,DigitalTwin\datasets\analysis\apriltag_trapezoid_metric\apriltag_still_summary.json,raw_logs\telemetry\ugv_t147_interactive_20260805_192736.csv,2046,0.5786901270772239,full_motion_activity_correlation,0.8415983579257915,0.2750000000000039,0.10107470485063562,0.08817260240467524,0.16543256490537844,0.27956372204885227,0.025047809385361587,17.401201725020194,46.82138825449285,4.897510600415949,5.026348820659591,1.0263068793016394,Preliminary prediction-only fidelity. The run has no GPS updates and no hardware camera/telemetry synchronization pulse; the scalar time offset was estimated from the recorded motion sequence.
smooth_floor_square_1p5,"indoor smooth-floor square run, exact surface label not embedded in artifact",1.5 m square,supplemental condition evidence,"video/analysis artifact exists, but surface is not as explicitly named as the carpet run",DigitalTwin/datasets/analysis/apriltag_trial1_square_1p5_elevation_fidelity,DigitalTwin\datasets\analysis\apriltag_trial1_square_1p5_elevation_corrected\apriltag_still_summary.json,raw_logs\telemetry\ugv_t147_interactive_20260805_174551.csv,1938,0.22549019607843138,full_motion_activity_correlation,0.8351571367660112,0.25000000000000355,0.3378495151136624,0.13587485486775336,0.9179676953993811,1.261341849711406,0.04570374015578158,28.624152599270612,69.98720906355624,6.798309619685402,7.236450133586572,1.0644484494546227,Preliminary prediction-only fidelity. The run has no GPS updates and no hardware camera/telemetry synchronization pulse; the scalar time offset was estimated from the recorded motion sequence.
